DIST COUNTY AREA TOTAL DEM REP CPF REF LPF OverVotes GRE UnderVotes WriteinVotes
NA Miami-Dade 0330 0 911 309 2 0 10 1 8 3 7
NA Miami-Dade 0360 0 1648 502 1 1 31 2 23 11 18
NA Miami-Dade 0370 0 506 180 0 1 8 0 6 1 6
NA Miami-Dade 0380 0 197 141 0 0 4 0 1 3 2
NA Miami-Dade 0400 0 930 362 1 4 28 7 12 11 6
NA Miami-Dade 0410 0 1894 569 4 5 30 9 27 24 13
NA Miami-Dade 0420 0 971 320 0 1 19 7 24 8 9
NA Miami-Dade 0430 0 486 159 1 1 10 6 13 7 6
NA Miami-Dade 0470 0 127 144 0 0 3 0 0 3 1
NA Miami-Dade 0480 0 1242 801 1 4 32 7 15 10 15
NA Miami-Dade 0510 0 3086 1983 5 5 103 4 22 67 82
NA Miami-Dade 0520 0 1 0 0 0 0 0 0 0 0
NA Miami-Dade 0590 0 3 0 0 0 0 0 0 0 0
NA Miami-Dade 0620 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 0670 0 568 563 0 1 10 0 6 3 10
NA Miami-Dade 0680 0 1 0 0 0 0 0 0 0 0
NA Miami-Dade 0690 0 365 62 2 0 5 0 5 0 2
NA Miami-Dade 0990 0 605 555 0 0 13 2 4 23 6
NA Miami-Dade 1000 0 2893 641 17 16 66 12 41 37 24
NA Miami-Dade 1010 0 1096 679 0 0 34 4 7 24 18
NA Miami-Dade 1020 0 1596 1100 1 2 29 9 4 36 22
NA Miami-Dade 1030 0 1474 770 0 3 30 5 14 24 15
NA Miami-Dade 1040 0 49 10 1 0 1 0 1 0 0
NA Miami-Dade 1050 0 749 369 0 0 15 2 6 11 10
NA Miami-Dade 1060 0 660 279 0 1 20 3 10 7 8
NA Miami-Dade 1070 0 447 186 1 0 13 2 7 2 3
NA Miami-Dade 1080 0 1245 398 3 5 12 13 11 8 5
NA Miami-Dade 1090 0 1093 565 2 0 20 2 7 11 12
NA Miami-Dade 1100 0 838 339 0 0 13 4 7 7 12
NA Miami-Dade 1110 0 1610 759 3 1 24 4 13 21 15
NA Miami-Dade 1120 0 265 123 0 0 2 1 1 5 0
NA Miami-Dade 1130 0 547 275 1 0 3 3 6 10 3
NA Miami-Dade 1140 0 807 686 0 0 10 2 3 26 9
NA Miami-Dade 1150 0 1729 505 3 0 33 17 17 8 18
NA Miami-Dade 1160 0 319 341 3 0 5 3 3 7 9
NA Miami-Dade 1170 0 1477 170 4 2 8 13 9 14 19
NA Miami-Dade 1180 0 538 200 0 0 7 1 2 8 3
NA Miami-Dade 1190 0 843 554 0 2 11 4 6 12 11
NA Miami-Dade 1200 0 267 204 0 0 2 3 2 4 4
NA Miami-Dade 1210 0 651 138 0 1 4 6 6 3 3
NA Miami-Dade 1220 0 6 3 0 0 0 0 0 0 0
NA Miami-Dade 1230 0 1974 500 0 2 22 9 21 17 17
NA Miami-Dade 1240 0 1385 891 1 2 24 5 25 11 14
NA Miami-Dade 1250 0 266 84 0 0 2 2 1 0 1
NA Miami-Dade 1260 0 1170 105 0 1 7 10 7 9 11
NA Miami-Dade 1270 0 2067 199 2 0 22 13 14 18 15
NA Miami-Dade 1280 0 1378 133 1 3 8 10 20 7 12
NA Miami-Dade 1290 0 1679 150 0 0 12 3 13 15 7
NA Miami-Dade 1300 0 2248 285 4 0 15 7 23 24 7
NA Miami-Dade 1310 0 1525 275 1 1 22 7 15 13 15
NA Miami-Dade 1330 0 981 138 1 3 9 5 6 13 8
NA Miami-Dade 1340 0 1306 119 1 0 6 5 8 10 6
NA Miami-Dade 1350 0 1588 132 2 0 18 5 12 8 12
NA Miami-Dade 1360 0 1832 215 2 1 12 11 10 17 15
NA Miami-Dade 1370 0 214 29 0 0 1 1 1 2 1
NA Miami-Dade 1380 0 1145 112 1 0 8 4 8 9 9
NA Miami-Dade 1390 0 794 65 1 1 5 5 2 9 4
NA Miami-Dade 1400 0 1816 161 2 1 11 9 11 21 12
NA Miami-Dade 1410 0 1220 99 3 1 4 4 7 10 6
NA Miami-Dade 1420 0 2035 271 1 2 13 10 24 23 17
NA Miami-Dade 1430 0 1967 306 2 2 19 7 18 9 9
NA Miami-Dade 1440 0 165 17 0 0 0 0 0 0 1
NA Miami-Dade 1450 0 416 20 0 0 0 1 2 0 1
NA Miami-Dade 1460 0 1343 721 2 1 24 2 17 8 17
NA Miami-Dade 1480 0 1231 620 1 1 18 6 11 17 19
NA Miami-Dade 1490 0 1071 473 0 0 16 1 6 24 15
NA Miami-Dade 1500 0 435 45 0 0 2 1 3 3 2
NA Miami-Dade 1510 0 308 75 0 0 6 0 1 3 0
NA Miami-Dade 1520 0 1091 167 1 0 9 5 9 9 7
NA Miami-Dade 1530 0 66 11 0 0 1 1 1 0 0
NA Miami-Dade 1540 0 920 168 2 0 5 0 12 9 7
NA Miami-Dade 1550 0 929 204 3 0 13 3 9 4 13
NA Miami-Dade 1560 0 1009 341 2 1 20 0 3 10 10
NA Miami-Dade 1570 0 758 391 0 0 25 2 5 9 22
NA Miami-Dade 1580 0 199 76 0 0 0 0 3 1 0
NA Miami-Dade 1590 0 1026 134 0 1 11 3 14 8 5
NA Miami-Dade 1600 0 682 85 2 0 5 1 8 5 3
NA Miami-Dade 1610 0 931 91 1 1 7 15 8 7 5
NA Miami-Dade 1620 0 934 66 0 2 9 10 10 5 7
NA Miami-Dade 1630 0 811 72 1 1 5 2 2 9 2
NA Miami-Dade 1640 0 961 118 3 1 8 8 13 7 9
NA Miami-Dade 1650 0 184 34 0 1 7 0 5 0 1
NA Miami-Dade 1660 0 206 33 1 1 0 3 1 3 1
NA Miami-Dade 1670 0 215 108 0 0 8 0 4 0 4
NA Miami-Dade 1680 0 1437 411 4 4 26 5 5 9 11
NA Miami-Dade 1690 0 311 49 0 0 2 1 3 0 1
NA Miami-Dade 1700 0 19 3 0 0 0 0 0 0 0
NA Miami-Dade 1710 0 69 15 0 0 0 1 1 1 0
NA Miami-Dade 1720 0 121 7 0 0 0 0 1 1 0
NA Miami-Dade 1730 0 155 5 0 0 0 0 2 0 0
NA Miami-Dade 1740 0 93 6 0 0 0 1 3 2 2
NA Miami-Dade 1750 0 162 43 0 1 0 0 3 0 0
NA Miami-Dade 1760 0 259 55 0 2 3 2 5 3 0
NA Miami-Dade 1770 0 873 309 2 1 18 2 18 9 7
NA Miami-Dade 1780 0 665 52 1 1 4 3 8 4 7
NA Miami-Dade 1790 0 304 136 0 0 12 0 1 2 5
NA Miami-Dade 1810 0 121 79 0 0 2 0 1 3 1
NA Miami-Dade 1820 0 609 114 1 1 7 0 3 1 2
NA Miami-Dade 1840 0 1214 759 0 2 20 8 8 20 14
NA Miami-Dade 1870 0 167 21 1 2 0 1 1 1 1
NA Miami-Dade 1910 0 421 287 0 0 10 1 7 1 8
NA Miami-Dade 1960 0 1841 96 2 0 6 2 11 10 7
NA Miami-Dade 1980 0 637 313 0 3 12 2 8 10 4
NA Miami-Dade 1990 0 587 92 1 0 6 0 9 5 3
NA Miami-Dade 2000 0 980 607 4 1 36 4 12 12 8
NA Miami-Dade 2010 0 921 380 5 3 14 9 6 5 4
NA Miami-Dade 2020 0 1106 312 0 2 17 8 5 3 9
NA Miami-Dade 2030 0 1842 71 2 1 8 7 7 8 17
NA Miami-Dade 2050 0 1219 35 1 2 5 3 5 3 6
NA Miami-Dade 2060 0 1592 95 1 2 5 0 6 8 8
NA Miami-Dade 2070 0 1823 289 1 0 14 3 19 10 14
NA Miami-Dade 2080 0 1515 372 1 1 18 9 22 18 13
NA Miami-Dade 2090 0 1966 290 5 4 30 4 14 11 15
NA Miami-Dade 2100 0 1114 154 1 2 10 3 12 9 12
NA Miami-Dade 2120 0 1527 145 3 1 14 7 11 10 10
NA Miami-Dade 2130 0 1832 82 1 1 13 4 14 6 11
NA Miami-Dade 2140 0 1922 96 1 0 7 3 16 8 6
NA Miami-Dade 2150 0 1604 103 1 1 8 6 7 4 6
NA Miami-Dade 2160 0 1993 80 3 0 4 6 14 10 7
NA Miami-Dade 2170 0 1509 69 3 0 8 2 11 8 10
NA Miami-Dade 2180 0 981 24 1 0 1 1 8 7 7
NA Miami-Dade 2190 0 794 46 1 0 1 0 0 1 1
NA Miami-Dade 2210 0 1596 58 3 0 11 6 3 5 12
NA Miami-Dade 2220 0 1740 53 1 0 5 4 8 7 5
NA Miami-Dade 2230 0 1442 95 3 0 8 2 8 9 9
NA Miami-Dade 2240 0 1271 112 2 3 9 1 13 3 9
NA Miami-Dade 2250 0 1690 99 1 0 10 15 9 10 13
NA Miami-Dade 2260 0 1214 61 1 1 10 3 6 5 8
NA Miami-Dade 2270 0 1528 136 4 0 10 4 5 8 4
NA Miami-Dade 2280 0 1749 87 1 0 8 6 15 9 7
NA Miami-Dade 2290 0 1346 214 1 2 13 9 8 8 8
NA Miami-Dade 2300 0 1247 478 2 9 17 2 13 12 5
NA Miami-Dade 2310 0 940 508 4 5 17 8 11 6 8
NA Miami-Dade 2320 0 1102 359 1 4 11 10 14 6 11
NA Miami-Dade 2330 0 1314 281 1 4 11 4 11 7 12
NA Miami-Dade 2340 0 514 48 1 0 4 0 0 4 4
NA Miami-Dade 2350 0 364 93 4 1 3 6 0 5 5
NA Miami-Dade 2360 0 1010 92 2 1 2 6 3 6 2
NA Miami-Dade 2370 0 859 62 0 2 2 2 3 4 3
NA Miami-Dade 2380 0 780 67 3 1 2 3 6 3 3
NA Miami-Dade 2390 0 1799 139 2 3 18 13 7 4 9
NA Miami-Dade 2400 0 1716 123 1 4 8 8 16 8 5
NA Miami-Dade 2410 0 1497 168 0 0 8 5 12 8 4
NA Miami-Dade 2420 0 1795 157 1 1 9 14 11 10 7
NA Miami-Dade 2430 0 635 28 1 0 1 2 3 3 2
NA Miami-Dade 2440 0 1506 113 3 0 15 7 11 8 7
NA Miami-Dade 2450 0 996 79 0 0 5 11 8 7 4
NA Miami-Dade 2460 0 1064 502 3 3 17 13 9 9 6
NA Miami-Dade 2470 0 662 209 1 5 8 7 4 7 2
NA Miami-Dade 2480 0 1373 284 1 5 19 15 6 9 8
NA Miami-Dade 2490 0 1283 121 1 4 5 9 5 7 4
NA Miami-Dade 2500 0 1494 71 2 3 9 14 6 9 7
NA Miami-Dade 2510 0 1669 64 3 0 12 8 8 7 4
NA Miami-Dade 2530 0 914 54 1 0 1 7 4 15 1
NA Miami-Dade 2540 0 1305 62 0 1 4 5 3 13 9
NA Miami-Dade 2560 0 1357 173 0 3 10 6 10 9 4
NA Miami-Dade 2570 0 1242 41 2 1 7 3 5 7 8
NA Miami-Dade 2580 0 652 32 2 0 2 2 1 3 4
NA Miami-Dade 2590 0 898 79 1 0 3 5 1 7 2
NA Miami-Dade 2600 0 541 37 0 1 1 0 1 3 1
NA Miami-Dade 2610 0 1317 47 0 1 5 2 2 4 7
NA Miami-Dade 2620 0 1035 93 0 0 5 9 5 14 2
NA Miami-Dade 2640 0 782 58 0 2 5 2 4 1 0
NA Miami-Dade 2650 0 52 11 0 0 0 0 1 0 3
NA Miami-Dade 2660 0 39 11 0 0 0 0 0 0 1
NA Miami-Dade 2670 0 763 118 2 3 6 1 4 4 3
NA Miami-Dade 2690 0 969 49 0 1 3 4 6 3 11
NA Miami-Dade 2700 0 1542 70 5 2 8 10 9 9 4
NA Miami-Dade 2720 0 995 427 2 6 21 9 5 10 13
NA Miami-Dade 2740 0 824 140 0 3 4 4 3 8 4
NA Miami-Dade 2750 0 212 13 0 0 4 2 0 1 1
NA Miami-Dade 2760 0 918 90 1 0 4 2 6 3 7
NA Miami-Dade 2780 0 65 32 0 0 0 0 0 2 0
NA Miami-Dade 2800 0 684 24 0 0 2 0 2 1 3
NA Miami-Dade 2810 0 109 51 0 0 1 2 2 0 0
NA Miami-Dade 2820 0 1508 123 0 0 10 10 6 9 5
NA Miami-Dade 2840 0 549 288 3 1 8 9 11 23 6
NA Miami-Dade 2850 0 71 52 0 1 0 3 1 0 0
NA Miami-Dade 2880 0 3 2 0 0 0 0 0 0 0
NA Miami-Dade 2890 0 12 16 0 0 0 0 0 1 0
NA Miami-Dade 2910 0 1328 328 3 0 16 5 7 7 4
NA Miami-Dade 2950 0 2126 97 1 0 7 7 6 5 8
NA Miami-Dade 2960 0 1343 268 3 5 12 12 4 11 14
NA Miami-Dade 2970 0 996 885 3 5 18 15 9 18 7
NA Miami-Dade 2980 0 773 801 5 0 29 4 13 14 24
NA Miami-Dade 2990 0 617 512 4 3 11 7 8 6 3
NA Miami-Dade 3000 0 1767 876 6 5 46 4 15 16 18
NA Miami-Dade 3010 0 433 745 3 1 12 3 4 9 6
NA Miami-Dade 3020 0 530 744 2 4 19 4 4 14 8
NA Miami-Dade 3030 0 1364 952 4 2 33 4 10 18 13
NA Miami-Dade 3040 0 1630 606 5 1 36 11 10 12 12
NA Miami-Dade 3050 0 1162 1092 1 6 29 4 14 18 17
NA Miami-Dade 3060 0 840 719 4 4 37 2 10 9 11
NA Miami-Dade 3070 0 667 1034 3 2 24 4 2 12 22
NA Miami-Dade 3080 0 465 586 7 4 12 0 4 9 13
NA Miami-Dade 3090 0 922 875 6 5 21 16 9 20 15
NA Miami-Dade 3100 0 656 910 4 4 29 9 8 17 8
NA Miami-Dade 3110 0 1128 1091 2 4 30 13 11 31 8
NA Miami-Dade 3120 0 762 649 2 5 19 18 4 9 5
NA Miami-Dade 3140 0 46 105 0 0 1 0 1 6 0
NA Miami-Dade 3150 0 585 781 0 3 20 9 7 11 5
NA Miami-Dade 3160 0 473 700 1 2 11 11 8 12 11
NA Miami-Dade 3170 0 359 684 0 2 23 8 4 15 8
NA Miami-Dade 3180 0 911 1269 5 3 28 16 9 21 9
NA Miami-Dade 3190 0 358 611 1 2 13 10 1 6 3
NA Miami-Dade 3200 0 976 1157 1 2 26 11 9 20 13
NA Miami-Dade 3210 0 1353 1041 2 13 28 17 15 31 3
NA Miami-Dade 3220 0 1018 538 2 5 18 6 10 11 8
NA Miami-Dade 3230 0 716 657 1 2 15 10 5 13 2
NA Miami-Dade 3240 0 601 586 1 8 8 10 3 12 3
NA Miami-Dade 3250 0 312 562 0 1 8 6 0 4 7
NA Miami-Dade 3260 0 315 509 0 0 6 1 1 11 1
NA Miami-Dade 3270 0 1022 688 4 7 27 17 12 19 6
NA Miami-Dade 3280 0 876 1178 1 2 15 10 12 23 6
NA Miami-Dade 3290 0 11 1 0 0 0 0 0 0 0
NA Miami-Dade 3300 0 953 996 3 5 32 3 7 19 23
NA Miami-Dade 3310 0 908 1251 5 9 24 12 5 24 10
NA Miami-Dade 3320 0 680 592 0 3 19 11 4 14 4
NA Miami-Dade 3330 0 571 607 0 0 15 7 2 9 3
NA Miami-Dade 3340 0 54 29 1 0 0 0 0 1 0
NA Miami-Dade 3350 0 609 476 4 3 10 10 4 12 5
NA Miami-Dade 3360 0 252 303 1 6 9 4 2 4 0
NA Miami-Dade 3370 0 974 1081 0 2 28 15 5 19 8
NA Miami-Dade 3380 0 415 491 1 3 13 7 3 9 5
NA Miami-Dade 3390 0 1143 1080 2 9 27 30 16 19 6
NA Miami-Dade 3400 0 1625 1138 1 8 36 27 9 32 8
NA Miami-Dade 3410 0 5 0 0 0 0 0 0 0 0
NA Miami-Dade 3420 0 573 623 5 5 17 6 7 13 7
NA Miami-Dade 3430 0 1061 877 4 8 36 6 19 17 12
NA Miami-Dade 3440 0 783 766 1 2 20 1 7 15 10
NA Miami-Dade 3450 0 0 3 0 0 0 0 0 0 0
NA Miami-Dade 3460 0 693 759 7 0 38 1 7 6 8
NA Miami-Dade 3470 0 575 440 2 2 16 4 8 9 2
NA Miami-Dade 3480 0 226 246 0 2 16 5 1 14 2
NA Miami-Dade 3490 0 940 677 5 7 16 9 15 10 3
NA Miami-Dade 3500 0 823 354 1 0 15 3 6 6 8
NA Miami-Dade 3510 0 1795 680 4 6 29 8 25 15 21
NA Miami-Dade 3520 0 1023 1607 5 2 46 1 6 34 24
NA Miami-Dade 3530 0 824 823 2 2 31 7 8 16 14
NA Miami-Dade 3540 0 291 539 0 3 9 2 6 10 7
NA Miami-Dade 3550 0 1830 679 3 6 34 8 16 15 11
NA Miami-Dade 3560 0 692 241 8 3 12 5 7 5 3
NA Miami-Dade 3570 0 501 706 2 3 14 2 9 8 11
NA Miami-Dade 3580 0 649 533 3 5 14 6 4 11 8
NA Miami-Dade 3590 0 840 558 1 1 11 11 3 12 4
NA Miami-Dade 3600 0 1517 1248 5 15 32 15 9 12 13
NA Miami-Dade 3620 0 733 687 3 0 22 7 1 12 8
NA Miami-Dade 3630 0 1279 833 3 12 32 9 10 18 9
NA Miami-Dade 3640 0 1382 995 3 5 29 7 14 15 13
NA Miami-Dade 3650 0 1479 714 3 7 27 6 12 16 14
NA Miami-Dade 3660 0 1331 584 4 3 36 2 23 17 16
NA Miami-Dade 3670 0 1092 623 3 9 42 6 21 21 14
NA Miami-Dade 3680 0 1094 1227 1 6 27 19 14 36 13
NA Miami-Dade 3690 0 21 27 0 0 0 0 0 1 0
NA Miami-Dade 3700 0 1090 427 1 2 34 7 10 7 12
NA Miami-Dade 3710 0 1515 1026 5 7 41 11 11 31 24
NA Miami-Dade 3720 0 419 426 6 1 17 2 4 8 9
NA Miami-Dade 3730 0 0 2 0 0 0 0 0 0 0
NA Miami-Dade 3740 0 2 0 0 0 0 0 0 0 0
NA Miami-Dade 3750 0 329 388 0 2 11 10 2 14 1
NA Miami-Dade 3760 0 1147 1487 5 9 42 4 14 30 30
NA Miami-Dade 3770 0 926 1084 3 7 21 23 3 33 7
NA Miami-Dade 3780 0 304 362 3 6 13 4 1 9 5
NA Miami-Dade 3790 0 791 934 1 9 25 20 5 14 6
NA Miami-Dade 3810 0 526 601 0 1 16 12 4 5 4
NA Miami-Dade 3820 0 516 587 0 3 16 9 5 15 4
NA Miami-Dade 3830 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 3840 0 954 852 6 1 24 16 4 10 7
NA Miami-Dade 3850 0 1200 1496 3 6 29 3 20 26 16
NA Miami-Dade 3860 0 823 748 0 8 25 9 10 12 6
NA Miami-Dade 3870 0 769 470 5 5 16 12 2 14 1
NA Miami-Dade 3880 0 1383 1014 6 7 28 10 8 19 10
NA Miami-Dade 3890 0 1027 1199 4 1 25 3 10 14 14
NA Miami-Dade 3900 0 848 1595 3 3 44 6 3 22 21
NA Miami-Dade 3910 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 3920 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 3940 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 3950 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 3960 0 895 703 1 1 23 7 15 10 11
NA Miami-Dade 3980 0 398 359 0 0 13 1 4 6 8
NA Miami-Dade 3990 0 374 305 0 5 14 1 2 1 5
NA Miami-Dade 4000 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4010 0 893 453 1 4 21 10 13 6 3
NA Miami-Dade 4020 0 811 1200 3 3 33 4 5 24 11
NA Miami-Dade 4030 0 682 402 1 1 9 7 6 12 5
NA Miami-Dade 4050 0 671 637 3 3 18 8 6 12 4
NA Miami-Dade 4060 0 1160 661 2 4 31 10 11 14 11
NA Miami-Dade 4070 0 511 644 3 4 31 4 5 11 11
NA Miami-Dade 4080 0 943 430 3 2 17 7 10 7 10
NA Miami-Dade 4090 0 1023 613 1 3 42 15 10 14 8
NA Miami-Dade 4100 0 917 707 4 5 29 11 14 15 8
NA Miami-Dade 4110 0 1004 482 3 3 21 3 8 12 11
NA Miami-Dade 4120 0 594 1035 4 0 34 4 10 12 17
NA Miami-Dade 4130 0 802 1519 3 8 38 1 8 23 17
NA Miami-Dade 4140 0 643 801 3 3 23 10 10 13 14
NA Miami-Dade 4150 0 1274 1061 4 5 35 18 16 17 19
NA Miami-Dade 4160 0 757 675 0 5 25 6 4 21 8
NA Miami-Dade 4170 0 709 837 2 2 20 5 13 20 17
NA Miami-Dade 4180 0 316 349 1 5 8 4 1 14 12
NA Miami-Dade 4190 0 378 632 0 3 13 4 9 18 11
NA Miami-Dade 4200 0 665 1019 1 1 25 6 7 19 14
NA Miami-Dade 4210 0 669 972 5 2 24 7 7 16 11
NA Miami-Dade 4220 0 427 573 0 1 17 3 3 10 10
NA Miami-Dade 4230 0 622 809 1 5 23 4 10 23 12
NA Miami-Dade 4240 0 797 1008 2 3 35 11 18 26 12
NA Miami-Dade 4250 0 379 387 1 1 11 3 5 8 3
NA Miami-Dade 4260 0 1198 1344 3 7 37 5 16 36 32
NA Miami-Dade 4270 0 425 441 1 1 5 4 3 12 2
NA Miami-Dade 4280 0 622 643 1 2 25 4 4 13 9
NA Miami-Dade 4290 0 662 699 1 1 17 0 8 8 7
NA Miami-Dade 4300 0 787 908 3 1 30 9 13 19 10
NA Miami-Dade 4310 0 546 536 2 3 30 4 10 18 12
NA Miami-Dade 4320 0 644 653 0 4 26 9 8 10 13
NA Miami-Dade 4330 0 604 866 3 3 23 2 5 23 12
NA Miami-Dade 4340 0 627 900 1 4 23 3 9 12 12
NA Miami-Dade 4350 0 798 862 3 6 27 5 9 20 21
NA Miami-Dade 4360 0 752 869 1 9 25 2 11 18 16
NA Miami-Dade 4370 0 576 835 3 7 20 6 8 20 17
NA Miami-Dade 4380 0 732 1113 3 9 26 6 14 14 11
NA Miami-Dade 4390 0 492 937 1 5 21 4 8 12 13
NA Miami-Dade 4400 0 508 828 2 6 27 6 8 10 11
NA Miami-Dade 4410 0 709 1007 2 2 41 4 6 21 9
NA Miami-Dade 4420 0 523 494 1 0 16 7 6 13 5
NA Miami-Dade 4430 0 1025 598 0 3 25 11 6 16 16
NA Miami-Dade 4440 0 873 790 3 5 22 6 5 19 7
NA Miami-Dade 4450 0 0 1 0 0 0 0 0 0 0
NA Miami-Dade 4460 0 6 3 0 0 0 0 0 0 0
NA Miami-Dade 4470 0 1101 650 4 7 29 4 14 9 12
NA Miami-Dade 4480 0 936 624 1 3 29 3 7 15 9
NA Miami-Dade 4490 0 469 579 4 2 16 0 2 8 11
NA Miami-Dade 4500 0 983 488 5 2 19 0 8 7 15
NA Miami-Dade 4510 0 735 1374 0 3 35 3 14 21 16
NA Miami-Dade 4520 0 1395 522 3 4 36 2 15 14 18
NA Miami-Dade 4530 0 24 9 0 0 0 0 1 0 0
NA Miami-Dade 4540 0 865 396 1 2 19 3 7 15 17
NA Miami-Dade 4550 0 1020 590 2 8 32 13 11 14 14
NA Miami-Dade 4560 0 2 1 0 0 1 0 0 0 0
NA Miami-Dade 4570 0 535 617 0 5 19 6 6 12 8
NA Miami-Dade 4580 0 776 165 1 2 15 2 9 3 11
NA Miami-Dade 4590 0 219 398 0 1 17 3 2 5 2
NA Miami-Dade 4600 0 18 16 0 0 0 0 0 0 1
NA Miami-Dade 4610 0 1131 1013 3 7 28 3 11 18 14
NA Miami-Dade 4620 0 1544 503 3 6 16 4 15 5 8
NA Miami-Dade 4630 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4640 0 322 515 1 4 8 4 1 6 5
NA Miami-Dade 4650 0 616 737 3 1 10 14 4 21 10
NA Miami-Dade 4660 0 625 426 1 3 14 1 6 6 4
NA Miami-Dade 4670 0 684 865 2 6 21 6 8 11 14
NA Miami-Dade 4680 0 798 290 1 5 15 1 7 16 4
NA Miami-Dade 4690 0 1409 1150 2 2 57 6 14 18 20
NA Miami-Dade 4700 0 1014 476 2 3 19 1 4 7 5
NA Miami-Dade 4710 0 597 773 2 2 19 5 7 13 13
NA Miami-Dade 4720 0 492 835 0 2 22 2 13 18 13
NA Miami-Dade 4820 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4870 0 34 9 0 0 0 0 1 1 0
NA Miami-Dade 4880 0 1508 807 4 7 24 26 13 19 16
NA Miami-Dade 4980 0 1327 104 2 2 7 11 15 12 8
NA Miami-Dade 4990 0 18 1 0 0 0 0 0 1 0
NA Miami-Dade 5000 0 403 649 0 0 14 3 2 12 4
NA Miami-Dade 5010 0 947 57 1 0 8 8 6 7 2
NA Miami-Dade 5020 0 1294 341 0 0 19 2 21 9 14
NA Miami-Dade 5030 0 428 305 0 2 7 10 0 19 3
NA Miami-Dade 5040 0 1218 213 0 1 13 3 16 13 10
NA Miami-Dade 5050 0 991 55 1 1 5 3 3 11 4
NA Miami-Dade 5060 0 734 38 2 0 4 2 6 5 2
NA Miami-Dade 5070 0 705 25 3 0 7 1 2 4 2
NA Miami-Dade 5080 0 1133 25 2 0 6 3 4 4 4
NA Miami-Dade 5090 0 623 575 4 3 14 1 5 15 5
NA Miami-Dade 5100 0 352 308 1 1 7 3 4 5 9
NA Miami-Dade 5110 0 984 47 0 1 5 8 5 8 6
NA Miami-Dade 5120 0 1027 36 1 1 2 0 5 7 3
NA Miami-Dade 5140 0 965 63 0 0 6 9 9 12 7
NA Miami-Dade 5150 0 1012 100 0 5 10 4 13 11 12
NA Miami-Dade 5160 0 811 252 0 0 18 1 5 11 9
NA Miami-Dade 5170 0 719 114 0 0 5 1 16 7 4
NA Miami-Dade 5180 0 1009 91 2 1 4 11 15 8 8
NA Miami-Dade 5190 0 1204 67 2 0 8 0 14 8 8
NA Miami-Dade 5200 0 1681 56 1 1 5 7 12 11 12
NA Miami-Dade 5210 0 1269 46 1 1 7 5 4 15 3
NA Miami-Dade 5220 0 1710 125 0 0 4 4 11 14 12
NA Miami-Dade 5230 0 635 85 1 0 7 13 0 6 4
NA Miami-Dade 5240 0 855 371 1 1 26 3 11 5 7
NA Miami-Dade 5260 0 274 147 0 1 3 0 0 3 1
NA Miami-Dade 5270 0 164 66 0 1 4 0 1 1 0
NA Miami-Dade 5280 0 615 184 1 1 9 19 3 5 3
NA Miami-Dade 5290 0 1606 308 3 4 12 22 7 18 6
NA Miami-Dade 5300 0 195 72 0 0 6 1 3 2 2
NA Miami-Dade 5310 0 1185 163 2 2 14 8 5 10 7
NA Miami-Dade 5320 0 431 75 0 1 12 0 3 1 4
NA Miami-Dade 5330 0 1715 101 3 0 12 8 7 8 10
NA Miami-Dade 5340 0 834 258 0 1 19 1 15 4 11
NA Miami-Dade 5350 0 635 114 0 2 5 2 10 17 3
NA Miami-Dade 5360 0 404 92 2 0 7 1 7 5 3
NA Miami-Dade 5370 0 378 89 0 4 3 3 1 6 2
NA Miami-Dade 5380 0 2433 470 4 4 48 3 37 16 10
NA Miami-Dade 5400 0 9 2 0 0 0 0 0 1 0
NA Miami-Dade 5410 0 1781 770 4 0 47 3 12 13 26
NA Miami-Dade 5420 0 2 0 0 0 0 0 0 0 0
NA Miami-Dade 5430 0 1367 501 6 5 26 13 18 16 8
NA Miami-Dade 5440 0 1648 531 0 2 38 0 13 13 12
NA Miami-Dade 5450 0 1525 785 3 3 27 18 9 23 15
NA Miami-Dade 5460 0 765 287 2 1 18 0 11 15 10
NA Miami-Dade 5470 0 188 129 2 2 2 6 2 10 2
NA Miami-Dade 5480 0 644 613 3 4 13 10 6 15 8
NA Miami-Dade 5490 0 672 540 1 3 17 16 2 11 5
NA Miami-Dade 5500 0 743 692 1 3 20 16 6 21 10
NA Miami-Dade 5510 0 852 511 2 5 17 10 6 7 8
NA Miami-Dade 5520 0 394 417 4 0 9 3 1 9 4
NA Miami-Dade 5530 0 558 612 0 4 26 8 7 6 5
NA Miami-Dade 5540 0 560 615 0 5 12 3 3 16 3
NA Miami-Dade 5560 0 1012 746 2 8 20 13 5 34 8
NA Miami-Dade 5570 0 1035 1062 3 9 17 2 16 31 9
NA Miami-Dade 5580 0 558 435 2 4 11 8 5 16 5
NA Miami-Dade 5590 0 485 548 0 0 10 4 3 16 2
NA Miami-Dade 5600 0 504 427 4 7 11 3 3 12 5
NA Miami-Dade 5610 0 1467 880 4 6 44 6 18 15 24
NA Miami-Dade 5620 0 0 0 0 0 0 0 0 0 0
