COUNTY AREA TOTAL DEM REP LIB WI
Coffee "NATIONAL GUARD ARMORY - ELBA" 0 445 314 7 0
Coffee "NEW BROCKTON FARM CENTER" 0 128 254 9 1
Coffee "NEW BROCKTON NATIONAL GUARD" 0 178 104 2 0
Coffee NEWBIA 0 30 27 5 0
Coffee "PERRYS STORE" 0 56 85 2 0
Coffee "PINE LEVEL" 0 74 37 3 0
Coffee "PLEASANT RIDGE" 0 129 203 8 0
Coffee VICTORIA 0 118 94 3 0
Coffee "WISE MILL CHURCH" 0 24 50 1 0
Coffee "WISE MILL SCHOOL VOTING HOUSE" 0 49 33 3 0
Coffee "ZION CHAPEL" 0 150 143 8 1
Colbert Absentee 0 184 168 5 1
Colbert "1-1 Brick" 0 434 393 13 2
Colbert "1-2 Hatton School" 0 414 156 6 1
Colbert "2-1 Calvery" 0 191 122 5 0
Colbert "2-2 Tuscumbia Utilities Bldg." 0 531 173 8 0
Colbert "2-3 Tuscumbia Multi-purpose Center" 0 436 328 14 2
Colbert "2-4 Hope Haven" 0 312 283 5 4
Colbert "2-5 Thompson School" 0 129 126 4 1
Colbert "3-1 Barton First Baptist Church" 0 280 137 2 1
Colbert "4-1 Cherokee Lion Den" 0 255 140 2 0
Colbert "4-2 Cherokee City Hall" 0 146 86 5 0
Colbert "6-1 Margerum Methodist Church" 0 78 74 2 0
Colbert "7-1 Rock Creek Booth" 0 25 34 2 0
Colbert "8-1 HWY 247 Fire Dept." 0 40 49 1 0
Colbert "9-1 New Bethel Fire Dept." 0 187 170 9 2
Colbert "10-1 LaGrange Fire Department" 0 157 147 7 0
Colbert "11-1 Leighton Civic Center" 0 286 160 8 0
Colbert "11-2 Leighton Fire Station" 0 227 40 2 1
Colbert "12-1 Littleville City Hall" 0 275 260 2 2
Colbert "13-1 Locust Shores Fire Station" 0 267 226 6 0
Colbert "14-1 Spring Valley Fire Dept." 0 176 112 8 0
Colbert "14-2 County Highway Dept." 0 209 279 5 1
Colbert "14-3 Listerhill Credit Union" 0 142 10 0 0
Colbert "15-1 Harris Store" 0 26 50 3 1
Colbert "16-1 Sheffield Board of Education" 0 164 122 10 0
Colbert "16-3 Sheffield Fire Station" 0 382 170 12 1
Colbert "16-4 Sheffield Michael Center" 0 357 7 3 0
Colbert "16-5 Sheffield Recreation Center" 0 352 314 10 2
Colbert "16-6 Sheffield Fire Station Mont. Ave" 0 103 55 5 0
Colbert "16-7 Park Terrace Cumberland" 0 368 366 11 1
Colbert "17-1 First Southern Baptist Ch." 0 422 536 7 0
Colbert "17-2 Muscle Shoals - Fire Station" 0 435 423 10 0
Colbert "17-3 Muscle Shoals - South Gate" 0 495 360 13 5
Colbert "17-4 Muscle Shoals - Webster Sch." 0 313 215 8 2
Colbert "17-5 Muscle Shoals First Baptist Ch." 0 589 470 16 4
Colbert "18-1 Colbert Heights School" 0 396 308 19 2
Conecuh "ABSENTEE VOTERS" 0 66 73 2 0
Conecuh "ANNEX VOTING HOUSE" 0 80 22 1 0
Conecuh "ANTIOCH VOTING HOUSE" 0 70 114 4 3
Conecuh "BELLEVILLE FIRE DEPARTMENT" 0 206 77 7 0
Conecuh "BERMUDA COMMUNITY HOUSE" 0 32 97 1 0
Conecuh "BROOKLYN MASONIC LODGE" 0 37 27 1 0
Conecuh "BROWNVILLE FIRE DEPT" 0 51 92 0 NA
Conecuh "CASTLEBERRY FIRE DEPT" 0 206 192 7 0
Conecuh "DAVID BURT BUILDING" 0 184 382 5 1
Conecuh "FLAT ROCK FIRE DEPT" 0 18 35 1 0
Conecuh "HEALTH DEPARTMENT" 0 154 59 2 0
Conecuh "JOHNSONVILLE FIRE DEPT" 0 91 3 0 0
Conecuh "LENOX COMMUNITY HOUSE" 0 25 113 1 0
Conecuh "LITTLE ZION CHURCH" 0 82 48 1 0
Conecuh "LYEFFION FIRE DEPT" 0 59 129 3 1
Conecuh "MT_ UNION CHURCH" 0 43 72 0 0
Conecuh "2ND MT_ ZION CHURCH" 0 94 15 1 2
Conecuh "NATIONAL GUARD ARMORY" 0 382 114 5 2
Conecuh "NAZARENE BAPTIST CHURCH" 0 157 49 2 0
Conecuh "OLD FIELD CHURCH" 0 113 80 0 0
Conecuh "PAUL FIRE HOUSE" 0 42 47 1 0
Conecuh "RANGE FIRE DEPARTMENT" 0 22 62 1 0
Conecuh "REPTON CITY HALL" 0 153 116 5 0
Conecuh "ROBINSON MILL VOTING HOUSE" 0 113 45 1 0
Conecuh "SANDCUTT FIRE DEPARTMENT" 0 26 113 6 2
Conecuh "SKINNERTON VOTING HOUSE" 0 22 27 1 0
Conecuh "WOOTEN VOTING HOUSE" 0 110 73 1 1
Conecuh CHALLENGED 0 0 0 0 0
Coosa "ABSENTEE VOTERS" 0 47 80 3 0
Coosa "COTTAGE GROVE DAY CARE CENTER" 0 191 6 0 0
Coosa COURTHOUSE 0 263 232 12 0
Coosa "EQUALITY FIRE DEPARTMENT" 0 90 200 3 0
Coosa HANOVER 0 75 65 4 0
Coosa "KELLEYTON FIRE DEPARTMENT" 0 387 242 2 0
Coosa "MARBLE VALLEY FIRE DEPARTMENT" 0 40 55 1 0
Coosa "MT_ OLIVE COMMUNITY CENTER" 0 81 49 5 1
Coosa "OLD RAILROAD DEPOT" 0 668 197 7 2
Coosa "RAY FIRE DEPARTMENT" 0 150 101 5 0
Coosa "RICHVILLE FIRE DEPARTMENT" 0 104 114 7 0
Coosa "WEOGUFKA VOTING HOUSE" 0 146 177 11 1
Coosa "WEST COOSA SENIOR CENTER" 0 279 294 9 0
Covington "ABSENTEE VOTERS" 0 112 192 4 0
Covington "ANDALUSIA KIWANIS FAIR BLDG_.1" 0 479 459 7 1
Covington "ANDALUSIA KIWANIS FAIR BLDG_.2" 0 337 413 5 2
Covington "ANDALUSIA KIWANIS FAIR BLDG_.3" 0 274 421 6 0
Covington "ANDALUSIA KIWANIS FAIR BLDG_.4" 0 289 433 10 1
Covington "BABBIE CITY HALL" 0 66 114 9 1
Covington "BECK VOTING HOUSE - SHADY BEND" 0 27 37 1 0
Covington "BEULAH VOTING HOUSE" 0 53 77 1 1
Covington "BLUE SPRINGS VOTING HOUSE" 0 102 117 2 0
Covington "BOLES MILL MCRAY VOTING HOUSE" 0 59 42 1 0
Covington "BROOK VOTING HOUSE - CHURCH" 0 24 43 0 0
Covington "CAROLINA CITY HALL" 0 126 220 4 2
Covington "CARTER SCHOOL VOTING HOUSE" 0 42 14 0 0
Covington "CATOES MASONIC LODGE 609" 0 22 67 1 0
Covington "CEDAR GROVE VOTING HOUSE" 0 45 77 2 1
Covington "FAIRFIELD VOTING HOUSE" 0 37 70 2 0
Covington "FLORALA-OLD NATIONAL GUARD" 0 363 245 9 0
Covington "FRIENDSHIP VOTING HOUSE" 0 33 69 0 0
Covington "GANTT CITY HALL" 0 207 237 7 3
Covington "GOOLSBY VOTING HOUSE-DAMASCUS" 0 23 41 1 0
Covington "HARMONY MASONIC LODGE" 0 44 67 6 0
Covington "HEATH CITY HALL" 0 89 197 4 2
Covington "LIBERTYVILLE CITY HALL" 0 59 102 1 0
Covington "LOANGO FIRE DEPARTMENT" 0 72 58 5 0
Covington "LOCKHART CITY HALL" 0 159 68 8 0
Covington "MARVIN ODEMS VOTING HOUSE" 0 24 23 3 0
Covington "MCADAMS STORE VOTING HOUSE" 0 40 46 2 1
Covington "OAKY RIDGE VOTING HOUSE" 0 36 74 0 1
Covington "OPP CHAMBER OF COMMERCE .1" 0 259 392 5 2
Covington "OPP CHAMBER OF COMMERCE .2" 0 349 596 5 1
Covington "OPP CHAMBER OF COMMERCE .3" 0 250 199 3 2
Covington "PIDGEON CREEK-BUCK CREEK FIRE" 0 89 99 2 0
Covington "RED LEVEL CITY HALL" 0 143 206 2 0
Covington "RIVER FALLS CITY HALL" 0 148 130 4 0
Covington "RODGERS VOTING HOUSE" 0 7 17 2 0
Covington "ROSE HILL COMMUNITY" 0 57 66 1 0
Covington "SANFORD CITY HALL" 0 79 124 4 1
Covington "STANLEY VOTING HOUSE" 0 39 94 3 0
Covington "STRAUGHN - AG BUILDING" 0 91 200 11 0
Covington "VALLEY GROVE VOTING HOUSE" 0 72 69 1 0
Covington "WIGGINS 5 POINTS VOTING HOUSE" 0 38 27 0 0
Covington "WING FIRE DEPARTMENT - BEDA" 0 67 120 0 0
Crenshaw "ABSENTEE VOTERS" 0 32 61 5 0
Crenshaw "BRANTLEY COMMUNITY CENTER" 0 210 238 4 1
Crenshaw "BUSHS GROCERY - BRANTLEY" 0 64 58 3 0
Crenshaw "CHAPEL HILL COMMUNITY CENTER" 0 49 78 8 1
Crenshaw "COUNTY COURTHOUSE" 0 228 450 4 6
Crenshaw "DANIELVILLE SCHOOL HOUSE" 0 63 156 6 0
Crenshaw "DOZIER CITY HALL" 0 57 41 2 0
Crenshaw "GLENWOOD CITY HALL" 0 82 131 5 0
Crenshaw "HARBIN FARM CENTER - LUVERNE" 0 226 42 3 0
Crenshaw "HIGHLAND HOME - NEW FIRE DEPT_" 0 151 233 5 1
Crenshaw "HONORAVILLE FIRE STATION" 0 96 202 9 0
Crenshaw "LILLERS STORE - BRANTLEY" 0 57 95 3 0
Crenshaw "PANOLA COMMUNITY CENTER" 0 72 95 6 0
Crenshaw "PATSBURG DEPOT BUILDING" 0 34 87 2 0
Crenshaw "PETREY COMMUNITY CENTER" 0 288 65 4 0
Crenshaw "PLEASANT HOME SCHOOL-RUTLEDGE" 0 46 32 0 0
Crenshaw "RUTLEDGE COMMUNITY CENTER" 0 109 156 8 0
Crenshaw "VIDETTE COMMUNITY CENTER" 0 15 82 2 0
Crenshaw "WEEDS STORE BRANTLEY" 0 52 84 3 1
Cullman Absentee 0 242 445 24 3
Cullman "0110 Cullman Civic Center" 0 269 360 32 5
Cullman "0120 Cullman Civic Center" 0 320 443 17 3
Cullman "0130 Cullman Civic Center" 0 295 401 25 3
Cullman "0140 Cullman County Office Bldg.Bsmnt." 0 286 466 13 2
Cullman "0150 Cullman City Hall" 0 248 337 23 1
Cullman "0160 Cullman Courthouse Basement" 0 266 326 20 3
Cullman "0170 Cullman County Office Bldg." 0 303 422 27 0
Cullman "0210 Good Hope Town Hall" 0 343 434 29 7
Cullman "0220 Dodge City Town Hall" 0 180 264 15 3
Cullman "0310 Hanceville City Hall" 0 434 502 25 1
Cullman "0320 Steppville Fire Station" 0 262 261 8 6
Cullman "0400 Garden City Town Hall" 0 135 166 14 2
Cullman "0500 Stouts Mountain Church" 0 74 43 6 0
Cullman "0610 Moody Town Union Hill Ch." 0 48 35 4 0
Cullman "0620 Colony Town Hall" 0 198 35 1 1
Cullman "0700 Arkadelphia Community Ctr." 0 93 102 6 0
Cullman "0800 Antioch Community Center" 0 85 71 9 1
Cullman "0900 Cold Springs Fire Dept." 0 186 149 12 2
Cullman "1000 Bremen Community Center" 0 184 258 7 0
Cullman "1110 Trimble Fire Station" 0 152 208 5 1
Cullman "1120 Valley Grove Comm. Center" 0 223 292 13 2
Cullman "1200 Crane Hill Fire Department" 0 307 373 29 0
Cullman "1300 Bethsadia Fire Department" 0 143 182 5 1
Cullman "1410 Logan Fire Department" 0 95 141 11 0
Cullman "1420 Bethel Community Center" 0 126 137 2 2
Cullman "1510 Jones Chapel Fire Dept." 0 280 411 29 0
Cullman "1600 Battleground Fire Dept." 0 192 154 15 0
Cullman "1710 West Point Comm. Center" 0 305 481 22 2
Cullman "1720 Friendship Methodist Church" 0 268 387 32 1
Cullman "1810 Vinemont Providence Fire Dept." 0 472 487 31 1
Cullman "1820 Providence Fire Department" 0 237 336 9 1
Cullman "1900 Gold Ridge Comm. Center" 0 275 312 14 0
Cullman "2010 Baileytown Town Hall" 0 273 295 15 2
Cullman "2020 Brooklyn Comm. Center" 0 123 159 13 0
Cullman "2110 Joppa Volunteer Fire Dept." 0 158 152 4 2
Cullman "2120 New Canaan FMX Bldg." 0 140 190 5 0
Cullman "2210 Holly Pond Town Hall" 0 322 665 38 5
Cullman "2300 Berlin Comm. Center" 0 218 319 6 1
Cullman "2400 Walter Community Center" 0 181 209 7 2
Cullman "2500 Welti Fire Sta." 0 133 134 7 1
Cullman "2600 Brushy Pond Comm. Center" 0 128 191 9 0
Cullman "2700 White City Comm. Center" 0 196 336 27 1
Cullman "2810 Fairview Fire Dept." 0 213 221 10 0
Cullman "2820 Fairview Town Hall" 0 176 182 5 0
Cullman "2910 Grandview Comm. Center" 0 90 119 5 0
Cullman "3010 Kelley Comm. Center" 0 250 346 6 1
Cullman "3100 Center Hill Community Center" 0 99 153 2 0
Cullman "3200 Simcoe Comm. Center" 0 172 197 20 2
Cullman "3300 Baldwin Comm. Center" 0 128 185 12 1
Cullman "3400 Cullman County Health Dept." 0 135 173 11 0
Cullman "3510 East Point Comm. Center" 0 155 232 12 2
Cullman "3600 Bolte-White Grove Church" 0 158 170 13 1
Cullman Challenged 0 0 0 0 0
Dale "ABSENTEE VOTERS" 0 117 182 3 2
Dale "ARGUTA-VOTING HOUSE" 0 43 49 0 0
Dale "ARITON-CITY HALL" 0 207 305 4 1
Dale "BERTHA-VOTING HALL" 0 57 103 1 1
Dale "CLAYHATCHEE-COMMUNITY HOUSE" 0 96 176 1 1
Dale "CLOPTON-VOTING HALL" 0 40 46 0 0
Dale "DALEVILLE-CITY HALL .1" 0 484 451 22 3
Dale "DALEVILLE-CITY HALL .2" 0 93 91 4 0
Dale "ECHO-VOTING HALL" 0 147 340 7 1
Dale "EWELL-VOTING HALL" 0 268 395 6 1
Dale "FORT RUCKER ELEMENTARY SCHOOL" 0 8 35 0 0
Dale "GRIMES-COMMUNITY CENTER" 0 132 206 5 1
Dale "LEVEL PLAINS-COMMUNITY CENTER" 0 397 466 8 2
Dale "MARLEY MILL-FORESTRY COMM_" 0 282 425 7 1
Dale "MIDLAND CITY-VOTING HALL" 0 258 224 9 0
Dale "NEWTON-CITY HALL" 0 229 398 12 3
Dale "OZARK CENTER 1 <EAST A-G> .1" 0 573 601 16 8
Dale "OZARK CENTER 1 <EAST A-G> .2" 0 44 59 0 1
Dale "OZARK CENTER 2 MEM_ LIB H-L" 0 379 341 6 3
Dale "OZARK CENTER 3 <WEST M-Z> .1" 0 185 260 3 2
Dale "OZARK CENTER 3 <WEST M-Z> .2" 0 598 598 11 4
Dale "PINCKARD-CITY HALL" 0 208 399 3 1
Dale "ROCKY HEAD-COMMUNITY HOUSE" 0 95 227 7 2
Dale "SKIPPERVILLE-VOTING HALL" 0 132 203 6 2
Dale "SYLVAN GROVE-VOTING HALL" 0 34 137 1 1
Dallas "ABSENTEE VOTERS" 0 367 237 3 1
Dallas "BELOIT COMMUNITY CENTER" 0 94 5 0 0
Dallas "BROAD STREET FIRE STATION" 0 303 2 0 0
Dallas "BROWNS-NEW FRIENDSHIP CHURCH" 0 35 27 0 1
Dallas "BYRD SCHOOL" 0 567 180 5 3
Dallas "CAHABA ROAD FIRE STATION" 0 468 302 5 3
Dallas "CARLOWVILLE MINTER-VFD" 0 193 58 2 1
Dallas "CARVER NEIGHBORHOOD CENTER" 0 321 7 0 0
Dallas "CHALLENGED ABSENTEE VOTERS" 0 88 21 0 0
Dallas COURTHOUSE 0 120 140 4 0
Dallas "EASTEND FIRE STATION" 0 527 5 1 0
Dallas "GOOD HOPE CHURCH" 0 34 42 0 0
Dallas "MARION JCT.-BLACKBELT EXPER.ST" 0 175 83 2 0
Dallas "MEMORIAL STADIUM" 0 123 486 8 1
Dallas "MT. ZION CHURCH" 0 344 213 3 1
Dallas "NORTHERN HTS. PRES. CHURCH" 0 716 10 4 0
Dallas "OLD NATIONAL GUARD ARMORY" 0 168 559 6 3
Dallas "ORRVILLE COMMUNITY CENTER" 0 547 188 4 0
Dallas "PLANTERSVILLE VOL. FIRE DEPT" 0 112 136 4 0
Dallas "QUEEN OF PEACE SCHOOL" 0 216 82 4 0
Dallas "RANGEDALE CENTER" 0 579 17 4 0
Dallas "SAFFORD COMMUNITY CENTER" 0 113 43 0 0
Dallas "SELMA MALL" 0 283 48 1 1
Dallas "SELMONT WATER WORKS" 0 198 86 4 0
Dallas "SHILOH SCHOOL BUILDING" 0 322 131 1 0
Dallas "SUMMERFIELD VOLUNTEER FIRE" 0 175 261 0 0
Dallas "TIPTON SCHOOL" 0 1290 88 5 0
Dallas "TYLER COMMUNITY CENTER" 0 81 159 0 0
Dallas "UNION-NEW NATIONAL GUARD" 0 169 421 8 1
Dallas "UNION-OLD NATIONAL GUARD" 0 390 603 11 2
Dallas "VALLEY GRANDE COMMUNITY CENTER" 0 441 811 11 5
Dallas "WOODROW AVE. FIRE STATION" 0 726 212 9 2
DeKalb Absentee 0 609 477 12 3
DeKalb "Mt. Vernon Ch." 0 85 122 7 0
DeKalb "Dog Town Fire Dept." 0 128 154 8 0
DeKalb Colbran 0 23 30 1 0
DeKalb "Hendrixville-Hilltop Church" 0 31 38 2 0
DeKalb "Copeland Bridge Ch." 0 36 50 0 0
DeKalb "Collinsville City Hall" 0 137 112 2 1
DeKalb "Collinsville Methodist" 0 62 70 2 2
DeKalb "Lebanon Church" 0 42 57 2 0
DeKalb "Pine Ridge" 0 44 94 7 0
DeKalb "Forest Ave. Sch. Gym 1A" 0 63 86 2 0
DeKalb "Forest Ave. Sch. Gym 1B" 0 53 82 3 0
DeKalb "Forest Ave. Sch. Gym 1C" 0 92 70 4 0
DeKalb "Senior Cit. Ctr. 2A" 0 39 47 0 0
DeKalb "Senior Cit. Ctr. 2B" 0 40 51 2 0
DeKalb "Fort Payne Fire Hall #2 - 3A" 0 80 90 2 1
DeKalb "Fort Payne Fire Hall #2 - 3B" 0 72 114 3 0
DeKalb "Wills Valley" 0 69 106 3 0
DeKalb "Log Cabin Antiq." 0 59 104 4 0
DeKalb "Fort Payne Rec Center 6A" 0 85 81 4 0
DeKalb "Fort Payne Rec Center 6B" 0 104 58 3 0
DeKalb "Ft. Payne VFW Hall 7A" 0 80 132 4 0
DeKalb "Ft. Payne VFW Hall 7B" 0 104 133 3 0
DeKalb "Forrest Ave.\Sch." 0 82 124 6 0
DeKalb "Five Points" 0 94 146 4 0
DeKalb "Ft. Payne Arm." 0 174 315 11 0
DeKalb "Valley Head City Hall" 0 158 108 6 0
DeKalb Hammondville 0 119 114 4 0
DeKalb "Sulpher Spring" 0 49 41 2 0
DeKalb "Cartersville F.D." 0 139 191 7 0
DeKalb "Shiloh @ Ider" 0 86 154 1 0
DeKalb Highpoint 0 108 155 4 0
DeKalb "Sylvania Town Hall 2A" 0 155 149 10 0
DeKalb "Sylvania Town Hall 2B" 0 164 156 6 0
DeKalb "Ruritan Bldg\Henagar-3A" 0 124 197 8 0
DeKalb "Ruritan Bldg\Henagar-3B" 0 147 225 6 2
DeKalb "Blake Comm. Ctr." 0 143 175 7 0
DeKalb "Sand Mountain" 0 47 27 1 0
DeKalb Rainsville-3A 0 163 187 15 0
DeKalb Rainsville-3B 0 130 186 7 0
DeKalb Rainsville-3C 0 124 184 9 0
DeKalb Rainsville-3D 0 235 335 18 0
DeKalb "Powell Town Hall" 0 187 160 3 0
DeKalb "Tenbroeck Comm. Ctr." 0 108 107 7 0
DeKalb "Grove Oak Clubhse" 0 105 102 5 0
DeKalb "Grove Oak Sch. Lobby" 0 84 74 1 0
DeKalb "Crossville City Hall" 0 224 200 5 0
DeKalb "Kilpatrick Fire" 0 151 108 2 0
DeKalb "Aroney Fire" 0 149 158 3 0
DeKalb Rodentown 0 136 128 7 1
DeKalb "Crossville Sch." 0 112 126 7 0
DeKalb "Lathemville Meth. Ch." 0 52 43 0 0
DeKalb "Pea Ridge Ch." 0 47 57 0 0
DeKalb "Ider Town Hall 2A" 0 163 222 5 0
DeKalb "Ider Town Hall 2B" 0 138 188 5 1
DeKalb "Ider - Mountain Home Church" 0 76 85 4 0
DeKalb "Adamsburg VFD" 0 77 118 2 0
DeKalb "East Highland" 0 119 181 7 0
DeKalb "Mentone City Hall" 0 207 250 6 0
DeKalb "Portersville Baptist Church" 0 17 27 1 0
DeKalb "Fairview Cmnty Ctr." 0 87 75 2 0
DeKalb "McKestes Cmnty Ctr." 0 101 78 0 0
DeKalb "Whiton Old Sch.\Building" 0 75 49 0 0
DeKalb "Painter Comm. Ctr." 0 106 129 3 0
DeKalb "Harmony Masonic Ldg." 0 56 42 1 0
DeKalb "Antioch Barrys BBQ" 0 74 79 2 0
DeKalb "Fyffe - Beat 25 Box 2A1" 0 293 252 7 0
DeKalb "Shiloh Town Hall" 0 112 81 8 0
DeKalb "Moores' Crossroads" 0 30 51 3 0
DeKalb "Pleasant Hill" 0 144 137 6 0
DeKalb "Guest McKestes C C" 0 72 57 1 0
DeKalb "Geraldine A to Z Ctr." 0 85 75 2 0
DeKalb "Geraldine Town Hall" 0 248 223 7 0
DeKalb "Oak Hill Meth Ch." 0 59 43 1 0
DeKalb "Fischer Community" 0 140 172 1 0
DeKalb "Loveless McNutt Ch." 0 7 25 2 0
DeKalb "Skirum Comm. Ctr." 0 128 73 2 0
Elmore "ABSENTEE VOTERS" 0 115 310 11 1
Elmore "ASBURY KENT COMMUNITY CENTER" 0 148 305 5 0
Elmore "BLUE RIDGE VOTING HOUSE" 0 179 543 11 3
Elmore "BUYCK FIRE DEPARTMENT" 0 198 420 24 1
Elmore "COOSADA CITY HALL" 0 243 319 17 1
Elmore "CRENSHAW PARK" 0 229 77 9 0
Elmore "DEATSVILLE MASONIC LODGE" 0 50 181 7 0
Elmore "ECLECTIC FIRE STATION" 0 256 395 19 2
Elmore "FAIN PARK - WETUMPKA" 0 425 472 17 2
Elmore "FITZPATRICK COMMUNITY HOUSE" 0 216 403 7 2
Elmore "FRIENDSHIP FIRE DEPARTMENT" 0 172 224 11 2
Elmore "HOLTVILLE FIRE STATION" 0 289 789 25 1
Elmore "KOWALIGA FIRE DEPARTMENT" 0 137 345 15 1
Elmore "LIGHTWOOD FIRE STATION" 0 153 319 14 1
Elmore "MILLBROOK MEMORIAL PARK .1" 0 351 606 17 2
Elmore "MILLBROOK MEMORIAL PARK .2" 0 398 352 10 2
Elmore "MULDER MEM METHODIST CHURCH .1" 0 147 496 15 1
Elmore "MULDER MEM METHODIST CHURCH .2" 0 263 761 18 4
Elmore "PLEASANT HILL COMMUNITY CENTER" 0 148 442 16 1
Elmore "REDHILL VOTING HOUSE" 0 102 254 10 0
Elmore "ROCK SPRINGS VOTING HOUSE" 0 96 218 6 0
Elmore "SANTUCK COMMUNITY CENTER" 0 222 439 15 1
Elmore "SEMAN COMMUNITY CENTER" 0 137 346 13 0
Elmore "SOUTHSIDE SCHOOL TALLASSEE" 0 168 26 5 1
Elmore "TALLASSEE RECREATION CENTER" 0 383 723 38 4
Elmore "TITUS COMMUNITY CENTER" 0 86 180 11 0
Elmore "VICTORY BAPTIST SCHOOL .1" 0 426 1099 36 6
Elmore "VICTORY BAPTIST SCHOOL .2" 0 364 960 30 5
Elmore "WALLSBORO FIRE DEPARTMENT" 0 221 454 32 1
Elmore "WEOKA VOTING HOUSE" 0 57 198 7 0
Elmore "WETUMPKA ARMORY" 0 451 1178 39 1
Elmore CHALLENGED 0 0 0 0 0
Escambia "ABSENTEE VOTERS" 0 64 113 0 1
Escambia "ALCO J_D_ JC MUSEUM" 0 136 148 2 3
Escambia "APPLETON VOL_FIRE DEPARTMENT" 0 83 176 5 1
Escambia "ATMORE CITY HALL .1" 0 251 19 1 0
Escambia "ATMORE CITY HALL .2" 0 132 13 0 0
Escambia "BARNETTS C_R_ ROBINSONS STORE" 0 25 66 0 0
Escambia "BETHEL ROBERTS CO VOTING HOUSE" 0 23 33 2 0
Escambia "BRADLEY - ROCK CREEK" 0 23 32 0 1
Escambia "BREWTON CIVIC CENTER .1" 0 546 463 7 4
Escambia "BREWTON CIVIC CENTER .2" 0 297 304 5 2
Escambia "BREWTON CIVIC CENTER .3" 0 0 0 0 0
Escambia "CANOE CIVIC CLUB BUILDING" 0 34 148 1 1
Escambia "COUNTY HWY DEPARTMENT" 0 60 66 2 0
Escambia "DAMASCUS BOYKIN SCHOOL" 0 142 71 2 0
Escambia "DIXIE VOLUNTEER FIRE DEPT_" 0 10 13 0 0
Escambia "EAST BREWTON SAILS SITE" 0 317 300 6 2
Escambia "EAST BREWTON NEAL SCHOOL" 0 0 0 0 0
Escambia "FLOMATON CITY HALL" 0 120 188 1 0
Escambia "FLOMATON COMMUNITY HOUSE" 0 177 169 6 2
Escambia "HUXFORD MASONIC LODGE" 0 43 98 1 0
Escambia "KIRKLAND NORTH BREWTON SCHOOL" 0 122 222 8 1
Escambia "LITTLE ESCAMBIA VOTING HOUSE" 0 49 86 3 3
Escambia "LITTLE ROCK STORE" 0 18 31 0 0
Escambia "MCCALL SCHOOL" 0 89 259 6 0
Escambia "MCCULLOGH VFD" 0 62 114 1 1
Escambia "NEW ORDER BAPTIST CHURCH" 0 316 153 3 1
Escambia "NOKOMIS VOTING HOUSE" 0 45 114 0 2
Escambia "PINEVIEW VOTING HOUSE" 0 35 78 4 0
Escambia "POARCH SAIL CENTER" 0 88 83 2 0
Escambia "POLLARD TOWN HALL" 0 78 102 3 0
Escambia "RACHEL PATTERSON SCHOOL" 0 133 311 3 0
Escambia "RIVERVIEW TOWN HALL" 0 74 114 1 2
Escambia "ROCK HILL RIDGE ROAD FIRE DEPT" 0 109 73 0 0
Escambia "STAFF CHEVROLET .1" 0 112 297 9 2
Escambia "STAFF CHEVROLET .2" 0 138 283 4 1
Escambia "WALLACE METHODIST CHURCH" 0 21 36 2 1
Etowah "ABSENTEE VOTERS" 0 295 305 8 2
Etowah "ALABAMA TECH COLLEGE" 0 390 155 9 2
Etowah "ALTOONA CITY HALL" 0 132 99 7 0
Etowah "ATTALLA CITY HALL" 0 178 48 3 0
Etowah "ATTALLA FIRE DEPARTMENT" 0 232 40 3 0
Etowah "ATTALLA FIRE DEPARTMENT NO_3" 0 246 160 8 3
Etowah "AURORA BAPTIST CHURCH" 0 54 79 1 2
Etowah "BLACK CREEK VOLUNTEER FIRE" 0 83 88 3 0
Etowah "CARNES REC CENTER" 0 404 286 22 1
Etowah "CARVER COMMUNITY CENTER .1" 0 480 21 4 0
Etowah "CARVER COMMUNITY CENTER .2" 0 398 13 3 0
Etowah "CAVE SPRINGS COMMUNITY HOUSE" 0 95 83 7 0
Etowah "CLEAR CREEK METHODIST CHURCH" 0 54 77 3 0
Etowah "COATES BEND FIRE DEPARTMENT" 0 250 155 5 1
Etowah "COLLEGE HEIGHTS BAPTIST CHURCH" 0 851 181 8 2
Etowah "COREY SCHOOL - NEW GYM" 0 567 51 7 1
Etowah "DISTRICT NO_3 MAINTENANCE SHOP" 0 215 255 13 2
Etowah "DUCK SPRINGS SCHOOL" 0 93 96 5 2
Etowah "EAST GADSDEN REC CENTER" 0 430 180 7 0
Etowah "EGYPT VOLUNTEER FIRE" 0 110 108 7 0
Etowah "ELLIOTT COMMUNITY CENTER .1" 0 348 156 9 3
Etowah "ELLIOTT COMMUNITY CENTER .2" 0 313 162 9 2
Etowah "ETOWAH MIDDLE SCHOOL" 0 252 183 7 2
Etowah "GADSDEN CONVENTION HALL .1" 0 223 128 11 1
Etowah "GADSDEN CONVENTION HALL .2" 0 267 151 5 3
Etowah "GADSDEN CONVENTION HALL .3" 0 298 164 6 0
Etowah "GALLANT COMMUNITY CENTER" 0 71 154 8 1
Etowah "GASTON HIGH SCHOOL" 0 131 103 8 1
Etowah "GEORGE WALLACE SENIOR CNTR .1" 0 836 647 19 5
Etowah "GEORGE WALLACE SENIOR CNTR .2" 0 220 168 10 1
Etowah "HIGHLAND SCHOOL" 0 382 356 19 3
Etowah "HOKES BLUFF COMMUNITY CNTR .1" 0 525 354 11 8
Etowah "HOKES BLUFF COMMUNITY CNTR .2" 0 550 431 30 3
Etowah "IVALEE VOLUNTEER FIRE" 0 169 144 9 5
