COUNTY AREA TOTAL DEM REP LIB GRN WI1 WI2 WI3
COUNTY AREA TOTAL Cordray DeWine Irvine GadellNewton Ayres Duncan Turner
Richland SHARON 458 102 322 9 9 0 0 0
Richland "ONT 1 - A" 610 223 350 16 10 0 0 0
Richland "ONT 2 - A" 606 192 382 23 4 0 0 0
Richland "ONT 3 - A" 786 256 497 16 7 0 0 0
Richland "ONT 4 - A" 790 189 573 16 7 0 0 0
Richland "SPFLD A" 390 114 261 9 2 0 0 0
Richland "SPFLD B" 768 168 570 22 2 0 0 0
Richland "SPFLD C" 542 173 346 7 9 0 0 0
Richland "SPFLD D" 460 149 298 5 2 0 0 0
Richland "LEX B" 664 211 417 17 9 0 0 0
Richland "LEX C" 716 164 519 14 6 0 0 0
Richland "LEX E" 882 260 586 15 6 0 0 0
Richland "TROY A" 642 164 452 9 7 0 0 0
Richland "TROY B" 771 199 533 8 10 0 0 0
Richland "WASH A" 544 131 393 10 7 0 0 0
Richland "WASH B" 633 188 406 13 11 0 0 0
Richland "WASH C" 735 202 494 17 7 0 0 0
Richland "WASH D" 540 150 370 8 5 0 0 0
Richland "WASH F" 785 167 580 21 8 0 0 0
Richland WELLER 773 174 576 10 3 0 0 0
Richland "WORTH A" 347 78 248 6 12 0 0 0
Richland "WORTH B" 814 214 574 11 7 0 0 0
Ross "CHILLICOTHE 1-A" 581 256 309 8 5 0 0 0
Ross "CHILLICOTHE 1-B" 399 158 231 4 1 0 0 0
Ross "CHILLICOTHE 1-C" 495 191 288 10 2 0 0 0
Ross "CHILLICOTHE 1-D" 448 166 277 1 1 0 0 0
Ross "CHILLICOTHE 2-A" 490 235 239 7 1 0 0 0
Ross "CHILLICOTHE 2-B" 296 144 137 6 3 0 0 0
Ross "CHILLICOTHE 2-C" 414 181 223 5 1 0 0 0
Ross "CHILLICOTHE 2-D" 462 217 238 4 0 0 0 0
Ross "CHILLICOTHE 3-A" 288 150 129 3 3 0 0 0
Ross "CHILLICOTHE 3-B" 255 130 109 6 5 0 0 0
Ross "CHILLICOTHE 3-C" 191 90 89 4 2 0 0 0
Ross "CHILLICOTHE 3-D" 438 199 215 10 7 0 0 0
Ross "CHILLICOTHE 4-A" 234 111 113 4 4 0 0 0
Ross "CHILLICOTHE 4-B" 196 106 77 4 8 0 0 0
Ross "CHILLICOTHE 4-C" 323 158 150 9 1 0 0 0
Ross "CHILLICOTHE 5-A" 285 146 120 9 1 0 0 0
Ross "CHILLICOTHE 5-B" 319 134 172 4 3 0 0 0
Ross "CHILLICOTHE 5-C" 386 172 199 8 5 0 0 0
Ross "CHILLICOTHE 5-D" 247 120 118 5 2 0 0 0
Ross "CHILLICOTHE 6-A" 239 123 99 8 5 0 0 0
Ross "CHILLICOTHE 6-B" 165 70 89 1 4 0 0 0
Ross "CHILLICOTHE 6-C" 273 134 125 5 5 0 0 0
Ross "BUCKSKIN NORTH" 296 93 193 5 1 0 0 0
Ross "BUCKSKIN SOUTH SALEM" 309 128 173 5 3 0 0 0
Ross "COLERAIN ADELPHI" 291 89 185 7 3 0 0 0
Ross "COLERAIN WEST" 372 85 269 4 6 0 0 0
Ross "CONCORD AUSTIN" 244 72 157 8 4 0 0 0
Ross "CONCORD FRANK CORP." 352 123 210 10 5 0 0 0
Ross "CONCORD FRANK PREC." 480 142 324 5 5 0 0 0
Ross "CONCORD ROXABELL" 433 108 309 7 6 0 0 0
Ross "DEER CLARK" 286 74 198 11 1 0 0 0
Ross "FRANKLIN NORTH" 190 49 133 3 4 0 0 0
Ross "FRANKLIN SOUTH" 243 66 171 4 1 0 0 0
Ross "GREEN KINGSTON" 321 103 197 12 4 0 0 0
Ross "GREEN NORTH" 437 146 270 8 3 0 0 0
Ross "GREEN SOUTH" 570 208 338 11 7 0 0 0
Ross "HARRISON TWP." 368 120 228 7 8 0 0 0
Ross "HUNTINGTON EAST" 420 109 291 9 6 0 0 0
Ross "HUNTINGTON NORTH" 617 206 379 23 6 0 0 0
Ross "HUNTINGTON SOUTH" 309 105 189 6 6 0 0 0
Ross "HUNTINGTON WEST" 321 112 196 4 4 0 0 0
Ross "JEFFERSON TWP." 369 115 243 4 0 0 0 0
Ross "LIBERTY EAST" 369 116 229 9 6 0 0 0
Ross "LIBERTY WEST" 486 176 291 9 7 0 0 0
Ross "PAINT TWP." 373 96 263 6 3 0 0 0
Ross "PAXTON BAINBRIDGE" 240 96 133 7 0 0 0 0
Ross "PAXTON PAXTON" 352 106 231 7 4 0 0 0
Ross "SCIOTO CENTRAL" 333 133 188 7 4 0 0 0
Ross "SCIOTO NORTH" 65 28 34 2 0 0 0 0
Ross "SCIOTO SIX" 534 205 306 6 5 0 0 0
Ross "SCIOTO SOUTH" 345 131 194 11 4 0 0 0
Ross "SCIOTO WEST" 398 184 200 7 3 0 0 0
Ross "SPRINGFIELD NORTH" 605 213 367 12 5 0 0 0
Ross "SPRINGFIELD SOUTH" 319 92 208 5 7 0 0 0
Ross "TWIN CENTRAL" 294 100 173 9 5 0 0 0
Ross "TWIN EAST" 226 61 159 5 1 0 0 0
Ross "TWIN NORTH" 343 142 191 4 2 0 0 0
Ross "TWIN SOUTH" 366 96 256 7 4 0 0 0
Ross "UNION CENTRAL" 358 111 236 5 2 0 0 0
Ross "UNION EAST" 511 172 325 7 3 0 0 0
Ross "UNION NORTH" 163 49 103 6 3 0 0 0
Ross "UNION PV" 673 244 399 12 6 0 0 0
Ross "UNION SOUTH" 532 170 330 20 5 0 0 0
Ross "UNION WEST" 638 204 407 12 2 0 0 0
Ross "GREEN WEST" 578 191 365 9 4 0 0 0
Sandusky "BELLEVUE CITY 1-A" 602 232 320 15 18 0 0 0
Sandusky "BELLEVUE CITY 1-B" 369 157 186 6 13 0 0 0
Sandusky "BELLEVUE CITY 2-A" 193 88 90 10 2 0 0 0
Sandusky "BELLEVUE CITY 2-B" 482 193 262 10 6 0 0 0
Sandusky "CLYDE CITY A" 458 149 267 16 21 0 0 0
Sandusky "CLYDE CITY B" 357 142 195 7 6 0 0 0
Sandusky "CLYDE CITY C" 299 116 158 9 11 0 0 0
Sandusky "CLYDE CITY D" 329 136 166 15 6 0 0 0
Sandusky "CLYDE CITY E" 659 255 368 15 11 0 0 0
Sandusky "FREMONT CITY 1-A" 344 183 142 7 6 0 0 0
Sandusky "FREMONT CITY 1-B" 286 156 108 10 9 0 0 0
Sandusky "FREMONT CITY 1-C" 237 112 108 7 1 0 0 0
Sandusky "FREMONT CITY 1-D" 367 142 202 8 3 0 0 0
Sandusky "FREMONT CITY 2-A" 267 126 117 8 4 0 0 0
Sandusky "FREMONT CITY 2-B" 270 148 102 7 5 0 0 0
Sandusky "FREMONT CITY 2-C" 342 168 154 5 5 0 0 0
Sandusky "FREMONT CITY 2-D" 241 116 114 6 1 0 0 0
Sandusky "FREMONT CITY 3-A" 318 177 118 8 7 0 0 0
Sandusky "FREMONT CITY 3-B" 574 259 277 8 11 0 0 0
Sandusky "FREMONT CITY 3-C" 452 190 225 16 8 0 0 0
Sandusky "FREMONT CITY 4-A" 364 164 174 6 8 0 0 0
Sandusky "FREMONT CITY 4-B" 357 176 147 15 10 0 0 0
Sandusky "FREMONT CITY 4-C" 143 83 47 4 2 0 0 0
Sandusky "FREMONT CITY 4-D" 268 143 106 9 5 0 0 0
Sandusky "BALLVILLE A" 560 180 349 12 9 0 0 0
Sandusky "BALLVILLE B" 313 95 198 6 6 0 0 0
Sandusky "BALLVILLE C" 358 150 195 6 4 0 0 0
Sandusky "BALLVILLE D" 614 234 354 15 4 0 0 0
Sandusky "BALLVILLE E" 504 193 280 10 5 0 0 0
Sandusky "BALLVILLE F" 438 119 294 7 8 0 0 0
Sandusky "BALLVILLE G" 394 151 224 7 5 0 0 0
Sandusky "GREEN SPRINGS" 214 81 106 14 6 0 0 0
Sandusky "GREEN CREEK A" 291 109 171 3 4 0 0 0
Sandusky "GREEN CREEK B" 339 105 216 9 5 0 0 0
Sandusky "GREEN CREEK C" 379 128 219 19 7 0 0 0
Sandusky "GREEN CREEK D" 332 112 195 9 5 0 0 0
Sandusky "JACKSON A" 410 131 269 6 1 0 0 0
Sandusky "JACKSON B" 236 54 165 10 4 0 0 0
Sandusky MADISON 545 199 306 15 8 0 0 0
Sandusky "GIBSONBURG A" 400 158 198 25 4 0 0 0
Sandusky "GIBSONBURG B" 492 207 250 8 7 0 0 0
Sandusky RICE 447 154 248 22 8 0 0 0
Sandusky RILEY 550 170 336 19 12 0 0 0
Sandusky "SANDUSKY A" 398 161 218 4 6 0 0 0
Sandusky "SANDUSKY B" 277 102 158 3 3 0 0 0
Sandusky "SANDUSKY C" 392 193 170 9 8 0 0 0
Sandusky "SANDUSKY D" 556 165 353 16 5 0 0 0
Sandusky SCOTT 532 151 341 21 8 0 0 0
Sandusky TOWNSEND 604 206 350 16 17 0 0 0
Sandusky HELENA 95 32 51 5 5 0 0 0
Sandusky LINDSEY 194 58 127 3 2 0 0 0
Sandusky "WASHINGTON A" 314 82 211 15 4 0 0 0
Sandusky "WASHINGTON B" 449 157 264 12 2 0 0 0
Sandusky "WOODVILLE TWP" 580 176 372 16 8 0 0 0
Sandusky "WOODVILLE VLG A" 547 230 282 19 5 0 0 0
Sandusky "WOODVILLE VLG B" 333 154 151 14 4 0 0 0
Sandusky "YORK A" 438 146 252 13 7 0 0 0
Sandusky "YORK B" 551 167 347 20 8 0 0 0
Scioto "PORTSMOUTH 1-A" 313 152 155 3 1 0 0 0
Scioto "PORTSMOUTH 1-B" 217 103 102 6 3 0 0 0
Scioto "PORTSMOUTH 1-C" 396 197 189 6 4 0 0 0
Scioto "PORTSMOUTH 2-A" 106 52 50 1 2 0 0 0
Scioto "PORTSMOUTH 2-B" 133 107 19 1 5 0 0 0
Scioto "PORTSMOUTH 2-C" 178 105 70 2 0 0 0 0
Scioto "PORTSMOUTH 3-A" 256 87 161 1 2 0 0 0
Scioto "PORTSMOUTH 3-B" 173 91 70 4 7 0 0 0
Scioto "PORTSMOUTH 3-C" 455 213 232 2 1 0 0 0
Scioto "PORTSMOUTH 3-D" 511 194 304 3 4 0 0 0
Scioto "PORTSMOUTH 4-A" 215 120 85 3 3 0 0 0
Scioto "PORTSMOUTH 4-B" 257 139 109 6 1 0 0 0
Scioto "PORTSMOUTH 5-A" 179 80 93 1 2 0 0 0
Scioto "PORTSMOUTH 5-B" 258 99 150 4 3 0 0 0
Scioto "PORTSMOUTH 5-C" 283 95 179 3 1 0 0 0
Scioto "PORTSMOUTH 5-D" 248 109 130 4 0 0 0 0
Scioto "PORTSMOUTH 6-A" 206 93 106 2 4 0 0 0
Scioto "PORTSMOUTH 6-B" 261 102 151 4 3 0 0 0
Scioto "PORTSMOUTH 6-C" 311 124 176 5 3 0 0 0
Scioto "BLOOM TOWNSHIP A" 353 113 230 3 3 0 0 0
Scioto "BLOOM TOWNSHIP B" 330 110 211 3 2 0 0 0
Scioto "SOUTH WEBSTER VILLAGE" 264 102 148 5 0 0 0 0
Scioto "OTWAY/BRUSH CREEK" 380 122 237 13 2 0 0 0
Scioto "CLAY TOWNSHIP A" 529 188 324 7 4 0 0 0
Scioto "CLAY TOWNSHIP B" 321 115 189 11 1 0 0 0
Scioto "CLAY TOWNSHIP C" 266 89 170 4 1 0 0 0
Scioto "CLAY TOWNSHIP D" 290 108 172 3 4 0 0 0
Scioto "GREEN TOWNSHIP A" 394 118 250 7 7 0 0 0
Scioto "GREEN TOWNSHIP B" 312 92 198 5 7 0 0 0
Scioto "GREEN TOWNSHIP C" 390 139 229 7 3 0 0 0
Scioto "GREEN TOWNSHIP D" 265 89 165 1 1 0 0 0
Scioto "GREEN TOWNSHIP E" 375 143 205 3 9 0 0 0
Scioto "HARRISON A" 309 92 204 6 0 0 0 0
Scioto "HARRISON B" 344 100 233 6 0 0 0 0
Scioto "HARRISON C" 320 122 192 2 2 0 0 0
Scioto "HARRISON D" 225 90 121 6 4 0 0 0
Scioto "HARRISON E" 282 71 201 6 0 0 0 0
Scioto "JEFFERSON  A" 389 130 243 4 5 0 0 0
Scioto "JEFFERSON  B" 206 70 129 1 1 0 0 0
Scioto "JEFFERSON C" 330 91 231 1 3 0 0 0
Scioto "MADISON  A" 360 108 240 2 3 0 0 0
Scioto "MADISON  B" 322 82 229 2 2 0 0 0
Scioto "MADISON C" 311 70 228 4 2 0 0 0
Scioto "MADISON D" 458 123 326 3 1 0 0 0
Scioto "MORGAN A" 316 131 173 7 2 0 0 0
Scioto "MORGAN B" 378 155 211 4 3 0 0 0
Scioto "NEW BOSTON 1-A" 248 119 116 11 1 0 0 0
Scioto "NEW BOSTON 2-A" 253 139 107 1 1 0 0 0
Scioto "NILE TOWNSHIP A" 365 147 199 9 5 0 0 0
Scioto "NILE TOWNSHIP B" 520 186 316 3 3 0 0 0
Scioto "NILE TOWNSHIP C" 58 20 37 1 0 0 0 0
Scioto "PORTER  A" 420 140 276 1 2 0 0 0
Scioto "PORTER  B" 488 175 304 3 3 0 0 0
Scioto "PORTER  C" 348 116 218 2 7 0 0 0
Scioto "PORTER D" 222 81 134 3 2 0 0 0
Scioto "PORTER E" 237 79 147 5 2 0 0 0
Scioto "PORTER F" 499 128 355 4 5 0 0 0
Scioto "PORTER G" 606 179 414 7 4 0 0 0
Scioto "PORTER H" 325 98 221 4 1 0 0 0
Scioto "PORTER I" 409 144 254 4 4 0 0 0
Scioto "RARDEN VIL/TWP" 304 83 204 3 5 0 0 0
Scioto "RUSH TOWNSHIP A" 270 90 170 4 3 0 0 0
Scioto "RUSH TOWNSHIP B" 300 93 199 2 2 0 0 0
Scioto "RUSH TOWNSHIP C" 330 125 194 5 2 0 0 0
Scioto "UNION TOWNSHIP A" 447 185 244 4 2 0 0 0
Scioto "UNION TOWNSHIP B" 286 109 166 2 3 0 0 0
Scioto "VALLEY TOWNSHIP A" 470 112 340 5 3 0 0 0
Scioto "VALLEY TOWNSHIP B" 285 94 171 10 3 0 0 0
Scioto "VALLEY TOWNSHIP C" 208 49 143 6 2 0 0 0
Scioto "VERNON TOWNSHIP A" 205 81 117 1 1 0 0 0
Scioto "VERNON TOWNSHIP B" 431 140 270 11 2 0 0 0
Scioto "WASH A" 351 134 201 6 4 0 0 0
Scioto "WASH B" 382 154 203 11 4 0 0 0
Scioto "WASH C" 278 105 159 9 3 0 0 0
Scioto "WASH D" 200 83 107 3 2 0 0 0
Scioto "WASH E" 364 137 215 3 3 0 0 0
Scioto "RUSH TOWNSHIP D" 140 56 78 4 1 0 0 0
Seneca "FOSTORIA 1-A" 474 236 216 11 7 0 0 0
Seneca "FOSTORIA 1-B" 369 196 147 11 9 0 0 0
Seneca "FOSTORIA 3-A" 322 173 126 8 9 0 0 0
Seneca "FOSTORIA 3-B" 274 146 109 10 6 0 0 0
Seneca "FOSTORIA 4-A" 349 165 158 11 5 0 0 0
Seneca "FOSTORIA 4-B" 298 136 140 6 10 0 0 0
Seneca "TIFFIN 1-A" 194 83 88 8 4 0 0 0
Seneca "TIFFIN 1-B" 437 199 213 13 5 0 0 0
Seneca "TIFFIN 1-C" 411 173 213 9 9 0 0 0
Seneca "TIFFIN 2-A" 445 197 220 17 7 0 0 0
Seneca "TIFFIN 2-B" 208 97 101 4 5 0 0 0
Seneca "TIFFIN 2-C" 583 235 304 22 12 0 0 0
Seneca "TIFFIN 3-A" 288 138 126 9 5 0 0 0
Seneca "TIFFIN 3-B" 337 139 170 5 10 0 0 0
Seneca "TIFFIN 3-C" 343 136 182 7 9 0 0 0
Seneca "TIFFIN 3-D" 289 115 152 5 8 0 0 0
Seneca "TIFFIN 4-A" 505 170 313 11 3 0 0 0
Seneca "TIFFIN 4-B" 833 298 494 9 10 0 0 0
Seneca "TIFFIN 4-C" 397 153 222 8 7 0 0 0
Seneca "TIFFIN 4-D" 309 117 180 2 6 0 0 0
Seneca "GREEN SPRINGS VILLAGE" 210 78 117 6 4 0 0 0
Seneca "ADAMS TOWNSHIP" 497 124 344 15 7 0 0 0
Seneca "NEW RIEGEL VILLAGE" 100 26 63 3 1 0 0 0
Seneca "BIG SPRING TOWNSHIP" 563 104 422 20 6 0 0 0
Seneca "BLOOM TOWNSHIP" 338 98 217 6 3 0 0 0
Seneca "BLOOMVILLE VILLAGE" 249 85 148 9 6 0 0 0
Seneca "CLINTON A" 321 96 211 4 5 0 0 0
Seneca "CLINTON B" 322 95 206 10 3 0 0 0
Seneca "CLINTON C" 533 193 326 4 4 0 0 0
Seneca "CLINTON D" 374 114 253 1 2 0 0 0
Seneca "CLINTON E" 280 76 189 5 5 0 0 0
Seneca "EDEN NORTH" 568 157 388 8 5 0 0 0
Seneca "EDEN SOUTH" 353 93 246 3 4 0 0 0
Seneca "HOPEWELL A" 405 121 251 10 13 0 0 0
Seneca "HOPEWELL B" 402 102 275 10 2 0 0 0
Seneca "HOPEWELL C" 343 89 224 13 6 0 0 0
Seneca "JACKSON TOWNSHIP" 523 182 317 15 6 0 0 0
Seneca "BETTSVILLE VILLAGE" 211 68 128 7 5 0 0 0
Seneca "LIBERTY A" 333 89 230 8 2 0 0 0
Seneca "LIBERTY B" 274 81 177 6 7 0 0 0
Seneca "LOUDON NORTH" 523 173 312 12 13 0 0 0
Seneca "LOUDON SOUTH" 264 65 179 7 6 0 0 0
Seneca "PLEASANT TOWNSHIP" 662 161 462 16 14 0 0 0
Seneca "REED TOWNSHIP" 328 77 226 12 4 0 0 0
Seneca "SCIPIO TOWNSHIP" 487 108 354 13 3 0 0 0
Seneca "REPUBLIC VILL" 189 59 108 7 4 0 0 0
Seneca "SENECA A" 396 98 271 7 7 0 0 0
Seneca "SENECA B" 261 42 204 5 3 0 0 0
Seneca "THOMPSON TOWNSHIP" 499 151 315 12 7 0 0 0
Seneca "ATTICA VILLAGE" 335 90 216 4 9 0 0 0
Seneca "VENICE TOWNSHIP" 348 60 268 5 7 0 0 0
Shelby "SIDNEY 1ST WARD B" 670 178 463 12 7 0 0 0
Shelby "SIDNEY 1ST WARD A" 461 126 301 10 13 0 0 0
Shelby "SIDNEY 1ST WARD C" 836 220 588 13 6 0 0 0
Shelby "SIDNEY 2ND WARD A" 323 87 207 10 6 0 0 0
Shelby "SIDNEY 2ND WARD B" 527 130 361 9 6 0 0 0
Shelby "SIDNEY 2ND WARD C" 338 86 231 10 6 0 0 0
Shelby "SIDNEY 2ND WARD D" 566 167 363 13 9 0 0 0
Shelby "SIDNEY 3RD WARD A" 462 170 245 20 8 0 0 0
Shelby "SIDNEY 3RD WARD B" 723 208 463 18 12 0 0 0
Shelby "SIDNEY 4TH WARD A" 325 101 199 10 8 0 0 0
Shelby "SIDNEY 4TH WARD B" 362 117 214 18 8 0 0 0
Shelby "SIDNEY 4TH WARD C" 439 125 288 11 7 0 0 0
Shelby "SIDNEY 4TH WARD D" 611 157 426 10 8 0 0 0
Shelby CLINTON 385 84 267 11 9 0 0 0
Shelby "CYNTHIAN EAST" 405 58 335 6 2 0 0 0
Shelby "CYNTHIAN WEST" 534 99 413 11 3 0 0 0
Shelby "ANNA VLG" 542 137 376 6 13 0 0 0
Shelby DINSMORE 671 87 557 12 5 0 0 0
Shelby "BOTKINS VLG" 522 83 415 11 4 0 0 0
Shelby FRANKLIN 773 145 594 15 5 0 0 0
Shelby GREEN 401 61 320 5 7 0 0 0
Shelby JACKSON 454 80 342 17 8 0 0 0
Shelby "JACKSON CENTER VLG" 506 112 366 9 12 0 0 0
Shelby "LORAMIE EAST" 458 83 356 10 2 0 0 0
Shelby "LORAMIE WEST" 707 88 604 5 6 0 0 0
Shelby MCLEAN 806 144 623 16 6 0 0 0
Shelby "FORT LORAMIE VLG" 721 126 565 14 2 0 0 0
Shelby ORANGE 613 128 459 10 8 0 0 0
Shelby PERRY 393 67 310 3 6 0 0 0
Shelby "SALEM E" 474 80 364 12 8 0 0 0
Shelby "SALEM W" 499 83 397 7 3 0 0 0
Shelby "TURTLE CREEK" 673 104 533 18 8 0 0 0
Shelby "VAN BUREN NORTH" 445 58 375 7 1 0 0 0
Shelby "VAN BUREN SOUTH" 589 113 458 12 3 0 0 0
Shelby WASHINGTON 719 140 546 18 4 0 0 0
Stark "ALLIANCE 1-A" 177 92 75 3 3 0 0 0
Stark "ALLIANCE 1-B" 208 103 94 5 5 0 0 0
Stark "ALLIANCE 1-C" 312 159 132 10 8 0 0 0
Stark "ALLIANCE 1-D" 188 136 41 7 2 0 0 0
Stark "ALLIANCE 2-A" 441 215 197 13 10 0 0 0
Stark "ALLIANCE 2-B" 195 103 76 2 7 0 0 0
Stark "ALLIANCE 2-C" 196 131 54 4 3 0 0 0
Stark "ALLIANCE 3-A" 243 113 116 8 3 0 0 0
Stark "ALLIANCE 3-B" 368 188 163 10 2 0 0 0
Stark "ALLIANCE 3-C" 275 136 126 8 4 0 0 0
Stark "ALLIANCE 3-D" 630 309 284 11 16 0 0 0
Stark "ALLIANCE 4-A" 578 246 308 14 2 0 0 0
Stark "ALLIANCE 4-B" 348 139 198 3 5 0 0 0
Stark "ALLIANCE 4-C" 572 207 338 8 4 0 0 0
Stark "ALLIANCE 4-D" 381 147 221 3 2 0 0 0
Stark "ALLIANCE 4-E" 362 143 205 7 4 0 0 0
Stark "ALLIANCE 4-F" 297 119 161 7 5 0 0 0
Stark "CANTON CITY 1-B" 406 236 145 17 3 0 0 0
Stark "CANTON CITY 1-C" 379 227 131 10 5 0 0 0
Stark "CANTON CITY 1-D" 203 145 48 7 1 0 0 0
Stark "CANTON CITY 1-A" 358 221 117 11 5 0 0 0
Stark "CANTON CITY 2-A" 155 100 42 2 4 0 0 0
Stark "CANTON CITY 2-B" 268 164 76 8 11 0 0 0
Stark "CANTON CITY 2-C" 183 119 53 4 4 0 0 0
Stark "CANTON CITY 2-D" 191 162 23 2 1 0 0 0
Stark "CANTON CITY 2-E" 251 193 46 5 4 0 0 0
Stark "CANTON CITY 2-F" 184 149 19 2 10 0 0 0
Stark "CANTON CITY 3-B" 179 92 73 5 6 0 0 0
Stark "CANTON CITY 3-A" 669 368 274 9 7 0 0 0
Stark "CANTON CITY 3-D" 428 235 167 14 6 0 0 0
Stark "CANTON CITY 3-C" 316 196 103 6 6 0 0 0
Stark "CANTON CITY 3-E" 635 362 236 12 14 0 0 0
Stark "CANTON CITY 4-A" 262 217 32 8 2 0 0 0
Stark "CANTON CITY 4-B" 193 164 19 2 6 0 0 0
Stark "CANTON CITY 4-C" 465 407 37 6 8 0 0 0
Stark "CANTON CITY 4-D" 207 186 16 4 1 0 0 0
Stark "CANTON CITY 4-E" 134 114 12 2 2 0 0 0
Stark "CANTON CITY 4-F" 307 232 59 4 5 0 0 0
Stark "CANTON CITY 4-G" 181 121 43 7 7 0 0 0
Stark "CANTON CITY 5-A" 428 248 153 10 8 0 0 0
Stark "CANTON CITY 5-B" 197 111 74 6 5 0 0 0
Stark "CANTON CITY 5-C" 368 185 157 14 10 0 0 0
Stark "CANTON CITY 5-D" 391 223 140 12 11 0 0 0
Stark "CANTON CITY 6-A" 514 355 133 6 16 0 0 0
Stark "CANTON CITY 6-B" 332 242 69 6 10 0 0 0
Stark "CANTON CITY 6-C" 474 319 125 13 11 0 0 0
Stark "CANTON CITY 6-D" 218 130 71 7 7 0 0 0
Stark "CANTON CITY 7-A" 312 202 96 8 4 0 0 0
Stark "CANTON CITY 7-B" 212 126 78 2 4 0 0 0
Stark "CANTON CITY 7-C" 356 211 125 13 5 0 0 0
Stark "CANTON CITY 7-D" 153 96 52 1 2 0 0 0
Stark "CANTON CITY 7-E" 282 145 123 4 4 0 0 0
Stark "CANTON CITY 7-F" 333 154 159 8 3 0 0 0
Stark "CANTON CITY 7-G" 459 243 194 12 3 0 0 0
Stark "CANTON CITY 7-H" 239 150 74 8 3 0 0 0
Stark "CANTON CITY 7-I" 245 144 87 7 2 0 0 0
Stark "CANTON CITY 8-A" 585 310 246 14 10 0 0 0
Stark "CANTON CITY 8-B" 472 260 188 9 9 0 0 0
Stark "CANTON CITY 8-D" 527 325 178 8 9 0 0 0
Stark "CANTON CITY 8-C" 818 421 368 16 7 0 0 0
Stark "CANTON CITY 8-E" 750 392 343 6 4 0 0 0
Stark "CANTON CITY 8-F" 244 139 88 10 3 0 0 0
Stark "CANTON CITY 8-G" 440 196 230 3 5 0 0 0
Stark "CANTON CITY 9-A" 221 178 35 2 3 0 0 0
Stark "CANTON CITY 9-B" 344 216 117 8 0 0 0 0
Stark "CANTON CITY 9-C" 319 195 100 11 8 0 0 0
Stark "CANTON CITY 9-D" 314 194 111 6 2 0 0 0
Stark "CANTON CITY 2-G" 199 157 36 2 2 0 0 0
Stark "CANTON CITY 9-E" 316 218 83 1 9 0 0 0
Stark "CANTON CITY 9-F" 304 202 88 6 5 0 0 0
Stark "CANTON CITY 9-G" 821 421 369 9 11 0 0 0
Stark "LOUISVILLE A" 485 163 299 12 8 0 0 0
Stark "LOUISVILLE B" 331 145 173 8 2 0 0 0
Stark "LOUISVILLE D" 600 241 333 11 5 0 0 0
Stark "LOUISVILLE E" 550 184 347 9 4 0 0 0
Stark "LOUISVILLE C" 573 233 310 15 9 0 0 0
Stark "LOUISVILLE F" 477 176 276 7 7 0 0 0
Stark "MASSILLON 1-A" 507 204 275 10 8 0 0 0
Stark "MASSILLON 1-B" 337 176 139 13 7 0 0 0
Stark "MASSILLON 1-C" 367 181 165 7 10 0 0 0
Stark "MASSILLON 1-D" 403 185 192 15 7 0 0 0
Stark "MASSILLON 1-E" 445 192 235 4 5 0 0 0
Stark "MASSILLON 2-A" 371 170 176 13 10 0 0 0
Stark "MASSILLON 2-B" 360 157 181 11 7 0 0 0
Stark "MASSILLON 2-C" 390 217 152 9 9 0 0 0
Stark "MASSILLON 2-D" 347 172 162 3 9 0 0 0
Stark "MASSILLON 3-A" 303 157 129 10 3 0 0 0
Stark "MASSILLON 3-B" 412 202 195 3 6 0 0 0
Stark "MASSILLON 3-C" 411 199 186 7 12 0 0 0
Stark "MASSILLON 3-D" 283 145 113 11 8 0 0 0
Stark "MASSILLON 3-E" 552 232 311 1 3 0 0 0
Stark "MASSILLON 4-A" 75 51 22 0 1 0 0 0
Stark "MASSILLON 4-B" 306 225 68 5 4 0 0 0
Stark "MASSILLON 4-C" 301 218 66 5 8 0 0 0
Stark "MASSILLON 5-B" 282 108 159 5 4 0 0 0
Stark "MASSILLON 5-A" 523 253 240 11 17 0 0 0
Stark "MASSILLON 5-C" 249 120 106 14 8 0 0 0
Stark "MASSILLON 6-A" 684 238 412 13 7 0 0 0
Stark "MASSILLON 6-B" 408 154 222 14 12 0 0 0
Stark "MASSILLON 6-C" 439 206 206 19 6 0 0 0
Stark "MASSILLON 6-D" 475 220 232 7 8 0 0 0
Stark "NORTH CANTON 1-A" 415 197 198 11 7 0 0 0
Stark "NORTH CANTON 1-C" 401 158 228 7 3 0 0 0
Stark "NORTH CANTON 1-B" 734 326 370 18 10 0 0 0
Stark "NORTH CANTON 2-A" 353 150 173 13 6 0 0 0
Stark "NORTH CANTON 2-C" 578 233 322 8 2 0 0 0
Stark "NORTH CANTON 2-B" 958 394 520 17 9 0 0 0
Stark "NORTH CANTON 2-D" 500 222 258 9 6 0 0 0
Stark "NORTH CANTON 3-B" 660 275 356 12 9 0 0 0
Stark "NORTH CANTON 3-A" 736 323 375 17 10 0 0 0
Stark "NORTH CANTON 3-C" 868 321 523 7 8 0 0 0
Stark "NORTH CANTON 4-A" 658 296 326 12 11 0 0 0
Stark "NORTH CANTON 4-B" 567 240 313 6 5 0 0 0
Stark "NORTH CANTON 4-C" 731 314 389 15 8 0 0 0
Stark "BETHLEHEM 1" 199 82 106 5 2 0 0 0
Stark "BETHLEHEM 2" 534 155 352 9 13 0 0 0
Stark "BETHLEHEM 3" 497 155 320 8 5 0 0 0
Stark "BETHLEHEM 4" 367 116 234 10 4 0 0 0
