COUNTY AREA TOTAL DEM REP SCATTERING
"EAU CLAIRE" "City of EAU CLAIRE Ward 67" 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 68" 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 69" 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 70" 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 71" 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 72" 0 0 0 0
FLORENCE "Town of AURORA Ward 1-3" 114 46 68 0
FLORENCE "Town of COMMONWEALTH Ward 1-3" 46 11 35 0
FLORENCE "Town of FENCE Ward 1" 40 10 30 0
FLORENCE "Town of FERN Ward 1" 39 7 32 0
FLORENCE "Town of FLORENCE Ward 1-7" 244 113 131 0
FLORENCE "Town of HOMESTEAD Ward 1" 49 17 32 0
FLORENCE "Town of LONG LAKE Ward 1" 46 17 29 0
FLORENCE "Town of TIPLER Ward 1" 23 2 21 0
"FOND DU LAC" "Town of ALTO Wards 1-2" 200 43 157 0
"FOND DU LAC" "Town of ASHFORD Wards 1-3" 337 103 234 0
"FOND DU LAC" "Town of AUBURN Wards 1-3" 509 119 390 0
"FOND DU LAC" "Town of BYRON Wards 1-2" 318 103 215 0
"FOND DU LAC" "Town of CALUMET Wards 1-2" 273 110 163 0
"FOND DU LAC" "Town of EDEN Wards 1-2" 198 46 152 0
"FOND DU LAC" "Town of ELDORADO Wards 1-3" 226 78 148 0
"FOND DU LAC" "Town of EMPIRE Wards 1-4" 581 236 345 0
"FOND DU LAC" "Town of FOND DU LAC Wards 1-8" 581 229 352 0
"FOND DU LAC" "Town of FOREST Wards 1-2" 225 61 164 0
"FOND DU LAC" "Town of FRIENDSHIP Wards 1-3" 389 170 219 0
"FOND DU LAC" "Town of LAMARTINE Wards 1-2" 313 106 207 0
"FOND DU LAC" "Town of MARSHFIELD Wards 1-2" 197 66 131 0
"FOND DU LAC" "Town of METOMEN Wards 1-2" 128 36 92 0
"FOND DU LAC" "Town of OAKFIELD Wards 1-2" 121 34 87 0
"FOND DU LAC" "Town of OSCEOLA Wards 1-2" 375 102 273 0
"FOND DU LAC" "Town of RIPON Wards 1-2" 224 102 122 0
"FOND DU LAC" "Town of ROSENDALE Ward 1" 141 48 93 0
"FOND DU LAC" "Town of SPRINGVALE Ward 1" 128 44 84 0
"FOND DU LAC" "Town of TAYCHEEDAH Wards 1-5" 891 324 567 0
"FOND DU LAC" "Town of WAUPUN Wards 1-2" 262 96 166 0
"FOND DU LAC" "Village of BRANDON Ward 1" 135 56 79 0
"FOND DU LAC" "Village of CAMPBELLSPORT Wards 1-4" 294 112 182 0
"FOND DU LAC" "Village of EDEN Ward 1" 105 36 69 0
"FOND DU LAC" "Village of FAIRWATER Ward 1" 71 27 44 0
"FOND DU LAC" "VILLAGE OF KEWASKUM Ward 6" 0 0 0 0
"FOND DU LAC" "Village of MOUNT CALVARY Ward 1" 83 35 48 0
"FOND DU LAC" "Village of NORTH FOND DU LAC Wards 1-7" 692 366 326 0
"FOND DU LAC" "Village of OAKFIELD Wards 1-2" 240 124 116 0
"FOND DU LAC" "Village of ROSENDALE Wards 1-2" 156 65 91 0
"FOND DU LAC" "Village of ST. CLOUD Ward 1" 112 43 69 0
"FOND DU LAC" "City of FOND DU LAC Ward 1" 127 57 70 0
"FOND DU LAC" "City of FOND DU LAC Ward 2" 121 77 44 0
"FOND DU LAC" "City of FOND DU LAC Ward 3" 322 179 143 0
"FOND DU LAC" "City of FOND DU LAC Ward 4" 137 78 59 0
"FOND DU LAC" "City of FOND DU LAC Ward 5" 333 186 147 0
"FOND DU LAC" "City of FOND DU LAC Ward 6" 231 127 104 0
"FOND DU LAC" "City of FOND DU LAC Ward 7" 143 77 66 0
"FOND DU LAC" "City of FOND DU LAC Ward 8" 207 104 103 0
"FOND DU LAC" "City of FOND DU LAC Ward 9" 133 69 64 0
"FOND DU LAC" "City of FOND DU LAC Ward 10" 250 114 136 0
"FOND DU LAC" "City of FOND DU LAC Ward 11" 112 70 42 0
"FOND DU LAC" "City of FOND DU LAC Ward 12" 248 153 95 0
"FOND DU LAC" "City of FOND DU LAC Ward 13" 109 66 43 0
"FOND DU LAC" "City of FOND DU LAC Ward 14" 299 152 147 0
"FOND DU LAC" "City of FOND DU LAC Ward 15" 189 82 107 0
"FOND DU LAC" "City of FOND DU LAC Ward 16" 196 100 96 0
"FOND DU LAC" "City of FOND DU LAC Ward 17" 54 29 25 0
"FOND DU LAC" "City of FOND DU LAC Ward 18" 20 6 14 0
"FOND DU LAC" "City of FOND DU LAC Ward 19" 166 86 80 0
"FOND DU LAC" "City of FOND DU LAC Ward 20" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 21" 215 121 94 0
"FOND DU LAC" "City of FOND DU LAC Ward 22" 319 147 172 0
"FOND DU LAC" "City of FOND DU LAC Ward 23" 373 170 203 0
"FOND DU LAC" "City of FOND DU LAC Ward 24" 356 170 186 0
"FOND DU LAC" "City of FOND DU LAC Ward 25" 388 146 242 0
"FOND DU LAC" "City of FOND DU LAC Ward 26" 1 0 1 0
"FOND DU LAC" "City of FOND DU LAC Ward 27" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 28" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 29" 0 0 0 0
"FOND DU LAC" "City of RIPON Ward 1-3" 284 149 135 0
"FOND DU LAC" "City of RIPON Ward 4-6" 287 183 104 0
"FOND DU LAC" "City of RIPON Wards 7-8" 285 169 116 0
"FOND DU LAC" "City of RIPON Ward 9-11" 418 234 184 0
"FOND DU LAC" "CITY OF WAUPUN Wards 9-12" 490 204 286 0
FOREST "Town of ALVIN Ward 1" 26 9 17 0
FOREST "Town of ARGONNE Ward 1" 4 2 2 0
FOREST "Town of ARGONNE Ward 2" 100 43 57 0
FOREST "Town of ARGONNE Ward 3" 17 9 8 0
FOREST "Town of ARMSTRONG CREEK Ward 1" 152 76 76 0
FOREST "Town of BLACKWELL Ward 1" 22 6 16 0
FOREST "Town of CASWELL Ward 1" 17 4 13 0
FOREST "Town of CRANDON Ward 1" 95 45 50 0
FOREST "Town of CRANDON Ward 2" 18 12 6 0
FOREST "Town of CRANDON Ward 3" 10 4 6 0
FOREST "Town of FREEDOM Ward 1" 126 55 70 1
FOREST "Town of HILES Ward 1" 105 44 60 1
FOREST "Town of LAONA Ward 1" 53 35 18 0
FOREST "Town of LAONA Ward 2" 55 24 31 0
FOREST "Town of LAONA Ward 3" 98 49 48 1
FOREST "Town of LINCOLN Ward 1" 187 81 106 0
FOREST "Town of LINCOLN Ward 2" 12 10 2 0
FOREST "Town of LINCOLN Ward 3" 58 33 25 0
FOREST "Town of NASHVILLE Ward 1" 85 27 58 0
FOREST "Town of NASHVILLE Ward 2" 10 7 3 0
FOREST "Town of NASHVILLE Ward 3" 63 31 32 0
FOREST "Town of POPPLE RIVER Ward 1" 14 7 7 0
FOREST "Town of ROSS Ward 1" 21 9 12 0
FOREST "Town of WABENO Ward 1" 55 29 26 0
FOREST "Town of WABENO Ward 2" 8 5 3 0
FOREST "Town of WABENO Ward 3" 21 6 15 0
FOREST "Town of WABENO Ward 4" 46 13 32 1
FOREST "Town of WABENO Ward 5" 5 2 3 0
FOREST "City of CRANDON Ward 1" 59 24 35 0
FOREST "City of CRANDON Ward 2" 82 48 34 0
FOREST "City of CRANDON Ward 3" 63 29 34 0
FOREST "City of CRANDON Ward 4" 104 33 71 0
GRANT "Town of BEETOWN Ward 1" 81 29 52 0
GRANT "Town of BLOOMINGTON Ward 1" 43 14 29 0
GRANT "Town of BOSCOBEL Wards 1-2" 76 41 35 0
GRANT "Town of CASSVILLE Ward 1" 56 25 31 0
GRANT "Town of CASTLE ROCK Ward 1" 67 27 40 0
GRANT "Town of CLIFTON Wards 1-2" 49 21 28 0
GRANT "Town of ELLENBORO Ward 1" 98 35 63 0
GRANT "Town of FENNIMORE Wards 1-2" 40 20 20 0
GRANT "Town of GLEN HAVEN Ward 1" 173 63 110 0
GRANT "Town of HARRISON Ward 1" 91 36 55 0
GRANT "Town of HAZEL GREEN Wards 1-2" 155 87 68 0
GRANT "Town of HICKORY GROVE Ward 1" 91 38 53 0
GRANT "Town of JAMESTOWN Wards 1-3" 329 147 180 2
GRANT "Town of LIBERTY Ward 1" 63 22 41 0
GRANT "Town of LIMA Ward 1" 114 66 48 0
GRANT "Town of LITTLE GRANT Ward 1" 36 9 27 0
GRANT "Town of MARION Ward 1" 107 43 64 0
GRANT "Town of MILLVILLE Ward 1" 29 18 11 0
GRANT "Town of MOUNT HOPE Ward 1" 25 9 16 0
GRANT "Town of MOUNT IDA Ward 1" 83 38 45 0
GRANT "Town of MUSCODA Ward 1" 52 23 29 0
GRANT "Town of NORTH LANCASTER Wards 1-2" 69 29 40 0
GRANT "Town of PARIS Wards 1-2" 67 21 46 0
GRANT "Town of PATCH GROVE Ward 1" 47 22 25 0
GRANT "Town of PLATTEVILLE Wards 1-3" 263 146 117 0
GRANT "Town of POTOSI Ward 1" 69 39 30 0
GRANT "Town of SMELSER Wards 1-2" 130 59 71 0
GRANT "Town of SOUTH LANCASTER Wards 1-3" 81 39 42 0
GRANT "Town of WATERLOO Ward 1" 69 26 43 0
GRANT "Town of WATTERSTOWN Wards 1-2" 65 32 33 0
GRANT "Town of WINGVILLE Ward 1" 70 42 28 0
GRANT "Town of WOODMAN Ward 1" 22 7 15 0
GRANT "Town of WYALUSING Ward 1" 64 37 27 0
GRANT "Village of BAGLEY Ward 1" 57 39 18 0
GRANT "Village of BLOOMINGTON Ward 1" 87 40 47 0
GRANT "Village of BLUE RIVER Ward 1" 88 46 42 0
GRANT "Village of CASSVILLE Wards 1-2" 162 88 74 0
GRANT "Village of DICKEYVILLE Wards 1-2" 137 65 72 0
GRANT "Village of HAZEL GREEN Ward 1-2" 152 90 62 0
GRANT "Village of LIVINGSTON Ward 1" 108 60 48 0
GRANT "Village of MONTFORT Ward 1" 99 64 35 0
GRANT "Village of MOUNT HOPE Ward 1" 18 5 13 0
GRANT "Village of MUSCODA Wards 1-2" 158 87 71 0
GRANT "Village of PATCH GROVE Ward 1" 30 18 12 0
GRANT "Village of POTOSI Ward 1" 78 43 35 0
GRANT "Village of TENNYSON Ward 1" 44 22 22 0
GRANT "Village of WOODMAN Ward 1" 24 8 16 0
GRANT "City of BOSCOBEL Ward 1-4" 449 267 180 2
GRANT "City of CUBA CITY Wards 1-4" 210 136 72 2
GRANT "City of FENNIMORE Wards 1-4" 285 163 122 0
GRANT "City of LANCASTER Wards 1-6" 540 303 237 0
GRANT "City of PLATTEVILLE Ward 1-2" 510 337 171 2
GRANT "City of PLATTEVILLE Ward 3-4" 332 234 97 1
GRANT "City of PLATTEVILLE Ward 5-6" 177 112 65 0
GRANT "City of PLATTEVILLE Ward 7-9" 367 270 97 0
GREEN "Town of ADAMS Ward 1" 132 80 52 0
GREEN "Town of ALBANY Wards 1-2" 244 144 100 0
GREEN "Town of BROOKLYN Ward 1" 189 128 61 0
GREEN "Town of BROOKLYN Ward 2" 35 14 21 0
GREEN "Town of BROOKLYN Ward 3" 50 32 18 0
GREEN "Town of CADIZ Ward 1" 198 91 107 0
GREEN "Town of CLARNO Wards 1-2" 227 108 119 0
GREEN "Town of DECATUR Wards 1-2" 254 152 102 0
GREEN "Town of DECATUR Ward 3" 107 60 47 0
GREEN "Town of EXETER Ward 1" 147 96 51 0
GREEN "Town of EXETER Wards 2-3" 279 202 77 0
GREEN "Town of EXETER Ward 4" 80 59 21 0
GREEN "Town of JEFFERSON Wards 1-2" 304 130 174 0
GREEN "Town of JORDAN Ward 1" 130 69 61 0
GREEN "Town of MONROE Wards 1-2" 275 154 121 0
GREEN "Town of MOUNT PLEASANT Wards 1-2" 105 56 49 0
GREEN "Town of MOUNT PLEASANT Ward 3" 55 37 18 0
GREEN "Town of NEW GLARUS Ward 1" 309 192 117 0
GREEN "Town of NEW GLARUS Ward 2" 79 53 26 0
GREEN "Town of SPRING GROVE Ward 1" 163 76 87 0
GREEN "Town of SYLVESTER Wards 1-2" 204 99 105 0
GREEN "Town of WASHINGTON Ward 1" 166 109 57 0
GREEN "Town of YORK Ward 1" 241 155 84 2
GREEN "Village of ALBANY Wards 1-2" 168 128 40 0
GREEN "VILLAGE OF BELLEVILLE Ward 3" 72 52 20 0
GREEN "VILLAGE OF BROOKLYN Ward 2" 85 63 22 0
GREEN "Village of BROWNTOWN Ward 1" 51 23 28 0
GREEN "Village of MONTICELLO Wards 1-2" 282 181 101 0
GREEN "Village of NEW GLARUS Wards 1-2" 290 219 71 0
GREEN "Village of NEW GLARUS Wards 3-4" 299 219 79 1
GREEN "City of BRODHEAD Ward 1" 121 76 45 0
GREEN "City of BRODHEAD Ward 2" 121 74 47 0
GREEN "City of BRODHEAD Ward 3" 128 80 46 2
GREEN "City of BRODHEAD Ward 4" 95 59 35 1
GREEN "City of BRODHEAD Ward 5" 103 53 48 2
GREEN "City of BRODHEAD Ward 6" 92 56 35 1
GREEN "City of MONROE Ward 1" 179 118 61 0
GREEN "City of MONROE Ward 2" 208 123 85 0
GREEN "City of MONROE Ward 3" 275 170 103 2
GREEN "City of MONROE Ward 4" 173 132 41 0
GREEN "City of MONROE Ward 5" 189 121 67 1
GREEN "City of MONROE Ward 6" 138 90 48 0
GREEN "City of MONROE Ward 7" 153 113 39 1
GREEN "City of MONROE Ward 8" 252 168 84 0
GREEN "City of MONROE Ward 9" 106 79 27 0
GREEN "City of MONROE Ward 10" 0 0 0 0
"GREEN LAKE" "Town of BERLIN Ward 1" 195 74 121 0
"GREEN LAKE" "Town of BERLIN Ward 2" 0 0 0 0
"GREEN LAKE" "Town of BERLIN Ward 3" 0 0 0 0
"GREEN LAKE" "Town of BROOKLYN Ward 1" 392 173 219 0
"GREEN LAKE" "Town of BROOKLYN Ward 2" 0 0 0 0
"GREEN LAKE" "Town of BROOKLYN Ward 3" 0 0 0 0
"GREEN LAKE" "Town of GREEN LAKE Ward 1" 297 107 190 0
"GREEN LAKE" "Town of GREEN LAKE Ward 2" 0 0 0 0
"GREEN LAKE" "Town of KINGSTON Ward 1" 149 48 101 0
"GREEN LAKE" "Town of KINGSTON Ward 2" 0 0 0 0
"GREEN LAKE" "Town of MACKFORD Ward 1" 139 44 95 0
"GREEN LAKE" "Town of MANCHESTER Ward 1" 172 53 119 0
"GREEN LAKE" "Town of MARQUETTE Ward 1" 119 52 67 0
"GREEN LAKE" "Town of PRINCETON Ward 1" 295 133 162 0
"GREEN LAKE" "Town of PRINCETON Ward 2" 0 0 0 0
"GREEN LAKE" "Town of PRINCETON Ward 3" 0 0 0 0
"GREEN LAKE" "Town of PRINCETON Ward 4" 0 0 0 0
"GREEN LAKE" "Town of ST. MARIE Ward 1" 75 34 41 0
"GREEN LAKE" "Town of ST. MARIE Ward 2" 0 0 0 0
"GREEN LAKE" "Town of SENECA Ward 1" 69 28 41 0
"GREEN LAKE" "Village of KINGSTON Ward 1" 91 32 59 0
"GREEN LAKE" "Village of MARQUETTE Ward 1" 48 20 28 0
"GREEN LAKE" "City of BERLIN Ward 1" 144 71 73 0
"GREEN LAKE" "City of BERLIN Ward 2" 102 51 51 0
"GREEN LAKE" "City of BERLIN Ward 3" 41 21 20 0
"GREEN LAKE" "City of BERLIN Ward 4" 79 36 43 0
"GREEN LAKE" "City of BERLIN Ward 5" 77 36 41 0
"GREEN LAKE" "City of BERLIN Ward 6" 72 33 39 0
"GREEN LAKE" "City of GREEN LAKE Ward 1" 54 30 23 1
"GREEN LAKE" "City of GREEN LAKE Ward 2" 65 27 38 0
"GREEN LAKE" "City of GREEN LAKE Ward 3" 67 35 32 0
"GREEN LAKE" "City of GREEN LAKE Ward 4" 0 0 0 0
"GREEN LAKE" "City of GREEN LAKE Ward 5" 0 0 0 0
"GREEN LAKE" "City of MARKESAN Ward 1" 64 24 40 0
"GREEN LAKE" "City of MARKESAN Ward 2" 132 41 91 0
"GREEN LAKE" "City of MARKESAN Ward 3" 120 44 76 0
"GREEN LAKE" "City of PRINCETON Ward 1" 33 16 17 0
"GREEN LAKE" "City of PRINCETON Ward 2" 41 12 29 0
"GREEN LAKE" "City of PRINCETON Ward 3" 66 38 28 0
"GREEN LAKE" "City of PRINCETON Ward 4" 51 22 29 0
IOWA "Town of ARENA Wards 1-2" 339 224 115 0
IOWA "Town of BRIGHAM Wards 1-2" 259 181 77 1
IOWA "Town of CLYDE Ward 1" 94 62 32 0
IOWA "Town of DODGEVILLE Wards 1-4" 377 265 111 1
IOWA "Town of EDEN Ward 1" 101 55 46 0
IOWA "Town of HIGHLAND Ward 1-2" 109 58 51 0
IOWA "Town of LINDEN Wards 1-3" 133 68 65 0
IOWA "Town of MIFFLIN Wards 1-2" 100 47 53 0
IOWA "Town of MINERAL POINT Wards 1-2" 263 133 130 0
IOWA "Town of MOSCOW Wards 1-2" 146 87 59 0
IOWA "Town of PULASKI Ward 1" 56 29 27 0
IOWA "Town of RIDGEWAY Wards 1-2" 191 138 53 0
IOWA "Town of WALDWICK Wards 1-2" 111 76 34 1
IOWA "Town of WYOMING Wards 1-2" 116 94 22 0
IOWA "Village of ARENA Ward 1" 126 81 45 0
IOWA "Village of AVOCA Ward 1" 113 61 52 0
IOWA "Village of BARNEVELD Wards 1-2" 220 143 76 1
IOWA "VILLAGE OF BLANCHARDVILLE Ward 2" 27 21 6 0
IOWA "Village of COBB Ward 1" 115 74 41 0
IOWA "Village of HIGHLAND Ward 1" 109 64 45 0
IOWA "Village of HOLLANDALE Ward 1" 84 61 23 0
IOWA "Village of LINDEN Ward 1" 82 57 25 0
IOWA "VILLAGE OF LIVINGSTON Ward 2" 0 0 0 0
IOWA "VILLAGE OF MONTFORT Ward 2" 20 12 8 0
IOWA "VILLAGE OF MUSCODA Ward 3" 3 1 2 0
IOWA "Village of REWEY Ward 1" 35 21 14 0
IOWA "Village of RIDGEWAY Ward 1" 125 85 40 0
IOWA "City of DODGEVILLE Wards 1-10" 731 508 221 2
IOWA "City of MINERAL POINT Wards 1-6" 698 527 170 1
IRON "Town of ANDERSON Ward 1" 13 9 4 0
IRON "Town of CAREY Ward 1" 26 8 18 0
IRON "Town of GURNEY Ward 1" 38 21 17 0
IRON "Town of KIMBALL Ward 1" 88 53 35 0
IRON "Town of KNIGHT Ward 1" 33 19 14 0
IRON "Town of MERCER Wards 1-4" 641 295 346 0
IRON "Town of OMA Ward 1" 95 34 61 0
IRON "Town of PENCE Ward 1" 28 19 9 0
IRON "Town of SAXON Ward 1" 62 28 34 0
IRON "Town of SHERMAN Ward 1" 78 43 35 0
IRON "City of HURLEY Ward 1" 103 58 45 0
IRON "City of HURLEY Ward 2" 86 40 46 0
IRON "City of HURLEY Ward 3" 59 29 30 0
IRON "City of HURLEY Ward 4" 82 49 33 0
IRON "City of MONTREAL Ward 1-2" 197 93 102 2
JACKSON "Town of ADAMS Ward 1-3" 196 105 91 0
JACKSON "Town of ALBION Ward 1-4" 139 83 56 0
JACKSON "Town of ALMA Ward 1-5" 116 49 67 0
JACKSON "Town of BEAR BLUFF Ward 1" 24 5 19 0
JACKSON "Town of BROCKWAY Ward 1-6" 144 97 47 0
JACKSON "Town of CITY POINT Ward 1" 41 23 18 0
JACKSON "Town of CLEVELAND Ward 1" 80 31 49 0
JACKSON "Town of CURRAN Ward 1" 48 29 19 0
JACKSON "Town of FRANKLIN Ward 1" 48 39 9 0
JACKSON "Town of GARDEN VALLEY Ward 1" 69 32 37 0
JACKSON "Town of GARFIELD Ward 1" 78 35 43 0
JACKSON "Town of HIXTON Ward 1-2" 68 39 29 0
JACKSON "Town of IRVING Ward 1-3" 68 44 24 0
JACKSON "Town of KNAPP Ward 1" 42 24 18 0
JACKSON "Town of KOMENSKY Ward 1" 24 15 9 0
JACKSON "Town of MANCHESTER Ward 1" 151 67 84 0
JACKSON "Town of MELROSE Ward 1" 57 21 36 0
JACKSON "Town of MILLSTON Ward 1" 26 13 13 0
JACKSON "Town of NORTH BEND Ward 1" 61 33 28 0
JACKSON "Town of NORTHFIELD Ward 1" 94 47 47 0
JACKSON "Town of SPRINGFIELD Ward 1" 86 53 33 0
JACKSON "Village of ALMA CENTER Ward 1" 62 35 27 0
JACKSON "Village of HIXTON Ward 1" 55 35 20 0
JACKSON "Village of MELROSE Ward 1" 90 52 38 0
JACKSON "Village of MERRILLAN Ward 1" 58 34 24 0
JACKSON "Village of TAYLOR Ward 1" 56 39 17 0
JACKSON "City of BLACK RIVER FALLS Ward 1" 133 83 50 0
JACKSON "City of BLACK RIVER FALLS Ward 2" 102 64 38 0
JACKSON "City of BLACK RIVER FALLS Ward 3" 65 48 17 0
JACKSON "City of BLACK RIVER FALLS Ward 4" 109 61 48 0
JEFFERSON "Town of AZTALAN Wards 1-2" 293 138 155 0
JEFFERSON "Town of COLD SPRING Ward 1" 169 78 91 0
JEFFERSON "Town of CONCORD Wards 1-3" 482 164 318 0
JEFFERSON "Town of FARMINGTON Wards 1-2" 319 113 206 0
JEFFERSON "Town of HEBRON Wards 1-2" 229 95 134 0
JEFFERSON "Town of IXONIA Wards 1-6" 1063 308 754 1
JEFFERSON "Town of JEFFERSON Wards 1-3" 455 185 270 0
JEFFERSON "Town of KOSHKONONG Wards 1-6" 744 348 396 0
JEFFERSON "Town of LAKE MILLS Wards 1-3" 517 300 215 2
JEFFERSON "Town of MILFORD Wards 1-2" 238 104 134 0
JEFFERSON "Town of OAKLAND Ward 1-4" 692 403 287 2
JEFFERSON "Town of PALMYRA Ward 1-2" 314 114 200 0
JEFFERSON "Town of SULLIVAN Wards 1-3" 479 164 314 1
JEFFERSON "Town of SUMNER Ward 1" 188 94 94 0
JEFFERSON "Town of WATERLOO Ward 1" 186 95 91 0
JEFFERSON "Town of WATERTOWN Wards 1-2" 415 142 272 1
JEFFERSON "VILLAGE OF CAMBRIDGE Ward 1" 17 13 4 0
JEFFERSON "Village of JOHNSON CREEK Ward 1-3" 437 218 219 0
JEFFERSON "VILLAGE OF LAC LA BELLE Ward 2" 0 0 0 0
JEFFERSON "Village of PALMYRA Ward 1-2" 275 114 161 0
JEFFERSON "Village of SULLIVAN Ward 1" 140 47 93 0
JEFFERSON "City of FORT ATKINSON Wards 1-2" 521 313 208 0
JEFFERSON "City of FORT ATKINSON Wards 3-4" 438 259 179 0
JEFFERSON "City of FORT ATKINSON Wards 5-6" 336 209 126 1
JEFFERSON "City of FORT ATKINSON Wards 7,9" 459 289 169 1
JEFFERSON "City of FORT ATKINSON Ward 8" 237 132 105 0
JEFFERSON "City of JEFFERSON Wards 1-11" 1094 586 506 2
JEFFERSON "City of LAKE MILLS Wards 1-8" 1275 814 460 1
JEFFERSON "City of WATERLOO Ward 1-5" 485 265 220 0
JEFFERSON "City of WATERTOWN Wards 8,19" 100 48 52 0
JEFFERSON "City of WATERTOWN Wards 9-10" 265 92 173 0
JEFFERSON "City of WATERTOWN Wards 11-12" 300 129 171 0
JEFFERSON "City of WATERTOWN Wards 13-14" 409 158 250 1
JEFFERSON "City of WATERTOWN Wards 15-16" 376 172 204 0
JEFFERSON "City of WATERTOWN Wards 17-18" 587 218 369 0
JEFFERSON "CITY OF WHITEWATER Wards 10-12" 170 102 68 0
JUNEAU "Town of ARMENIA Ward 1" 123 52 71 0
JUNEAU "Town of CLEARFIELD Wards 1-2" 168 64 104 0
JUNEAU "Town of CUTLER Ward 1" 63 22 41 0
JUNEAU "Town of FINLEY Ward 1" 33 8 25 0
JUNEAU "Town of FOUNTAIN Wards 1-2" 139 70 69 0
JUNEAU "Town of GERMANTOWN Wards 1-3" 289 116 173 0
JUNEAU "Town of KILDARE Ward 1" 109 47 62 0
JUNEAU "Town of KINGSTON Ward 1" 7 1 6 0
JUNEAU "Town of LEMONWEIR Wards 1-4" 282 121 161 0
JUNEAU "Town of LINDINA Ward 1" 202 97 105 0
JUNEAU "Town of LISBON Wards 1-3" 185 97 88 0
JUNEAU "Town of LYNDON Wards 1-3" 213 102 108 3
JUNEAU "Town of MARION Ward 1" 95 31 64 0
JUNEAU "Town of NECEDAH Wards 1-4" 591 233 357 1
JUNEAU "Town of ORANGE Ward 1" 122 47 75 0
JUNEAU "Town of PLYMOUTH Ward 1" 148 79 69 0
JUNEAU "Town of SEVEN MILE CREEK Wards 1-2" 75 31 44 0
JUNEAU "Town of SUMMIT Ward 1" 119 55 64 0
JUNEAU "Town of WONEWOC Wards 1-2" 104 50 54 0
JUNEAU "Village of CAMP DOUGLAS Ward 1" 69 31 38 0
JUNEAU "Village of HUSTLER Ward 1" 48 27 21 0
JUNEAU "Village of LYNDON STATION Ward 1" 51 35 16 0
JUNEAU "Village of NECEDAH Ward 1" 198 97 100 1
JUNEAU "Village of UNION CENTER Ward 1" 33 15 18 0
JUNEAU "Village of WONEWOC Ward 1" 102 47 55 0
JUNEAU "City of ELROY Wards 1-7" 241 120 121 0
JUNEAU "City of MAUSTON Wards 1-7" 616 318 297 1
JUNEAU "City of NEW LISBON Wards 1-7" 338 144 194 0
JUNEAU "CITY OF WISCONSIN DELLS Ward 7" 0 0 0 0
KENOSHA "Town of BRIGHTON Wards 1-4" 305 125 180 0
KENOSHA "Town of PARIS Wards 1-2" 279 111 168 0
KENOSHA "Town of RANDALL Wards 1-7" 669 329 339 1
KENOSHA "Town of SOMERS Wards 1-2" 160 76 84 0
KENOSHA "Town of WHEATLAND Ward 1-6" 690 307 382 1
KENOSHA "Village of BRISTOL Wards 1-3,8" 407 167 240 0
KENOSHA "Village of BRISTOL Wards 4-7" 360 152 208 0
KENOSHA "VILLAGE OF GENOA CITY Ward 5" 0 0 0 0
KENOSHA "Village of PADDOCK LAKE Wards 1-6" 377 178 198 1
KENOSHA "Village of PLEASANT PRAIRIE Ward 1-3" 791 403 386 2
KENOSHA "Village of PLEASANT PRAIRIE Ward 4-5" 339 182 157 0
KENOSHA "Village of PLEASANT PRAIRIE Ward 6-7" 539 318 221 0
KENOSHA "Village of PLEASANT PRAIRIE Ward 8-11" 690 320 370 0
KENOSHA "Village of PLEASANT PRAIRIE Ward 12-14" 653 344 307 2
KENOSHA "Village of SALEM LAKES Wards 1-5,10" 937 392 545 0
KENOSHA "Village of SALEM LAKES Wards 6-9" 660 334 325 1
KENOSHA "Village of SALEM LAKES Wards 11-13" 397 192 204 1
KENOSHA "Village of SOMERS Wards 1-4" 498 267 231 0
KENOSHA "Village of SOMERS Wards 5-6,9-10" 411 233 177 1
KENOSHA "Village of SOMERS Wards 7-8" 179 112 67 0
KENOSHA "Village of SOMERS Wards 11-12" 279 121 158 0
KENOSHA "Village of TWIN LAKES Wards 1-8" 776 399 374 3
KENOSHA "City of KENOSHA Ward 1" 106 71 35 0
KENOSHA "City of KENOSHA Ward 2" 124 74 50 0
KENOSHA "City of KENOSHA Ward 3" 7 7 0 0
KENOSHA "City of KENOSHA Ward 4" 289 219 69 1
KENOSHA "City of KENOSHA Ward 5" 133 99 34 0
KENOSHA "City of KENOSHA Ward 6" 127 76 51 0
KENOSHA "City of KENOSHA Ward 7" 54 40 13 1
KENOSHA "City of KENOSHA Ward 8" 291 204 86 1
KENOSHA "City of KENOSHA Ward 9" 85 61 24 0
KENOSHA "City of KENOSHA Ward 10" 48 35 13 0
KENOSHA "City of KENOSHA Ward 11" 111 76 35 0
KENOSHA "City of KENOSHA Ward 12" 223 157 66 0
KENOSHA "City of KENOSHA Ward 13" 299 176 123 0
KENOSHA "City of KENOSHA Ward 14" 173 98 74 1
KENOSHA "City of KENOSHA Ward 15" 307 183 124 0
KENOSHA "City of KENOSHA Ward 16" 104 71 33 0
KENOSHA "City of KENOSHA Ward 17" 59 46 13 0
KENOSHA "City of KENOSHA Ward 18" 134 99 35 0
