COUNTY AREA TOTAL DEM REP Walters Schiess SCATTERING
"FOND DU LAC" "VILLAGE OF KEWASKUM Ward 6" 0 0 0 0 0 0
"FOND DU LAC" "Village of MOUNT CALVARY Ward 1" 272 105 167 0 0 0
"FOND DU LAC" "Village of NORTH FOND DU LAC Wards 1-7" 1935 1013 920 0 0 2
"FOND DU LAC" "Village of OAKFIELD Wards 1-2" 510 218 292 0 0 0
"FOND DU LAC" "Village of ROSENDALE Wards 1-2" 497 187 309 0 0 1
"FOND DU LAC" "Village of ST. CLOUD Ward 1" 258 81 177 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 1" 586 298 287 0 0 1
"FOND DU LAC" "City of FOND DU LAC Ward 2" 465 257 208 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 3" 908 461 447 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 4" 563 310 250 0 0 3
"FOND DU LAC" "City of FOND DU LAC Ward 5" 1036 565 469 0 0 2
"FOND DU LAC" "City of FOND DU LAC Ward 6" 754 388 365 0 0 1
"FOND DU LAC" "City of FOND DU LAC Ward 7" 583 314 269 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 8" 751 396 353 0 0 2
"FOND DU LAC" "City of FOND DU LAC Ward 9" 546 312 234 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 10" 788 389 398 0 0 1
"FOND DU LAC" "City of FOND DU LAC Ward 11" 441 251 190 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 12" 756 438 318 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 13" 422 233 189 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 14" 851 412 439 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 15" 605 248 356 0 0 1
"FOND DU LAC" "City of FOND DU LAC Ward 16" 557 286 271 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 17" 151 70 81 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 18" 66 24 42 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 19" 619 329 290 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 20" 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 21" 783 427 356 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 22" 935 421 514 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 23" 1027 450 577 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 24" 996 481 515 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 25" 1196 497 697 0 0 2
"FOND DU LAC" "City of FOND DU LAC Ward 26" 1 0 1 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 27" 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 28" 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 29" 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 30" 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 31" 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 1-3" 744 367 375 0 0 2
"FOND DU LAC" "City of RIPON Wards 4-6" 704 424 278 0 0 2
"FOND DU LAC" "City of RIPON Wards 7-8" 701 393 307 0 0 1
"FOND DU LAC" "City of RIPON Wards 9-11" 906 498 407 0 0 1
"FOND DU LAC" "CITY OF WAUPUN Wards 9-12" 1493 596 895 0 0 2
"FOND DU LAC" "CITY OF WAUPUN Ward 9B" 0 0 0 0 0 0
FOREST "Town of ALVIN Ward 1" 84 31 53 0 0 0
FOREST "Town of ARGONNE Wards 1-3" 218 94 124 0 0 0
FOREST "Town of ARMSTRONG CREEK Ward 1" 223 100 123 0 0 0
FOREST "Town of BLACKWELL Ward 1" 73 29 44 0 0 0
FOREST "Town of CASWELL Ward 1" 45 17 28 0 0 0
FOREST "Town of CRANDON Wards 1-3" 278 146 132 0 0 0
FOREST "Town of FREEDOM Ward 1" 217 102 115 0 0 0
FOREST "Town of HILES Ward 1" 224 95 129 0 0 0
FOREST "Town of LAONA Wards 1-3" 473 236 237 0 0 0
FOREST "Town of LINCOLN Wards 1-3" 470 235 235 0 0 0
FOREST "Town of NASHVILLE Ward 1" 179 61 118 0 0 0
FOREST "Town of NASHVILLE Ward 2" 153 129 24 0 0 0
FOREST "Town of NASHVILLE Ward 3" 204 87 117 0 0 0
FOREST "Town of POPPLE RIVER Ward 1" 20 9 10 0 0 1
FOREST "Town of ROSS Ward 1" 57 23 34 0 0 0
FOREST "Town of WABENO Wards 1-5" 379 204 174 0 0 1
FOREST "City of CRANDON Wards 1-4" 647 281 365 0 0 1
GRANT "Town of BEETOWN Ward 1" 253 93 160 0 0 0
GRANT "Town of BLOOMINGTON Ward 1" 139 56 83 0 0 0
GRANT "Town of BOSCOBEL Wards 1-2" 149 77 72 0 0 0
GRANT "Town of CASSVILLE Ward 1" 144 55 89 0 0 0
GRANT "Town of CASTLE ROCK Ward 1" 131 62 69 0 0 0
GRANT "Town of CLIFTON Wards 1-2" 114 57 57 0 0 0
GRANT "Town of ELLENBORO Ward 1" 249 103 146 0 0 0
GRANT "Town of FENNIMORE Wards 1-2" 196 102 94 0 0 0
GRANT "Town of GLEN HAVEN Ward 1" 133 55 78 0 0 0
GRANT "Town of HARRISON Ward 1" 216 92 124 0 0 0
GRANT "Town of HAZEL GREEN Wards 1-2" 538 315 223 0 0 0
GRANT "Town of HICKORY GROVE Ward 1" 159 71 88 0 0 0
GRANT "Town of JAMESTOWN Wards 1-3" 876 393 480 0 0 3
GRANT "Town of LIBERTY Ward 1" 199 67 132 0 0 0
GRANT "Town of LIMA Ward 1" 303 162 141 0 0 0
GRANT "Town of LITTLE GRANT Ward 1" 114 45 69 0 0 0
GRANT "Town of MARION Ward 1" 183 84 99 0 0 0
GRANT "Town of MILLVILLE Ward 1" 80 48 32 0 0 0
GRANT "Town of MOUNT HOPE Ward 1" 79 30 49 0 0 0
GRANT "Town of MOUNT IDA Ward 1" 208 101 107 0 0 0
GRANT "Town of MUSCODA Ward 1" 246 111 135 0 0 0
GRANT "Town of NORTH LANCASTER Wards 1-2" 224 91 133 0 0 0
GRANT "Town of PARIS Wards 1-2" 297 122 175 0 0 0
GRANT "Town of PATCH GROVE Ward 1" 116 64 52 0 0 0
GRANT "Town of PLATTEVILLE Wards 1-3" 693 380 313 0 0 0
GRANT "Town of POTOSI Ward 1" 353 179 174 0 0 0
GRANT "Town of SMELSER Wards 1-2" 377 184 193 0 0 0
GRANT "Town of SOUTH LANCASTER Wards 1-3" 270 133 137 0 0 0
GRANT "Town of WATERLOO Ward 1" 209 95 114 0 0 0
GRANT "Town of WATTERSTOWN Wards 1-2" 156 83 73 0 0 0
GRANT "Town of WINGVILLE Ward 1" 148 84 64 0 0 0
GRANT "Town of WOODMAN Ward 1" 65 33 32 0 0 0
GRANT "Town of WYALUSING Ward 1" 157 83 74 0 0 0
GRANT "Village of BAGLEY Ward 1" 147 92 55 0 0 0
GRANT "Village of BLOOMINGTON Ward 1" 272 134 138 0 0 0
GRANT "Village of BLUE RIVER Ward 1" 163 96 67 0 0 0
GRANT "Village of CASSVILLE Wards 1-2" 334 192 142 0 0 0
GRANT "Village of DICKEYVILLE Wards 1-2" 420 223 197 0 0 0
GRANT "Village of HAZEL GREEN Wards 1-2" 460 282 178 0 0 0
GRANT "Village of LIVINGSTON Ward 1" 259 151 108 0 0 0
GRANT "Village of MONTFORT Ward 1" 233 145 88 0 0 0
GRANT "Village of MOUNT HOPE Ward 1" 57 30 27 0 0 0
GRANT "Village of MUSCODA Wards 1-2" 419 238 181 0 0 0
GRANT "Village of PATCH GROVE Ward 1" 63 37 26 0 0 0
GRANT "Village of POTOSI Ward 1" 279 152 127 0 0 0
GRANT "Village of TENNYSON Ward 1" 134 74 60 0 0 0
GRANT "Village of WOODMAN Ward 1" 34 11 23 0 0 0
GRANT "City of BOSCOBEL Wards 1-4" 1009 614 394 0 0 1
GRANT "City of CUBA CITY Wards 1-4" 712 428 283 0 0 1
GRANT "City of FENNIMORE Wards 1-4" 897 522 375 0 0 0
GRANT "City of LANCASTER Wards 1-6" 1387 729 658 0 0 0
GRANT "City of PLATTEVILLE Wards 1-2" 1202 807 395 0 0 0
GRANT "City of PLATTEVILLE Wards 3-4" 972 596 375 0 0 1
GRANT "City of PLATTEVILLE Wards 5-6" 859 474 385 0 0 0
GRANT "City of PLATTEVILLE Wards 7-9" 1334 817 517 0 0 0
GREEN "Town of ADAMS Ward 1" 277 162 115 0 0 0
GREEN "Town of ALBANY Wards 1-2" 593 327 266 0 0 0
GREEN "Town of BROOKLYN Wards 1-3" 655 376 279 0 0 0
GREEN "Town of CADIZ Ward 1" 395 200 195 0 0 0
GREEN "Town of CLARNO Wards 1-2" 567 283 284 0 0 0
GREEN "Town of DECATUR Wards 1-3" 864 489 375 0 0 0
GREEN "Town of EXETER Wards 1-4" 1093 725 365 0 0 3
GREEN "Town of JEFFERSON Wards 1-2" 551 247 303 0 0 1
GREEN "Town of JORDAN Ward 1" 276 147 127 0 0 2
GREEN "Town of MONROE Wards 1-2" 603 308 293 0 0 2
GREEN "Town of MOUNT PLEASANT Ward 1" 131 77 54 0 0 0
GREEN "Town of MOUNT PLEASANT Wards 2-3" 188 124 64 0 0 0
GREEN "Town of NEW GLARUS Wards 1-2" 768 474 294 0 0 0
GREEN "Town of SPRING GROVE Ward 1" 435 194 241 0 0 0
GREEN "Town of SYLVESTER Wards 1-2" 524 251 273 0 0 0
GREEN "Town of WASHINGTON Ward 1" 396 238 158 0 0 0
GREEN "Town of YORK Ward 1" 518 329 187 0 0 2
GREEN "Village of ALBANY Wards 1-2" 393 275 118 0 0 0
GREEN "VILLAGE OF BELLEVILLE Ward 3" 247 178 69 0 0 0
GREEN "VILLAGE OF BROOKLYN Ward 2" 214 152 62 0 0 0
GREEN "Village of BROWNTOWN Ward 1" 93 48 45 0 0 0
GREEN "Village of MONTICELLO Wards 1-2" 556 387 169 0 0 0
GREEN "Village of NEW GLARUS Wards 1-4" 1160 862 298 0 0 0
GREEN "City of BRODHEAD Wards 1-6" 1137 665 472 0 0 0
GREEN "City of MONROE Wards 1-9" 4403 2776 1626 0 0 1
GREEN "City of MONROE Ward 10" 0 0 0 0 0 0
"GREEN LAKE" "Town of BERLIN Wards 1-3" 591 186 405 0 0 0
"GREEN LAKE" "Town of BROOKLYN Wards 1-3" 1076 429 647 0 0 0
"GREEN LAKE" "Town of GREEN LAKE Wards 1-2" 641 196 445 0 0 0
"GREEN LAKE" "Town of KINGSTON Wards 1-2" 252 78 174 0 0 0
"GREEN LAKE" "Town of MACKFORD Ward 1" 241 54 187 0 0 0
"GREEN LAKE" "Town of MANCHESTER Ward 1" 308 96 212 0 0 0
"GREEN LAKE" "Town of MARQUETTE Ward 1" 229 84 145 0 0 0
"GREEN LAKE" "Town of PRINCETON Wards 1-4" 803 324 477 0 0 2
"GREEN LAKE" "Town of ST. MARIE Wards 1-2" 205 77 128 0 0 0
"GREEN LAKE" "Town of SENECA Ward 1" 183 80 103 0 0 0
"GREEN LAKE" "Village of KINGSTON Ward 1" 149 58 91 0 0 0
"GREEN LAKE" "Village of MARQUETTE Ward 1" 78 37 41 0 0 0
"GREEN LAKE" "City of BERLIN Wards 1-6" 1836 885 951 0 0 0
"GREEN LAKE" "City of GREEN LAKE Wards 1-5" 474 215 259 0 0 0
"GREEN LAKE" "City of MARKESAN Wards 1-3" 545 198 347 0 0 0
"GREEN LAKE" "City of PRINCETON Wards 1-4" 506 225 281 0 0 0
IOWA "Town of ARENA Wards 1-2" 746 476 269 0 0 1
IOWA "Town of BRIGHAM Wards 1-2" 585 399 186 0 0 0
IOWA "Town of CLYDE Ward 1" 182 122 60 0 0 0
IOWA "Town of DODGEVILLE Wards 1-4" 909 586 323 0 0 0
IOWA "Town of EDEN Ward 1" 188 104 84 0 0 0
IOWA "Town of HIGHLAND Wards 1-2" 345 192 153 0 0 0
IOWA "Town of LINDEN Wards 1-3" 334 182 152 0 0 0
IOWA "Town of MIFFLIN Wards 1-2" 221 125 96 0 0 0
IOWA "Town of MINERAL POINT Wards 1-2" 475 245 230 0 0 0
IOWA "Town of MOSCOW Wards 1-2" 320 206 114 0 0 0
IOWA "Town of PULASKI Ward 1" 137 65 71 0 0 1
IOWA "Town of RIDGEWAY Wards 1-2" 329 217 112 0 0 0
IOWA "Town of WALDWICK Wards 1-2" 244 150 91 0 0 3
IOWA "Town of WYOMING Wards 1-2" 217 151 65 0 0 1
IOWA "Village of ARENA Ward 1" 360 247 113 0 0 0
IOWA "Village of AVOCA Ward 1" 190 119 71 0 0 0
IOWA "Village of BARNEVELD Wards 1-2" 574 389 185 0 0 0
IOWA "VILLAGE OF BLANCHARDVILLE Ward 2" 83 55 28 0 0 0
IOWA "Village of COBB Ward 1" 215 137 78 0 0 0
IOWA "Village of HIGHLAND Ward 1" 328 203 125 0 0 0
IOWA "Village of HOLLANDALE Ward 1" 129 102 27 0 0 0
IOWA "Village of LINDEN Ward 1" 192 137 55 0 0 0
IOWA "VILLAGE OF LIVINGSTON Ward 2" 1 0 1 0 0 0
IOWA "VILLAGE OF MONTFORT Ward 2" 48 30 18 0 0 0
IOWA "VILLAGE OF MUSCODA Ward 3" 13 6 7 0 0 0
IOWA "Village of REWEY Ward 1" 87 55 32 0 0 0
IOWA "Village of RIDGEWAY Ward 1" 259 174 85 0 0 0
IOWA "City of DODGEVILLE Wards 1-10" 2112 1440 669 0 0 3
IOWA "City of MINERAL POINT Wards 1-6" 1291 956 335 0 0 0
IRON "Town of ANDERSON Ward 1" 35 19 16 0 0 0
IRON "Town of CAREY Ward 1" 80 30 50 0 0 0
IRON "Town of GURNEY Ward 1" 79 44 35 0 0 0
IRON "Town of KIMBALL Ward 1" 262 131 131 0 0 0
IRON "Town of KNIGHT Ward 1" 82 46 36 0 0 0
IRON "Town of MERCER Wards 1-4" 923 382 541 0 0 0
IRON "Town of OMA Ward 1" 211 84 127 0 0 0
IRON "Town of PENCE Ward 1" 88 53 35 0 0 0
IRON "Town of SAXON Ward 1" 168 76 92 0 0 0
IRON "Town of SHERMAN Ward 1" 197 88 109 0 0 0
IRON "City of HURLEY Ward 1" 172 89 83 0 0 0
IRON "City of HURLEY Ward 2" 166 91 75 0 0 0
IRON "City of HURLEY Ward 3" 99 46 53 0 0 0
IRON "City of HURLEY Ward 4" 149 88 61 0 0 0
IRON "City of MONTREAL Wards 1-2" 353 192 161 0 0 0
JACKSON "Town of ADAMS Wards 1-3" 704 350 354 0 0 0
JACKSON "Town of ALBION Wards 1-4" 574 291 283 0 0 0
JACKSON "Town of ALMA Wards 1,4" 112 47 65 0 0 0
JACKSON "Town of ALMA Wards 2-3,5" 288 134 154 0 0 0
JACKSON "Town of BEAR BLUFF Ward 1" 70 13 57 0 0 0
JACKSON "Town of BROCKWAY Wards 1-6" 677 468 209 0 0 0
JACKSON "Town of CITY POINT Ward 1" 79 38 41 0 0 0
JACKSON "Town of CLEVELAND Ward 1" 220 98 122 0 0 0
JACKSON "Town of CURRAN Ward 1" 134 77 57 0 0 0
JACKSON "Town of FRANKLIN Ward 1" 146 92 54 0 0 0
JACKSON "Town of GARDEN VALLEY Ward 1" 201 73 128 0 0 0
JACKSON "Town of GARFIELD Ward 1" 292 131 161 0 0 0
JACKSON "Town of HIXTON Wards 1-2" 253 112 141 0 0 0
JACKSON "Town of IRVING Wards 1-3" 316 192 124 0 0 0
JACKSON "Town of KNAPP Ward 1" 165 56 109 0 0 0
JACKSON "Town of KOMENSKY Ward 1" 132 106 26 0 0 0
JACKSON "Town of MANCHESTER Ward 1" 339 165 174 0 0 0
JACKSON "Town of MELROSE Ward 1" 181 80 101 0 0 0
JACKSON "Town of MILLSTON Ward 1" 90 43 47 0 0 0
JACKSON "Town of NORTH BEND Ward 1" 228 128 100 0 0 0
JACKSON "Town of NORTHFIELD Ward 1" 291 132 159 0 0 0
JACKSON "Town of SPRINGFIELD Ward 1" 199 112 87 0 0 0
JACKSON "Village of ALMA CENTER Ward 1" 185 119 66 0 0 0
JACKSON "Village of HIXTON Ward 1" 170 106 64 0 0 0
JACKSON "Village of MELROSE Ward 1" 216 126 90 0 0 0
JACKSON "Village of MERRILLAN Ward 1" 193 118 75 0 0 0
JACKSON "Village of TAYLOR Ward 1" 135 78 57 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 1" 446 266 180 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 2" 331 234 97 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 3" 241 176 65 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 4" 373 209 164 0 0 0
JEFFERSON "Town of AZTALAN Wards 1-2" 719 345 373 0 0 1
JEFFERSON "Town of COLD SPRING Ward 1" 414 178 234 0 0 2
JEFFERSON "Town of CONCORD Wards 1-3" 1095 376 719 0 0 0
JEFFERSON "Town of FARMINGTON Wards 1-2" 797 285 510 0 0 2
JEFFERSON "Town of HEBRON Wards 1-2" 562 212 350 0 0 0
JEFFERSON "Town of IXONIA Wards 1-6" 2514 755 1754 0 0 5
JEFFERSON "Town of JEFFERSON Wards 1-3" 1035 430 604 0 0 1
JEFFERSON "Town of KOSHKONONG Wards 1,6" 203 100 103 0 0 0
JEFFERSON "Town of KOSHKONONG Wards 2-5" 1620 754 865 0 0 1
JEFFERSON "Town of LAKE MILLS Wards 1-3" 1199 651 548 0 0 0
JEFFERSON "Town of MILFORD Wards 1-2" 580 268 312 0 0 0
JEFFERSON "Town of OAKLAND Wards 1-4" 1804 1028 775 0 0 1
JEFFERSON "Town of PALMYRA Wards 1-2" 695 227 467 0 0 1
JEFFERSON "Town of SULLIVAN Wards 1-3" 1207 416 789 0 0 2
JEFFERSON "Town of SUMNER Ward 1" 485 226 259 0 0 0
JEFFERSON "Town of WATERLOO Ward 1" 487 220 267 0 0 0
JEFFERSON "Town of WATERTOWN Wards 1-2" 1005 343 662 0 0 0
JEFFERSON "VILLAGE OF CAMBRIDGE Ward 1" 39 28 11 0 0 0
JEFFERSON "Village of JOHNSON CREEK Wards 1-3" 1362 616 745 0 0 1
JEFFERSON "VILLAGE OF LAC LA BELLE Ward 2" 0 0 0 0 0 0
JEFFERSON "Village of PALMYRA Wards 1-2" 764 286 476 0 0 2
JEFFERSON "Village of SULLIVAN Ward 1" 337 131 202 0 0 4
JEFFERSON "City of FORT ATKINSON Wards 1-2" 1342 813 529 0 0 0
JEFFERSON "City of FORT ATKINSON Wards 3-4" 1156 695 460 0 0 1
JEFFERSON "City of FORT ATKINSON Wards 5-6" 918 559 358 0 0 1
JEFFERSON "City of FORT ATKINSON Wards 7,9" 1096 676 419 0 0 1
JEFFERSON "City of FORT ATKINSON Ward 8" 599 333 265 0 0 1
JEFFERSON "City of JEFFERSON Wards 1-10" 3025 1628 1391 0 0 6
JEFFERSON "City of JEFFERSON Ward 11" 0 0 0 0 0 0
JEFFERSON "City of LAKE MILLS Wards 1-8" 3084 1835 1246 0 0 3
JEFFERSON "City of WATERLOO Wards 1-5" 1394 786 604 0 0 4
JEFFERSON "City of WATERTOWN Ward 8" 316 152 164 0 0 0
JEFFERSON "City of WATERTOWN Wards 9-10" 880 328 551 0 0 1
JEFFERSON "City of WATERTOWN Wards 11-12" 846 365 481 0 0 0
JEFFERSON "City of WATERTOWN Wards 13-14" 1007 439 565 0 0 3
JEFFERSON "City of WATERTOWN Wards 15-16" 1069 492 575 0 0 2
JEFFERSON "City of WATERTOWN Wards 17-18" 1389 538 850 0 0 1
JEFFERSON "City of WATERTOWN Ward 19" 0 0 0 0 0 0
JEFFERSON "CITY OF WHITEWATER Wards 10-11" 468 298 170 0 0 0
JEFFERSON "CITY OF WHITEWATER Ward 12" 399 243 156 0 0 0
JUNEAU "Town of ARMENIA Ward 1" 330 147 183 0 0 0
JUNEAU "Town of CLEARFIELD Ward 1" 281 118 163 0 0 0
JUNEAU "Town of CLEARFIELD Ward 2" 66 26 40 0 0 0
JUNEAU "Town of CUTLER Ward 1" 164 59 105 0 0 0
JUNEAU "Town of FINLEY Ward 1" 59 16 42 0 0 1
JUNEAU "Town of FOUNTAIN Wards 1-2" 281 122 158 0 0 1
JUNEAU "Town of GERMANTOWN Wards 1,3" 374 136 237 0 0 1
JUNEAU "Town of GERMANTOWN Ward 2" 355 141 213 0 0 1
JUNEAU "Town of KILDARE Ward 1" 273 119 154 0 0 0
JUNEAU "Town of KINGSTON Ward 1" 15 1 14 0 0 0
JUNEAU "Town of LEMONWEIR Wards 1-4" 646 293 353 0 0 0
JUNEAU "Town of LINDINA Ward 1" 360 182 178 0 0 0
JUNEAU "Town of LISBON Wards 1-2" 392 182 210 0 0 0
JUNEAU "Town of LISBON Ward 3" 4 0 4 0 0 0
JUNEAU "Town of LYNDON Wards 1-3" 593 321 271 0 0 1
JUNEAU "Town of MARION Ward 1" 196 63 133 0 0 0
JUNEAU "Town of NECEDAH Wards 1-4" 1026 357 669 0 0 0
JUNEAU "Town of ORANGE Ward 1" 229 103 126 0 0 0
JUNEAU "Town of PLYMOUTH Ward 1" 287 130 157 0 0 0
JUNEAU "Town of SEVEN MILE CREEK Wards 1-2" 149 72 77 0 0 0
JUNEAU "Town of SUMMIT Ward 1" 289 130 159 0 0 0
JUNEAU "Town of WONEWOC Wards 1-2" 280 129 151 0 0 0
JUNEAU "Village of CAMP DOUGLAS Ward 1" 222 108 114 0 0 0
JUNEAU "Village of HUSTLER Ward 1" 87 55 32 0 0 0
JUNEAU "Village of LYNDON STATION Ward 1" 168 92 76 0 0 0
JUNEAU "Village of NECEDAH Ward 1" 324 167 157 0 0 0
JUNEAU "Village of UNION CENTER Ward 1" 84 39 45 0 0 0
JUNEAU "Village of WONEWOC Ward 1" 278 151 125 0 0 2
JUNEAU "City of ELROY Wards 1-7" 440 249 191 0 0 0
JUNEAU "City of MAUSTON Wards 1-7" 1325 719 604 0 0 2
JUNEAU "City of NEW LISBON Wards 1-7" 519 231 288 0 0 0
JUNEAU "CITY OF WISCONSIN DELLS Ward 7" 0 0 0 0 0 0
KENOSHA "Town of BRIGHTON Wards 1-4" 813 286 527 0 0 0
KENOSHA "Town of PARIS Wards 1-2" 847 327 519 0 0 1
KENOSHA "Town of RANDALL Wards 1-7" 1517 615 900 0 0 2
KENOSHA "Town of SOMERS Ward 1" 70 35 35 0 0 0
KENOSHA "Town of SOMERS Ward 2" 400 209 190 0 0 1
KENOSHA "Town of WHEATLAND Wards 1-6" 1592 656 928 0 0 8
KENOSHA "Village of BRISTOL Wards 1-3,8" 1422 555 867 0 0 0
KENOSHA "Village of BRISTOL Wards 4-7" 1190 477 711 0 0 2
KENOSHA "VILLAGE OF GENOA CITY Ward 5" 0 0 0 0 0 0
KENOSHA "Village of PADDOCK LAKE Wards 1-6" 1186 550 634 0 0 2
KENOSHA "Village of PLEASANT PRAIRIE Wards 1-3" 2378 1234 1144 0 0 0
KENOSHA "Village of PLEASANT PRAIRIE Wards 4-5" 1280 594 685 0 0 1
KENOSHA "Village of PLEASANT PRAIRIE Wards 6-7" 1592 890 701 0 0 1
KENOSHA "Village of PLEASANT PRAIRIE Wards 8-11" 2414 1122 1290 0 0 2
KENOSHA "Village of PLEASANT PRAIRIE Wards 12-14" 2397 1251 1144 0 0 2
KENOSHA "Village of SALEM LAKES Wards 1-5,10" 2873 1215 1650 0 0 8
KENOSHA "Village of SALEM LAKES Wards 6-9" 2084 920 1157 0 0 7
KENOSHA "Village of SALEM LAKES Wards 11-13" 978 427 550 0 0 1
KENOSHA "Village of SOMERS Wards 1-4" 1420 739 678 0 0 3
KENOSHA "Village of SOMERS Wards 5-6,9-10" 1291 761 527 0 0 3
KENOSHA "Village of SOMERS Wards 7-8" 533 316 216 0 0 1
KENOSHA "Village of SOMERS Ward 11" 314 152 161 0 0 1
KENOSHA "Village of SOMERS Ward 12" 429 174 255 0 0 0
KENOSHA "Village of TWIN LAKES Wards 1-8" 2281 1055 1221 0 0 5
KENOSHA "City of KENOSHA Ward 1" 440 313 127 0 0 0
KENOSHA "City of KENOSHA Ward 2" 409 266 143 0 0 0
KENOSHA "City of KENOSHA Ward 3" 282 225 57 0 0 0
KENOSHA "City of KENOSHA Ward 4" 685 503 182 0 0 0
KENOSHA "City of KENOSHA Ward 5" 391 298 93 0 0 0
KENOSHA "City of KENOSHA Ward 6" 425 276 149 0 0 0
KENOSHA "City of KENOSHA Ward 7" 262 225 37 0 0 0
KENOSHA "City of KENOSHA Ward 8" 824 574 250 0 0 0
KENOSHA "City of KENOSHA Ward 9" 339 227 112 0 0 0
KENOSHA "City of KENOSHA Ward 10" 274 225 48 0 0 1
KENOSHA "City of KENOSHA Ward 11" 323 241 82 0 0 0
KENOSHA "City of KENOSHA Ward 12" 521 365 156 0 0 0
KENOSHA "City of KENOSHA Ward 13" 626 365 261 0 0 0
KENOSHA "City of KENOSHA Ward 14" 556 358 197 0 0 1
KENOSHA "City of KENOSHA Ward 15" 805 533 271 0 0 1
KENOSHA "City of KENOSHA Ward 16" 337 225 111 0 0 1
KENOSHA "City of KENOSHA Ward 17" 155 102 53 0 0 0
KENOSHA "City of KENOSHA Ward 18" 560 399 161 0 0 0
KENOSHA "City of KENOSHA Ward 19" 233 168 65 0 0 0
KENOSHA "City of KENOSHA Ward 20" 548 331 217 0 0 0
KENOSHA "City of KENOSHA Ward 21" 248 140 108 0 0 0
KENOSHA "City of KENOSHA Ward 22" 1202 729 472 0 0 1
KENOSHA "City of KENOSHA Ward 23" 305 208 97 0 0 0
KENOSHA "City of KENOSHA Ward 24" 548 379 167 0 0 2
KENOSHA "City of KENOSHA Ward 25" 675 453 222 0 0 0
KENOSHA "City of KENOSHA Ward 26" 278 195 82 0 0 1
KENOSHA "City of KENOSHA Ward 27" 435 329 104 0 0 2
KENOSHA "City of KENOSHA Ward 28" 288 217 69 0 0 2
KENOSHA "City of KENOSHA Ward 29" 296 225 67 0 0 4
KENOSHA "City of KENOSHA Ward 30" 279 212 66 0 0 1
KENOSHA "City of KENOSHA Ward 31" 661 479 182 0 0 0
KENOSHA "City of KENOSHA Ward 32" 218 174 44 0 0 0
KENOSHA "City of KENOSHA Ward 33" 16 16 0 0 0 0
KENOSHA "City of KENOSHA Ward 34" 334 212 122 0 0 0
KENOSHA "City of KENOSHA Ward 35" 712 478 231 0 0 3
KENOSHA "City of KENOSHA Ward 36" 198 154 43 0 0 1
KENOSHA "City of KENOSHA Ward 37" 632 461 171 0 0 0
KENOSHA "City of KENOSHA Ward 38" 918 584 333 0 0 1
KENOSHA "City of KENOSHA Ward 39" 517 327 190 0 0 0
KENOSHA "City of KENOSHA Ward 40" 198 148 49 0 0 1
KENOSHA "City of KENOSHA Ward 41" 388 247 141 0 0 0
KENOSHA "City of KENOSHA Ward 42" 284 182 97 0 0 5
KENOSHA "City of KENOSHA Ward 43" 651 406 244 0 0 1
KENOSHA "City of KENOSHA Ward 44" 456 257 199 0 0 0
KENOSHA "City of KENOSHA Ward 45" 287 205 82 0 0 0
KENOSHA "City of KENOSHA Ward 46" 329 263 65 0 0 1
KENOSHA "City of KENOSHA Ward 47" 186 137 49 0 0 0
KENOSHA "City of KENOSHA Ward 48" 242 189 53 0 0 0
KENOSHA "City of KENOSHA Ward 49" 301 220 81 0 0 0
KENOSHA "City of KENOSHA Ward 50" 384 273 111 0 0 0
KENOSHA "City of KENOSHA Ward 51" 310 201 106 0 0 3
KENOSHA "City of KENOSHA Ward 52" 577 418 158 0 0 1
KENOSHA "City of KENOSHA Ward 53" 226 125 101 0 0 0
KENOSHA "City of KENOSHA Ward 54" 700 421 278 0 0 1
KENOSHA "City of KENOSHA Ward 55" 320 213 107 0 0 0
KENOSHA "City of KENOSHA Ward 56" 445 278 167 0 0 0
