COUNTY AREA TOTAL DEM REP Blankenship Jorgensen Carroll WRI1 WRI2 WRI3 WRI4 WRI5 WRI6 WRI7 SCATTERING
"FOND DU LAC" "City of FOND DU LAC Ward 16" 698 338 351 0 7 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 17" 222 114 104 1 3 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 18" 74 22 52 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 19" 721 336 371 0 13 0 0 0 0 0 0 1 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 21" 1048 472 550 0 24 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 22" 1137 474 652 0 9 0 0 0 0 2 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 23" 1186 523 637 1 19 4 0 0 0 0 0 0 0 2
"FOND DU LAC" "City of FOND DU LAC Ward 24" 1271 584 667 2 12 3 0 0 0 0 0 1 0 2
"FOND DU LAC" "City of FOND DU LAC Ward 25" 1459 563 878 4 13 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 27" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 28" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 29" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 30" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 1-3" 978 433 529 3 12 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 4-6" 829 415 403 1 9 0 0 0 0 0 0 1 0 0
"FOND DU LAC" "City of RIPON Wards 7-8" 953 432 495 4 20 1 0 0 0 1 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 9-11" 1152 540 592 3 14 1 0 0 0 1 0 0 0 1
"FOND DU LAC" "CITY OF WAUPUN Ward 9B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "CITY OF WAUPUN Wards 9-9A,10-12" 1983 587 1354 4 30 5 0 0 0 0 0 0 0 3
FOREST "Town of ALVIN Ward 1" 103 30 73 0 0 0 0 0 0 0 0 0 0 0
FOREST "Town of ARGONNE Wards 1-3" 302 73 229 0 0 0 0 0 0 0 0 0 0 0
FOREST "Town of ARMSTRONG CREEK Ward 1" 258 72 185 0 0 1 0 0 0 0 0 0 0 0
FOREST "Town of BLACKWELL Ward 1" 59 15 44 0 0 0 0 0 0 0 0 0 0 0
FOREST "Town of CASWELL Ward 1" 53 10 43 0 0 0 0 0 0 0 0 0 0 0
FOREST "Town of CRANDON Wards 1-3" 364 112 250 0 2 0 0 0 0 0 0 0 0 0
FOREST "Town of FREEDOM Ward 1" 248 79 166 0 2 0 0 0 0 0 0 0 0 1
FOREST "Town of HILES Ward 1" 274 93 180 0 1 0 0 0 0 0 0 0 0 0
FOREST "Town of LAONA Wards 1-3" 674 216 451 1 5 0 0 0 0 0 0 0 0 1
FOREST "Town of LINCOLN Wards 1-3" 590 240 341 2 6 1 0 0 0 0 0 0 0 0
FOREST "Town of NASHVILLE Ward 1" 232 60 171 0 1 0 0 0 0 0 0 0 0 0
FOREST "Town of NASHVILLE Ward 2" 186 131 54 0 1 0 0 0 0 0 0 0 0 0
FOREST "Town of NASHVILLE Ward 3" 248 85 162 0 0 0 0 0 0 0 0 0 0 1
FOREST "Town of POPPLE RIVER Ward 1" 25 9 16 0 0 0 0 0 0 0 0 0 0 0
FOREST "Town of ROSS Ward 1" 83 11 70 0 2 0 0 0 0 0 0 0 0 0
FOREST "Town of WABENO Wards 1-5" 520 219 298 1 2 0 0 0 0 0 0 0 0 0
FOREST "City of CRANDON Wards 1-4" 834 266 552 2 13 0 0 0 0 0 0 0 0 1
GRANT "Town of BEETOWN Ward 1" 346 75 266 2 1 1 0 0 0 1 0 0 0 0
GRANT "Town of BLOOMINGTON Ward 1" 223 56 160 0 5 1 0 0 0 1 0 0 0 0
GRANT "Town of BOSCOBEL Wards 1-2" 212 81 129 0 2 0 0 0 0 0 0 0 0 0
GRANT "Town of CASSVILLE Ward 1" 217 56 160 0 1 0 0 0 0 0 0 0 0 0
GRANT "Town of CASTLE ROCK Ward 1" 156 61 92 0 3 0 0 0 0 0 0 0 0 0
GRANT "Town of CLIFTON Wards 1-2" 134 62 72 0 0 0 0 0 0 0 0 0 0 0
GRANT "Town of ELLENBORO Ward 1" 330 97 233 0 0 0 0 0 0 0 0 0 0 0
GRANT "Town of FENNIMORE Wards 1-2" 246 90 155 0 1 0 0 0 0 0 0 0 0 0
GRANT "Town of GLEN HAVEN Ward 1" 222 57 162 1 1 1 0 0 0 0 0 0 0 0
GRANT "Town of HARRISON Ward 1" 275 95 176 0 3 1 0 0 0 0 0 0 0 0
GRANT "Town of HAZEL GREEN Wards 1-2" 682 317 355 0 10 0 0 0 0 0 0 0 0 0
GRANT "Town of HICKORY GROVE Ward 1" 187 60 126 1 0 0 0 0 0 0 0 0 0 0
GRANT "Town of JAMESTOWN Wards 1-3" 1305 450 839 2 11 1 0 0 0 0 0 0 0 2
GRANT "Town of LIBERTY Ward 1" 267 70 194 0 3 0 0 0 0 0 0 0 0 0
GRANT "Town of LIMA Ward 1" 376 161 214 0 1 0 0 0 0 0 0 0 0 0
GRANT "Town of LITTLE GRANT Ward 1" 162 49 112 0 0 1 0 0 0 0 0 0 0 0
GRANT "Town of MARION Ward 1" 274 93 180 0 0 1 0 0 0 0 0 0 0 0
GRANT "Town of MILLVILLE Ward 1" 96 42 53 0 1 0 0 0 0 0 0 0 0 0
GRANT "Town of MOUNT HOPE Ward 1" 97 29 66 0 0 0 0 0 0 0 0 0 0 2
GRANT "Town of MOUNT IDA Ward 1" 305 86 216 0 1 2 0 0 0 0 0 0 0 0
GRANT "Town of MUSCODA Ward 1" 368 123 244 1 0 0 0 0 0 0 0 0 0 0
GRANT "Town of NORTH LANCASTER Wards 1-2" 301 102 199 0 0 0 0 0 0 0 0 0 0 0
GRANT "Town of PARIS Wards 1-2" 443 167 276 0 0 0 0 0 0 0 0 0 0 0
GRANT "Town of PATCH GROVE Ward 1" 180 61 115 0 4 0 0 0 0 0 0 0 0 0
GRANT "Town of PLATTEVILLE Wards 1-3" 898 436 447 1 7 3 0 0 0 0 0 0 0 4
GRANT "Town of POTOSI Ward 1" 493 161 329 0 3 0 0 0 0 0 0 0 0 0
GRANT "Town of SMELSER Wards 1-2" 489 213 272 1 3 0 0 0 0 0 0 0 0 0
GRANT "Town of SOUTH LANCASTER Wards 1-3" 380 138 239 1 1 1 0 0 0 0 0 0 0 0
GRANT "Town of WATERLOO Ward 1" 324 110 209 1 3 0 0 0 0 0 0 0 0 1
GRANT "Town of WATTERSTOWN Wards 1-2" 200 80 120 0 0 0 0 0 0 0 0 0 0 0
GRANT "Town of WINGVILLE Ward 1" 181 79 100 0 2 0 0 0 0 0 0 0 0 0
GRANT "Town of WOODMAN Ward 1" 96 25 69 1 1 0 0 0 0 0 0 0 0 0
GRANT "Town of WYALUSING Ward 1" 202 77 121 0 4 0 0 0 0 0 0 0 0 0
GRANT "Village of BAGLEY Ward 1" 192 75 114 0 3 0 0 0 0 0 0 0 0 0
GRANT "Village of BLOOMINGTON Ward 1" 375 136 230 0 8 0 0 0 0 0 0 0 0 1
GRANT "Village of BLUE RIVER Ward 1" 214 92 117 1 4 0 0 0 0 0 0 0 0 0
GRANT "Village of CASSVILLE Wards 1-2" 443 188 251 0 1 1 0 0 0 1 0 0 0 1
GRANT "Village of DICKEYVILLE Wards 1-2" 594 260 322 1 8 2 0 0 0 1 0 0 0 0
GRANT "Village of HAZEL GREEN Wards 1-2" 631 296 331 0 3 0 0 0 0 1 0 0 0 0
GRANT "Village of LIVINGSTON Ward 1" 352 168 179 0 5 0 0 0 0 0 0 0 0 0
GRANT "Village of MONTFORT Ward 1" 290 139 147 0 4 0 0 0 0 0 0 0 0 0
GRANT "Village of MOUNT HOPE Ward 1" 101 42 53 1 5 0 0 0 0 0 0 0 0 0
GRANT "Village of MUSCODA Wards 1-2" 578 275 292 2 9 0 0 0 0 0 0 0 0 0
GRANT "Village of PATCH GROVE Ward 1" 90 38 50 0 0 0 0 0 0 0 0 0 0 2
GRANT "Village of POTOSI Ward 1" 393 145 242 0 6 0 0 0 0 0 0 0 0 0
GRANT "Village of TENNYSON Ward 1" 204 68 131 0 3 2 0 0 0 0 0 0 0 0
GRANT "Village of WOODMAN Ward 1" 47 12 35 0 0 0 0 0 0 0 0 0 0 0
GRANT "City of BOSCOBEL Wards 1-4" 1321 584 713 5 16 1 0 0 0 1 0 0 0 1
GRANT "City of CUBA CITY Wards 1-4" 998 517 465 1 11 1 0 0 0 1 0 0 0 2
GRANT "City of FENNIMORE Wards 1-4" 1228 517 691 2 13 2 0 0 0 1 0 0 0 2
GRANT "City of LANCASTER Wards 1-6" 1947 805 1111 2 22 7 0 0 0 0 0 0 0 0
GRANT "City of PLATTEVILLE Wards 1-2" 1547 921 584 1 34 2 0 0 0 0 0 0 0 5
GRANT "City of PLATTEVILLE Wards 3-4" 1187 671 465 2 38 1 0 0 0 2 0 0 0 8
GRANT "City of PLATTEVILLE Wards 5-6" 662 335 294 2 28 0 0 0 0 0 0 0 0 3
GRANT "City of PLATTEVILLE Wards 7-9" 1547 855 625 2 57 2 0 0 0 0 0 0 0 6
GREEN "Town of ADAMS Ward 1" 345 170 172 0 3 0 0 0 0 0 0 0 0 0
GREEN "Town of ALBANY Wards 1-2" 745 349 381 2 7 0 0 0 0 0 0 0 0 6
GREEN "Town of BROOKLYN Wards 1-3" 793 429 353 0 9 1 0 0 0 1 0 0 0 0
GREEN "Town of CADIZ Ward 1" 483 165 313 0 3 1 0 0 0 0 0 0 0 1
GREEN "Town of CLARNO Wards 1-2" 721 270 444 1 5 0 0 0 0 0 0 0 0 1
GREEN "Town of DECATUR Wards 1-3" 1065 460 590 0 10 1 0 0 0 1 0 0 1 2
GREEN "Town of EXETER Wards 1-4" 1392 831 536 4 13 4 0 0 0 0 0 0 0 4
GREEN "Town of JEFFERSON Wards 1-2" 708 243 451 0 11 2 0 0 0 0 0 0 0 1
GREEN "Town of JORDAN Ward 1" 345 139 200 1 3 0 0 1 0 0 0 1 0 0
GREEN "Town of MONROE Wards 1-2" 749 330 402 2 13 1 0 0 0 0 0 0 0 1
GREEN "Town of MOUNT PLEASANT Ward 1" 181 75 104 0 1 0 0 0 0 1 0 0 0 0
GREEN "Town of MOUNT PLEASANT Wards 2-3" 237 117 118 0 2 0 0 0 0 0 0 0 0 0
GREEN "Town of NEW GLARUS Wards 1-2" 957 545 396 1 9 2 0 0 0 0 0 0 0 4
GREEN "Town of SPRING GROVE Ward 1" 543 170 356 2 14 0 0 0 0 0 0 1 0 0
GREEN "Town of SYLVESTER Wards 1-2" 674 270 388 3 11 2 0 0 0 0 0 0 0 0
GREEN "Town of WASHINGTON Ward 1" 524 261 257 0 6 0 0 0 0 0 0 0 0 0
GREEN "Town of YORK Ward 1" 671 378 278 3 10 1 0 0 0 1 0 0 0 0
GREEN "Village of ALBANY Wards 1-2" 538 300 233 1 4 0 0 0 0 0 0 0 0 0
GREEN "VILLAGE OF BELLEVILLE Ward 3" 327 205 114 3 4 0 0 0 0 0 0 0 0 1
GREEN "VILLAGE OF BROOKLYN Ward 2" 253 172 78 1 2 0 0 0 0 0 0 0 0 0
GREEN "Village of BROWNTOWN Ward 1" 130 47 82 0 1 0 0 0 0 0 0 0 0 0
GREEN "Village of MONTICELLO Wards 1-2" 680 385 285 2 7 1 0 0 0 0 0 0 0 0
GREEN "Village of NEW GLARUS Wards 1-4" 1393 945 422 2 19 1 0 0 0 0 0 0 0 4
GREEN "City of BRODHEAD Wards 1-6" 1529 702 796 2 25 2 0 0 0 1 0 0 0 1
GREEN "City of MONROE Wards 1-9" 5423 2893 2420 8 79 8 0 0 0 5 0 0 2 8
GREEN "City of MONROE Ward 10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "Town of BERLIN Wards 1-3" 761 180 576 0 5 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "Town of BROOKLYN Wards 1-3" 1332 467 837 4 20 1 0 0 0 0 0 0 0 3
"GREEN LAKE" "Town of GREEN LAKE Wards 1-2" 830 211 610 1 2 2 0 0 0 0 0 0 0 4
"GREEN LAKE" "Town of KINGSTON Wards 1-2" 312 77 234 1 0 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "Town of MACKFORD Ward 1" 314 60 249 1 3 0 0 0 0 0 0 0 0 1
"GREEN LAKE" "Town of MANCHESTER Ward 1" 410 98 305 1 4 2 0 0 0 0 0 0 0 0
"GREEN LAKE" "Town of MARQUETTE Ward 1" 322 84 235 1 2 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "Town of PRINCETON Wards 1-4" 995 322 659 0 11 0 0 0 0 0 0 0 0 3
"GREEN LAKE" "Town of ST. MARIE Wards 1-2" 242 61 179 0 2 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "Town of SENECA Ward 1" 261 68 189 0 3 1 0 0 0 0 0 0 0 0
"GREEN LAKE" "Village of KINGSTON Ward 1" 196 54 140 1 1 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "Village of MARQUETTE Ward 1" 102 32 70 0 0 0 0 0 0 0 0 0 0 0
"GREEN LAKE" "City of BERLIN Wards 1-6" 2518 925 1543 4 36 2 0 0 0 1 0 0 0 7
"GREEN LAKE" "City of GREEN LAKE Wards 1-5" 624 248 362 1 7 3 0 0 0 0 0 0 0 3
"GREEN LAKE" "City of MARKESAN Wards 1-3" 747 215 527 0 4 0 0 0 0 0 0 0 0 1
"GREEN LAKE" "City of PRINCETON Wards 1-4" 705 242 453 0 10 0 0 0 0 0 0 0 0 0
IOWA "Town of ARENA Wards 1-2" 942 522 410 0 6 4 0 0 0 0 0 0 0 0
IOWA "Town of BRIGHAM Wards 1-2" 735 451 278 1 4 0 0 0 0 1 0 0 0 0
IOWA "Town of CLYDE Ward 1" 208 131 75 1 1 0 0 0 0 0 0 0 0 0
IOWA "Town of DODGEVILLE Wards 1-4" 1077 613 446 2 13 3 0 0 0 0 0 0 0 0
IOWA "Town of EDEN Ward 1" 242 118 121 0 1 1 0 0 0 0 0 0 0 1
IOWA "Town of HIGHLAND Wards 1-2" 424 194 224 2 2 2 0 0 0 0 0 0 0 0
IOWA "Town of LINDEN Wards 1-3" 435 176 254 0 2 2 0 0 0 1 0 0 0 0
IOWA "Town of MIFFLIN Wards 1-2" 285 122 161 0 1 1 0 0 0 0 0 0 0 0
IOWA "Town of MINERAL POINT Wards 1-2" 598 263 331 0 1 1 0 0 0 1 0 1 0 0
IOWA "Town of MOSCOW Wards 1-2" 403 213 180 3 3 4 0 0 0 0 0 0 0 0
IOWA "Town of PULASKI Ward 1" 198 77 119 1 0 1 0 0 0 0 0 0 0 0
IOWA "Town of RIDGEWAY Wards 1-2" 388 235 137 1 2 10 0 0 0 0 0 0 0 3
IOWA "Town of WALDWICK Wards 1-2" 301 158 139 0 3 0 0 0 0 0 0 0 0 1
IOWA "Town of WYOMING Wards 1-2" 259 168 79 0 6 3 0 0 0 0 0 0 0 3
IOWA "Village of ARENA Ward 1" 485 256 218 1 8 0 0 0 0 1 0 0 0 1
IOWA "Village of AVOCA Ward 1" 241 109 127 0 3 1 0 0 0 0 0 0 0 1
IOWA "Village of BARNEVELD Wards 1-2" 756 433 310 0 11 0 0 0 0 0 0 0 0 2
IOWA "VILLAGE OF BLANCHARDVILLE Ward 2" 111 66 44 0 1 0 0 0 0 0 0 0 0 0
IOWA "Village of COBB Ward 1" 259 137 116 0 5 0 0 0 0 0 0 1 0 0
IOWA "Village of HIGHLAND Ward 1" 469 221 236 1 4 7 0 0 0 0 0 0 0 0
IOWA "Village of HOLLANDALE Ward 1" 154 95 58 1 0 0 0 0 0 0 0 0 0 0
IOWA "Village of LINDEN Ward 1" 242 126 112 2 2 0 0 0 0 0 0 0 0 0
IOWA "VILLAGE OF LIVINGSTON Ward 2" 2 0 2 0 0 0 0 0 0 0 0 0 0 0
IOWA "VILLAGE OF MONTFORT Ward 2" 55 31 24 0 0 0 0 0 0 0 0 0 0 0
IOWA "VILLAGE OF MUSCODA Ward 3" 17 8 8 0 1 0 0 0 0 0 0 0 0 0
IOWA "Village of REWEY Ward 1" 122 69 51 0 2 0 0 0 0 0 0 0 0 0
IOWA "Village of RIDGEWAY Ward 1" 367 211 144 0 9 1 0 0 0 0 0 1 0 1
IOWA "City of DODGEVILLE Wards 1-10" 2699 1646 989 5 51 3 0 0 0 0 0 2 0 3
IOWA "City of MINERAL POINT Wards 1-6" 1518 979 516 4 19 0 0 0 0 0 0 0 0 0
IRON "Town of ANDERSON Ward 1" 45 21 23 0 1 0 0 0 0 0 0 0 0 0
IRON "Town of CAREY Ward 1" 101 32 67 0 2 0 0 0 0 0 0 0 0 0
IRON "Town of GURNEY Ward 1" 97 50 46 1 0 0 0 0 0 0 0 0 0 0
IRON "Town of KIMBALL Ward 1" 344 132 209 0 3 0 0 0 0 0 0 0 0 0
IRON "Town of KNIGHT Ward 1" 131 50 81 0 0 0 0 0 0 0 0 0 0 0
IRON "Town of MERCER Wards 1-4" 1176 413 747 1 11 0 0 0 0 1 0 0 0 3
IRON "Town of OMA Ward 1" 255 96 157 0 2 0 0 0 0 0 0 0 0 0
IRON "Town of PENCE Ward 1" 121 52 67 1 0 1 0 0 0 0 0 0 0 0
IRON "Town of SAXON Ward 1" 229 73 156 0 0 0 0 0 0 0 0 0 0 0
IRON "Town of SHERMAN Ward 1" 225 76 149 0 0 0 0 0 0 0 0 0 0 0
IRON "City of HURLEY Ward 1" 241 94 146 0 1 0 0 0 0 0 0 0 0 0
IRON "City of HURLEY Ward 2" 236 99 136 1 0 0 0 0 0 0 0 0 0 0
IRON "City of HURLEY Ward 3" 136 61 72 1 2 0 0 0 0 0 0 0 0 0
IRON "City of HURLEY Ward 4" 204 87 114 0 2 0 0 0 0 0 0 0 0 1
IRON "City of MONTREAL Wards 1-2" 469 197 268 1 2 0 0 0 0 0 0 0 0 1
JACKSON "Town of ADAMS Wards 1-3" 862 357 495 1 8 1 0 0 0 0 0 0 0 0
JACKSON "Town of ALBION Wards 1-4" 704 280 414 1 8 1 0 0 0 0 0 0 0 0
JACKSON "Town of ALMA Wards 1,4" 164 55 108 0 1 0 0 0 0 0 0 0 0 0
JACKSON "Town of ALMA Wards 2-3,5" 351 127 219 1 4 0 0 0 0 0 0 0 0 0
JACKSON "Town of BEAR BLUFF Ward 1" 100 11 89 0 0 0 0 0 0 0 0 0 0 0
JACKSON "Town of BROCKWAY Wards 1-6" 882 511 361 1 7 2 0 0 0 0 0 0 0 0
JACKSON "Town of CITY POINT Ward 1" 113 41 72 0 0 0 0 0 0 0 0 0 0 0
JACKSON "Town of CLEVELAND Ward 1" 278 81 192 0 3 1 0 0 0 1 0 0 0 0
JACKSON "Town of CURRAN Ward 1" 179 72 106 0 1 0 0 0 0 0 0 0 0 0
JACKSON "Town of FRANKLIN Ward 1" 183 76 107 0 0 0 0 0 0 0 0 0 0 0
JACKSON "Town of GARDEN VALLEY Ward 1" 248 77 165 4 1 1 0 0 0 0 0 0 0 0
JACKSON "Town of GARFIELD Ward 1" 409 130 273 0 6 0 0 0 0 0 0 0 0 0
JACKSON "Town of HIXTON Wards 1-2" 336 109 223 0 4 0 0 0 0 0 0 0 0 0
JACKSON "Town of IRVING Wards 1-3" 394 155 235 1 3 0 0 0 0 0 0 0 0 0
JACKSON "Town of KNAPP Ward 1" 204 56 144 1 3 0 0 0 0 0 0 0 0 0
JACKSON "Town of KOMENSKY Ward 1" 176 146 30 0 0 0 0 0 0 0 0 0 0 0
JACKSON "Town of MANCHESTER Ward 1" 476 152 320 1 3 0 0 0 0 0 0 0 0 0
JACKSON "Town of MELROSE Ward 1" 236 78 156 1 1 0 0 0 0 0 0 0 0 0
JACKSON "Town of MILLSTON Ward 1" 101 35 66 0 0 0 0 0 0 0 0 0 0 0
JACKSON "Town of NORTH BEND Ward 1" 275 111 155 0 9 0 0 0 0 0 0 0 0 0
JACKSON "Town of NORTHFIELD Ward 1" 375 125 245 0 4 1 0 0 0 0 0 0 0 0
JACKSON "Town of SPRINGFIELD Ward 1" 245 94 148 1 2 0 0 0 0 0 0 0 0 0
JACKSON "Village of ALMA CENTER Ward 1" 234 114 114 2 3 1 0 0 0 0 0 0 0 0
JACKSON "Village of HIXTON Ward 1" 239 84 154 0 1 0 0 0 0 0 0 0 0 0
JACKSON "Village of MELROSE Ward 1" 293 124 160 0 9 0 0 0 0 0 0 0 0 0
JACKSON "Village of MERRILLAN Ward 1" 239 115 119 0 5 0 0 0 0 0 0 0 0 0
JACKSON "Village of TAYLOR Ward 1" 186 73 110 0 3 0 0 0 0 0 0 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 1" 512 267 243 0 2 0 0 0 0 0 0 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 2" 409 218 183 0 8 0 0 0 0 0 0 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 3" 305 156 142 2 5 0 0 0 0 0 0 0 0 0
JACKSON "City of BLACK RIVER FALLS Ward 4" 476 226 243 0 7 0 0 0 0 0 0 0 0 0
JEFFERSON "Town of AZTALAN Wards 1-2" 887 339 536 0 9 1 0 0 0 0 0 0 0 2
JEFFERSON "Town of COLD SPRING Ward 1" 484 185 291 0 7 0 0 0 0 0 0 0 0 1
JEFFERSON "Town of CONCORD Wards 1-3" 1365 414 935 2 10 1 0 0 0 0 0 0 0 3
JEFFERSON "Town of FARMINGTON Wards 1-2" 993 282 698 0 10 2 0 0 0 0 0 0 0 1
JEFFERSON "Town of HEBRON Wards 1-2" 684 219 458 1 5 1 0 0 0 0 0 0 0 0
JEFFERSON "Town of IXONIA Wards 1-6" 3175 867 2257 4 32 7 0 0 0 0 0 0 0 8
JEFFERSON "Town of JEFFERSON Wards 1-3" 1317 465 824 0 26 1 0 0 0 0 0 0 0 1
JEFFERSON "Town of KOSHKONONG Wards 1,6" 274 110 161 0 2 0 0 0 0 0 0 0 0 1
JEFFERSON "Town of KOSHKONONG Wards 2-5" 2063 787 1237 0 28 1 0 0 0 0 0 0 0 10
JEFFERSON "Town of LAKE MILLS Wards 1-3" 1492 753 713 3 18 1 0 0 0 0 0 0 0 4
JEFFERSON "Town of MILFORD Wards 1-2" 731 260 459 1 8 2 0 0 0 0 0 0 0 1
JEFFERSON "Town of OAKLAND Wards 1-4" 2161 1157 988 1 11 1 0 0 0 0 0 0 0 3
JEFFERSON "Town of PALMYRA Wards 1-2" 847 262 576 3 4 0 0 0 0 0 0 0 0 2
JEFFERSON "Town of SULLIVAN Wards 1-3" 1514 441 1051 1 18 0 0 0 0 0 0 0 0 3
JEFFERSON "Town of SUMNER Ward 1" 587 235 341 0 8 0 0 0 0 0 0 1 0 2
JEFFERSON "Town of WATERLOO Ward 1" 579 233 336 0 9 0 0 0 0 0 0 0 0 1
JEFFERSON "Town of WATERTOWN Wards 1-2" 1320 350 947 0 21 0 0 0 0 0 0 0 0 2
JEFFERSON "VILLAGE OF CAMBRIDGE Ward 1" 65 44 20 0 1 0 0 0 0 0 0 0 0 0
JEFFERSON "Village of JOHNSON CREEK Wards 1-3" 1797 718 1040 2 28 2 0 0 0 1 0 1 0 5
JEFFERSON "VILLAGE OF LAC LA BELLE Ward 2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
JEFFERSON "Village of PALMYRA Wards 1-2" 982 303 660 1 12 2 0 0 0 0 0 0 0 4
JEFFERSON "Village of SULLIVAN Ward 1" 402 128 265 0 9 0 0 0 0 0 0 0 0 0
JEFFERSON "City of FORT ATKINSON Wards 1-9" 6442 3389 2911 12 103 5 0 0 0 2 0 0 0 20
JEFFERSON "City of JEFFERSON Wards 1-10" 4026 1876 2070 9 54 3 0 1 0 1 0 0 0 12
JEFFERSON "City of JEFFERSON Ward 11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
JEFFERSON "City of LAKE MILLS Wards 1-8" 3785 2030 1698 9 45 0 0 0 0 1 0 1 0 1
JEFFERSON "City of WATERLOO Wards 1-5" 1828 860 936 6 21 2 0 0 0 0 0 0 0 3
JEFFERSON "City of WATERTOWN Ward 8" 445 181 249 2 11 1 0 0 0 1 0 0 0 0
JEFFERSON "City of WATERTOWN Wards 9-10" 1202 432 737 4 22 3 0 0 0 0 0 0 0 4
JEFFERSON "City of WATERTOWN Wards 11-12" 1204 449 718 2 30 3 0 0 0 0 0 0 0 2
JEFFERSON "City of WATERTOWN Wards 13-14" 1310 475 807 2 18 3 0 0 0 2 0 0 0 3
JEFFERSON "City of WATERTOWN Wards 15-16" 1478 603 853 2 16 1 0 0 0 1 0 0 0 2
JEFFERSON "City of WATERTOWN Wards 17-18" 1745 591 1126 2 24 0 0 0 0 0 0 0 0 2
JEFFERSON "City of WATERTOWN Ward 19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
JEFFERSON "CITY OF WHITEWATER Wards 10-11" 590 351 223 0 13 0 0 0 0 0 0 0 0 3
JEFFERSON "CITY OF WHITEWATER Ward 12" 205 115 87 0 1 1 0 0 0 0 0 0 0 1
JUNEAU "Town of ARMENIA Ward 1" 439 139 295 0 4 1 0 0 0 0 0 0 0 0
JUNEAU "Town of CLEARFIELD Ward 1" 371 110 257 0 4 0 0 0 0 0 0 0 0 0
JUNEAU "Town of CLEARFIELD Ward 2" 101 28 73 0 0 0 0 0 0 0 0 0 0 0
JUNEAU "Town of CUTLER Ward 1" 221 53 167 0 1 0 0 0 0 0 0 0 0 0
JUNEAU "Town of FINLEY Ward 1" 69 17 50 0 2 0 0 0 0 0 0 0 0 0
JUNEAU "Town of FOUNTAIN Wards 1-2" 354 103 241 1 7 1 0 0 0 0 0 0 0 1
JUNEAU "Town of GERMANTOWN Wards 1,3" 543 171 367 1 3 0 0 0 0 0 0 0 0 1
JUNEAU "Town of GERMANTOWN Ward 2" 515 173 333 0 7 1 0 0 0 0 0 0 0 1
JUNEAU "Town of KILDARE Ward 1" 392 134 252 1 3 0 0 0 0 0 0 0 0 2
JUNEAU "Town of KINGSTON Ward 1" 20 1 19 0 0 0 0 0 0 0 0 0 0 0
JUNEAU "Town of LEMONWEIR Wards 1-4" 928 330 589 0 8 0 0 0 0 0 0 0 0 1
JUNEAU "Town of LINDINA Ward 1" 464 195 260 0 7 2 0 0 0 0 0 0 0 0
JUNEAU "Town of LISBON Wards 1-2" 541 181 346 2 4 1 0 0 0 2 0 0 0 5
JUNEAU "Town of LISBON Ward 3" 5 1 4 0 0 0 0 0 0 0 0 0 0 0
JUNEAU "Town of LYNDON Wards 1-3" 788 344 437 1 4 1 0 0 0 0 0 0 0 1
JUNEAU "Town of MARION Ward 1" 259 65 191 0 2 1 0 0 0 0 0 0 0 0
JUNEAU "Town of NECEDAH Wards 1-4" 1405 365 1017 3 17 1 0 0 0 0 0 0 0 2
JUNEAU "Town of ORANGE Ward 1" 292 79 211 1 1 0 0 0 0 0 0 0 0 0
JUNEAU "Town of PLYMOUTH Ward 1" 361 130 228 1 0 1 0 0 0 0 0 0 0 1
