DIST COUNTY AREA TOTAL DEM REP CPF REF GRE LPF PSL OverVotes UnderVotes WriteinVotes
NA Miami-Dade 4260 0 1264 1958 0 1 1 9 1 14 12 5
NA Miami-Dade 4270 0 350 660 0 3 1 5 0 1 1 0
NA Miami-Dade 4280 0 555 904 0 1 0 5 0 5 1 4
NA Miami-Dade 4290 0 662 904 0 2 2 9 0 4 3 3
NA Miami-Dade 4300 0 510 795 1 0 1 1 0 1 8 3
NA Miami-Dade 4301 0 258 450 0 1 0 4 0 4 0 0
NA Miami-Dade 4310 0 417 555 0 0 1 6 0 2 6 2
NA Miami-Dade 4311 0 145 171 0 0 0 0 0 0 1 0
NA Miami-Dade 4320 0 609 995 0 2 1 4 0 1 2 0
NA Miami-Dade 4330 0 499 1212 1 1 1 2 1 4 4 5
NA Miami-Dade 4340 0 307 580 1 1 0 3 1 2 5 4
NA Miami-Dade 4341 0 265 570 0 2 1 3 0 0 0 0
NA Miami-Dade 4350 0 449 882 0 0 3 2 2 5 4 1
NA Miami-Dade 4351 0 206 428 0 1 1 2 1 4 0 0
NA Miami-Dade 4360 0 286 650 1 3 1 4 0 5 3 1
NA Miami-Dade 4361 0 302 614 1 1 1 4 1 2 2 1
NA Miami-Dade 4370 0 270 568 1 2 0 1 0 2 3 3
NA Miami-Dade 4371 0 242 617 1 0 1 2 0 3 4 4
NA Miami-Dade 4380 0 315 763 0 0 0 3 0 6 2 3
NA Miami-Dade 4381 0 319 802 0 1 0 2 2 5 1 1
NA Miami-Dade 4390 0 199 611 1 0 0 2 1 1 1 3
NA Miami-Dade 4391 0 212 639 0 3 3 2 0 0 2 0
NA Miami-Dade 4400 0 213 512 0 1 0 1 0 5 0 1
NA Miami-Dade 4401 0 252 566 0 2 0 2 1 1 2 1
NA Miami-Dade 4410 0 371 797 0 1 0 3 0 7 3 4
NA Miami-Dade 4411 0 281 631 0 1 1 4 0 1 1 3
NA Miami-Dade 4420 0 428 861 0 1 6 4 0 13 1 1
NA Miami-Dade 4430 0 853 1001 1 1 2 3 2 10 3 3
NA Miami-Dade 4440 0 742 1267 0 4 0 3 0 4 3 1
NA Miami-Dade 4450 0 2 2 0 0 0 0 0 0 0 0
NA Miami-Dade 4460 0 1 4 0 0 0 0 0 0 0 0
NA Miami-Dade 4470 0 1022 1190 2 1 5 4 1 7 9 5
NA Miami-Dade 4480 0 818 1047 0 0 1 4 3 6 5 4
NA Miami-Dade 4490 0 371 773 0 0 0 0 0 2 0 2
NA Miami-Dade 4500 0 932 898 0 2 5 6 1 2 6 2
NA Miami-Dade 4510 0 647 1973 0 3 5 2 0 5 8 6
NA Miami-Dade 4520 0 1173 1105 0 2 4 10 4 5 3 3
NA Miami-Dade 4530 0 46 27 0 0 0 0 0 1 0 1
NA Miami-Dade 4540 0 829 748 0 0 1 6 1 0 8 2
NA Miami-Dade 4550 0 837 1079 0 2 1 3 1 13 5 1
NA Miami-Dade 4560 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4570 0 444 948 0 4 2 7 2 2 3 1
NA Miami-Dade 4580 0 475 197 0 1 5 3 0 3 2 5
NA Miami-Dade 4590 0 164 554 0 0 0 1 0 0 0 2
NA Miami-Dade 4600 0 10 25 0 0 0 1 0 0 0 0
NA Miami-Dade 4610 0 1010 1740 1 2 2 10 0 6 4 6
NA Miami-Dade 4620 0 1952 2430 1 2 5 15 2 11 3 4
NA Miami-Dade 4630 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4631 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4640 0 282 704 0 3 2 0 0 1 3 2
NA Miami-Dade 4650 0 464 1048 0 2 3 3 0 12 4 2
NA Miami-Dade 4660 0 446 757 1 0 0 3 0 9 1 3
NA Miami-Dade 4670 0 219 588 0 0 1 0 2 1 3 0
NA Miami-Dade 4671 0 323 679 0 0 2 3 0 2 0 2
NA Miami-Dade 4680 0 788 685 0 0 2 2 1 3 7 3
NA Miami-Dade 4690 0 1298 2043 0 5 8 11 0 5 4 5
NA Miami-Dade 4700 0 742 802 0 0 5 4 0 7 3 2
NA Miami-Dade 4701 0 142 145 0 0 0 1 0 1 1 1
NA Miami-Dade 4710 0 545 1040 0 1 1 9 2 4 6 1
NA Miami-Dade 4720 0 450 1064 0 0 1 5 0 2 6 2
NA Miami-Dade 4820 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 4870 0 31 40 0 0 0 0 0 0 0 0
NA Miami-Dade 4880 0 1181 1587 0 1 3 11 1 26 5 2
NA Miami-Dade 4980 0 1296 260 0 0 2 3 0 4 5 6
NA Miami-Dade 4990 0 21 0 0 0 0 0 0 0 0 0
NA Miami-Dade 5000 0 342 845 0 3 0 3 1 5 1 0
NA Miami-Dade 5010 0 922 131 0 0 2 3 0 14 4 4
NA Miami-Dade 5020 0 1461 510 0 2 4 9 3 12 4 5
NA Miami-Dade 5030 0 341 517 1 1 0 2 0 15 10 0
NA Miami-Dade 5040 0 1339 385 0 0 4 6 0 3 3 3
NA Miami-Dade 5050 0 924 97 0 1 2 3 0 14 2 0
NA Miami-Dade 5060 0 724 83 0 0 2 3 0 4 3 0
NA Miami-Dade 5070 0 802 89 3 0 2 4 1 7 5 0
NA Miami-Dade 5080 0 980 63 1 0 1 1 1 3 5 8
NA Miami-Dade 5090 0 505 891 0 2 0 0 0 2 0 3
NA Miami-Dade 5100 0 302 500 0 0 0 3 0 5 0 0
NA Miami-Dade 5110 0 938 98 1 2 4 8 1 4 1 2
NA Miami-Dade 5120 0 1018 111 2 0 4 3 3 5 1 2
NA Miami-Dade 5140 0 1011 149 2 0 2 0 5 12 6 5
NA Miami-Dade 5150 0 968 181 2 1 1 4 0 5 5 1
NA Miami-Dade 5160 0 932 394 0 0 0 4 1 1 2 6
NA Miami-Dade 5170 0 692 163 0 1 1 2 2 6 0 1
NA Miami-Dade 5180 0 984 161 1 0 1 3 0 8 4 4
NA Miami-Dade 5190 0 1120 118 0 0 3 7 3 6 1 5
NA Miami-Dade 5200 0 1716 169 1 1 4 5 4 13 7 5
NA Miami-Dade 5210 0 1346 145 1 1 0 4 2 8 7 4
NA Miami-Dade 5220 0 1724 267 0 1 3 4 5 9 7 5
NA Miami-Dade 5230 0 570 205 0 0 1 2 0 5 3 1
NA Miami-Dade 5240 0 896 571 0 1 4 4 0 5 7 6
NA Miami-Dade 5260 0 215 241 0 0 0 1 0 2 2 0
NA Miami-Dade 5270 0 117 109 1 0 0 0 1 2 0 0
NA Miami-Dade 5280 0 513 378 0 0 0 6 0 12 1 2
NA Miami-Dade 5290 0 1431 642 0 1 3 6 1 24 4 2
NA Miami-Dade 5300 0 272 112 0 0 2 3 0 2 0 2
NA Miami-Dade 5310 0 1008 402 0 0 4 10 4 8 4 6
NA Miami-Dade 5311 0 121 41 0 0 1 1 1 0 3 0
NA Miami-Dade 5320 0 460 126 0 0 0 3 1 0 1 2
NA Miami-Dade 5330 0 1374 137 1 2 2 2 1 8 4 3
NA Miami-Dade 5331 0 473 137 0 1 0 1 1 1 1 4
NA Miami-Dade 5340 0 912 420 0 0 2 5 0 1 3 0
NA Miami-Dade 5341 0 694 409 0 1 0 7 0 0 2 3
NA Miami-Dade 5342 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 5350 0 601 253 0 0 1 3 2 10 2 3
NA Miami-Dade 5360 0 21 10 0 0 2 1 0 0 0 0
NA Miami-Dade 5361 0 457 148 0 1 2 1 1 0 0 2
NA Miami-Dade 5370 0 296 95 1 2 1 1 0 8 3 0
NA Miami-Dade 5380 0 3202 1296 0 1 7 22 3 4 12 14
NA Miami-Dade 5400 0 10 10 0 0 0 0 0 0 0 0
NA Miami-Dade 5410 0 2200 1576 1 0 3 18 1 5 8 5
NA Miami-Dade 5420 0 0 1 0 0 0 0 0 0 0 0
NA Miami-Dade 5430 0 1098 937 0 1 6 12 0 23 7 5
NA Miami-Dade 5440 0 1880 845 0 0 6 11 0 4 4 8
NA Miami-Dade 5450 0 1223 1435 1 3 3 7 2 19 7 2
NA Miami-Dade 5460 0 833 342 0 1 1 11 1 0 2 3
NA Miami-Dade 5470 0 257 262 0 0 0 4 0 4 1 0
NA Miami-Dade 5480 0 492 899 2 2 2 2 0 11 0 1
NA Miami-Dade 5490 0 579 828 0 2 2 1 0 7 7 1
NA Miami-Dade 5500 0 583 1010 0 0 6 5 1 5 7 1
NA Miami-Dade 5501 0 16 19 0 0 0 0 0 0 0 0
NA Miami-Dade 5510 0 680 946 1 0 3 4 1 17 5 1
NA Miami-Dade 5520 0 314 634 0 0 0 0 1 2 3 1
NA Miami-Dade 5530 0 493 922 0 0 1 7 1 8 3 0
NA Miami-Dade 5540 0 438 935 1 2 1 3 0 13 1 1
NA Miami-Dade 5560 0 729 1233 0 1 0 3 1 13 9 5
NA Miami-Dade 5570 0 886 1618 0 0 2 6 1 6 9 5
NA Miami-Dade 5580 0 432 754 0 2 1 4 1 10 1 1
NA Miami-Dade 5590 0 412 760 0 0 2 1 0 9 4 2
NA Miami-Dade 5600 0 442 651 0 1 1 4 0 6 1 2
NA Miami-Dade 5610 0 1404 1365 1 2 2 8 4 14 11 6
NA Miami-Dade 5620 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 5630 0 1110 711 0 1 4 9 1 7 4 2
NA Miami-Dade 5640 0 796 775 1 1 2 8 2 15 4 3
NA Miami-Dade 5650 0 663 628 0 1 1 8 0 6 2 4
NA Miami-Dade 5660 0 1270 840 0 3 3 4 0 14 11 7
NA Miami-Dade 5670 0 891 868 0 1 1 9 1 1 3 5
NA Miami-Dade 5680 0 1 2 0 0 0 0 0 0 0 0
NA Miami-Dade 5690 0 2157 1662 0 2 2 11 0 5 9 5
NA Miami-Dade 5700 0 741 708 0 0 1 5 0 4 4 2
NA Miami-Dade 5710 0 221 132 0 0 1 3 0 0 0 0
NA Miami-Dade 5720 0 580 597 0 0 1 5 0 8 2 4
NA Miami-Dade 5730 0 898 968 0 0 2 4 0 11 2 4
NA Miami-Dade 5740 0 867 997 3 2 0 7 0 17 4 1
NA Miami-Dade 5750 0 1060 1511 1 2 2 14 0 18 3 5
NA Miami-Dade 5760 0 1136 1289 0 4 5 11 0 9 4 3
NA Miami-Dade 5770 0 1284 943 0 3 1 6 1 8 4 6
NA Miami-Dade 5780 0 858 858 3 0 5 2 1 11 2 5
NA Miami-Dade 5790 0 1357 1330 0 2 6 7 0 9 2 8
NA Miami-Dade 5800 0 104 23 0 0 0 1 0 1 1 0
NA Miami-Dade 5810 0 736 755 0 1 2 6 0 20 5 0
NA Miami-Dade 5820 0 2081 1380 0 0 1 21 1 9 13 9
NA Miami-Dade 5830 0 1143 404 1 1 2 3 1 1 4 1
NA Miami-Dade 5840 0 1109 377 0 1 2 4 2 4 6 4
NA Miami-Dade 5850 0 506 52 2 0 0 1 0 4 0 4
NA Miami-Dade 5860 0 1191 440 1 0 1 4 0 1 9 3
NA Miami-Dade 5870 0 1345 602 0 1 3 5 0 1 8 4
NA Miami-Dade 5880 0 1 1 0 0 0 0 0 0 0 0
NA Miami-Dade 5881 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 5890 0 85 81 0 0 0 0 0 2 0 0
NA Miami-Dade 5910 0 163 112 0 0 0 3 0 6 1 1
NA Miami-Dade 5911 0 644 446 0 0 1 6 1 27 3 0
NA Miami-Dade 5920 0 626 549 0 0 2 3 2 6 1 3
NA Miami-Dade 5930 0 909 992 0 3 3 2 0 24 5 6
NA Miami-Dade 5940 0 484 343 0 0 2 3 0 11 2 3
NA Miami-Dade 5950 0 222 157 0 1 0 0 0 1 3 0
NA Miami-Dade 5960 0 893 1116 1 2 0 1 1 10 3 2
NA Miami-Dade 5970 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 5980 0 203 141 0 0 0 1 0 2 0 2
NA Miami-Dade 5990 0 851 314 0 0 0 7 0 1 2 6
NA Miami-Dade 6010 0 821 743 0 1 2 9 1 1 9 5
NA Miami-Dade 6020 0 647 632 1 1 0 3 0 1 2 3
NA Miami-Dade 6030 0 173 146 0 0 0 0 0 0 0 1
NA Miami-Dade 6040 0 1342 887 3 1 0 14 1 3 5 12
NA Miami-Dade 6060 0 1439 805 0 0 2 6 0 2 7 8
NA Miami-Dade 6070 0 939 745 0 0 2 6 2 5 3 4
NA Miami-Dade 6080 0 864 937 0 0 1 4 0 2 2 3
NA Miami-Dade 6090 0 870 681 0 1 2 6 1 0 5 7
NA Miami-Dade 6110 0 832 914 2 1 1 10 1 1 5 2
NA Miami-Dade 6120 0 601 389 0 0 1 5 0 1 3 3
NA Miami-Dade 6130 0 726 612 0 1 0 3 0 4 5 2
NA Miami-Dade 6140 0 578 487 0 0 0 3 0 0 5 9
NA Miami-Dade 6150 0 760 774 1 2 1 1 0 4 8 3
NA Miami-Dade 6160 0 655 585 0 0 0 4 0 2 4 3
NA Miami-Dade 6170 0 1222 1607 0 1 0 10 2 1 8 4
NA Miami-Dade 6180 0 485 608 0 0 1 2 1 1 2 1
NA Miami-Dade 6210 0 1437 532 0 0 4 5 1 11 5 5
NA Miami-Dade 6220 0 68 81 0 0 0 1 0 0 0 0
NA Miami-Dade 6230 0 326 257 0 0 0 2 0 0 3 1
NA Miami-Dade 6240 0 738 444 0 0 0 4 0 2 3 4
NA Miami-Dade 6250 0 1061 786 0 0 3 6 1 2 6 5
NA Miami-Dade 6260 0 266 272 0 0 0 1 0 1 1 2
NA Miami-Dade 6270 0 1012 828 1 0 2 11 0 3 2 5
NA Miami-Dade 6280 0 564 510 0 0 0 6 0 1 2 4
NA Miami-Dade 6300 0 732 683 0 0 0 5 1 2 6 4
NA Miami-Dade 6310 0 383 348 0 0 0 1 0 0 4 2
NA Miami-Dade 6320 0 1056 863 1 0 1 16 1 3 5 4
NA Miami-Dade 6330 0 1005 774 1 2 4 7 1 1 6 4
NA Miami-Dade 6340 0 215 26 0 0 0 2 0 2 1 1
NA Miami-Dade 6350 0 120 78 0 0 1 0 1 0 0 0
NA Miami-Dade 6360 0 1394 1173 1 0 5 11 2 3 7 11
NA Miami-Dade 6400 0 1084 574 0 1 2 9 1 0 4 6
NA Miami-Dade 6410 0 1205 915 0 0 0 7 0 2 6 4
NA Miami-Dade 6420 0 293 198 0 0 1 1 0 1 2 1
NA Miami-Dade 6430 0 533 467 0 0 0 5 0 1 1 5
NA Miami-Dade 6440 0 398 249 0 0 0 2 1 0 2 3
NA Miami-Dade 6460 0 132 58 0 0 0 1 0 0 2 0
NA Miami-Dade 6480 0 50 11 0 0 0 0 0 0 0 0
NA Miami-Dade 6490 0 563 427 0 1 0 2 0 0 1 2
NA Miami-Dade 6500 0 213 157 0 0 0 2 0 0 2 1
NA Miami-Dade 6510 0 249 212 0 0 0 3 0 0 4 1
NA Miami-Dade 6520 0 266 243 0 1 0 4 0 1 2 0
NA Miami-Dade 6530 0 341 323 0 0 0 4 0 0 2 2
NA Miami-Dade 6550 0 0 2 0 0 0 0 0 0 0 0
NA Miami-Dade 6551 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 6560 0 110 48 0 0 0 0 0 0 0 0
NA Miami-Dade 6561 0 187 177 0 0 1 1 0 7 6 0
NA Miami-Dade 6580 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 6581 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 6590 0 232 136 0 0 1 1 0 1 2 1
NA Miami-Dade 6591 0 1 0 0 0 0 0 0 0 0 0
NA Miami-Dade 6592 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 6670 0 585 608 0 0 3 3 0 4 1 1
NA Miami-Dade 6680 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 6690 0 788 856 2 0 3 7 0 35 6 1
NA Miami-Dade 6700 0 995 1422 2 2 2 3 3 15 10 3
NA Miami-Dade 6720 0 647 615 0 0 2 2 0 6 3 6
NA Miami-Dade 6730 0 263 98 0 0 0 3 0 1 0 0
NA Miami-Dade 6740 0 498 401 0 0 3 6 0 1 1 2
NA Miami-Dade 6930 0 849 806 2 0 4 5 2 2 1 3
NA Miami-Dade 6940 0 1192 1314 1 0 3 3 0 7 4 3
NA Miami-Dade 6950 0 1055 1434 0 1 1 5 2 7 3 4
NA Miami-Dade 6960 0 1659 1187 0 1 4 14 1 6 6 5
NA Miami-Dade 6970 0 938 1190 0 3 0 6 0 4 3 1
NA Miami-Dade 6990 0 691 535 0 0 2 6 0 1 1 2
NA Miami-Dade 7000 0 474 512 0 1 3 3 0 1 2 1
NA Miami-Dade 7010 0 906 1659 0 3 2 3 3 5 3 5
NA Miami-Dade 7020 0 860 1189 0 1 2 6 1 1 7 3
NA Miami-Dade 7030 0 1207 1444 0 1 2 6 0 4 2 3
NA Miami-Dade 7040 0 634 1339 0 0 4 4 0 9 3 2
NA Miami-Dade 7050 0 868 1430 0 1 4 3 0 8 5 0
NA Miami-Dade 7060 0 772 1590 0 1 1 7 3 8 8 1
NA Miami-Dade 7070 0 155 523 0 0 3 4 0 2 1 2
NA Miami-Dade 7071 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 7080 0 758 1562 0 2 1 5 1 6 2 6
NA Miami-Dade 7100 0 537 1079 0 0 2 8 0 4 6 2
NA Miami-Dade 7110 0 1385 1672 0 1 3 10 1 6 7 6
NA Miami-Dade 7120 0 579 1236 0 2 2 3 1 2 2 4
NA Miami-Dade 7130 0 687 1461 0 2 4 4 1 2 3 4
NA Miami-Dade 7140 0 573 1218 0 1 1 10 1 2 4 4
NA Miami-Dade 7150 0 700 1218 0 1 1 6 1 3 5 5
NA Miami-Dade 7160 0 442 1057 0 0 1 7 0 2 4 2
NA Miami-Dade 7170 0 1278 1125 0 1 6 8 0 6 1 8
NA Miami-Dade 7180 0 702 1203 0 1 1 3 1 5 4 4
NA Miami-Dade 7190 0 737 931 0 1 0 3 1 1 4 5
NA Miami-Dade 7191 0 1 1 0 0 0 0 0 0 0 0
NA Miami-Dade 7200 0 548 1077 0 1 0 1 0 0 4 1
NA Miami-Dade 7210 0 1445 1542 1 2 2 9 1 9 5 8
NA Miami-Dade 7230 0 658 1059 0 1 0 4 0 3 7 4
NA Miami-Dade 7250 0 661 1012 0 1 2 10 1 2 5 4
NA Miami-Dade 7260 0 325 579 0 1 2 3 0 4 1 3
NA Miami-Dade 7270 0 630 581 0 1 3 6 0 1 2 5
NA Miami-Dade 7280 0 1273 1177 0 1 3 6 1 3 5 3
NA Miami-Dade 7290 0 942 905 0 0 6 4 0 4 4 3
NA Miami-Dade 7300 0 1264 1118 0 2 3 10 6 8 4 5
NA Miami-Dade 7310 0 520 961 0 0 3 6 0 2 4 3
NA Miami-Dade 7311 0 40 55 0 0 0 0 1 0 1 0
NA Miami-Dade 7320 0 618 1007 2 1 2 4 0 5 3 5
NA Miami-Dade 7330 0 1045 1827 0 5 5 7 0 9 6 1
NA Miami-Dade 7340 0 365 597 1 1 0 2 0 1 1 3
NA Miami-Dade 7350 0 920 1206 0 1 0 5 0 8 3 3
NA Miami-Dade 7360 0 833 943 0 0 1 2 2 14 1 3
NA Miami-Dade 7370 0 835 881 0 1 5 4 0 6 2 2
NA Miami-Dade 7380 0 1667 1493 1 1 2 6 1 8 5 6
NA Miami-Dade 7390 0 713 836 1 2 1 4 0 1 1 0
NA Miami-Dade 7400 0 865 1010 2 3 2 5 0 4 5 0
NA Miami-Dade 7410 0 1421 1251 0 0 2 7 0 4 6 4
NA Miami-Dade 7420 0 1300 1156 0 1 2 7 1 4 7 3
NA Miami-Dade 7421 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 7430 0 653 671 0 1 1 6 1 1 3 2
NA Miami-Dade 7431 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 7440 0 1609 1749 2 1 4 7 1 9 6 5
NA Miami-Dade 7450 0 1535 1402 0 1 1 10 0 9 8 7
NA Miami-Dade 7460 0 661 412 0 1 1 2 1 0 6 1
NA Miami-Dade 7470 0 855 829 1 1 1 5 1 15 4 4
NA Miami-Dade 7480 0 842 1073 0 1 2 9 1 3 5 3
NA Miami-Dade 7490 0 864 942 1 2 5 7 0 2 5 4
NA Miami-Dade 7500 0 1088 1444 0 1 1 8 1 6 5 4
NA Miami-Dade 7510 0 621 812 0 3 0 5 1 1 3 5
NA Miami-Dade 7520 0 1478 1079 0 0 7 9 0 2 10 7
NA Miami-Dade 7530 0 276 349 1 0 0 2 0 0 1 0
NA Miami-Dade 7540 0 977 1010 3 0 0 4 1 1 8 1
NA Miami-Dade 7550 0 428 597 0 2 0 3 0 0 1 2
NA Miami-Dade 7560 0 950 1070 0 1 2 7 0 3 4 8
NA Miami-Dade 7570 0 1485 1207 1 0 5 7 0 4 4 5
NA Miami-Dade 7580 0 723 862 0 1 2 5 0 6 3 0
NA Miami-Dade 7590 0 811 991 0 0 1 1 1 0 3 0
NA Miami-Dade 7600 0 608 824 0 0 0 4 0 1 9 4
NA Miami-Dade 7610 0 1299 1252 2 4 2 8 0 10 7 3
NA Miami-Dade 7620 0 1176 878 3 1 0 9 3 6 1 3
NA Miami-Dade 7630 0 764 1050 0 3 1 5 1 2 4 4
NA Miami-Dade 7640 0 1686 2293 0 3 4 8 3 16 5 4
NA Miami-Dade 7650 0 1075 1104 1 0 1 4 2 5 4 11
NA Miami-Dade 7660 0 1274 960 0 0 5 8 3 7 5 3
NA Miami-Dade 7670 0 967 1014 0 0 4 6 0 3 3 3
NA Miami-Dade 7680 0 291 301 0 0 1 2 0 1 3 1
NA Miami-Dade 7690 0 768 704 0 3 0 5 2 2 4 2
NA Miami-Dade 7700 0 940 1313 1 0 2 4 3 7 4 3
NA Miami-Dade 7710 0 1075 931 1 1 1 5 1 2 5 10
NA Miami-Dade 7720 0 890 1388 0 3 4 5 0 4 2 3
NA Miami-Dade 7730 0 824 1716 0 0 4 10 0 4 6 2
NA Miami-Dade 7740 0 841 792 0 0 3 6 0 6 1 0
NA Miami-Dade 7750 0 1176 1407 3 5 2 8 2 4 5 6
NA Miami-Dade 7760 0 1370 1506 0 1 6 7 1 6 7 3
NA Miami-Dade 7770 0 262 453 0 1 2 1 0 3 1 0
NA Miami-Dade 7780 0 196 554 0 1 0 2 0 3 0 0
NA Miami-Dade 7790 0 369 581 1 0 0 2 0 5 1 3
NA Miami-Dade 7810 0 291 428 0 0 0 2 1 0 0 0
NA Miami-Dade 7820 0 580 733 0 2 0 0 2 11 1 3
NA Miami-Dade 7830 0 1058 985 0 0 3 7 1 6 3 5
NA Miami-Dade 7840 0 1038 1224 0 2 1 5 1 0 4 5
NA Miami-Dade 7850 0 445 506 0 3 0 3 1 4 1 0
NA Miami-Dade 7860 0 1001 1263 1 1 2 1 2 2 8 4
NA Miami-Dade 7870 0 71 144 0 0 0 3 1 1 0 0
NA Miami-Dade 7871 0 3 0 0 0 0 0 0 0 0 0
NA Miami-Dade 7880 0 822 716 0 2 0 5 4 4 4 3
NA Miami-Dade 7890 0 17 41 0 0 1 0 0 0 1 0
NA Miami-Dade 7900 0 20 76 0 0 0 1 0 0 0 0
NA Miami-Dade 7910 0 328 242 0 0 1 1 0 3 0 0
NA Miami-Dade 7920 0 814 824 1 0 1 1 0 1 1 1
NA Miami-Dade 7930 0 752 868 1 1 1 5 0 2 5 3
NA Miami-Dade 7940 0 1026 1087 1 1 1 8 1 2 4 3
NA Miami-Dade 7960 0 13 12 0 0 0 0 0 0 0 0
NA Miami-Dade 7961 0 22 72 0 0 0 0 0 1 0 1
NA Miami-Dade 7970 0 1080 1435 1 0 2 4 1 6 4 10
NA Miami-Dade 7980 0 1571 2787 1 4 7 11 2 13 5 5
NA Miami-Dade 8000 0 662 823 0 1 5 4 0 7 4 5
NA Miami-Dade 8010 0 1189 276 0 1 1 2 0 8 5 1
NA Miami-Dade 8020 0 1185 210 0 1 2 6 1 4 2 7
NA Miami-Dade 8030 0 1121 167 0 1 2 2 0 7 3 8
NA Miami-Dade 8040 0 848 845 0 2 0 3 1 0 8 4
NA Miami-Dade 8050 0 1148 967 2 2 4 11 2 1 2 7
NA Miami-Dade 8060 0 759 589 0 0 1 5 0 3 3 5
NA Miami-Dade 8070 0 790 570 0 0 5 6 0 2 3 4
NA Miami-Dade 8080 0 409 487 0 0 0 4 0 0 4 3
NA Miami-Dade 8090 0 153 184 0 0 0 2 0 0 3 1
NA Miami-Dade 8100 0 1528 1300 1 0 0 8 0 4 5 6
NA Miami-Dade 8110 0 1014 718 4 2 2 8 1 2 4 2
NA Miami-Dade 8120 0 1167 750 0 0 3 5 0 9 6 5
NA Miami-Dade 8130 0 2277 945 0 1 5 7 3 9 6 5
NA Miami-Dade 8140 0 1537 1056 1 0 2 9 0 8 4 3
NA Miami-Dade 8150 0 747 757 0 1 0 13 0 9 5 1
NA Miami-Dade 8160 0 1535 759 0 1 5 3 0 8 5 4
NA Miami-Dade 8170 0 1076 439 0 0 2 3 0 3 1 2
NA Miami-Dade 8180 0 1074 123 2 0 0 3 1 15 1 2
NA Miami-Dade 8190 0 610 610 0 0 3 10 0 2 4 5
NA Miami-Dade 8200 0 1629 1593 0 1 4 18 0 1 15 11
NA Miami-Dade 8210 0 1439 1407 1 0 5 11 1 4 3 3
NA Miami-Dade 8220 0 877 972 0 1 1 4 1 5 5 5
NA Miami-Dade 8230 0 1120 1057 0 3 3 9 2 1 3 7
NA Miami-Dade 8240 0 608 624 0 1 2 5 1 3 4 3
NA Miami-Dade 8250 0 1550 1434 0 1 5 15 1 14 9 9
NA Miami-Dade 8260 0 760 177 0 1 0 2 0 10 2 2
NA Miami-Dade 8270 0 429 319 0 1 1 2 1 10 3 1
NA Miami-Dade 8271 0 544 322 1 2 1 2 2 8 2 1
NA Miami-Dade 8290 0 599 441 1 1 0 1 0 6 1 1
NA Miami-Dade 8291 0 419 260 1 0 1 2 1 0 1 0
NA Miami-Dade 8300 0 926 683 1 0 1 4 2 10 5 3
NA Miami-Dade 8310 0 289 241 0 0 0 2 0 7 0 2
NA Miami-Dade 8320 0 884 601 0 2 1 2 0 2 1 1
NA Miami-Dade 8321 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 8330 0 106 106 0 0 0 1 0 0 1 0
NA Miami-Dade 8340 0 32 16 0 0 1 0 0 3 0 0
NA Miami-Dade 8350 0 2 2 0 0 0 0 0 0 0 0
NA Miami-Dade 8360 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 8370 0 1103 1008 1 2 2 5 0 1 5 7
NA Miami-Dade 8380 0 315 327 0 1 2 2 0 8 0 1
NA Miami-Dade 8390 0 519 379 0 0 1 2 0 4 1 0
NA Miami-Dade 8391 0 1 1 0 0 0 0 0 1 0 0
NA Miami-Dade 8400 0 803 689 0 0 0 3 0 4 3 5
NA Miami-Dade 8410 0 1082 1178 0 1 5 2 1 22 3 3
NA Miami-Dade 8420 0 156 92 0 0 1 2 0 1 0 0
NA Miami-Dade 8430 0 28 26 0 0 0 0 0 0 0 0
NA Miami-Dade 8431 0 0 0 0 0 0 0 0 0 0 0
NA Miami-Dade 8432 0 14 15 0 0 0 0 0 0 0 0
NA Miami-Dade 8440 0 1 2 0 0 0 0 0 0 0 0
NA Miami-Dade 8450 0 159 170 0 0 0 0 0 1 1 0
NA Miami-Dade 8451 0 664 615 0 1 0 2 0 8 3 2
NA Miami-Dade 8460 0 1260 1311 0 0 0 8 1 24 5 2
NA Miami-Dade 8470 0 1931 1682 1 2 5 6 2 9 5 3
NA Miami-Dade 8480 0 335 632 1 0 2 5 3 6 3 1
NA Miami-Dade 8490 0 337 215 1 1 1 0 1 0 0 2
NA Miami-Dade 8491 0 5 0 0 0 0 0 0 0 0 0
NA Miami-Dade 8500 0 111 171 0 0 0 0 0 0 1 0
