DIST COUNTY AREA TOTAL DEM REP IND1 IND2 OTH
3 "EAU CLAIRE" "City of AUGUSTA Wards 1-5" 1072 286 250 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 1" 850 331 93 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 2" 1228 462 151 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 3" 3174 1273 307 0 0 7
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 4" 876 286 151 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 5" 1582 544 246 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 6" 1624 607 203 0 0 2
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 7" 1336 461 205 0 0 2
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 8" 1436 465 253 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 9" 694 267 78 0 0 2
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 10" 1946 624 349 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 11" 1818 584 325 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 12" 2986 995 498 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 13" 704 226 125 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 14" 2098 705 341 0 0 3
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 15" 2030 654 360 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 17" 2546 806 465 0 0 2
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 18" 844 250 172 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 19" 770 260 125 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 20" 1670 591 241 0 0 3
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 21" 1762 572 309 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 22" 774 265 122 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 23" 2552 851 424 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 24" 136 51 17 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 25" 2458 825 404 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 26" 1008 332 172 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 27" 274 100 36 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 28" 756 244 133 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 29" 2172 792 292 0 0 2
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 30" 2010 753 249 0 0 3
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 31" 1856 747 180 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 32" 1820 695 215 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 33" 706 224 129 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 34" 714 260 95 0 0 2
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 35" 1622 539 271 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 36" 552 156 120 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 37" 1094 336 211 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 38" 1352 414 261 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 39" 1512 492 263 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 42" 564 178 104 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 43" 516 184 74 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 44" 142 48 23 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 45" 704 237 115 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 46" 1674 629 207 0 0 1
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 47" 570 178 107 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 48" 686 247 96 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 49" 718 218 141 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 50" 4 2 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 51" 2 1 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 52" 2 0 1 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 53" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 54" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 55" 8 4 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 56" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 57" 8 2 2 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 58" 2 1 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 59" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 60" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 61" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 62" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 63" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 64" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 65" 86 21 22 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 66" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 67" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 68" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 69" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 70" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 71" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 72" 0 0 0 0 0 0
3 "EAU CLAIRE" "City of EAU CLAIRE Ward 73" 0 0 0 0 0 0
3 GRANT "Town of BEETOWN Ward 1" 506 120 133 0 0 0
3 GRANT "Town of BLOOMINGTON Ward 1" 280 66 74 0 0 0
3 GRANT "Town of BOSCOBEL Wards 1-2" 296 81 67 0 0 0
3 GRANT "Town of CASSVILLE Ward 1" 292 68 78 0 0 0
3 GRANT "Town of CASTLE ROCK Ward 1" 262 68 63 0 0 0
3 GRANT "Town of CLIFTON Wards 1-2" 232 69 47 0 0 0
3 GRANT "Town of ELLENBORO Ward 1" 502 117 134 0 0 0
3 GRANT "Town of FENNIMORE Wards 1-2" 394 116 81 0 0 0
3 GRANT "Town of GLEN HAVEN Ward 1" 264 71 61 0 0 0
3 GRANT "Town of HARRISON Ward 1" 436 102 116 0 0 0
3 GRANT "Town of HAZEL GREEN Wards 1-2" 1070 330 205 0 0 0
3 GRANT "Town of HICKORY GROVE Ward 1" 316 82 76 0 0 0
3 GRANT "Town of JAMESTOWN Wards 1-3" 1744 421 450 0 0 1
3 GRANT "Town of LIBERTY Ward 1" 408 89 115 0 0 0
3 GRANT "Town of LIMA Ward 1" 602 162 139 0 0 0
3 GRANT "Town of LITTLE GRANT Ward 1" 232 55 61 0 0 0
3 GRANT "Town of MARION Ward 1" 370 95 90 0 0 0
3 GRANT "Town of MILLVILLE Ward 1" 156 47 31 0 0 0
3 GRANT "Town of MOUNT HOPE Ward 1" 160 40 40 0 0 0
3 GRANT "Town of MOUNT IDA Ward 1" 416 110 98 0 0 0
3 GRANT "Town of MUSCODA Ward 1" 498 123 126 0 0 0
3 GRANT "Town of NORTH LANCASTER Wards 1-2" 454 101 126 0 0 0
3 GRANT "Town of PARIS Wards 1-2" 598 135 164 0 0 0
3 GRANT "Town of PATCH GROVE Ward 1" 234 79 38 0 0 0
3 GRANT "Town of PLATTEVILLE Wards 1-3" 1398 403 296 0 0 0
3 GRANT "Town of POTOSI Ward 1" 696 171 177 0 0 0
3 GRANT "Town of SMELSER Wards 1-2" 758 194 185 0 0 0
3 GRANT "Town of SOUTH LANCASTER Wards 1-3" 544 144 128 0 0 0
3 GRANT "Town of WATERLOO Ward 1" 426 113 100 0 0 0
3 GRANT "Town of WATTERSTOWN Wards 1-2" 316 92 66 0 0 0
3 GRANT "Town of WINGVILLE Ward 1" 290 92 53 0 0 0
3 GRANT "Town of WOODMAN Ward 1" 130 32 33 0 0 0
3 GRANT "Town of WYALUSING Ward 1" 310 86 69 0 0 0
3 GRANT "Village of BAGLEY Ward 1" 296 93 55 0 0 0
3 GRANT "Village of BLOOMINGTON Ward 1" 542 144 127 0 0 0
3 GRANT "Village of BLUE RIVER Ward 1" 332 103 63 0 0 0
3 GRANT "Village of CASSVILLE Wards 1-2" 666 205 128 0 0 0
3 GRANT "Village of DICKEYVILLE Wards 1-2" 840 227 192 0 0 1
3 GRANT "Village of HAZEL GREEN Wards 1-2" 914 279 178 0 0 0
3 GRANT "Village of LIVINGSTON Ward 1" 510 153 102 0 0 0
3 GRANT "Village of MONTFORT Ward 1" 464 149 83 0 0 0
3 GRANT "Village of MOUNT HOPE Ward 1" 114 30 27 0 0 0
3 GRANT "Village of MUSCODA Wards 1-2" 842 262 159 0 0 0
3 GRANT "Village of PATCH GROVE Ward 1" 126 40 23 0 0 0
3 GRANT "Village of POTOSI Ward 1" 566 160 123 0 0 0
3 GRANT "Village of TENNYSON Ward 1" 266 84 49 0 0 0
3 GRANT "Village of WOODMAN Ward 1" 68 13 21 0 0 0
3 GRANT "City of BOSCOBEL Wards 1-4" 2018 668 340 0 0 1
3 GRANT "City of CUBA CITY Wards 1-4" 1418 456 253 0 0 0
3 GRANT "City of FENNIMORE Wards 1-4" 1808 550 354 0 0 0
3 GRANT "City of LANCASTER Wards 1-6" 2760 795 585 0 0 0
3 GRANT "City of PLATTEVILLE Wards 1-2" 2394 816 380 0 0 1
3 GRANT "City of PLATTEVILLE Wards 3-4" 1922 620 339 0 0 2
3 GRANT "City of PLATTEVILLE Wards 5-6" 1680 467 372 0 0 1
3 GRANT "City of PLATTEVILLE Wards 7-9" 2638 842 476 0 0 1
3 JACKSON "Town of ADAMS Wards 1-3" 1422 402 309 0 0 0
3 JACKSON "Town of ALBION Wards 1-4" 1150 328 247 0 0 0
3 JACKSON "Town of ALMA Wards 2-3,5" 578 150 139 0 0 0
3 JACKSON "Town of BROCKWAY Wards 1-6" 1354 511 166 0 0 0
3 JACKSON "Town of CURRAN Ward 1" 266 90 43 0 0 0
3 JACKSON "Town of FRANKLIN Ward 1" 292 106 40 0 0 0
3 JACKSON "Town of GARFIELD Ward 1" 578 137 152 0 0 0
3 JACKSON "Town of HIXTON Wards 1-2" 504 137 115 0 0 0
3 JACKSON "Town of IRVING Wards 1-3" 632 208 108 0 0 0
3 JACKSON "Town of KOMENSKY Ward 1" 264 119 13 0 0 0
3 JACKSON "Town of MANCHESTER Ward 1" 680 190 150 0 0 0
3 JACKSON "Town of MELROSE Ward 1" 366 92 91 0 0 0
3 JACKSON "Town of MILLSTON Ward 1" 178 49 40 0 0 0
3 JACKSON "Town of NORTH BEND Ward 1" 452 150 76 0 0 0
3 JACKSON "Town of NORTHFIELD Ward 1" 578 149 140 0 0 0
3 JACKSON "Town of SPRINGFIELD Ward 1" 398 130 69 0 0 0
3 JACKSON "Village of ALMA CENTER Ward 1" 366 128 55 0 0 0
3 JACKSON "Village of HIXTON Ward 1" 352 114 62 0 0 0
3 JACKSON "Village of MELROSE Ward 1" 440 142 78 0 0 0
3 JACKSON "Village of MERRILLAN Ward 1" 390 120 75 0 0 0
3 JACKSON "Village of TAYLOR Ward 1" 276 90 48 0 0 0
3 JACKSON "City of BLACK RIVER FALLS Ward 1" 886 291 152 0 0 0
3 JACKSON "City of BLACK RIVER FALLS Ward 2" 664 247 85 0 0 0
3 JACKSON "City of BLACK RIVER FALLS Ward 3" 480 185 55 0 0 0
3 JACKSON "City of BLACK RIVER FALLS Ward 4" 750 239 136 0 0 0
3 JUNEAU "Town of CLEARFIELD Ward 2" 132 30 36 0 0 0
3 JUNEAU "Town of FOUNTAIN Wards 1-2" 566 134 149 0 0 0
3 JUNEAU "Town of GERMANTOWN Wards 1,3" 750 142 233 0 0 0
3 JUNEAU "Town of KILDARE Ward 1" 542 117 154 0 0 0
3 JUNEAU "Town of LEMONWEIR Wards 1-4" 1286 307 336 0 0 0
3 JUNEAU "Town of LINDINA Ward 1" 726 197 166 0 0 0
3 JUNEAU "Town of LISBON Wards 1-2" 776 184 204 0 0 0
3 JUNEAU "Town of LYNDON Wards 1-3" 1182 322 268 0 0 1
3 JUNEAU "Town of MARION Ward 1" 392 71 125 0 0 0
3 JUNEAU "Town of ORANGE Ward 1" 466 103 130 0 0 0
3 JUNEAU "Town of PLYMOUTH Ward 1" 580 140 150 0 0 0
3 JUNEAU "Town of SEVEN MILE CREEK Wards 1-2" 296 75 72 0 0 1
3 JUNEAU "Town of SUMMIT Ward 1" 576 135 153 0 0 0
3 JUNEAU "Town of WONEWOC Wards 1-2" 560 129 151 0 0 0
3 JUNEAU "Village of CAMP DOUGLAS Ward 1" 444 118 104 0 0 0
3 JUNEAU "Village of HUSTLER Ward 1" 174 61 26 0 0 0
3 JUNEAU "Village of LYNDON STATION Ward 1" 328 93 71 0 0 0
3 JUNEAU "Village of UNION CENTER Ward 1" 168 40 44 0 0 0
3 JUNEAU "Village of WONEWOC Ward 1" 552 146 130 0 0 0
3 JUNEAU "City of ELROY Wards 1-7" 872 253 183 0 0 0
3 JUNEAU "City of MAUSTON Wards 1-7" 2618 748 561 0 0 0
3 JUNEAU "City of NEW LISBON Wards 1-7" 1028 259 255 0 0 0
3 JUNEAU "CITY OF WISCONSIN DELLS Ward 7" 0 0 0 0 0 0
3 "LA CROSSE" "Town of BANGOR Ward 1" 580 161 129 0 0 0
3 "LA CROSSE" "Town of BARRE Wards 1-2" 1310 298 357 0 0 0
3 "LA CROSSE" "Town of BURNS Ward 1" 884 257 185 0 0 0
3 "LA CROSSE" "Town of CAMPBELL Wards 1-6" 4440 1472 748 0 0 0
3 "LA CROSSE" "Town of FARMINGTON Wards 1-2" 1938 570 399 0 0 0
3 "LA CROSSE" "Town of GREENFIELD Wards 1-2" 2212 647 459 0 0 0
3 "LA CROSSE" "Town of HAMILTON Wards 1-5" 2442 655 566 0 0 0
3 "LA CROSSE" "Town of HOLLAND Wards 1-6" 4424 1305 907 0 0 0
3 "LA CROSSE" "Town of MEDARY Wards 1-2" 1882 592 349 0 0 0
3 "LA CROSSE" "Town of ONALASKA Wards 1-8" 6014 1693 1314 0 0 0
3 "LA CROSSE" "Town of SHELBY Wards 1-4" 3316 1018 640 0 0 0
3 "LA CROSSE" "Town of SHELBY Wards 5-6" 2272 765 371 0 0 0
3 "LA CROSSE" "Town of WASHINGTON Ward 1" 548 171 103 0 0 0
3 "LA CROSSE" "Village of BANGOR Wards 1-2" 1276 428 210 0 0 0
3 "LA CROSSE" "Village of HOLMEN Wards 1-12" 8482 2745 1496 0 0 0
3 "LA CROSSE" "Village of ROCKLAND Ward 1" 552 157 119 0 0 0
3 "LA CROSSE" "Village of WEST SALEM Wards 1-8" 4846 1496 927 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 1" 2844 981 441 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 2" 700 264 86 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 3" 1630 564 251 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 4" 634 251 66 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 5" 1194 458 139 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 6" 2298 873 276 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 7" 2890 1097 348 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 8" 3408 1169 535 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 9" 3914 1527 430 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 10" 856 323 105 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 11" 876 292 146 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 12" 990 375 120 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 13" 792 305 91 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 14" 1138 444 125 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 15" 856 337 91 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 16" 1690 641 204 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 17" 628 239 75 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 18" 772 295 91 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 19" 846 328 95 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 20" 1420 553 157 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 21" 3576 1296 492 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 22" 2166 831 252 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 23" 806 305 98 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 24" 1972 739 247 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 25" 1444 503 219 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 26" 2422 873 338 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 27" 1348 499 175 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 28" 1062 362 169 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 29" 2942 1030 441 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 30" 0 0 0 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 31" 0 0 0 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 32" 0 0 0 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 33" 0 0 0 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 34" 0 0 0 0 0 0
3 "LA CROSSE" "City of LA CROSSE Ward 35" 0 0 0 0 0 0
3 "LA CROSSE" "City of ONALASKA Wards 1-4" 6238 1950 1169 0 0 0
3 "LA CROSSE" "City of ONALASKA Wards 5-8" 5394 1814 883 0 0 0
3 "LA CROSSE" "City of ONALASKA Wards 9-12" 6290 1834 1311 0 0 0
3 MONROE "Town of ADRIAN Ward 1" 716 138 220 0 0 0
3 MONROE "Town of ANGELO Wards 1-3" 1030 249 265 0 0 1
3 MONROE "Town of CLIFTON Ward 1" 374 100 87 0 0 0
3 MONROE "Town of GLENDALE Ward 1" 590 125 170 0 0 0
3 MONROE "Town of GRANT Ward 1" 396 73 125 0 0 0
3 MONROE "Town of GREENFIELD Wards 1-2" 662 144 187 0 0 0
3 MONROE "Town of JEFFERSON Ward 1" 506 145 108 0 0 0
3 MONROE "Town of LAFAYETTE Wards 1-2" 304 73 79 0 0 0
3 MONROE "Town of LA GRANGE Wards 1B-3B" 120 23 37 0 0 0
3 MONROE "Town of LEON Wards 1-2" 1044 225 297 0 0 0
3 MONROE "Town of LITTLE FALLS Wards 1-2" 1250 297 327 0 0 1
3 MONROE "Town of NEW LYME Ward 1" 174 41 46 0 0 0
3 MONROE "Town of OAKDALE Ward 1" 594 132 165 0 0 0
3 MONROE "Town of PORTLAND Ward 1" 738 195 174 0 0 0
3 MONROE "Town of RIDGEVILLE Ward 1" 466 126 107 0 0 0
3 MONROE "Town of SHELDON Ward 1" 368 69 115 0 0 0
3 MONROE "Town of SPARTA Wards 1,3-5" 1142 318 252 0 0 1
3 MONROE "Town of SPARTA Wards 2,6" 1640 441 378 0 0 1
3 MONROE "Town of TOMAH Wards 1-2" 1260 289 341 0 0 0
3 MONROE "Town of WELLINGTON Wards 1-2" 454 136 91 0 0 0
3 MONROE "Town of WELLS Ward 1" 518 126 133 0 0 0
3 MONROE "Town of WILTON Wards 1-5" 410 103 102 0 0 0
3 MONROE "Village of CASHTON Wards 1-3" 800 247 153 0 0 0
3 MONROE "Village of KENDALL Ward 1" 296 86 62 0 0 0
3 MONROE "Village of MELVINA Ward 1" 58 14 15 0 0 0
3 MONROE "Village of NORWALK Ward 1" 350 112 63 0 0 0
3 MONROE "Village of OAKDALE Ward 1" 202 54 47 0 0 0
3 MONROE "VILLAGE OF ONTARIO Ward 2" 0 0 0 0 0 0
3 MONROE "VILLAGE OF ROCKLAND Ward 2" 0 0 0 0 0 0
3 MONROE "Village of WILTON Ward 1" 380 122 68 0 0 0
3 MONROE "City of SPARTA Wards 1-6" 2308 707 447 0 0 0
3 MONROE "City of SPARTA Wards 7-11" 2050 639 385 0 0 1
3 MONROE "City of SPARTA Wards 12-18,20-21" 2076 631 406 0 0 1
3 MONROE "City of SPARTA Ward 19" 0 0 0 0 0 0
3 MONROE "City of TOMAH Wards 1-5A,6" 1908 561 391 0 0 2
3 MONROE "City of TOMAH Wards 7-11" 2272 622 514 0 0 0
3 MONROE "City of TOMAH Wards 12-16,18" 2086 602 440 0 0 1
3 MONROE "City of TOMAH Wards 17,19-23" 0 0 0 0 0 0
3 PEPIN "Town of ALBANY Ward 1" 528 141 123 0 0 0
3 PEPIN "Town of DURAND Wards 1-2" 594 129 168 0 0 0
3 PEPIN "Town of FRANKFORT Ward 1" 290 77 68 0 0 0
3 PEPIN "Town of LIMA Wards 1-2" 520 145 115 0 0 0
3 PEPIN "Town of PEPIN Wards 1-2" 704 191 161 0 0 0
3 PEPIN "Town of STOCKHOLM Ward 1" 228 68 46 0 0 0
3 PEPIN "Town of WATERVILLE Wards 1-2" 694 171 176 0 0 0
3 PEPIN "Town of WAUBEEK Ward 1" 378 84 105 0 0 0
3 PEPIN "Village of PEPIN Wards 1-2" 710 222 133 0 0 0
3 PEPIN "Village of STOCKHOLM Ward 1" 118 34 25 0 0 0
3 PEPIN "City of DURAND Wards 1-3" 1436 376 342 0 0 0
3 PIERCE "Town of CLIFTON Wards 1-3" 2306 565 588 0 0 0
3 PIERCE "Town of DIAMOND BLUFF Ward 1" 452 110 116 0 0 0
3 PIERCE "Town of ELLSWORTH Wards 1-2" 1056 262 265 0 0 1
3 PIERCE "Town of EL PASO Ward 1" 632 169 146 0 0 1
3 PIERCE "Town of GILMAN Ward 1" 986 257 236 0 0 0
3 PIERCE "Town of HARTLAND Ward 1" 722 143 218 0 0 0
3 PIERCE "Town of ISABELLE Ward 1" 228 46 68 0 0 0
3 PIERCE "Town of MAIDEN ROCK Ward 1" 566 124 159 0 0 0
3 PIERCE "Town of MARTELL Wards 1-2" 1158 292 287 0 0 0
3 PIERCE "Town of OAK GROVE Wards 1-3" 2098 455 594 0 0 0
3 PIERCE "Town of RIVER FALLS Wards 1-3" 2454 659 568 0 0 0
3 PIERCE "Town of ROCK ELM Ward 1" 350 103 72 0 0 0
3 PIERCE "Town of SALEM Ward 1" 434 101 116 0 0 0
3 PIERCE "Town of SPRING LAKE Wards 1-2" 542 134 137 0 0 0
3 PIERCE "Town of TRENTON Wards 1-2" 1584 399 393 0 0 0
3 PIERCE "Town of TRIMBELLE Wards 1-2" 1510 347 408 0 0 0
3 PIERCE "Town of UNION Ward 1" 500 86 163 0 0 1
3 PIERCE "Village of BAY CITY Ward 1" 320 72 88 0 0 0
3 PIERCE "Village of ELLSWORTH Wards 1-4" 2252 594 532 0 0 0
3 PIERCE "Village of ELMWOOD Ward 1" 594 159 138 0 0 0
3 PIERCE "Village of MAIDEN ROCK Ward 1" 130 33 32 0 0 0
3 PIERCE "Village of PLUM CITY Ward 1" 422 123 88 0 0 0
3 PIERCE "Village of SPRING VALLEY Wards 1-2" 1156 353 225 0 0 0
3 PIERCE "City of PRESCOTT Wards 1-6" 3440 908 812 0 0 0
3 PIERCE "City of RIVER FALLS Ward 5" 524 152 110 0 0 0
3 PIERCE "City of RIVER FALLS Wards 6-8" 3302 1108 543 0 0 0
3 PIERCE "City of RIVER FALLS Wards 9-11" 2310 742 413 0 0 0
3 PIERCE "City of RIVER FALLS Wards 12-14" 2792 882 514 0 0 0
3 PORTAGE "Town of ALBAN Ward 1" 840 221 199 0 0 0
3 PORTAGE "Town of ALMOND Ward 1" 714 138 219 0 0 0
3 PORTAGE "Town of AMHERST Wards 1-2" 1574 426 361 0 0 0
3 PORTAGE "Town of BELMONT Ward 1" 568 131 153 0 0 0
3 PORTAGE "Town of BUENA VISTA Wards 1-2" 1214 261 346 0 0 0
3 PORTAGE "Town of CARSON Wards 1-2" 1436 358 360 0 0 0
3 PORTAGE "Town of DEWEY Ward 1" 1108 289 265 0 0 0
3 PORTAGE "Town of EAU PLEINE Ward 1" 994 254 243 0 0 0
3 PORTAGE "Town of GRANT Wards 1-2,4" 1576 391 397 0 0 0
3 PORTAGE "Town of GRANT Ward 3" 386 86 106 0 0 1
3 PORTAGE "Town of HULL Wards 1-3" 2024 596 416 0 0 0
3 PORTAGE "Town of HULL Wards 4-5" 1850 484 441 0 0 0
3 PORTAGE "Town of HULL Wards 6-8" 2090 598 447 0 0 0
3 PORTAGE "Town of LANARK Wards 1-2" 1606 402 400 0 0 1
3 PORTAGE "Town of LINWOOD Wards 1-2" 1232 339 277 0 0 0
3 PORTAGE "Town of NEW HOPE Ward 1" 892 281 165 0 0 0
3 PORTAGE "Town of PINE GROVE Wards 1-2" 616 144 164 0 0 0
3 PORTAGE "Town of PLOVER Wards 1-3" 1580 384 406 0 0 0
3 PORTAGE "Town of SHARON Wards 1-3" 2276 556 582 0 0 0
3 PORTAGE "Town of STOCKTON Wards 1-5" 3276 821 817 0 0 0
3 PORTAGE "Village of ALMOND Ward 1" 318 75 84 0 0 0
3 PORTAGE "Village of AMHERST Wards 1-2" 1040 309 211 0 0 0
3 PORTAGE "Village of AMHERST JUNCTION Ward 1" 362 91 90 0 0 0
3 PORTAGE "Village of JUNCTION CITY Ward 1" 318 90 68 0 0 1
3 PORTAGE "VILLAGE OF MILLADORE Ward 2" 10 3 2 0 0 0
3 PORTAGE "Village of NELSONVILLE Ward 1" 200 72 28 0 0 0
3 PORTAGE "Village of PARK RIDGE Ward 1" 682 227 113 0 0 1
3 PORTAGE "Village of PLOVER Wards 1-3" 4004 1147 854 0 0 1
3 PORTAGE "Village of PLOVER Wards 4-6" 4726 1369 991 0 0 3
3 PORTAGE "Village of PLOVER Wards 7-9" 3314 1010 645 0 0 2
3 PORTAGE "Village of ROSHOLT Ward 1" 390 93 102 0 0 0
3 PORTAGE "Village of WHITING Wards 1-4" 1816 583 325 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 1-3" 2090 780 262 0 0 3
3 PORTAGE "City of STEVENS POINT Wards 4-6" 1964 716 266 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 7-9" 1848 661 262 0 0 1
3 PORTAGE "City of STEVENS POINT Wards 10-12" 1936 696 270 0 0 2
3 PORTAGE "City of STEVENS POINT Wards 13-15" 2244 826 295 0 0 1
3 PORTAGE "City of STEVENS POINT Wards 16-18" 2752 847 527 0 0 2
3 PORTAGE "City of STEVENS POINT Wards 19-21" 2066 697 336 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 22-24" 2642 844 477 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 25-27" 2014 686 318 0 0 3
3 PORTAGE "City of STEVENS POINT Wards 28-30" 2326 765 398 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 31-33" 1614 563 243 0 0 1
3 PORTAGE "City of STEVENS POINT Wards 34,42" 0 0 0 0 0 0
3 PORTAGE "City of STEVENS POINT Wards 35,40,43,46" 12 4 2 0 0 0
