COUNTY AREA TOTAL DEM REP SCATTERING
"FOND DU LAC" "Village of MOUNT CALVARY Ward 1" 151 48 103 0
"FOND DU LAC" "Village of NORTH FOND DU LAC Wards 1-7" 1120 560 560 0
"FOND DU LAC" "Village of OAKFIELD Wards 1-2" 300 114 186 0
"FOND DU LAC" "Village of ROSENDALE Wards 1-2" 292 99 193 0
"FOND DU LAC" "Village of ST. CLOUD Ward 1" 170 63 107 0
"FOND DU LAC" "City of FOND DU LAC Ward 1" 241 131 110 0
"FOND DU LAC" "City of FOND DU LAC Ward 2" 221 130 91 0
"FOND DU LAC" "City of FOND DU LAC Ward 3" 500 256 244 0
"FOND DU LAC" "City of FOND DU LAC Ward 4" 258 124 134 0
"FOND DU LAC" "City of FOND DU LAC Ward 5" 621 334 287 0
"FOND DU LAC" "City of FOND DU LAC Ward 6" 376 186 190 0
"FOND DU LAC" "City of FOND DU LAC Ward 7" 270 143 127 0
"FOND DU LAC" "City of FOND DU LAC Ward 8" 395 220 175 0
"FOND DU LAC" "City of FOND DU LAC Ward 9" 226 124 102 0
"FOND DU LAC" "City of FOND DU LAC Ward 10" 409 216 193 0
"FOND DU LAC" "City of FOND DU LAC Ward 11" 238 139 99 0
"FOND DU LAC" "City of FOND DU LAC Ward 12" 446 254 192 0
"FOND DU LAC" "City of FOND DU LAC Ward 13" 218 111 107 0
"FOND DU LAC" "City of FOND DU LAC Ward 14" 475 230 245 0
"FOND DU LAC" "City of FOND DU LAC Ward 15" 382 160 222 0
"FOND DU LAC" "City of FOND DU LAC Ward 16" 347 180 167 0
"FOND DU LAC" "City of FOND DU LAC Ward 17" 111 67 44 0
"FOND DU LAC" "City of FOND DU LAC Ward 18" 40 15 25 0
"FOND DU LAC" "City of FOND DU LAC Ward 19" 303 160 143 0
"FOND DU LAC" "City of FOND DU LAC Ward 20" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 21" 389 205 184 0
"FOND DU LAC" "City of FOND DU LAC Ward 22" 546 238 308 0
"FOND DU LAC" "City of FOND DU LAC Ward 23" 595 288 307 0
"FOND DU LAC" "City of FOND DU LAC Ward 24" 640 314 326 0
"FOND DU LAC" "City of FOND DU LAC Ward 25" 682 275 407 0
"FOND DU LAC" "City of FOND DU LAC Ward 26" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 27" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 28" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 29" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 30" 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 31" 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 1-3" 418 212 206 0
"FOND DU LAC" "City of RIPON Wards 4-6" 348 205 143 0
"FOND DU LAC" "City of RIPON Wards 7-8" 404 233 171 0
"FOND DU LAC" "City of RIPON Wards 9-11" 504 288 216 0
"FOND DU LAC" "CITY OF WAUPUN Wards 9-12" 928 396 532 0
FOREST "Town of ALVIN Ward 1" 54 14 40 0
FOREST "Town of ARGONNE Ward 1" 4 1 3 0
FOREST "Town of ARGONNE Ward 2" 140 53 85 2
FOREST "Town of ARGONNE Ward 3" 25 11 14 0
FOREST "Town of ARMSTRONG CREEK Ward 1" 129 52 77 0
FOREST "Town of BLACKWELL Ward 1" 29 9 20 0
FOREST "Town of CASWELL Ward 1" 37 7 30 0
FOREST "Town of CRANDON Ward 1" 164 67 97 0
FOREST "Town of CRANDON Ward 2" 31 17 14 0
FOREST "Town of CRANDON Ward 3" 18 8 10 0
FOREST "Town of FREEDOM Ward 1" 138 57 81 0
FOREST "Town of HILES Ward 1" 164 65 99 0
FOREST "Town of LAONA Ward 1" 111 60 51 0
FOREST "Town of LAONA Ward 2" 82 39 43 0
FOREST "Town of LAONA Ward 3" 103 39 64 0
FOREST "Town of LINCOLN Ward 1" 215 76 139 0
FOREST "Town of LINCOLN Ward 2" 29 21 8 0
FOREST "Town of LINCOLN Ward 3" 86 35 51 0
FOREST "Town of NASHVILLE Ward 1" 129 36 93 0
FOREST "Town of NASHVILLE Ward 2" 85 63 22 0
FOREST "Town of NASHVILLE Ward 3" 110 44 66 0
FOREST "Town of POPPLE RIVER Ward 1" 19 8 11 0
FOREST "Town of ROSS Ward 1" 29 11 18 0
FOREST "Town of WABENO Ward 1" 82 43 39 0
FOREST "Town of WABENO Ward 2" 14 6 8 0
FOREST "Town of WABENO Ward 3" 27 15 12 0
FOREST "Town of WABENO Ward 4" 82 32 50 0
FOREST "Town of WABENO Ward 5" 12 9 3 0
FOREST "City of CRANDON Ward 1" 80 35 45 0
FOREST "City of CRANDON Ward 2" 98 46 52 0
FOREST "City of CRANDON Ward 3" 108 42 66 0
FOREST "City of CRANDON Ward 4" 125 39 86 0
GRANT "Town of BEETOWN Ward 1" 135 46 89 0
GRANT "Town of BLOOMINGTON Ward 1" 80 40 40 0
GRANT "Town of BOSCOBEL Wards 1-2" 96 55 41 0
GRANT "Town of CASSVILLE Ward 1" 98 44 54 0
GRANT "Town of CASTLE ROCK Ward 1" 86 45 41 0
GRANT "Town of CLIFTON Wards 1-2" 62 37 25 0
GRANT "Town of ELLENBORO Ward 1" 62 29 33 0
GRANT "Town of FENNIMORE Wards 1-2" 78 39 39 0
GRANT "Town of GLEN HAVEN Ward 1" 76 32 44 0
GRANT "Town of HARRISON Ward 1" 135 54 81 0
GRANT "Town of HAZEL GREEN Wards 1-2" 374 222 152 0
GRANT "Town of HICKORY GROVE Ward 1" 90 36 54 0
GRANT "Town of JAMESTOWN Wards 1-3" 562 282 280 0
GRANT "Town of LIBERTY Ward 1" 119 38 81 0
GRANT "Town of LIMA Ward 1" 175 87 88 0
GRANT "Town of LITTLE GRANT Ward 1" 59 21 38 0
GRANT "Town of MARION Ward 1" 81 32 49 0
GRANT "Town of MILLVILLE Ward 1" 42 23 19 0
GRANT "Town of MOUNT HOPE Ward 1" 48 21 27 0
GRANT "Town of MOUNT IDA Ward 1" 131 52 79 0
GRANT "Town of MUSCODA Ward 1" 87 39 48 0
GRANT "Town of NORTH LANCASTER Wards 1-2" 130 40 90 0
GRANT "Town of PARIS Wards 1-2" 136 62 74 0
GRANT "Town of PATCH GROVE Ward 1" 64 33 31 0
GRANT "Town of PLATTEVILLE Wards 1-3" 399 234 165 0
GRANT "Town of POTOSI Ward 1" 168 96 72 0
GRANT "Town of SMELSER Wards 1-2" 201 98 103 0
GRANT "Town of SOUTH LANCASTER Wards 1-3" 145 69 76 0
GRANT "Town of WATERLOO Ward 1" 121 50 71 0
GRANT "Town of WATTERSTOWN Wards 1-2" 85 41 44 0
GRANT "Town of WINGVILLE Ward 1" 82 48 34 0
GRANT "Town of WOODMAN Ward 1" 37 17 20 0
GRANT "Town of WYALUSING Ward 1" 109 61 48 0
GRANT "Village of BAGLEY Ward 1" 81 47 34 0
GRANT "Village of BLOOMINGTON Ward 1" 191 92 99 0
GRANT "Village of BLUE RIVER Ward 1" 111 58 53 0
GRANT "Village of CASSVILLE Wards 1-2" 226 140 86 0
GRANT "Village of DICKEYVILLE Wards 1-2" 218 123 94 1
GRANT "Village of HAZEL GREEN Wards 1-2" 345 213 131 1
GRANT "Village of LIVINGSTON Ward 1" 164 96 68 0
GRANT "Village of MONTFORT Ward 1" 153 98 54 1
GRANT "Village of MOUNT HOPE Ward 1" 38 22 16 0
GRANT "Village of MUSCODA Wards 1-2" 231 137 94 0
GRANT "Village of PATCH GROVE Ward 1" 40 24 16 0
GRANT "Village of POTOSI Ward 1" 178 93 85 0
GRANT "Village of TENNYSON Ward 1" 61 22 39 0
GRANT "Village of WOODMAN Ward 1" 26 8 18 0
GRANT "City of BOSCOBEL Wards 1-4" 699 436 262 1
GRANT "City of CUBA CITY Wards 1-4" 371 236 135 0
GRANT "City of FENNIMORE Wards 1-4" 508 294 214 0
GRANT "City of LANCASTER Wards 1-6" 781 443 338 0
GRANT "City of PLATTEVILLE Wards 1-2" 773 540 233 0
GRANT "City of PLATTEVILLE Wards 3-4" 538 364 174 0
GRANT "City of PLATTEVILLE Wards 5-6" 168 116 52 0
GRANT "City of PLATTEVILLE Wards 7-9" 549 398 151 0
GREEN "Town of ADAMS Ward 1" 154 96 58 0
GREEN "Town of ALBANY Wards 1-2" 354 201 153 0
GREEN "Town of BROOKLYN Ward 1" 320 204 115 1
GREEN "Town of BROOKLYN Ward 2" 68 32 36 0
GREEN "Town of BROOKLYN Ward 3" 73 46 27 0
GREEN "Town of CADIZ Ward 1" 240 123 117 0
GREEN "Town of CLARNO Wards 1-2" 304 147 157 0
GREEN "Town of DECATUR Wards 1-2" 324 167 156 1
GREEN "Town of DECATUR Ward 3" 116 64 51 1
GREEN "Town of EXETER Ward 1" 242 160 82 0
GREEN "Town of EXETER Wards 2-3" 365 260 105 0
GREEN "Town of EXETER Ward 4" 102 71 31 0
GREEN "Town of JEFFERSON Wards 1-2" 307 149 158 0
GREEN "Town of JORDAN Ward 1" 183 89 94 0
GREEN "Town of MONROE Wards 1-2" 365 202 163 0
GREEN "Town of MOUNT PLEASANT Wards 1-2" 148 89 59 0
GREEN "Town of MOUNT PLEASANT Ward 3" 62 40 22 0
GREEN "Town of NEW GLARUS Ward 1" 392 261 131 0
GREEN "Town of NEW GLARUS Ward 2" 110 78 32 0
GREEN "Town of SPRING GROVE Ward 1" 230 99 131 0
GREEN "Town of SYLVESTER Wards 1-2" 316 158 158 0
GREEN "Town of WASHINGTON Ward 1" 257 151 106 0
GREEN "Town of YORK Ward 1" 403 260 143 0
GREEN "Village of ALBANY Wards 1-2" 221 151 70 0
GREEN "VILLAGE OF BELLEVILLE Ward 3" 153 107 46 0
GREEN "VILLAGE OF BROOKLYN Ward 2" 127 86 41 0
GREEN "Village of BROWNTOWN Ward 1" 68 34 34 0
GREEN "Village of MONTICELLO Wards 1-2" 334 226 108 0
GREEN "Village of NEW GLARUS Wards 1-2" 407 307 100 0
GREEN "Village of NEW GLARUS Wards 3-4" 400 297 103 0
GREEN "City of BRODHEAD Ward 1" 124 71 53 0
GREEN "City of BRODHEAD Ward 2" 137 86 51 0
GREEN "City of BRODHEAD Ward 3" 112 70 42 0
GREEN "City of BRODHEAD Ward 4" 107 59 48 0
GREEN "City of BRODHEAD Ward 5" 120 70 50 0
GREEN "City of BRODHEAD Ward 6" 121 68 53 0
GREEN "City of MONROE Ward 1" 298 191 107 0
GREEN "City of MONROE Ward 2" 335 206 129 0
GREEN "City of MONROE Ward 3" 412 265 147 0
GREEN "City of MONROE Ward 4" 272 194 78 0
GREEN "City of MONROE Ward 5" 295 173 121 1
GREEN "City of MONROE Ward 6" 225 141 84 0
GREEN "City of MONROE Ward 7" 268 175 93 0
GREEN "City of MONROE Ward 8" 398 262 135 1
GREEN "City of MONROE Ward 9" 187 121 66 0
GREEN "City of MONROE Ward 10" 0 0 0 0
"GREEN LAKE" "Town of BERLIN Ward 1" 275 110 165 0
"GREEN LAKE" "Town of BERLIN Ward 2" 41 11 30 0
"GREEN LAKE" "Town of BERLIN Ward 3" 30 9 21 0
"GREEN LAKE" "Town of BROOKLYN Ward 1" 346 141 205 0
"GREEN LAKE" "Town of BROOKLYN Ward 2" 58 22 36 0
"GREEN LAKE" "Town of BROOKLYN Ward 3" 300 145 155 0
"GREEN LAKE" "Town of GREEN LAKE Ward 1" 338 98 240 0
"GREEN LAKE" "Town of GREEN LAKE Ward 2" 2 0 2 0
"GREEN LAKE" "Town of KINGSTON Ward 1" 106 27 79 0
"GREEN LAKE" "Town of KINGSTON Ward 2" 35 10 25 0
"GREEN LAKE" "Town of MACKFORD Ward 1" 134 29 105 0
"GREEN LAKE" "Town of MANCHESTER Ward 1" 161 53 108 0
"GREEN LAKE" "Town of MARQUETTE Ward 1" 147 51 96 0
"GREEN LAKE" "Town of PRINCETON Ward 1" 306 110 196 0
"GREEN LAKE" "Town of PRINCETON Ward 2" 14 12 2 0
"GREEN LAKE" "Town of PRINCETON Ward 3" 121 57 64 0
"GREEN LAKE" "Town of PRINCETON Ward 4" 46 14 32 0
"GREEN LAKE" "Town of ST. MARIE Ward 1" 64 32 32 0
"GREEN LAKE" "Town of ST. MARIE Ward 2" 49 15 34 0
"GREEN LAKE" "Town of SENECA Ward 1" 133 44 89 0
"GREEN LAKE" "Village of KINGSTON Ward 1" 101 32 69 0
"GREEN LAKE" "Village of MARQUETTE Ward 1" 46 23 23 0
"GREEN LAKE" "City of BERLIN Ward 1" 265 109 156 0
"GREEN LAKE" "City of BERLIN Ward 2" 203 102 101 0
"GREEN LAKE" "City of BERLIN Ward 3" 103 55 48 0
"GREEN LAKE" "City of BERLIN Ward 4" 139 62 77 0
"GREEN LAKE" "City of BERLIN Ward 5" 146 84 62 0
"GREEN LAKE" "City of BERLIN Ward 6" 137 62 75 0
"GREEN LAKE" "City of GREEN LAKE Ward 1" 110 50 60 0
"GREEN LAKE" "City of GREEN LAKE Ward 2" 121 46 75 0
"GREEN LAKE" "City of GREEN LAKE Ward 3" 131 77 54 0
"GREEN LAKE" "City of GREEN LAKE Ward 4" 0 0 0 0
"GREEN LAKE" "City of GREEN LAKE Ward 5" 0 0 0 0
"GREEN LAKE" "City of MARKESAN Ward 1" 91 36 55 0
"GREEN LAKE" "City of MARKESAN Ward 2" 115 26 89 0
"GREEN LAKE" "City of MARKESAN Ward 3" 124 45 79 0
"GREEN LAKE" "City of PRINCETON Ward 1" 59 28 31 0
"GREEN LAKE" "City of PRINCETON Ward 2" 69 33 36 0
"GREEN LAKE" "City of PRINCETON Ward 3" 99 50 49 0
"GREEN LAKE" "City of PRINCETON Ward 4" 89 39 50 0
IOWA "Town of ARENA Wards 1-2" 485 322 163 0
IOWA "Town of BRIGHAM Wards 1-2" 394 282 112 0
IOWA "Town of CLYDE Ward 1" 131 90 41 0
IOWA "Town of DODGEVILLE Wards 1-4" 599 407 191 1
IOWA "Town of EDEN Ward 1" 115 71 44 0
IOWA "Town of HIGHLAND Wards 1-2" 190 112 78 0
IOWA "Town of LINDEN Wards 1-3" 174 89 85 0
IOWA "Town of MIFFLIN Wards 1-2" 129 66 63 0
IOWA "Town of MINERAL POINT Wards 1-2" 339 165 172 2
IOWA "Town of MOSCOW Wards 1-2" 227 155 72 0
IOWA "Town of PULASKI Ward 1" 79 47 32 0
IOWA "Town of RIDGEWAY Wards 1-2" 216 152 64 0
IOWA "Town of WALDWICK Wards 1-2" 153 102 51 0
IOWA "Town of WYOMING Wards 1-2" 162 117 45 0
IOWA "Village of ARENA Ward 1" 247 155 92 0
IOWA "Village of AVOCA Ward 1" 115 67 48 0
IOWA "Village of BARNEVELD Wards 1-2" 349 231 118 0
IOWA "VILLAGE OF BLANCHARDVILLE Ward 2" 47 33 14 0
IOWA "Village of COBB Ward 1" 149 96 53 0
IOWA "Village of HIGHLAND Ward 1" 201 127 74 0
IOWA "Village of HOLLANDALE Ward 1" 77 59 18 0
IOWA "Village of LINDEN Ward 1" 105 77 27 1
IOWA "VILLAGE OF LIVINGSTON Ward 2" 0 0 0 0
IOWA "VILLAGE OF MONTFORT Ward 2" 27 14 13 0
IOWA "VILLAGE OF MUSCODA Ward 3" 6 4 2 0
IOWA "Village of REWEY Ward 1" 55 38 17 0
IOWA "Village of RIDGEWAY Ward 1" 174 123 51 0
IOWA "City of DODGEVILLE Wards 1-10" 1286 888 397 1
IOWA "City of MINERAL POINT Wards 1-6" 859 660 199 0
IRON "Town of ANDERSON Ward 1" 29 12 17 0
IRON "Town of CAREY Ward 1" 54 20 34 0
IRON "Town of GURNEY Ward 1" 57 33 24 0
IRON "Town of KIMBALL Ward 1" 218 106 112 0
IRON "Town of KNIGHT Ward 1" 62 31 31 0
IRON "Town of MERCER Wards 1-4" 672 294 378 0
IRON "Town of OMA Ward 1" 162 72 90 0
IRON "Town of PENCE Ward 1" 66 38 28 0
IRON "Town of SAXON Ward 1" 118 57 61 0
IRON "Town of SHERMAN Ward 1" 121 48 73 0
IRON "City of HURLEY Ward 1" 141 71 70 0
IRON "City of HURLEY Ward 2" 137 59 78 0
IRON "City of HURLEY Ward 3" 80 40 40 0
IRON "City of HURLEY Ward 4" 124 61 63 0
IRON "City of MONTREAL Wards 1-2" 299 170 129 0
JACKSON "Town of ADAMS Wards 1-3" 440 219 221 0
JACKSON "Town of ALBION Wards 1-4" 316 155 161 0
JACKSON "Town of ALMA Wards 1,4" 70 29 41 0
JACKSON "Town of ALMA Wards 2-3,5" 141 56 85 0
JACKSON "Town of BEAR BLUFF Ward 1" 41 8 33 0
JACKSON "Town of BROCKWAY Wards 1-6" 371 249 122 0
JACKSON "Town of CITY POINT Ward 1" 60 27 33 0
JACKSON "Town of CLEVELAND Ward 1" 118 57 61 0
JACKSON "Town of CURRAN Ward 1" 84 50 34 0
JACKSON "Town of FRANKLIN Ward 1" 71 42 29 0
JACKSON "Town of GARDEN VALLEY Ward 1" 129 52 77 0
JACKSON "Town of GARFIELD Ward 1" 174 74 100 0
JACKSON "Town of HIXTON Wards 1-2" 160 77 83 0
JACKSON "Town of IRVING Wards 1-3" 163 87 76 0
JACKSON "Town of KNAPP Ward 1" 100 40 60 0
JACKSON "Town of KOMENSKY Ward 1" 62 50 12 0
JACKSON "Town of MANCHESTER Ward 1" 183 95 88 0
JACKSON "Town of MELROSE Ward 1" 98 39 59 0
JACKSON "Town of MILLSTON Ward 1" 52 25 27 0
JACKSON "Town of NORTH BEND Ward 1" 107 56 51 0
JACKSON "Town of NORTHFIELD Ward 1" 177 77 100 0
JACKSON "Town of SPRINGFIELD Ward 1" 96 58 38 0
JACKSON "Village of ALMA CENTER Ward 1" 111 72 39 0
JACKSON "Village of HIXTON Ward 1" 114 52 62 0
JACKSON "Village of MELROSE Ward 1" 159 88 71 0
JACKSON "Village of MERRILLAN Ward 1" 95 52 43 0
JACKSON "Village of TAYLOR Ward 1" 85 47 38 0
JACKSON "City of BLACK RIVER FALLS Ward 1" 248 157 91 0
JACKSON "City of BLACK RIVER FALLS Ward 2" 174 120 54 0
JACKSON "City of BLACK RIVER FALLS Ward 3" 121 83 38 0
JACKSON "City of BLACK RIVER FALLS Ward 4" 200 112 88 0
JEFFERSON "Town of AZTALAN Ward 1" 262 130 132 0
JEFFERSON "Town of AZTALAN Ward 2" 148 72 76 0
JEFFERSON "Town of COLD SPRING Ward 1" 249 116 133 0
JEFFERSON "Town of CONCORD Wards 1,3" 383 119 264 0
JEFFERSON "Town of CONCORD Ward 2" 319 126 193 0
JEFFERSON "Town of FARMINGTON Wards 1-2" 509 179 330 0
JEFFERSON "Town of HEBRON Wards 1-2" 359 131 228 0
JEFFERSON "Town of IXONIA Wards 1,2,5,6" 1034 321 712 1
JEFFERSON "Town of IXONIA Wards 3-4" 590 178 412 0
JEFFERSON "Town of JEFFERSON Wards 1-3" 657 268 389 0
JEFFERSON "Town of KOSHKONONG Wards 1-2" 314 136 178 0
JEFFERSON "Town of KOSHKONONG Ward 3" 106 48 58 0
JEFFERSON "Town of KOSHKONONG Wards 4-6" 726 355 371 0
JEFFERSON "Town of LAKE MILLS Wards 1-3" 856 524 328 4
JEFFERSON "Town of MILFORD Wards 1-2" 366 172 194 0
JEFFERSON "Town of OAKLAND Wards 1-3" 1195 705 488 2
JEFFERSON "Town of OAKLAND Ward 4" 195 95 100 0
JEFFERSON "Town of PALMYRA Ward 1" 472 175 297 0
JEFFERSON "Town of PALMYRA Ward 2" 8 1 7 0
JEFFERSON "Town of SULLIVAN Wards 1-3" 718 253 465 0
JEFFERSON "Town of SUMNER Ward 1" 327 160 167 0
JEFFERSON "Town of WATERLOO Ward 1" 295 143 152 0
JEFFERSON "Town of WATERTOWN Wards 1-2" 622 217 405 0
JEFFERSON "VILLAGE OF CAMBRIDGE Ward 1" 39 25 14 0
JEFFERSON "Village of JOHNSON CREEK Wards 1-3" 881 408 473 0
JEFFERSON "VILLAGE OF LAC LA BELLE Ward 2" 0 0 0 0
JEFFERSON "Village of PALMYRA Wards 1-2" 481 181 299 1
JEFFERSON "Village of SULLIVAN Ward 1" 205 70 135 0
JEFFERSON "City of FORT ATKINSON Wards 1-2" 879 535 344 0
JEFFERSON "City of FORT ATKINSON Wards 3-4" 718 465 253 0
JEFFERSON "City of FORT ATKINSON Wards 5-6" 571 329 242 0
JEFFERSON "City of FORT ATKINSON Wards 7,9" 695 439 256 0
JEFFERSON "City of FORT ATKINSON Ward 8" 389 223 166 0
JEFFERSON "City of JEFFERSON Wards 1-2,10" 712 408 303 1
JEFFERSON "City of JEFFERSON Wards 3-5,11" 555 295 258 2
JEFFERSON "City of JEFFERSON Wards 6-9" 401 247 154 0
JEFFERSON "City of LAKE MILLS Wards 1,5,8" 594 412 182 0
JEFFERSON "City of LAKE MILLS Wards 2,6,7" 733 433 300 0
JEFFERSON "City of LAKE MILLS Ward 3" 396 256 140 0
JEFFERSON "City of LAKE MILLS Ward 4" 279 166 113 0
JEFFERSON "City of WATERLOO Wards 1-4" 698 438 260 0
JEFFERSON "City of WATERLOO Ward 5" 167 79 88 0
JEFFERSON "City of WATERTOWN Wards 8,19" 184 80 104 0
JEFFERSON "City of WATERTOWN Wards 9-10" 441 197 244 0
JEFFERSON "City of WATERTOWN Wards 11-12" 525 245 280 0
JEFFERSON "City of WATERTOWN Wards 13-14" 575 237 338 0
JEFFERSON "City of WATERTOWN Wards 15-16" 635 320 315 0
JEFFERSON "City of WATERTOWN Wards 17-18" 901 335 566 0
JEFFERSON "CITY OF WHITEWATER Ward 10" 76 50 26 0
JEFFERSON "CITY OF WHITEWATER Wards 11-12" 175 121 54 0
JUNEAU "Town of ARMENIA Ward 1" 171 80 86 5
JUNEAU "Town of CLEARFIELD Ward 1" 178 72 106 0
JUNEAU "Town of CLEARFIELD Ward 2" 42 19 23 0
JUNEAU "Town of CUTLER Ward 1" 105 32 73 0
JUNEAU "Town of FINLEY Ward 1" 35 10 25 0
JUNEAU "Town of FOUNTAIN Wards 1-2" 169 80 89 0
JUNEAU "Town of GERMANTOWN Wards 1,3" 236 98 138 0
JUNEAU "Town of GERMANTOWN Ward 2" 201 87 114 0
JUNEAU "Town of KILDARE Ward 1" 176 74 102 0
JUNEAU "Town of KINGSTON Ward 1" 12 1 11 0
JUNEAU "Town of LEMONWEIR Wards 1-4" 376 181 195 0
JUNEAU "Town of LINDINA Ward 1" 225 119 105 1
JUNEAU "Town of LISBON Wards 1-2" 215 104 111 0
JUNEAU "Town of LISBON Ward 3" 0 0 0 0
JUNEAU "Town of LYNDON Wards 1-3" 339 183 156 0
JUNEAU "Town of MARION Ward 1" 107 31 76 0
JUNEAU "Town of NECEDAH Wards 1-4" 636 220 416 0
JUNEAU "Town of ORANGE Ward 1" 150 48 102 0
JUNEAU "Town of PLYMOUTH Ward 1" 210 92 116 2
JUNEAU "Town of SEVEN MILE CREEK Wards 1-2" 85 35 50 0
JUNEAU "Town of SUMMIT Ward 1" 182 75 107 0
JUNEAU "Town of WONEWOC Wards 1-2" 183 92 91 0
JUNEAU "Village of CAMP DOUGLAS Ward 1" 126 63 63 0
JUNEAU "Village of HUSTLER Ward 1" 62 36 26 0
JUNEAU "Village of LYNDON STATION Ward 1" 79 48 31 0
JUNEAU "Village of NECEDAH Ward 1" 198 103 95 0
JUNEAU "Village of UNION CENTER Ward 1" 55 27 28 0
JUNEAU "Village of WONEWOC Ward 1" 182 98 84 0
JUNEAU "City of ELROY Wards 1-7" 332 168 164 0
JUNEAU "City of MAUSTON Wards 1-7" 824 465 358 1
JUNEAU "City of NEW LISBON Wards 1-7" 296 139 157 0
JUNEAU "CITY OF WISCONSIN DELLS Ward 7" 0 0 0 0
KENOSHA "Town of BRIGHTON Wards 1-4" 462 167 295 0
KENOSHA "Town of PARIS Wards 1-2" 495 199 296 0
KENOSHA "Town of RANDALL Wards 1-7" 788 328 459 1
KENOSHA "Town of SOMERS Wards 1-2" 260 126 134 0
KENOSHA "Town of WHEATLAND Wards 1-6" 913 391 522 0
KENOSHA "Village of BRISTOL Wards 1-3,8" 860 338 519 3
KENOSHA "Village of BRISTOL Wards 4-7" 643 273 370 0
KENOSHA "VILLAGE OF GENOA CITY Ward 5" 0 0 0 0
KENOSHA "Village of PADDOCK LAKE Wards 1-6" 663 329 334 0
KENOSHA "Village of PLEASANT PRAIRIE Wards 1-3" 1264 680 584 0
KENOSHA "Village of PLEASANT PRAIRIE Wards 4-5" 654 346 306 2
KENOSHA "Village of PLEASANT PRAIRIE Wards 6-7,12" 1182 725 457 0
KENOSHA "Village of PLEASANT PRAIRIE Wards 8-11" 1236 607 628 1
KENOSHA "Village of PLEASANT PRAIRIE Wards 13-14" 850 411 437 2
KENOSHA "Village of SALEM LAKES Wards 1-5,10" 1559 693 861 5
KENOSHA "Village of SALEM LAKES Wards 6-9" 1040 506 534 0
KENOSHA "Village of SALEM LAKES Wards 11-13" 507 189 318 0
KENOSHA "Village of SOMERS Wards 1-4" 808 412 396 0
KENOSHA "Village of SOMERS Wards 5-6,9-10" 661 381 280 0
KENOSHA "Village of SOMERS Wards 7-8" 276 169 107 0
KENOSHA "Village of SOMERS Wards 11-12" 417 180 237 0
KENOSHA "Village of TWIN LAKES Wards 1-9" 1108 553 554 1
KENOSHA "City of KENOSHA Ward 1" 185 125 60 0
KENOSHA "City of KENOSHA Ward 2" 205 129 76 0
KENOSHA "City of KENOSHA Ward 3" 24 23 1 0
KENOSHA "City of KENOSHA Ward 4" 362 267 95 0
KENOSHA "City of KENOSHA Ward 5" 186 141 45 0
KENOSHA "City of KENOSHA Ward 6" 232 153 79 0
KENOSHA "City of KENOSHA Ward 7" 98 79 19 0
KENOSHA "City of KENOSHA Ward 8" 476 348 128 0
KENOSHA "City of KENOSHA Ward 9" 177 109 68 0
KENOSHA "City of KENOSHA Ward 10" 107 83 23 1
KENOSHA "City of KENOSHA Ward 11" 181 131 50 0
KENOSHA "City of KENOSHA Ward 12" 320 239 81 0
KENOSHA "City of KENOSHA Ward 13" 401 230 171 0
KENOSHA "City of KENOSHA Ward 14" 298 175 123 0
KENOSHA "City of KENOSHA Ward 15" 465 298 167 0
KENOSHA "City of KENOSHA Ward 16" 172 122 50 0
KENOSHA "City of KENOSHA Ward 17" 82 58 24 0
KENOSHA "City of KENOSHA Ward 18" 308 209 99 0
KENOSHA "City of KENOSHA Ward 19" 113 73 40 0
KENOSHA "City of KENOSHA Ward 20" 294 176 117 1
KENOSHA "City of KENOSHA Ward 21" 163 89 73 1
KENOSHA "City of KENOSHA Ward 22" 629 382 245 2
KENOSHA "City of KENOSHA Ward 23" 184 115 69 0
KENOSHA "City of KENOSHA Ward 24" 270 167 103 0
KENOSHA "City of KENOSHA Ward 25" 327 218 108 1
KENOSHA "City of KENOSHA Ward 26" 112 83 29 0
KENOSHA "City of KENOSHA Ward 27" 189 129 60 0
KENOSHA "City of KENOSHA Ward 28" 118 86 32 0
KENOSHA "City of KENOSHA Ward 29" 90 57 32 1
KENOSHA "City of KENOSHA Ward 30" 105 73 32 0
KENOSHA "City of KENOSHA Ward 31" 282 212 70 0
KENOSHA "City of KENOSHA Ward 32" 81 57 24 0
KENOSHA "City of KENOSHA Ward 33" 5 5 0 0
KENOSHA "City of KENOSHA Ward 34" 143 94 49 0
KENOSHA "City of KENOSHA Ward 35" 330 219 111 0
KENOSHA "City of KENOSHA Ward 36" 86 58 27 1
KENOSHA "City of KENOSHA Ward 37" 291 204 86 1
KENOSHA "City of KENOSHA Ward 38" 511 354 156 1
KENOSHA "City of KENOSHA Ward 39" 230 156 74 0
KENOSHA "City of KENOSHA Ward 40" 106 79 26 1
KENOSHA "City of KENOSHA Ward 41" 158 106 52 0
KENOSHA "City of KENOSHA Ward 42" 127 80 47 0
KENOSHA "City of KENOSHA Ward 43" 355 218 137 0
