"COUNTY" "AREA" "TOTAL" DEM REP "Castle" "Johnson" "Stein" "Moorehead" "De.La.Fuente" "WRI1" "WRI2" "WRI3" "WRI4" "WRI5" "WRI6" "WRI7" "WRI8" "WRI9" "SCATTERING"
DODGE "CITY OF HARTFORD Wards 18-19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF HORICON Ward 1-6" 1767 623 1029 9 77 18 2 0 0 9 0 0 0 0 0 0 0 0
DODGE "CITY OF HORICON Ward 7" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF JUNEAU Ward 1-3" 988 353 563 11 44 11 1 0 0 5 0 0 0 0 0 0 0 0
DODGE "CITY OF MAYVILLE Wards 1-8" 2585 836 1605 16 81 32 2 2 0 10 0 0 0 0 1 0 0 0
DODGE "CITY OF WATERTOWN Ward 1-2" 1407 522 794 15 48 14 0 0 0 14 0 0 0 0 0 0 0 0
DODGE "CITY OF WATERTOWN Wards 3-4" 1337 436 796 10 59 21 4 0 0 10 0 0 1 0 0 0 0 0
DODGE "CITY OF WATERTOWN Wards 5-6" 1204 393 743 5 43 8 0 1 0 11 0 0 0 0 0 0 0 0
DODGE "CITY OF WATERTOWN Ward 7" 376 123 230 0 13 2 0 0 0 8 0 0 0 0 0 0 0 0
DODGE "CITY OF WAUPUN Wards 1-8" 2264 755 1355 18 90 26 1 1 0 18 0 0 0 0 0 0 0 0
DOOR "TOWN OF BAILEYS HARBOR Wards 1-2" 814 441 327 0 24 7 0 0 0 4 0 0 0 0 0 0 0 11
DOOR "TOWN OF BRUSSELS Wards 1-2" 605 200 374 2 20 7 0 0 0 0 0 0 0 0 0 0 0 2
DOOR "TOWN OF CLAY BANKS Ward 1" 238 104 129 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0
DOOR "TOWN OF EGG HARBOR Wards 1-3" 915 400 472 0 26 10 0 0 0 1 0 0 0 0 0 0 0 6
DOOR "TOWN OF FORESTVILLE Wards 1-2" 576 206 335 4 21 5 1 0 0 2 0 0 0 0 0 0 0 2
DOOR "TOWN OF GARDNER Wards 1-2" 706 245 424 5 21 4 0 1 0 2 0 0 0 0 0 0 0 4
DOOR "TOWN OF GIBRALTAR Wards 1-2" 801 428 325 3 24 11 0 0 0 7 0 0 0 0 0 0 0 3
DOOR "TOWN OF JACKSONPORT Wards 1-2" 522 232 275 2 10 1 0 0 0 0 1 0 0 0 0 0 0 1
DOOR "TOWN OF LIBERTY GROVE Wards 1-3" 1406 733 582 6 46 9 2 0 0 4 0 0 0 0 0 0 0 24
DOOR "TOWN OF NASEWAUPEE Wards 1-3" 1240 461 703 6 46 6 1 0 0 5 2 0 0 0 0 0 0 10
DOOR "TOWN OF SEVASTOPOL Wards 1-5" 1859 780 974 8 60 14 1 2 0 8 0 0 0 0 0 0 0 12
DOOR "TOWN OF STURGEON BAY Wards 1-2" 520 224 271 2 16 3 0 1 0 0 0 0 0 0 0 0 0 3
DOOR "TOWN OF UNION Ward 1" 610 190 388 0 22 2 1 0 0 2 0 0 0 0 0 0 0 5
DOOR "TOWN OF WASHINGTON Ward 1" 555 226 301 4 16 6 0 2 0 0 0 0 0 0 0 0 0 0
DOOR "VILLAGE OF EGG HARBOR Ward 1" 201 113 80 0 4 1 0 0 0 0 0 0 0 0 0 0 0 3
DOOR "VILLAGE OF EPHRAIM Ward 1" 244 140 89 0 5 1 0 0 0 2 0 0 0 0 0 0 0 7
DOOR "VILLAGE OF FORESTVILLE Ward 1" 251 86 144 1 11 3 1 0 0 5 0 0 0 0 0 0 0 0
DOOR "VILLAGE OF SISTER BAY Ward 1" 665 358 267 1 19 7 1 0 0 3 0 0 0 0 0 0 0 9
DOOR "CITY OF STURGEON BAY Wards 1-6,22-24,29" 2188 1102 931 10 87 29 2 2 0 6 0 0 0 0 0 0 0 19
DOOR "CITY OF STURGEON BAY Wards 7-10,18-21,25-27,30" 1351 667 612 1 37 11 1 0 0 4 1 0 0 0 0 0 0 17
DOOR "CITY OF STURGEON BAY Wards 11-17,28" 1325 678 577 4 41 8 3 1 0 2 0 0 0 0 0 0 0 11
DOUGLAS "TOWN OF AMNICON Wards 1-2" 643 307 303 3 9 8 2 1 0 3 2 0 0 0 0 0 0 5
DOUGLAS "TOWN OF BENNETT Ward 1" 367 140 209 3 3 9 0 0 0 0 0 0 0 0 0 0 0 3
DOUGLAS "TOWN OF BRULE Wards 1-2" 377 207 145 2 15 1 0 0 0 0 0 0 0 0 0 0 0 7
DOUGLAS "TOWN OF CLOVERLAND Ward 1" 131 46 75 0 6 2 0 0 0 0 0 0 0 0 0 0 0 2
DOUGLAS "TOWN OF DAIRYLAND Ward 1" 113 24 82 1 3 1 1 0 0 0 0 0 0 0 0 0 0 1
DOUGLAS "TOWN OF GORDON Ward 1" 458 186 247 0 16 1 0 1 0 4 0 0 0 0 0 0 0 3
DOUGLAS "TOWN OF HAWTHORNE Wards 1-2" 609 246 328 1 15 9 1 1 0 0 0 0 0 0 0 0 0 8
DOUGLAS "TOWN OF HIGHLAND Ward 1" 215 97 103 0 6 2 0 0 0 5 0 0 0 0 0 0 0 2
DOUGLAS "TOWN OF LAKESIDE Ward 1" 384 164 191 4 12 8 0 1 0 0 0 0 0 0 0 0 0 4
DOUGLAS "TOWN OF MAPLE Ward 1" 394 194 167 3 5 15 1 0 0 0 0 0 0 0 0 0 0 9
DOUGLAS "TOWN OF OAKLAND Wards 1-2" 673 336 305 1 14 9 2 0 0 1 0 0 0 0 0 0 0 5
DOUGLAS "TOWN OF PARKLAND Wards 1-2" 682 336 306 5 25 5 0 1 0 0 0 0 0 0 0 0 0 4
DOUGLAS "TOWN OF SOLON SPRINGS Wards 1-3" 602 229 336 1 19 4 1 0 0 2 0 0 0 0 0 0 0 10
DOUGLAS "TOWN OF SUMMIT Wards 1-2" 602 312 255 1 19 8 0 0 0 0 0 0 0 0 0 0 0 7
DOUGLAS "TOWN OF SUPERIOR Wards 1-2" 1289 593 645 4 24 8 1 1 0 0 0 0 2 0 0 0 0 11
DOUGLAS "TOWN OF WASCOTT Ward 1" 494 195 273 1 11 7 0 0 0 0 0 0 0 0 0 0 0 7
DOUGLAS "VILLAGE OF LAKE NEBAGAMON Wards 1-2" 697 288 381 2 9 14 1 0 0 1 0 0 0 0 0 0 0 1
DOUGLAS "VILLAGE OF OLIVER Ward 1" 253 143 97 0 8 3 0 0 0 0 0 0 0 0 0 0 0 2
DOUGLAS "VILLAGE OF POPLAR Ward 1" 347 123 210 1 8 2 0 0 0 1 0 0 0 0 0 0 0 2
DOUGLAS "VILLAGE OF SOLON SPRINGS Ward 1" 382 160 186 2 16 11 0 1 0 1 0 0 0 0 0 0 0 5
DOUGLAS "VILLAGE OF SUPERIOR Ward 1" 398 203 175 0 9 5 0 2 0 2 0 0 0 0 0 0 0 2
DOUGLAS "CITY OF SUPERIOR Wards 1-3,7-8" 2779 1561 1026 10 93 38 2 1 0 13 0 0 0 0 0 0 0 35
DOUGLAS "CITY OF SUPERIOR Wards 4-6,9-12" 2558 1317 1062 14 89 31 1 0 0 0 0 0 0 0 0 0 0 44
DOUGLAS "CITY OF SUPERIOR Wards 13-16,20-22" 2646 1495 935 9 109 53 3 1 0 12 0 0 0 0 0 0 0 29
DOUGLAS "CITY OF SUPERIOR Wards 17-19,30-32" 1746 989 589 10 79 47 2 1 0 0 0 0 0 0 0 0 0 29
DOUGLAS "CITY OF SUPERIOR Wards 23-29" 2697 1466 1030 15 102 38 3 0 0 5 0 0 0 0 0 0 0 38
DUNN "TOWN OF COLFAX Ward 1-3" 614 209 365 3 30 3 0 0 0 4 0 0 0 0 0 0 0 0
DUNN "TOWN OF DUNN Wards 1-2" 773 337 396 4 21 13 0 1 0 1 0 0 0 0 0 0 0 0
DUNN "TOWN OF EAU GALLE Ward 1" 436 124 295 0 14 3 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF ELK MOUND Ward 1-3" 896 278 563 5 40 5 1 0 0 4 0 0 0 0 0 0 0 0
DUNN "TOWN OF GRANT Ward 1-2" 244 90 146 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF HAY RIVER Ward 1-2" 312 102 177 5 22 5 1 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF LUCAS Ward 1" 414 133 252 6 16 6 0 0 0 0 1 0 0 0 0 0 0 0
DUNN "TOWN OF MENOMONIE Ward 1-3" 1742 730 911 5 61 26 1 1 0 7 0 0 0 0 0 0 0 0
DUNN "TOWN OF NEW HAVEN Ward 1" 331 95 216 3 14 2 0 0 0 1 0 0 0 0 0 0 0 0
DUNN "TOWN OF OTTER CREEK Ward 1" 259 90 155 2 8 4 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF PERU Ward 1" 125 38 78 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF RED CEDAR Ward 1-3" 1227 449 703 7 57 8 0 1 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF ROCK CREEK Ward 1" 536 198 315 1 13 9 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF SAND CREEK Ward 1" 303 114 176 1 7 5 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF SHERIDAN Ward 1" 242 63 169 1 6 3 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF SHERMAN Ward 1" 509 163 318 2 19 5 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF SPRING BROOK Ward 1-2" 901 290 552 4 46 7 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF STANTON Ward 1" 432 117 297 1 12 3 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF TAINTER Ward 1-3" 1452 556 795 5 70 19 1 2 0 4 0 0 0 0 0 0 0 0
DUNN "TOWN OF TIFFANY Ward 1-2" 339 82 242 2 11 1 1 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF WESTON Ward 1-2" 304 97 187 1 16 3 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF WILSON Ward 1" 271 103 153 1 9 4 0 0 0 1 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF BOYCEVILLE Ward 1" 437 157 256 1 18 5 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF COLFAX Ward 1-2" 539 226 278 0 24 8 2 1 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF DOWNING Ward 1" 119 28 89 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF ELK MOUND Ward 1" 355 150 182 1 19 2 0 1 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF KNAPP Ward 1" 234 56 162 0 14 2 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF RIDGELAND Ward 1" 114 48 61 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF WHEELER Ward 1" 116 49 57 1 7 1 0 0 0 1 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 1-2" 1551 771 663 8 73 17 5 0 0 14 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 3-4" 1266 655 455 2 119 29 1 0 0 5 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 5,7" 1288 657 488 5 96 37 0 1 0 4 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Ward 6" 615 307 234 5 45 16 0 2 0 4 2 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 8-9" 1245 623 503 7 88 20 0 0 0 4 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 10-11" 1565 849 597 9 78 21 3 1 0 7 0 0 0 0 0 0 0 0
"EAU CLAIRE" "TOWN OF BRIDGE CREEK Wards 1-2" 605 219 362 3 12 8 1 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "TOWN OF BRUNSWICK Wards 1-2" 1060 453 541 7 40 3 0 0 0 4 0 0 0 0 1 0 0 11
"EAU CLAIRE" "TOWN OF CLEAR CREEK Wards 1-2" 419 149 252 3 12 1 0 0 0 0 0 0 0 0 0 0 0 2
"EAU CLAIRE" "TOWN OF DRAMMEN Ward 1" 423 164 239 0 13 3 0 0 0 1 0 0 0 0 0 0 0 3
"EAU CLAIRE" "TOWN OF FAIRCHILD Ward 1" 143 37 100 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "TOWN OF LINCOLN Wards 1-2" 585 214 340 5 19 4 0 0 0 0 0 0 0 0 0 0 0 3
"EAU CLAIRE" "TOWN OF LUDINGTON Ward 1" 588 205 332 3 29 8 0 0 0 3 0 0 0 0 0 0 0 8
"EAU CLAIRE" "TOWN OF OTTER CREEK Ward 1" 254 84 149 2 16 0 0 0 0 0 0 0 0 0 0 0 0 3
"EAU CLAIRE" "TOWN OF PLEASANT VALLEY Wards 1-4" 2185 818 1239 16 64 16 0 0 0 11 0 0 0 0 0 0 0 21
"EAU CLAIRE" "TOWN OF SEYMOUR Wards 1-6" 1983 838 1019 10 71 18 0 1 0 11 0 0 0 0 0 0 0 15
"EAU CLAIRE" "TOWN OF UNION Wards 1-4" 1468 610 755 9 61 10 1 3 0 8 0 0 0 0 0 0 0 11
"EAU CLAIRE" "TOWN OF WASHINGTON Ward 1-13" 4376 1888 2210 18 140 38 0 2 0 32 0 0 0 0 0 0 0 48
"EAU CLAIRE" "TOWN OF WILSON Ward 1" 204 53 148 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "VILLAGE OF FAIRCHILD Ward 1" 199 72 119 1 4 2 0 0 0 0 0 0 0 0 0 0 0 1
"EAU CLAIRE" "VILLAGE OF FALL CREEK Wards 1-2" 731 303 371 6 39 5 0 1 0 3 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF ALTOONA Wards 1-11" 3829 1814 1717 15 163 56 2 2 0 17 0 0 0 0 0 0 0 43
"EAU CLAIRE" "CITY OF ALTOONA Wards 12-15" 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF AUGUSTA Wards 1-5" 620 232 361 3 14 3 0 0 0 4 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 1" 489 284 143 3 33 12 0 2 0 1 0 0 0 0 0 0 0 11
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 2" 740 459 192 4 52 20 2 0 0 1 0 0 0 0 0 0 0 10
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 3" 1777 1234 387 6 92 26 2 0 0 9 0 0 0 0 0 0 1 20
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 4" 499 247 205 4 27 9 0 0 0 1 0 0 0 0 0 0 0 6
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 5" 1013 575 315 3 80 19 1 1 0 4 0 0 0 0 0 0 0 15
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 6" 958 545 287 3 77 30 0 6 0 2 0 0 0 0 0 0 0 8
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 7" 762 423 293 2 34 8 0 0 0 1 0 0 0 0 0 0 0 1
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 8" 805 406 345 2 33 10 1 0 0 3 0 0 0 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 9" 421 243 121 0 29 17 0 0 0 4 0 0 0 0 0 0 0 7
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 10" 1140 558 498 6 55 15 1 2 0 0 0 0 0 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 11" 986 467 451 2 48 7 0 0 0 3 0 0 0 0 0 0 0 8
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 12" 1643 857 686 8 61 10 2 0 0 4 0 0 0 0 0 0 0 15
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 13" 389 193 164 3 22 3 1 0 0 2 0 0 0 0 0 0 0 1
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 14" 1163 581 488 8 59 13 0 0 0 5 0 0 0 0 0 0 0 9
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 15" 1082 554 451 10 34 16 1 0 0 4 0 0 0 0 0 0 0 12
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 17" 1399 726 555 5 61 17 1 0 0 12 1 0 0 0 0 0 0 21
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 18" 464 223 213 2 17 1 1 0 0 1 0 0 0 0 0 0 0 6
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 19" 422 222 171 0 21 1 0 0 0 2 0 0 0 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 20" 1964 1102 648 5 143 35 0 4 0 11 0 0 0 0 0 0 0 16
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 21" 1005 534 380 2 53 13 1 0 0 7 0 0 0 0 0 0 0 15
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 22" 384 186 164 4 19 2 0 1 0 3 0 0 0 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 23" 1480 788 569 6 84 14 1 1 0 7 0 0 0 0 0 0 0 10
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 24" 213 144 49 0 13 2 0 0 0 2 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 25" 1357 737 522 5 40 13 1 0 0 14 0 0 0 0 0 0 0 25
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 26" 525 279 212 3 17 4 0 0 0 3 0 0 0 0 0 0 0 7
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 27" 144 92 40 3 7 0 0 0 0 1 0 0 0 0 0 0 0 1
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 28" 400 195 187 1 11 2 0 0 0 0 0 0 0 0 0 0 0 4
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 29" 1283 714 455 6 66 21 1 2 0 5 0 0 0 0 0 0 0 13
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 30" 1028 584 356 4 43 26 2 1 0 2 0 0 0 0 0 0 0 10
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 31" 1108 704 308 2 51 28 0 2 0 5 0 0 0 0 0 0 0 8
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 32" 981 597 289 1 50 22 1 0 0 3 0 0 0 0 0 0 0 18
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 33" 398 194 166 1 19 7 0 0 0 6 0 0 0 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 34" 384 198 137 9 21 13 1 1 0 0 0 0 0 0 0 0 0 4
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 35" 883 439 371 6 36 8 0 0 0 5 0 0 0 0 0 0 0 18
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 36" 258 120 122 0 11 2 0 0 0 0 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 37" 599 297 252 3 27 10 0 0 0 4 0 0 0 0 0 0 0 6
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 38" 748 348 317 3 55 13 0 1 0 1 0 0 0 0 0 0 0 10
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 39" 901 450 378 2 39 12 0 1 0 3 0 0 0 0 0 0 0 16
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 42" 325 164 143 1 12 2 0 0 0 0 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 43" 291 157 112 0 13 4 0 0 0 2 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 44" 78 35 35 1 5 0 0 0 0 0 0 0 0 0 0 0 0 2
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 45" 406 204 154 1 33 4 0 1 0 8 0 0 0 0 0 0 0 1
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 46" 929 565 258 2 59 19 0 0 0 6 2 0 0 0 0 0 0 18
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 47" 311 145 148 1 6 4 0 0 0 5 0 0 0 0 0 0 0 2
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 48" 391 210 138 2 24 7 0 1 0 3 0 0 1 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 49" 397 189 192 0 10 0 0 0 0 1 0 0 0 0 0 0 0 5
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 50" 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 51" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 52" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 53" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 54" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 55" 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 56" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 57" 5 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 58" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 59" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 60" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 61" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 62" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 63" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 64" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 65" 13 5 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 66" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 67" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF AURORA Ward 1-3" 550 127 407 0 15 0 0 0 0 1 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF COMMONWEALTH Ward 1-3" 228 60 161 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF FENCE Ward 1" 135 26 104 0 1 3 0 0 0 1 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF FERN Ward 1" 126 23 94 0 4 2 1 0 0 2 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF FLORENCE Ward 1-7" 1163 335 782 2 35 9 0 0 0 0 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF HOMESTEAD Ward 1" 240 52 185 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF LONG LAKE Ward 1" 110 29 76 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0
FLORENCE "TOWN OF TIPLER Ward 1" 104 13 89 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "TOWN OF ALTO Wards 1-2" 607 68 506 9 9 5 0 0 0 1 0 0 0 0 2 0 0 7
"FOND DU LAC" "TOWN OF ASHFORD Wards 1-3" 1002 204 745 9 32 2 2 0 0 3 0 0 0 0 0 0 0 5
"FOND DU LAC" "TOWN OF AUBURN Wards 1-3" 1421 265 1084 9 41 8 1 1 0 7 0 0 0 0 0 0 0 5
"FOND DU LAC" "TOWN OF BYRON Wards 1-2" 972 212 697 6 32 10 0 1 0 7 0 0 0 0 0 0 0 7
"FOND DU LAC" "TOWN OF CALUMET Ward 1" 516 148 339 1 17 0 1 1 0 4 0 0 0 0 0 0 0 5
"FOND DU LAC" "TOWN OF CALUMET Ward 2" 333 81 225 0 23 2 1 0 0 0 0 0 0 0 0 0 0 1
"FOND DU LAC" "TOWN OF EDEN Wards 1-2" 625 121 473 5 17 3 1 0 0 3 0 0 0 0 0 0 0 2
"FOND DU LAC" "TOWN OF ELDORADO Wards 1-3" 850 197 608 3 33 4 0 0 0 2 0 0 0 0 0 0 0 3
"FOND DU LAC" "TOWN OF EMPIRE Wards 1-4" 1749 546 1095 5 57 6 1 0 0 20 0 0 0 0 0 0 0 19
"FOND DU LAC" "TOWN OF FOND DU LAC Wards 1-8" 1983 654 1203 11 61 14 3 0 0 13 0 0 0 0 0 0 0 24
"FOND DU LAC" "TOWN OF FOND DU LAC Ward 1A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "TOWN OF FOREST Wards 1-2" 670 141 485 5 22 4 1 0 0 4 0 0 0 0 0 0 0 8
"FOND DU LAC" "TOWN OF FRIENDSHIP Wards 1-3" 1422 425 931 5 33 18 0 0 0 1 0 0 0 0 0 0 0 9
"FOND DU LAC" "TOWN OF LAMARTINE Wards 1-2" 1021 243 722 2 35 6 0 1 0 9 0 0 0 0 0 0 0 3
"FOND DU LAC" "TOWN OF MARSHFIELD Wards 1-2" 650 168 444 7 22 2 0 0 0 1 0 0 0 0 0 0 0 6
"FOND DU LAC" "TOWN OF METOMEN Wards 1-2" 401 87 282 2 23 3 0 0 0 2 0 0 0 0 0 0 0 2
"FOND DU LAC" "TOWN OF OAKFIELD Wards 1-2" 379 97 259 2 9 3 1 2 0 3 0 0 0 0 0 0 0 3
"FOND DU LAC" "TOWN OF OSCEOLA Wards 1-2" 1092 251 801 1 24 6 1 0 0 3 0 0 0 0 0 0 0 5
"FOND DU LAC" "TOWN OF RIPON Wards 1-2" 787 251 479 1 34 13 1 1 0 3 0 0 0 0 0 0 0 4
"FOND DU LAC" "TOWN OF ROSENDALE Ward 1" 405 99 284 2 12 4 0 0 0 2 0 0 0 0 0 0 0 2
"FOND DU LAC" "TOWN OF SPRINGVALE Ward 1" 389 91 282 3 6 3 0 0 0 2 0 0 0 0 0 0 0 2
"FOND DU LAC" "TOWN OF TAYCHEEDAH Wards 1-5" 2817 856 1818 5 85 16 0 0 0 13 0 0 0 0 0 0 0 24
"FOND DU LAC" "TOWN OF WAUPUN Wards 1-2" 787 201 548 6 14 7 0 0 0 5 0 0 0 0 0 0 0 6
"FOND DU LAC" "VILLAGE OF BRANDON Ward 1" 438 113 293 4 21 3 1 0 0 0 0 0 0 0 0 0 0 3
"FOND DU LAC" "VILLAGE OF CAMPBELLSPORT Wards 1-4" 968 242 643 6 48 15 0 2 0 3 0 0 0 0 0 0 0 9
"FOND DU LAC" "VILLAGE OF EDEN Ward 1" 396 101 278 1 11 4 0 0 0 0 0 0 0 0 0 0 0 1
