COUNTY AREA TOTAL DEM REP LIB OTH
"Chesapeake City" "Ab - Central Absentee Precinct" 40019 27418 12035 452 114
"Chesapeake City" "Ab - Central Absentee Precinct" 50671 26370 23467 668 166
"Chesapeake City" Provisional 273 178 88 6 1
"Chesapeake City" Provisional 308 143 150 14 1
"Chesterfield County" "101 - Bellwood" 777 315 446 13 3
"Chesterfield County" "102 - South Chester" 1067 434 610 20 3
"Chesterfield County" "103 - Enon" 1434 428 971 31 4
"Chesterfield County" "104 - North Chester" 1102 291 781 24 6
"Chesterfield County" "105 - Drewrys Bluff" 780 406 363 10 1
"Chesterfield County" "106 - Harrowgate" 1255 500 726 24 5
"Chesterfield County" "107 - Wells" 972 421 533 15 3
"Chesterfield County" "108 - Ecoff" 896 267 599 24 6
"Chesterfield County" "109 - Elizabeth Scott" 1360 478 849 29 4
"Chesterfield County" "110 - Dutch Gap" 738 222 500 13 3
"Chesterfield County" "111 - Iron Bridge" 453 129 306 17 1
"Chesterfield County" "112 - Carver" 670 269 385 14 2
"Chesterfield County" "113 - Iron Bridge North" 535 219 297 11 8
"Chesterfield County" "201 - Gates" 670 226 426 15 3
"Chesterfield County" "202 - Beulah" 773 397 356 17 3
"Chesterfield County" "203 - Bird" 327 110 209 7 1
"Chesterfield County" "204 - Jacobs" 541 187 341 10 3
"Chesterfield County" "205 - Falling Creek" 555 336 204 10 5
"Chesterfield County" "206 - Belmont" 500 385 103 12 0
"Chesterfield County" "207 - Chippenham" 305 197 104 4 0
"Chesterfield County" "208 - Meadowbrook" 539 319 209 8 3
"Chesterfield County" "209 - Salem Church" 1059 392 642 22 3
"Chesterfield County" "210 - Five Forks" 863 415 423 24 1
"Chesterfield County" "211 - Nash" 810 168 616 23 3
"Chesterfield County" "212 - St. Luke's" 458 163 283 7 5
"Chesterfield County" "213 - Southside" 362 234 120 6 2
"Chesterfield County" "214 - Hopkins" 132 108 23 1 0
"Chesterfield County" "215 - North Bird" 336 189 144 3 0
"Chesterfield County" "216 - Ridgedale" 509 347 146 13 3
"Chesterfield County" "301 - Ettrick" 631 448 175 8 0
"Chesterfield County" "302 - Deer Run" 466 121 328 13 4
"Chesterfield County" "303 - Matoaca" 839 254 565 17 3
"Chesterfield County" "304 - Winfrees Store" 821 115 691 14 1
"Chesterfield County" "305 - Beach" 437 71 362 4 0
"Chesterfield County" "306 - Winterpock" 1109 167 927 10 5
"Chesterfield County" "307 - Cosby" 1468 463 975 27 3
"Chesterfield County" "308 - South Manchester" 262 104 151 7 0
"Chesterfield County" "309 - Skinquarter" 714 154 531 26 3
"Chesterfield County" "310 - Tomahawk" 972 300 628 39 5
"Chesterfield County" "313 - Woolridge" 1181 328 826 16 11
"Chesterfield County" "314 - Longhouse" 452 55 383 9 5
"Chesterfield County" "315 - Bailey Bridge" 958 183 755 18 2
"Chesterfield County" "316 - Spring Run" 1189 357 804 25 3
"Chesterfield County" "317 - Birkdale" 949 259 660 22 8
"Chesterfield County" "318 - West Beach" 386 86 292 5 3
"Chesterfield County" "319 - Magnolia" 1174 287 857 26 4
"Chesterfield County" "401 - Harbour Pointe" 583 174 398 10 1
"Chesterfield County" "402 - Genito" 315 113 190 10 2
"Chesterfield County" "403 - Brandermill" 844 274 548 18 4
"Chesterfield County" "404 - Providence" 699 295 379 22 3
"Chesterfield County" "405 - La Prade" 483 161 308 11 3
"Chesterfield County" "406 - Smoketree" 633 193 422 15 3
"Chesterfield County" "407 - Monacan" 429 113 302 10 4
"Chesterfield County" "408 - Reams" 758 337 392 26 3
"Chesterfield County" "409 - Manchester" 620 296 309 13 2
"Chesterfield County" "410 - Wagstaff" 542 199 319 20 4
"Chesterfield County" "411 - Swift Creek" 868 282 557 22 7
"Chesterfield County" "412 - Clover Hill" 783 243 519 19 2
"Chesterfield County" "413 - Shenandoah" 802 335 443 21 3
"Chesterfield County" "414 - Crenshaw" 1308 443 827 34 4
"Chesterfield County" "415 - Evergreen" 718 253 443 14 8
"Chesterfield County" "416 - Evergreen West" 530 216 298 15 1
"Chesterfield County" "417 - Edgewater" 459 155 292 9 3
"Chesterfield County" "501 - Huguenot" 771 330 410 24 7
"Chesterfield County" "502 - Crestwood" 466 192 264 10 0
"Chesterfield County" "503 - Midlothian" 681 212 452 15 2
"Chesterfield County" "504 - Robious" 1000 274 702 16 8
"Chesterfield County" "505 - Bon Air" 704 256 421 20 7
"Chesterfield County" "506 - Greenfield" 933 418 476 34 5
"Chesterfield County" "507 - Salisbury" 1167 285 843 27 12
"Chesterfield County" "508 - Belgrade" 691 257 408 20 6
"Chesterfield County" "509 - Cranbeck" 674 316 342 14 2
"Chesterfield County" "510 - Sycamore" 656 210 417 25 4
"Chesterfield County" "511 - Black Heath" 714 209 480 22 3
"Chesterfield County" "513 - Beaufont" 447 270 168 6 3
"Chesterfield County" "514 - Watkins" 852 267 557 23 5
"Chesterfield County" "515 - Davis" 690 461 211 15 3
"Chesterfield County" "516 - Pocoshock" 386 221 156 6 3
"Chesterfield County" "517 - Roseland" 718 221 474 17 6
"Chesterfield County" "518 - Midlothian North" 830 221 587 16 6
"Chesterfield County" "Ab - Central Absentee Precinct" 38874 21230 17173 384 87
"Chesterfield County" "Ab - Central Absentee Precinct" 105793 64275 39987 1207 324
"Chesterfield County" Provisional 179 110 62 7 0
"Chesterfield County" Provisional 498 314 165 17 2
"Clarke County" "101 - Russell" 670 104 550 15 1
"Clarke County" "201 - Berryville" 527 156 352 13 6
"Clarke County" "301 - Millwood" 479 99 368 12 0
"Clarke County" "302 - Pine Grove" 284 80 191 8 5
"Clarke County" "401 - White Post" 791 182 580 25 4
"Clarke County" "501 - Buckmarsh" 480 99 372 6 3
"Clarke County" "502 - Blue Ridge" 300 71 219 9 1
"Clarke County" "Ab - Central Absentee Precinct" 5792 3121 2554 90 27
"Clarke County" Provisional 14 8 6 0 0
"Colonial Heights City" "1 - First" 643 185 444 14 0
"Colonial Heights City" "2 - Second" 630 167 446 13 4
"Colonial Heights City" "3 - Third" 673 196 460 14 3
"Colonial Heights City" "4 - Fourth" 696 193 489 13 1
"Colonial Heights City" "5 - Fifth" 730 129 583 17 1
"Colonial Heights City" "Ab - Central Absentee Precinct" 5759 2095 3577 64 23
"Colonial Heights City" Provisional 15 7 8 0 0
"Covington City" "101 - Precinct 1-1" 266 81 181 4 0
"Covington City" "201 - Precinct 2-1" 247 64 174 7 2
"Covington City" "301 - Precinct 3-1" 228 90 130 6 2
"Covington City" "401 - Precinct 4-1" 366 74 280 11 1
"Covington City" "501 - Precinct 5-1" 384 77 305 2 0
"Covington City" "Ab - Central Absentee Precinct" 1112 578 510 20 4
"Covington City" Provisional 0 0 0 0 0
"Craig County" "101 - Court House" 341 38 298 5 0
"Craig County" "201 - Ammendale Precinct" 427 49 368 8 2
"Craig County" "301 - Givens & Reynolds Store" 295 47 242 5 1
"Craig County" "303 - Marshalls Store" 199 39 159 1 0
"Craig County" "401 - Barbours Creek" 194 28 158 7 1
"Craig County" "402 - Paint Bank" 43 10 33 0 0
"Craig County" "403 - Craig Springs" 189 24 164 1 0
"Craig County" "501 - Craig City" 340 38 299 3 0
"Craig County" "Ab - Central Absentee Precinct" 1129 313 804 10 2
"Craig County" Provisional 12 1 11 0 0
"Culpeper County" "101 - West Fairfax" 1157 384 745 22 6
"Culpeper County" "201 - East Fairfax" 995 387 585 18 5
"Culpeper County" "302 - Eggbornsville" 807 104 682 17 4
"Culpeper County" "303 - Cardova" 712 121 582 8 1
"Culpeper County" "304 - Willow Shade" 306 100 195 9 2
"Culpeper County" "401 - Eldorado" 891 139 733 17 2
"Culpeper County" "402 - Browns Store" 1180 185 972 20 3
"Culpeper County" "501 - Jeffersonton" 1160 206 929 18 7
"Culpeper County" "502 - Rixeyville" 1041 169 848 20 4
"Culpeper County" "601 - Mitchells" 229 62 165 1 1
"Culpeper County" "602 - Pearl Sample" 874 167 681 22 4
"Culpeper County" "603 - South Ridge" 336 114 218 3 1
"Culpeper County" "702 - Brandy Station" 1167 207 940 17 3
"Culpeper County" "703 - Lignum" 644 125 507 11 1
"Culpeper County" "704 - Richardsville" 429 73 349 6 1
"Culpeper County" "Ab - Central Absentee Precinct" 15079 8016 6836 191 36
"Culpeper County" Provisional 109 58 45 6 0
"Cumberland County" "101 - Precinct 1" 745 191 539 11 4
"Cumberland County" "201 - Precinct 2" 569 123 434 10 2
"Cumberland County" "301 - Precinct 3" 398 162 232 4 0
"Cumberland County" "401 - Precinct 4" 575 141 429 5 0
"Cumberland County" "501 - Precinct 5" 530 186 340 3 1
"Cumberland County" "Ab - Central Absentee Precinct" 2485 1422 1039 20 4
"Cumberland County" Provisional 8 2 6 0 0
"Danville City" "1 - Ward One" 224 173 44 5 2
"Danville City" "2 - Ward Two" 228 121 96 8 3
"Danville City" "3 - Ward Three" 380 249 119 11 1
"Danville City" "4 - Ward Four" 833 411 411 9 2
"Danville City" "6 - Ward Six" 243 205 33 4 1
"Danville City" "7 - Ward Seven" 430 342 85 3 0
"Danville City" "8 - Ward Eight" 415 278 130 6 1
"Danville City" "9 - Ward Nine" 396 193 196 6 1
"Danville City" "10 - Ward Ten" 501 270 221 9 1
"Danville City" "11 - Ward Eleven" 560 379 171 10 0
"Danville City" "12 - Ward Twelve" 618 346 268 3 1
"Danville City" "13 - Ward Thirteen" 610 359 236 11 4
"Danville City" "14 - Ward Fourteen" 91 85 6 0 0
"Danville City" "15 - Ward Fifteen" 611 261 335 15 0
"Danville City" "16 - Ward Sixteen" 753 260 480 9 4
"Danville City" "17 - Ward Seventeen" 520 128 379 10 3
"Danville City" "Ab - Central Absentee Precinct" 11844 7555 4186 74 29
"Danville City" Provisional 132 95 32 2 3
"Dickenson County" "101 - South Clintwood" 522 59 461 2 0
"Dickenson County" "201 - Nora" 313 34 276 3 0
"Dickenson County" "202 - Frying Pan" 145 15 130 0 0
"Dickenson County" "203 - Clinchco" 368 55 310 3 0
"Dickenson County" "301 - West Dante" 196 12 184 0 0
"Dickenson County" "302 - Herald" 348 22 325 0 1
"Dickenson County" "303 - Ridge" 381 43 335 3 0
"Dickenson County" "401 - Haysi-Colley" 846 141 698 7 0
"Dickenson County" "501 - Tarpon" 178 38 138 2 0
"Dickenson County" "502 - North Clintwood" 488 54 428 6 0
"Dickenson County" "Ab - Central Absentee Precinct" 3517 1030 2462 18 7
"Dickenson County" Provisional 1 0 1 0 0
"Dinwiddie County" "101 - White Oak" 421 49 367 5 0
"Dinwiddie County" "102 - Rocky Run" 471 68 397 5 1
"Dinwiddie County" "103 - Church Road" 721 59 647 9 6
"Dinwiddie County" "201 - Rohoic" 400 184 208 6 2
"Dinwiddie County" "202 - Sutherland" 892 232 651 9 0
"Dinwiddie County" "301 - Reams" 423 89 329 5 0
"Dinwiddie County" "302 - New Hope" 511 108 400 2 1
"Dinwiddie County" "303 - Little Zion" 571 222 345 4 0
"Dinwiddie County" "401 - Dinwiddie" 570 126 435 9 0
"Dinwiddie County" "402 - Mckenney" 466 146 315 4 1
"Dinwiddie County" "403 - Cherry Hill" 314 117 189 8 0
"Dinwiddie County" "501 - Edgehill" 117 67 49 1 0
"Dinwiddie County" "502 - Chesdin" 873 477 377 18 1
"Dinwiddie County" "Ab - Central Absentee Precinct" 8323 4265 3982 59 17
"Dinwiddie County" Provisional 19 15 4 0 0
"Emporia City" "101 - Precinct 1-1" 234 162 68 4 0
"Emporia City" "201 - Precinct 2-1" 125 116 8 1 0
"Emporia City" "301 - Precinct 3-1" 204 97 107 0 0
"Emporia City" "401 - Precinct 4-1" 239 115 122 2 0
"Emporia City" "501 - Precinct 5-1" 127 118 8 1 0
"Emporia City" "601 - District 6" 222 77 144 1 0
"Emporia City" "701 - District 7" 185 131 53 1 0
"Emporia City" "Ab - Central Absentee Precinct" 1045 796 244 3 2
"Emporia City" Provisional 0 0 0 0 0
"Essex County" "101 - Greater Tappahannock" 458 215 230 12 1
"Essex County" "201 - North" 509 300 201 7 1
"Essex County" "301 - South" 744 201 534 9 0
"Essex County" "401 - Central" 556 183 369 4 0
"Essex County" "Ab - Central Absentee Precinct" 3898 2131 1736 26 5
"Essex County" Provisional 13 8 5 0 0
"Fairfax County" "104 - Chapel" 693 320 349 15 9
"Fairfax County" "105 - Fairview" 1340 687 617 25 11
"Fairfax County" "106 - Heritage" 1255 730 500 17 8
"Fairfax County" "108 - Kings Park" 833 411 392 21 9
"Fairfax County" "109 - Little Run" 429 234 186 4 5
"Fairfax County" "110 - North Springfield" 1381 658 689 17 17
"Fairfax County" "113 - Canterbury" 1101 518 542 20 21
"Fairfax County" "114 - Olde Creek" 668 341 308 12 7
"Fairfax County" "115 - Ravensworth" 756 354 381 12 9
"Fairfax County" "116 - Wakefield" 694 357 315 13 9
"Fairfax County" "117 - Woodson" 728 313 384 14 17
"Fairfax County" "118 - Lake Braddock" 1187 659 496 26 6
"Fairfax County" "119 - Laurel" 1217 594 587 26 10
"Fairfax County" "120 - Sideburn" 948 394 519 21 14
"Fairfax County" "121 - Villa" 769 373 374 14 8
"Fairfax County" "123 - Robinson" 1017 466 520 23 8
"Fairfax County" "125 - Signal Hill" 854 426 401 18 9
"Fairfax County" "126 - Bonnie Brae" 776 438 321 12 5
"Fairfax County" "127 - Burke Centre" 1309 742 527 25 15
"Fairfax County" "128 - Cardinal" 794 428 340 15 11
"Fairfax County" "129 - Keene Mill" 610 312 279 10 9
"Fairfax County" "130 - Terra Centre" 808 418 361 19 10
"Fairfax County" "131 - Eagle View" 874 405 437 28 4
"Fairfax County" "132 - Monument" 626 316 288 17 5
"Fairfax County" "133 - Danbury" 324 195 111 12 6
"Fairfax County" "134 - University" 347 275 52 12 8
"Fairfax County" "201 - Armstrong" 869 482 358 23 6
"Fairfax County" "202 - Flint Hill" 714 299 391 18 6
"Fairfax County" "203 - Floris" 938 465 455 17 1
"Fairfax County" "204 - Madison" 261 151 106 4 0
"Fairfax County" "208 - Reston #1" 939 558 352 22 7
"Fairfax County" "209 - Reston #2" 925 622 271 21 11
"Fairfax County" "213 - Vienna #1" 958 447 468 29 14
"Fairfax County" "214 - Vienna #2" 705 311 358 18 18
"Fairfax County" "216 - Vienna #4" 409 206 192 6 5
"Fairfax County" "218 - Vienna #6" 470 232 221 13 4
"Fairfax County" "219 - Westbriar" 815 398 386 20 11
"Fairfax County" "220 - Dogwood" 1155 698 420 23 14
"Fairfax County" "221 - Hunters Woods" 639 338 283 11 7
"Fairfax County" "222 - Reston #3" 541 356 163 18 4
"Fairfax County" "223 - Glade" 818 459 316 28 15
"Fairfax County" "224 - South Lakes" 1049 566 444 29 10
"Fairfax County" "225 - Hughes" 953 587 325 37 4
"Fairfax County" "226 - Wolftrap" 903 414 455 16 18
"Fairfax County" "227 - Sunrise Valley" 466 239 213 10 4
"Fairfax County" "229 - Fox Mill" 1245 554 646 32 13
"Fairfax County" "233 - North Point" 845 372 450 17 6
"Fairfax County" "234 - Aldrin" 640 344 275 13 8
"Fairfax County" "235 - Frying Pan" 719 407 294 11 7
"Fairfax County" "236 - Stuart" 454 262 171 18 3
"Fairfax County" "237 - Mcnair" 867 533 313 12 9
"Fairfax County" "238 - Cameron Glen" 525 233 270 15 7
"Fairfax County" "240 - Colvin" 548 232 296 12 8
"Fairfax County" "301 - Chain Bridge" 616 231 363 12 10
"Fairfax County" "302 - Chesterbrook" 409 170 222 9 8
"Fairfax County" "303 - Churchill" 412 197 198 10 7
"Fairfax County" "304 - Cooper" 421 160 251 3 7
"Fairfax County" "305 - El Nido" 506 246 231 17 12
"Fairfax County" "306 - Great Falls" 580 206 360 7 7
"Fairfax County" "307 - Haycock" 550 282 240 14 14
"Fairfax County" "309 - Kenmore" 654 289 348 11 6
"Fairfax County" "310 - Kirby" 466 228 219 12 7
"Fairfax County" "311 - Langley" 455 176 257 12 10
"Fairfax County" "312 - Longfellow" 536 236 282 9 9
"Fairfax County" "314 - Mclean" 346 139 192 10 5
"Fairfax County" "315 - Pimmit" 832 407 401 22 2
"Fairfax County" "316 - Salona #1" 190 76 105 6 3
"Fairfax County" "317 - Westhampton" 441 188 231 14 8
"Fairfax County" "318 - Westmoreland" 348 191 149 5 3
"Fairfax County" "319 - Herndon #1" 1055 541 478 30 6
"Fairfax County" "320 - Herndon #2" 1050 582 434 19 15
"Fairfax County" "321 - Clearview" 1074 496 531 33 14
"Fairfax County" "322 - Forestville" 936 316 588 23 9
"Fairfax County" "323 - Shouse" 625 300 311 6 8
"Fairfax County" "324 - Herndon #3" 937 522 383 20 12
"Fairfax County" "325 - Hutchison" 752 532 202 15 3
"Fairfax County" "327 - Sugarland" 887 391 464 22 10
"Fairfax County" "328 - Hickory" 657 239 392 15 11
"Fairfax County" "329 - Seneca" 970 405 541 15 9
"Fairfax County" "331 - Spring Hill" 422 196 214 8 4
"Fairfax County" "332 - Coates" 1170 694 433 29 14
"Fairfax County" "333 - Salona #2" 324 156 147 11 10
"Fairfax County" "401 - Bush Hill" 1068 550 481 32 5
"Fairfax County" "402 - Cameron" 435 259 165 8 3
"Fairfax County" "403 - Forestdale" 413 247 153 8 5
"Fairfax County" "404 - Franconia" 872 484 369 11 8
"Fairfax County" "405 - Groveton" 596 405 178 8 5
"Fairfax County" "406 - Hayfield" 774 328 421 15 10
"Fairfax County" "408 - Mount Eagle" 764 524 215 18 7
"Fairfax County" "409 - Pioneer" 1331 817 492 19 3
"Fairfax County" "410 - Rose Hill" 1359 708 617 26 8
"Fairfax County" "411 - Virginia Hills" 865 532 310 17 6
"Fairfax County" "413 - Fairfield" 806 611 181 9 5
"Fairfax County" "415 - Crestwood" 1175 614 540 15 6
"Fairfax County" "417 - Garfield" 1355 809 514 17 15
"Fairfax County" "418 - Lynbrook" 881 566 301 12 2
"Fairfax County" "419 - Lane" 976 572 377 22 5
"Fairfax County" "420 - Villages" 1029 594 408 20 7
"Fairfax County" "421 - Kingstowne" 829 460 336 20 13
"Fairfax County" "422 - Van Dorn" 888 537 327 15 9
"Fairfax County" "423 - Clermont" 914 498 383 25 8
"Fairfax County" "424 - Huntley" 869 475 374 15 5
"Fairfax County" "426 - Greenspring" 596 357 233 3 3
"Fairfax County" "427 - Island Creek" 821 484 307 24 6
"Fairfax County" "428 - Pinewood" 828 630 187 7 4
"Fairfax County" "429 - Hybla Valley" 1050 823 210 11 6
"Fairfax County" "501 - Baileys" 922 641 253 18 10
"Fairfax County" "502 - Barcroft" 324 167 150 2 5
"Fairfax County" "503 - Belvedere" 382 205 158 5 14
"Fairfax County" "504 - Bristow" 900 529 356 12 3
"Fairfax County" "505 - Glen Forest" 841 534 294 9 4
"Fairfax County" "506 - Holmes #1" 228 153 70 5 0
"Fairfax County" "507 - Lincolnia" 811 495 289 17 10
"Fairfax County" "508 - Masonville" 721 361 339 17 4
"Fairfax County" "509 - Plaza" 532 425 102 4 1
"Fairfax County" "510 - Parklawn" 630 381 235 11 3
"Fairfax County" "511 - Ravenwood" 650 362 269 12 7
"Fairfax County" "512 - Sleepy Hollow" 494 264 217 9 4
"Fairfax County" "513 - Saint Albans" 426 241 174 7 4
"Fairfax County" "513 - Saint Albans" 236 133 95 6 2
"Fairfax County" "514 - Crossroads" 154 112 37 3 2
"Fairfax County" "515 - Westlawn" 600 357 235 6 2
"Fairfax County" "516 - Weyanoke" 961 607 335 14 5
"Fairfax County" "517 - Willston" 577 336 230 7 4
"Fairfax County" "518 - Columbia" 883 475 386 16 6
"Fairfax County" "519 - Hummer" 556 287 259 7 3
"Fairfax County" "520 - Skyline" 687 500 176 6 5
"Fairfax County" "521 - Brook Hill" 739 358 360 11 10
"Fairfax County" "522 - Camelot" 463 219 230 10 4
"Fairfax County" "523 - Poe" 696 372 314 9 1
"Fairfax County" "525 - Walnut Hill" 908 475 406 16 11
"Fairfax County" "526 - Bren Mar" 1032 679 322 18 13
"Fairfax County" "527 - Edsall" 804 429 359 12 4
"Fairfax County" "528 - Ridgelea" 429 214 200 11 4
"Fairfax County" "530 - Holmes #2" 537 380 145 10 2
"Fairfax County" "601 - Belle Haven" 689 336 320 13 20
"Fairfax County" "602 - Belleview" 551 257 268 19 7
"Fairfax County" "604 - Bucknell" 1131 779 317 25 10
"Fairfax County" "605 - Fort Hunt" 794 363 395 17 19
"Fairfax County" "606 - Hollin Hall" 739 344 364 13 18
"Fairfax County" "607 - Huntington" 909 538 337 19 15
"Fairfax County" "608 - Kirkside" 500 290 182 16 12
"Fairfax County" "609 - Marlan" 483 203 258 16 6
"Fairfax County" "610 - Sherwood" 566 367 188 5 6
"Fairfax County" "611 - Stratford" 902 424 446 20 12
"Fairfax County" "612 - Waynewood" 537 287 237 3 10
"Fairfax County" "613 - Westgate" 1146 391 716 22 17
"Fairfax County" "614 - Riverside" 662 281 364 16 1
"Fairfax County" "615 - Woodley" 899 476 396 14 13
"Fairfax County" "616 - Gunston" 1022 403 590 22 7
"Fairfax County" "617 - Lorton" 621 431 179 6 5
"Fairfax County" "618 - Newington" 1689 881 750 49 9
"Fairfax County" "619 - Belvoir" 788 441 323 18 6
"Fairfax County" "621 - Grosvenor" 683 441 231 8 3
"Fairfax County" "622 - Lorton Station" 1059 715 320 12 12
"Fairfax County" "623 - Alban" 1021 631 367 15 8
"Fairfax County" "626 - Saratoga" 1108 594 483 24 7
"Fairfax County" "627 - Woodlawn" 1303 822 451 23 7
"Fairfax County" "628 - Laurel Hill" 1102 687 391 15 9
"Fairfax County" "629 - South County" 723 334 375 9 5
"Fairfax County" "630- Army" 249 127 120 1 1
"Fairfax County" "701 - Blake" 869 467 361 25 16
"Fairfax County" "703 - Fort Buffalo" 530 304 209 10 7
"Fairfax County" "704 - Freedom Hill" 544 288 242 7 7
"Fairfax County" "705 - Graham - Greenway" 849 458 367 16 8
"Fairfax County" "707 - Mantua" 529 261 246 15 7
"Fairfax County" "708 - Marshall" 796 418 346 22 10
"Fairfax County" "709 - Mosby" 804 450 323 20 11
"Fairfax County" "710 - Pine Spring" 579 349 213 12 5
"Fairfax County" "711 - Price" 577 291 267 12 7
"Fairfax County" "712 - Shreve" 352 174 161 12 5
"Fairfax County" "713 - Timber Lane" 827 508 298 12 9
"Fairfax County" "714 - Walker" 764 380 366 13 5
"Fairfax County" "717 - Woodburn" 473 271 185 13 4
"Fairfax County" "718 - Pine Ridge" 597 298 272 20 7
"Fairfax County" "720 - Thoreau" 664 295 340 22 7
"Fairfax County" "721 - Merrifield" 797 496 267 23 11
"Fairfax County" "723 - Gallows East" 398 238 150 9 1
"Fairfax County" "726 - Magarity" 779 432 313 22 12
"Fairfax County" "727 - Oakton" 594 235 341 10 8
"Fairfax County" "729 - Nottoway" 448 198 230 11 9
"Fairfax County" "730 - Penderbrook" 1090 582 480 16 12
"Fairfax County" "731 - Tysons" 830 479 321 24 6
"Fairfax County" "732 - Oak Marr" 750 291 426 24 9
"Fairfax County" "733 - Kilmer" 758 424 312 15 7
"Fairfax County" "734 - Hunters Branch" 268 146 112 7 3
"Fairfax County" "735 - Rotonda" 537 334 199 2 2
"Fairfax County" "801 - Burke" 1318 727 555 27 9
"Fairfax County" "802 - Cedar Lake" 275 139 128 3 5
"Fairfax County" "803 - Clifton" 1071 272 764 28 7
"Fairfax County" "804 - Colchester" 587 235 338 10 4
"Fairfax County" "805 - Fairfax Station" 579 256 292 17 14
"Fairfax County" "806 - Sydenstricker" 1006 517 462 23 4
"Fairfax County" "807 - Hunt Valley" 729 354 342 23 10
"Fairfax County" "811 - Pohick" 658 376 266 12 4
"Fairfax County" "812 - Valley" 901 468 409 15 9
"Fairfax County" "815 - Woodyard" 920 346 556 11 7
"Fairfax County" "824 - Orange" 1275 617 615 28 15
"Fairfax County" "825 - Cherry Run" 914 413 477 17 7
"Fairfax County" "827 - Irving" 728 347 364 9 8
"Fairfax County" "833 - White Oaks" 1077 566 480 23 8
"Fairfax County" "838 - Sangster" 661 304 338 13 6
"Fairfax County" "839 - Silverbrook" 879 349 505 16 9
"Fairfax County" "840 - West Springfield" 944 503 407 16 18
"Fairfax County" "841 - Popes Head" 501 166 317 12 6
"Fairfax County" "842 - Parkway" 726 289 409 20 8
"Fairfax County" "843 - Fair Lakes" 866 470 367 21 8
"Fairfax County" "844 - Centerpointe" 542 293 227 14 8
"Fairfax County" "845 - Fountainhead" 1109 376 697 18 18
"Fairfax County" "846 - Greenbriar East" 834 430 380 16 8
"Fairfax County" "847 - Greenbriar West" 678 315 343 15 5
"Fairfax County" "848 - Fair Oaks" 635 308 314 10 3
"Fairfax County" "849 - Newgate" 1291 525 741 18 7
"Fairfax County" "850 - South Run" 721 268 435 12 6
"Fairfax County" "851 - Willow Springs" 687 291 379 11 6
"Fairfax County" "901 - Centre Ridge" 822 435 365 15 7
"Fairfax County" "902 - Brookfield" 1309 713 576 16 4
"Fairfax County" "903 - Cub Run" 995 428 532 26 9
"Fairfax County" "904 - Stonecroft" 514 207 285 11 11
"Fairfax County" "905 - Franklin" 273 129 127 11 6
"Fairfax County" "908 - Hidden Meadow" 646 291 334 13 8
"Fairfax County" "909 - Oak Hill" 627 304 306 10 7
"Fairfax County" "910 - London Towne" 1070 605 437 18 10
"Fairfax County" "911 - Navy" 853 384 440 18 11
"Fairfax County" "913 - Rocky Run" 1042 410 598 26 8
"Fairfax County" "914 - Vale" 618 263 324 21 10
"Fairfax County" "915 - Virginia Run" 856 329 497 19 11
"Fairfax County" "916 - Waples Mill" 1043 407 600 20 16
"Fairfax County" "917 - Stone North" 509 260 229 14 6
"Fairfax County" "918 - Centreville" 1237 680 529 21 7
"Fairfax County" "919 - Green Trails" 1086 607 459 14 6
"Fairfax County" "920 - Chantilly" 692 352 323 8 9
"Fairfax County" "921 - Deer Park" 970 409 524 26 11
"Fairfax County" "923 - Bull Run" 789 272 502 8 7
"Fairfax County" "924 - Spindle" 489 291 181 12 5
"Fairfax County" "925 - Old Mill" 577 290 262 21 4
"Fairfax County" "926 - Powell" 1349 721 603 18 7
"Fairfax County" "927 - Armfield" 531 242 283 3 3
"Fairfax County" "928 - Poplar Tree" 826 359 430 26 11
"Fairfax County" "929 - Difficult Run" 264 97 162 3 2
"Fairfax County" "930 - Lees Corner" 632 308 298 20 6
"Fairfax County" "931 - Carson" 725 384 321 12 8
"Fairfax County" "932 - Stone South" 482 259 206 7 10
"Fairfax County" "933 - Compton" 231 117 109 5 0
"Fairfax County" "Ab - Central Absentee Precinct" 84831 61400 21952 883 596
"Fairfax County" "Ab - Central Absentee Precinct" 206020 162167 40494 2180 1179
"Fairfax County" "Ab - Central Absentee Precinct" 121720 97652 22139 1154 775
"Fairfax County" Provisional 492 288 193 7 4
"Fairfax County" Provisional 1663 1147 474 33 9
"Fairfax County" Provisional 1103 810 276 16 1
"Fairfax City" "1 - One" 581 301 252 15 13
"Fairfax City" "2 - Two" 494 193 275 17 9
"Fairfax City" "3 - Three" 713 328 355 17 13
"Fairfax City" "4 - Four" 354 156 184 12 2
"Fairfax City" "5 - Five" 510 231 262 11 6
"Fairfax City" "6 - Six" 590 301 280 6 3
"Fairfax City" "Ab - Central Absentee Precinct" 10162 7610 2374 123 55
"Fairfax City" Provisional 79 54 25 0 0
"Falls Church City" "1 - First Ward" 492 260 209 16 7
"Falls Church City" "2 - Second Ward" 367 205 148 7 7
"Falls Church City" "3 - Third Ward" 359 183 152 16 8
"Falls Church City" "Ab - Central Absentee Precinct" 7577 6481 976 74 46
"Falls Church City" Provisional 24 17 5 1 1
"Fauquier County" "101 - Kettle Run" 424 73 337 9 5
"Fauquier County" "102 - Catlett" 1054 140 889 21 4
"Fauquier County" "103 - Casanova" 509 107 390 10 2
"Fauquier County" "104 - Lois" 552 85 459 6 2
"Fauquier County" "105 - Opal" 524 81 428 14 1
"Fauquier County" "106 - Baldwin Ridge" 557 122 420 14 1
"Fauquier County" "201 - Courthouse" 901 258 598 37 8
