COUNTY AREA TOTAL DEM REP LIB GRN IND WI1 WI2 WI3 WI4 WI5 WI6 WI7 WI8 WI9 WI10 WI11 WI12 WI13 WI14 WI15 WI16 WI17 WI18
Butler "FAIRFIELD TWP 17" 551 163 370 8 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "LIBERTY TWP 20" 973 299 590 41 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "WEST CHESTER TWP 9" 562 191 323 24 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "HANOVER TWP 8" 455 109 327 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "HANOVER TWP 9" 287 75 192 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "HANOVER TWP 10" 369 48 304 8 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "FAIRFIELD TWP 18" 960 342 557 37 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "LIBERTY TWP  21" 647 291 312 26 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "LIBERTY TWP 22" 965 290 597 41 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "LIBERTY TWP 23" 675 191 445 20 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler HAM24WD1 403 108 277 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "MONROE 8" 719 204 479 27 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "MONROE 9" 719 198 468 25 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "TRENTON 8" 889 208 626 34 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "LIBERTY TWP 24" 1030 307 661 39 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "LIBERTY TWP 25" 473 120 310 26 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler "FAIRFIELD TWP 19" 664 190 442 13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Butler HAM25WD1 858 254 538 37 10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll AUGUSTA 702 149 509 27 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll MOHAWK 872 239 583 26 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "BROWN A" 464 114 323 10 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "BROWN B" 470 106 332 19 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "BROWN C" 489 116 340 19 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll MALVERN 485 171 279 17 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll MINERVA 705 226 415 35 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll CENTER 629 134 450 18 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "CARROLLTON A" 650 194 415 16 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "CARROLLTON B" 752 175 519 21 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll EAST 395 59 313 11 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll FOX 459 87 341 13 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "HARRISON A" 788 168 582 21 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll "HARRISON B" 542 111 383 18 8 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll LEE 487 86 365 11 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll LOUDON 467 84 342 18 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll LEAVITTSVILLE 425 82 313 17 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll MONROE 639 185 406 28 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll ORANGE 603 171 387 20 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll PERRY 492 106 354 14 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll ROSE 789 169 550 31 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll UNION 544 118 384 22 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Carroll WASHINGTON 520 104 369 18 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 1-A" 395 124 234 17 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 1-B" 498 185 274 20 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 2-A" 735 282 385 32 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 2-B" 796 235 490 19 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 3-A" 703 241 400 25 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 3-B" 668 239 370 18 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 4-A" 503 147 308 18 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA 4-B" 492 160 286 27 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign ADAMS 524 69 409 17 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign GOSHEN 929 200 668 32 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign MECHANICSBURG 644 204 395 22 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign HARRISON 430 71 335 14 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "JACKSON WEST" 617 128 464 12 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "JACKSON EAST" 633 95 503 16 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign JOHNSON 830 161 607 24 9 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "ST PARIS" 826 212 548 39 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "MAD RIVER B" 884 203 623 34 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign RUSH 487 96 353 18 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "NORTH LEWISBURG" 636 153 439 17 9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "SALEM NORTH" 652 112 493 13 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "SALEM SOUTH" 603 136 427 17 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "UNION NORTH" 624 140 446 18 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "UNION SOUTH" 507 116 365 9 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA NORTH" 682 160 478 17 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "URBANA SOUTH" 848 246 547 22 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign WAYNE 927 174 696 24 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign CONCORD 776 163 573 18 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Champaign "MAD RIVER A" 699 142 515 23 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CARL 1" 748 246 442 25 7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CARL 2" 755 247 462 24 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CARL 3" 739 195 500 26 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 18" 551 287 214 22 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 19" 342 165 155 9 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 20" 412 214 174 13 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 21" 457 183 248 14 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 22" 487 179 274 16 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 23" 374 141 204 16 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 5" 517 276 198 13 6 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 4" 746 378 305 24 10 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 6" 561 357 162 21 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 3" 521 248 235 16 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 2" 568 233 293 17 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 1" 757 325 373 21 9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 26" 753 329 374 18 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 25" 455 310 103 20 11 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 24" 504 313 155 14 13 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 29" 634 326 243 34 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 28" 539 248 261 16 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 27" 574 301 232 21 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 31" 810 381 363 32 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 30" 664 320 307 17 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 32" 668 327 299 16 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 33" 525 214 268 16 8 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 34" 727 310 376 16 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 35" 574 282 241 19 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 36" 577 272 256 14 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 37" 808 278 482 28 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 9" 650 475 128 14 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 8" 763 600 110 15 5 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 7" 599 480 85 10 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 17" 373 204 134 14 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 16" 523 275 215 12 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 15" 529 217 273 22 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 14" 201 70 115 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 13" 592 470 91 7 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 10" 730 635 60 10 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 12" 571 475 72 8 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 7" 579 125 423 11 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 8" 799 223 522 27 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 9" 743 205 490 25 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 1" 551 150 355 18 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 2" 699 205 452 22 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 3" 635 181 418 16 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 4" 683 185 461 17 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 5" 714 172 498 28 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "BETH 6" 626 146 418 30 10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GERM 1" 754 199 509 14 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GERM 2" 1019 325 636 27 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GERM 3" 750 242 459 23 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GERM 4" 992 233 703 30 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GERM 5" 524 150 336 19 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GREE 1" 663 203 413 23 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "GREE 2" 987 287 644 23 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "HARM 1" 1056 305 691 27 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "HARM 2" 814 193 563 27 7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CHAS 1" 769 210 511 21 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CHAS TWP" 489 85 379 8 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "ENON 1" 708 213 434 32 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "ENON 2" 821 224 538 30 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark MR-1 806 211 526 39 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark MR-2 1021 270 666 44 10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark MR-3 498 142 324 18 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark MR-4 499 127 346 14 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark MR-5 984 316 606 29 17 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark MR-6 926 231 639 25 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 4" 643 148 461 16 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 1" 340 113 211 8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 9" 1133 384 675 44 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 10" 572 202 319 23 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 2" 1138 351 730 22 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 3" 845 280 488 34 8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 5" 740 187 502 26 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 6" 739 257 441 22 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 7" 524 153 348 9 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "MFLD 8" 632 228 362 27 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "PIKE 1" 953 193 707 28 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "PLES 1" 839 195 589 26 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "PLES 2" 777 194 533 27 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-1 696 192 466 15 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-7 1026 414 538 25 15 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-8 766 252 462 25 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-2 668 222 407 18 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-4 1028 318 629 28 12 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-5 482 154 305 7 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-6 1099 332 710 36 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark T-3 915 299 540 32 9 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "CITY 11" 1190 481 630 25 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clark "PIKE 2" 1024 235 710 29 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "LOVELAND CITY A" 418 133 251 24 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "LOVELAND CITY B" 1042 342 611 49 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP A" 847 214 585 27 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP B" 631 159 426 22 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP C" 735 182 511 22 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP D" 860 201 598 31 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP E" 804 236 510 33 10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP F" 751 172 542 15 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP G" 667 158 463 30 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP H" 562 120 409 16 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP I" 652 190 419 19 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP J" 796 154 601 21 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP K" 439 129 281 6 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA TOWNSHIP L" 522 141 344 17 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "AMELIA VILLAGE B" 651 193 398 33 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "BATAVIA VILLAGE A" 736 223 457 26 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "FRANKLIN TOWNSHIP A" 626 109 492 11 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "FRANKLIN TOWNSHIP B" 304 54 240 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "FRANKLIN TOWNSHIP D" 510 89 401 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP A" 626 119 481 15 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP B" 746 116 593 18 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP D" 569 101 440 12 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP E" 733 159 538 25 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP F" 312 59 235 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP G" 488 90 370 17 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP I" 476 105 342 13 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP J" 462 75 377 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP K" 492 91 372 17 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP L" 700 144 515 27 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP M" 530 122 364 23 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "GOSHEN TOWNSHIP N" 937 258 624 28 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "JACKSON TOWNSHIP A" 521 67 425 14 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "JACKSON TOWNSHIP B" 347 59 274 7 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "JACKSON TOWNSHIP C" 663 106 532 18 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP A" 766 289 418 37 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP A1A" 472 136 300 24 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP B1B" 626 171 425 13 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP C" 648 210 389 30 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP C1C" 544 185 325 19 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP D" 477 122 323 20 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP D1D" 596 162 386 29 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP E" 405 142 223 26 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP F" 934 325 548 27 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP F1F" 713 227 426 33 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP G" 443 110 303 18 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP G1G" 633 195 379 37 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP H" 660 200 425 15 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP H1H" 693 192 436 36 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP I" 787 234 504 22 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP J" 322 84 218 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP K" 837 278 494 30 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP K1K" 614 173 399 23 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP L" 527 145 349 21 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP M" 643 194 397 23 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP N" 580 152 384 25 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP P" 345 88 225 18 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP Q" 533 141 360 16 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP R" 654 152 454 26 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP S" 380 87 272 11 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP T" 668 198 423 27 10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP U" 513 140 338 20 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clermont "MIAMI TOWNSHIP V" 473 111 328 18 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
