COUNTY AREA TOTAL DEM REP Anderson White Turnbull Enz Cason Boucher Grimek William Hoffman Turtenwald Gehler Davis SCATTERING
DOUGLAS "Town of WASCOTT Ward 1" 465 219 238 3 1 NA 4 0 0 0 0 0 0 0 0 0
DOUGLAS "Village of LAKE NEBAGAMON Wards 1-2" 614 299 303 5 1 NA 6 0 0 0 0 0 0 0 0 0
DOUGLAS "Village of OLIVER Ward 1" 204 126 74 2 2 NA 0 0 0 0 0 0 0 0 0 0
DOUGLAS "Village of POPLAR Ward 1" 308 118 175 4 3 NA 8 0 0 0 0 0 0 0 0 0
DOUGLAS "Village of SOLON SPRINGS Ward 1" 295 155 130 3 2 NA 4 0 1 0 0 0 0 0 0 0
DOUGLAS "Village of SUPERIOR Ward 1" 322 197 121 1 1 NA 2 0 0 0 0 0 0 0 0 0
DOUGLAS "City of SUPERIOR Wards 1-3,7-8" 2281 1431 800 12 15 NA 19 4 0 0 0 0 0 0 0 0
DOUGLAS "City of SUPERIOR Wards 4-6,9-12" 2132 1324 748 25 9 NA 24 2 0 0 0 0 0 0 0 0
DOUGLAS "City of SUPERIOR Wards 13-16,20-22" 2153 1421 669 23 19 NA 19 2 0 0 0 0 0 0 0 0
DOUGLAS "City of SUPERIOR Wards 17-19,30-32" 1319 887 376 19 14 NA 22 1 0 0 0 0 0 0 0 0
DOUGLAS "City of SUPERIOR Wards 23-29" 2254 1364 827 19 10 NA 33 1 0 0 0 0 0 0 0 0
DUNN "Town of COLFAX Wards 1-3" 541 220 306 6 2 NA 4 3 0 0 0 0 0 0 0 0
DUNN "Town of DUNN Wards 1-2" 657 296 348 4 4 NA 5 0 0 0 0 0 0 0 0 0
DUNN "Town of EAU GALLE Ward 1" 353 128 222 1 0 NA 2 0 0 0 0 0 0 0 0 0
DUNN "Town of ELK MOUND Wards 1-3" 793 310 468 7 5 NA 2 1 0 0 0 0 0 0 0 0
DUNN "Town of GRANT Wards 1-2" 225 84 136 1 2 NA 1 1 0 0 0 0 0 0 0 0
DUNN "Town of HAY RIVER Wards 1-2" 274 108 157 1 1 NA 6 1 0 0 0 0 0 0 0 0
DUNN "Town of LUCAS Ward 1" 335 134 195 2 2 NA 1 1 0 0 0 0 0 0 0 0
DUNN "Town of MENOMONIE Wards 1-3" 1540 704 804 13 5 NA 13 1 0 0 0 0 0 0 0 0
DUNN "Town of NEW HAVEN Ward 1" 270 110 155 3 1 NA 1 0 0 0 0 0 0 0 0 0
DUNN "Town of OTTER CREEK Ward 1" 228 93 130 1 1 NA 3 0 0 0 0 0 0 0 0 0
DUNN "Town of PERU Ward 1" 105 39 64 0 0 NA 2 0 0 0 0 0 0 0 0 0
DUNN "Town of RED CEDAR Wards 1-3" 1113 464 632 6 1 NA 7 3 0 0 0 0 0 0 0 0
DUNN "Town of ROCK CREEK Ward 1" 481 180 296 1 1 NA 3 0 0 0 0 0 0 0 0 0
DUNN "Town of SAND CREEK Ward 1" 256 98 152 3 2 NA 1 0 0 0 0 0 0 0 0 0
DUNN "Town of SHERIDAN Ward 1" 220 78 138 1 1 NA 2 0 0 0 0 0 0 0 0 0
DUNN "Town of SHERMAN Ward 1" 449 165 277 2 4 NA 1 0 0 0 0 0 0 0 0 0
DUNN "Town of SPRING BROOK Wards 1-2" 809 297 492 9 4 NA 7 0 0 0 0 0 0 0 0 0
DUNN "Town of STANTON Ward 1" 382 134 246 1 0 NA 1 0 0 0 0 0 0 0 0 0
DUNN "Town of TAINTER Wards 1-3" 1307 585 692 8 5 NA 10 7 0 0 0 0 0 0 0 0
DUNN "Town of TIFFANY Wards 1-2" 288 90 195 1 0 NA 2 0 0 0 0 0 0 0 0 0
DUNN "Town of WESTON Wards 1-2" 260 110 145 2 1 NA 2 0 0 0 0 0 0 0 0 0
DUNN "Town of WILSON Ward 1" 230 107 118 3 1 NA 1 0 0 0 0 0 0 0 0 0
DUNN "Village of BOYCEVILLE Ward 1" 374 147 215 2 2 NA 7 1 0 0 0 0 0 0 0 0
DUNN "Village of COLFAX Wards 1-2" 437 229 197 4 4 NA 3 0 0 0 0 0 0 0 0 0
DUNN "Village of DOWNING Ward 1" 83 30 51 1 0 NA 1 0 0 0 0 0 0 0 0 0
DUNN "Village of ELK MOUND Ward 1" 318 156 148 4 4 NA 6 0 0 0 0 0 0 0 0 0
DUNN "Village of KNAPP Ward 1" 184 62 115 1 4 NA 2 0 0 0 0 0 0 0 0 0
DUNN "Village of RIDGELAND Ward 1" 86 34 47 1 4 NA 0 0 0 0 0 0 0 0 0 0
DUNN "Village of WHEELER Ward 1" 94 46 46 2 0 NA 0 0 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Wards 1-2" 1306 739 535 14 4 NA 13 1 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Wards 3-4" 923 573 292 25 17 NA 15 1 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Wards 5,7" 721 426 228 33 15 NA 17 2 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Ward 6" 450 267 159 7 5 NA 12 0 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Wards 8-9" 984 609 337 16 9 NA 11 2 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Wards 10-11" 1381 815 517 23 8 NA 16 2 0 0 0 0 0 0 0 0
DUNN "City of MENOMONIE Ward 12" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of BRIDGE CREEK Wards 1-2" 520 205 309 2 3 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of BRUNSWICK Wards 1-2" 985 444 523 7 3 NA 7 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of CLEAR CREEK Wards 1-2" 365 143 215 3 3 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of DRAMMEN Ward 1" 402 164 230 3 2 NA 3 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of FAIRCHILD Ward 1" 120 35 81 1 1 NA 1 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of LINCOLN Wards 1-2" 545 218 319 4 3 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of LUDINGTON Ward 1" 519 218 290 5 2 NA 4 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of OTTER CREEK Ward 1" 221 80 140 0 1 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of PLEASANT VALLEY Wards 1-4" 2032 807 1196 14 7 NA 8 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of SEYMOUR Wards 1-6" 1799 802 972 6 7 NA 10 2 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of UNION Wards 1-4" 1260 616 619 12 4 NA 8 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of WASHINGTON Wards 1-13" 4098 1877 2144 36 14 NA 23 4 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Town of WILSON Ward 1" 160 47 106 1 3 NA 2 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Village of FAIRCHILD Ward 1" 174 62 105 4 1 NA 2 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "Village of FALL CREEK Wards 1-2" 664 322 323 7 4 NA 7 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of ALTOONA Wards 1-11" 3597 1858 1637 35 33 NA 30 4 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of ALTOONA Wards 12-15" 6 5 1 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of AUGUSTA Wards 1-5" 550 218 304 11 3 NA 13 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 1" 425 302 107 4 4 NA 7 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 2" 621 444 153 10 6 NA 7 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 3" 1604 1237 329 11 11 NA 16 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 4" 442 251 177 7 3 NA 4 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 5" 808 542 236 10 7 NA 13 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 6" 821 587 203 18 3 NA 8 2 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 7" 675 393 266 7 2 NA 7 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 8" 724 398 311 3 2 NA 8 2 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 9" 350 244 93 3 3 NA 7 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 10" 985 538 410 12 8 NA 16 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 11" 911 493 403 6 4 NA 4 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 12" 1503 856 625 9 4 NA 8 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 13" 356 201 147 6 1 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 14" 1060 590 446 7 8 NA 8 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 15" 1027 586 421 5 2 NA 13 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 17" 1278 704 551 10 3 NA 8 2 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 18" 426 200 219 2 1 NA 4 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 19" 387 222 158 3 1 NA 3 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 20" 856 571 254 14 8 NA 8 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 21" 883 529 322 12 5 NA 13 2 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 22" 387 228 152 4 2 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 23" 1284 738 520 12 5 NA 8 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 24" 72 49 21 1 1 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 25" 1238 707 514 6 3 NA 7 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 26" 506 285 211 4 2 NA 4 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 27" 138 88 48 2 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 28" 382 221 159 1 1 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 29" 1092 690 359 19 7 NA 16 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 30" 1018 679 309 14 3 NA 10 3 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 31" 939 679 221 12 7 NA 20 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 32" 912 632 252 13 9 NA 6 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 33" 353 185 164 2 1 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 34" 362 234 113 7 3 NA 4 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 35" 821 482 319 13 3 NA 4 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 36" 279 147 127 2 2 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 37" 549 280 251 8 5 NA 5 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 38" 685 345 322 9 4 NA 5 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 39" 763 416 331 3 0 NA 11 2 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 42" 284 152 127 2 1 NA 2 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 43" 258 158 95 3 1 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 44" 70 40 29 1 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 45" 357 197 154 4 2 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 46" 853 568 249 16 9 NA 10 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 47" 284 156 121 4 0 NA 2 1 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 48" 346 203 135 2 3 NA 3 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 49" 358 171 179 1 3 NA 4 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 50" 2 2 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 51" 1 0 1 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 52" 1 0 1 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 53" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 54" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 55" 4 4 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 56" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 57" 4 2 2 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 58" 1 1 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 59" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 60" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 61" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 62" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 63" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 64" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 65" 45 20 24 0 0 NA 1 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 66" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 67" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 68" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 69" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 70" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 71" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 72" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "City of EAU CLAIRE Ward 73" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
FLORENCE "Town of AURORA Wards 1-3" 436 137 291 5 1 NA 1 1 0 0 0 0 0 0 0 0
FLORENCE "Town of COMMONWEALTH Wards 1-3" 191 58 130 1 2 NA 0 0 0 0 0 0 0 0 0 0
FLORENCE "Town of FENCE Ward 1" 105 22 82 0 1 NA 0 0 0 0 0 0 0 0 0 0
FLORENCE "Town of FERN Ward 1" 114 26 84 0 1 NA 3 0 0 0 0 0 0 0 0 0
FLORENCE "Town of FLORENCE Wards 1-7" 957 322 619 8 3 NA 4 1 0 0 0 0 0 0 0 0
FLORENCE "Town of HOMESTEAD Ward 1" 200 47 150 1 2 NA 0 0 0 0 0 0 0 0 0 0
FLORENCE "Town of LONG LAKE Ward 1" 92 22 70 0 0 NA 0 0 0 0 0 0 0 0 0 0
FLORENCE "Town of TIPLER Ward 1" 86 9 77 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of ALTO Wards 1-2" 544 110 433 1 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of ASHFORD Wards 1-3" 883 192 680 3 2 NA 4 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of AUBURN Wards 1-3" 1300 238 1044 5 1 NA 12 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of BYRON Wards 1-2" 872 250 613 7 1 NA 1 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of CALUMET Ward 1" 458 133 318 2 2 NA 3 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of CALUMET Ward 2" 295 75 220 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of EDEN Wards 1-2" 550 111 429 5 1 NA 4 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of ELDORADO Wards 1-3" 739 201 523 3 5 NA 5 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of EMPIRE Wards 1-4" 1625 531 1074 6 4 NA 10 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of FOND DU LAC Wards 1-8" 1876 661 1184 7 7 NA 14 3 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of FOND DU LAC Ward 1A" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of FOREST Wards 1-2" 583 139 437 5 0 NA 1 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of FRIENDSHIP Wards 1-3" 1184 405 765 4 5 NA 5 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of LAMARTINE Wards 1-2" 923 266 640 7 6 NA 2 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of MARSHFIELD Wards 1-2" 602 151 447 3 0 NA 1 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of METOMEN Wards 1-2" 363 90 268 2 3 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of OAKFIELD Wards 1-2" 333 93 237 2 1 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of OSCEOLA Wards 1-2" 957 215 732 7 0 NA 3 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of RIPON Wards 1-2" 726 246 469 5 1 NA 4 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of ROSENDALE Ward 1" 357 107 248 0 0 NA 2 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of SPRINGVALE Ward 1" 352 111 237 2 0 NA 2 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of TAYCHEEDAH Wards 1-5" 2594 777 1797 8 1 NA 11 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Town of WAUPUN Wards 1-2" 719 226 483 5 2 NA 3 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of BRANDON Ward 1" 363 117 239 2 2 NA 3 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of CAMPBELLSPORT Wards 1-4" 816 204 594 6 6 NA 3 3 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of EDEN Ward 1" 327 90 231 4 0 NA 2 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of FAIRWATER Ward 1" 133 41 89 1 2 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "VILLAGE OF KEWASKUM Ward 6" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of MOUNT CALVARY Ward 1" 274 87 179 3 3 NA 2 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of NORTH FOND DU LAC Wards 1-7" 1964 879 1022 26 15 NA 19 3 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of OAKFIELD Wards 1-2" 515 188 320 3 0 NA 4 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of ROSENDALE Wards 1-2" 501 148 340 8 1 NA 4 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "Village of ST. CLOUD Ward 1" 262 69 191 0 1 NA 1 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 1" 585 274 302 2 5 NA 2 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 2" 468 221 239 2 2 NA 4 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 3" 914 411 487 9 3 NA 4 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 4" 573 256 297 8 4 NA 7 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 5" 1049 507 525 6 4 NA 6 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 6" 771 339 406 9 7 NA 9 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 7" 587 274 295 5 4 NA 9 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 8" 752 346 386 8 7 NA 5 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 9" 556 264 273 6 6 NA 6 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 10" 794 358 423 6 2 NA 5 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 11" 445 239 198 6 1 NA 1 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 12" 769 401 344 11 6 NA 5 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 13" 426 214 200 7 3 NA 2 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 14" 872 374 486 3 3 NA 6 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 15" 611 223 386 0 0 NA 1 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 16" 572 265 300 2 1 NA 3 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 17" 154 64 88 0 1 NA 1 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 18" 65 18 47 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 19" 627 295 313 10 1 NA 6 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 20" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 21" 794 400 376 5 5 NA 6 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 22" 948 367 571 2 4 NA 4 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 23" 1027 378 639 5 0 NA 5 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 24" 1012 431 569 7 2 NA 3 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 25" 1201 401 782 8 2 NA 6 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 26" 1 0 1 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 27" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 28" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 29" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 30" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of FOND DU LAC Ward 31" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 1-3" 750 305 416 14 8 NA 6 1 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 4-6" 705 370 318 1 2 NA 12 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 7-8" 705 330 347 9 7 NA 12 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "City of RIPON Wards 9-11" 918 404 491 5 6 NA 10 2 0 0 0 0 0 0 0 0
"FOND DU LAC" "CITY OF WAUPUN Wards 9-12" 1535 559 953 13 3 NA 7 0 0 0 0 0 0 0 0 0
"FOND DU LAC" "CITY OF WAUPUN Ward 9B" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of ALVIN Ward 1" 86 21 65 0 0 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of ARGONNE Wards 1-3" 220 78 137 3 1 NA 1 0 0 0 0 0 0 0 0 0
FOREST "Town of ARMSTRONG CREEK Ward 1" 224 78 143 1 2 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of BLACKWELL Ward 1" 74 27 42 2 1 NA 2 0 0 0 0 0 0 0 0 0
FOREST "Town of CASWELL Ward 1" 45 11 34 0 0 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of CRANDON Wards 1-3" 282 118 162 0 0 NA 2 0 0 0 0 0 0 0 0 0
FOREST "Town of FREEDOM Ward 1" 218 73 144 0 0 NA 1 0 0 0 0 0 0 0 0 0
FOREST "Town of HILES Ward 1" 225 79 141 1 1 NA 2 1 0 0 0 0 0 0 0 0
FOREST "Town of LAONA Wards 1-3" 483 182 294 3 2 NA 1 1 0 0 0 0 0 0 0 0
FOREST "Town of LINCOLN Wards 1-3" 470 183 273 2 5 NA 7 0 0 0 0 0 0 0 0 0
FOREST "Town of NASHVILLE Ward 1" 185 50 133 0 1 NA 1 0 0 0 0 0 0 0 0 0
FOREST "Town of NASHVILLE Ward 2" 153 116 30 1 3 NA 3 0 0 0 0 0 0 0 0 0
FOREST "Town of NASHVILLE Ward 3" 201 64 133 3 1 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of POPPLE RIVER Ward 1" 20 7 13 0 0 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of ROSS Ward 1" 58 11 46 1 0 NA 0 0 0 0 0 0 0 0 0 0
FOREST "Town of WABENO Wards 1-5" 386 159 219 2 1 NA 3 2 0 0 0 0 0 0 0 0
FOREST "City of CRANDON Wards 1-4" 652 229 412 2 5 NA 4 0 0 0 0 0 0 0 0 0
