COUNTY AREA TOTAL DEM REP LIB GRN REF NLP CON WI
Clarke "GROVE HILL - COURTHOUSE" 0 141 285 0 1 0 0 0 0
Clarke "ANTIOCH FIRE STATION" 0 102 179 1 0 2 0 0 0
Clarke "HELLWESTERN FIRE STATION" 0 47 175 0 0 1 0 0 0
Clarke "GROVE HILL-CITY HALL" 0 76 354 2 1 0 0 0 0
Clarke "WHATLEY - GARRICKS STORE" 0 115 71 1 1 0 0 0 0
Clarke "GROVE HILL-NATIONAL GUARD" 0 202 87 1 0 1 0 0 0
Clarke "COFFEEVILLE HIGH SCHOOL GYM" 0 229 309 1 0 4 0 0 0
Clarke "THOMASVILLE-NATIONAL GUARD" 0 646 405 0 4 6 0 2 0
Clarke "HOPEWELL CHURCH - CHILTON" 0 12 79 0 0 0 0 0 0
Clarke "TALLAHATTA SPR.-COMM. HOUSE" 0 13 92 0 0 2 0 0 0
Clarke "NETTLESBORO FIRE STATION" 0 67 82 0 0 0 0 0 0
Clarke "OLD FULTON SCHOOL" 0 209 361 0 1 2 1 0 0
Clarke "MORVIN VOTING HOUSE" 0 113 35 0 0 0 0 0 0
Clarke "BASHI - METHODIST CHURCH" 0 26 57 0 0 0 0 0 0
Clarke "THOMASVILLE NEW FIRE STATION" 0 186 444 0 1 3 0 0 2
Clarke "THOMASVILLE FIRE STATION #2" 0 67 341 0 0 0 0 1 0
Clarke "SPRINGFIELD - BOBBY KELLEYS" 0 22 220 0 1 0 0 0 0
Clarke "ABSENTEE VOTERS" 0 99 211 0 3 0 0 0 0
Clarke "ABSENTEE VOTERS" 0 0 0 0 0 0 0 0 0
Clay "Highland/Coppermine 01" 0 41 81 2 2 5 0 0 0
Clay "Delta Community Center" 0 64 136 1 7 1 0 0 0
Clay "Barfield Volunteer" 0 162 272 4 5 4 0 0 0
Clay "Lineville Armory" 0 135 242 4 4 1 0 0 0
Clay "Highland/Coppermine 25" 0 40 150 0 1 1 0 0 1
Clay "Idaho F.D." 0 33 160 0 2 0 0 0 0
Clay "Hipine F.D." 0 16 86 3 0 0 0 0 0
Clay "Millerville F.D. 08" 0 22 107 1 0 0 1 0 0
Clay "Coleta Valley F.D." 0 28 94 2 3 0 0 0 0
Clay "Tri-Community F.D. 10" 0 15 103 4 1 0 0 0 0
Clay "Hollins Community Center" 0 67 156 1 4 2 0 1 1
Clay "Mellow Valley High 01" 0 7 49 0 0 0 0 0 0
Clay "Mellow Valley High 02" 0 46 201 0 1 3 0 0 0
Clay "Cragford F.D." 0 38 143 0 2 1 0 0 1
Clay "Lineville National Guard 15" 0 145 224 1 4 3 0 0 1
Clay "Bluff Springs F.D." 0 83 241 1 3 4 0 0 0
Clay "Ashland National Guard 17" 0 222 446 5 8 1 0 1 0
Clay "Ashland National Guard 18A" 0 47 135 0 1 0 0 0 0
Clay "Ashland National Guard 18B" 0 32 77 0 2 1 0 0 0
Clay "Lineville National Guard 20" 0 313 89 1 0 0 0 0 0
Clay "Ashland National Guard 21" 0 172 93 1 2 0 0 0 0
Clay "Millerville F.D. 22" 0 88 90 0 0 0 0 0 0
Clay "Tri-Community F.D. 23" 0 48 57 0 0 1 0 2 0
Clay Absentee 0 181 287 1 0 2 0 0 0
Cleburne "Pct. 1" 0 25 72 0 4 0 0 0 0
Cleburne "Pct. 2" 0 71 112 1 6 1 0 0 0
Cleburne "Pct. 3" 0 75 125 1 1 4 0 0 0
Cleburne "Pct. 4 Box 1(A-H)" 0 26 79 5 2 0 0 0 0
Cleburne "Pct. 4 Box 2(I-Z)" 0 34 84 0 1 0 0 0 0
Cleburne "Pct. 6 Box 1(A-B)" 0 0 0 0 0 0 0 0 0
Cleburne "Pct. 6 Box 2(C-G)" 0 0 0 0 0 0 0 0 0
Cleburne "Pct. 6 Box 3(H-K)" 0 0 0 0 0 0 0 0 0
Cleburne "Pct. 6 Box 4(L-O)" 0 85 122 0 1 0 0 0 0
Cleburne "Pct. 6 Box 5(P-S)" 0 101 152 1 0 0 0 0 0
Cleburne "Pct. 6 Box 6(T-Z)" 0 0 0 0 0 0 0 0 0
Cleburne "Pct. 7" 0 70 172 1 0 1 0 0 0
Cleburne "Pct. 8 Box 1" 0 39 102 0 0 0 0 0 0
Cleburne "Pct. 8 Box 2" 0 39 151 0 1 1 0 0 0
Cleburne "Pct. 9 Box 1A(A-K)" 0 36 140 0 5 4 0 0 0
Cleburne "Pct. 9 Box 1B(L-Z)" 0 60 138 0 0 1 0 0 0
Cleburne "Pct. 9 Box 2(A-G)" 0 55 170 2 0 2 0 0 0
Cleburne "Pct. 9 Box 3(H-P)" 0 54 181 1 3 4 0 0 0
Cleburne "Pct. 9 Box 4(Q-Z)" 0 43 124 0 0 2 0 0 0
Cleburne "Pct. 10" 0 58 88 0 1 0 0 0 0
Cleburne "Pct. 11, Box 1" 0 50 63 2 0 0 0 0 0
Cleburne "Pct. 11, Box 2" 0 25 62 0 1 0 0 0 0
Cleburne "Pct. 12 Box 1(A-L0" 0 108 157 0 3 3 0 0 0
Cleburne "Pct. 12 Box 2(M-Z)" 0 66 176 0 0 2 0 0 0
Cleburne "Pct. 12, Box 3" 0 29 106 0 0 2 0 0 0
Cleburne "Pct. 15" 0 61 139 2 2 1 0 0 0
Coffee "DANLEYS CROSS ROADS" 0 84 55 1 0 1 0 0 0
Coffee "LEE COMMUNITY" 0 48 78 0 0 0 0 0 0
Coffee NEWBIA 0 26 37 0 2 1 0 0 0
Coffee "BLUFF SPRINGS" 0 25 19 1 0 0 0 0 0
Coffee "NATIONAL GUARD ARMORY - ELBA" 0 320 473 0 2 5 0 0 0
Coffee "ZION CHAPEL" 0 96 151 0 4 2 0 0 0
Coffee "PINE LEVEL" 0 46 69 2 1 0 0 0 0
Coffee BASIN 0 45 85 0 0 0 0 0 0
Coffee "WISE MILL CHURCH" 0 24 60 0 0 0 0 0 0
Coffee "WISE MILL SCHOOL VOTING HOUSE" 0 52 55 0 0 1 0 0 0
Coffee "NEW BROCKTON FARM CENTER" 0 133 332 1 5 5 0 0 0
Coffee VICTORIA 0 69 180 0 4 3 1 1 0
Coffee "CHESTNUT GROVE" 0 28 78 1 1 1 0 0 0
Coffee FRESCO 0 142 197 3 2 0 0 1 1
Coffee EANON 0 49 180 0 8 0 0 3 0
Coffee "HERITAGE CHURCH - ENTERPRISE" 0 225 603 6 8 1 0 2 0
Coffee "PERRYS STORE" 0 50 122 0 0 0 0 0 0
Coffee "ELBA RESERVE ARMORY" 0 213 375 2 5 4 0 0 0
Coffee "PLEASANT RIDGE" 0 113 263 1 8 1 0 2 0
Coffee "INO COMMUNITY" 0 54 90 2 0 1 0 0 0
Coffee "HOLLEYS STORE" 0 20 24 0 0 0 0 0 0
Coffee DAMASCUS 0 118 301 0 6 0 0 2 0
Coffee KINSTON 0 79 173 1 3 1 0 0 0
Coffee GOODMAN 0 95 219 1 2 0 0 1 0
Coffee "MOUNT PLEASANT" 0 111 398 1 5 3 0 0 0
Coffee "COOL SPRINGS" 0 70 259 1 2 2 0 0 0
Coffee "ENTERPRISE CIVIC CENTER" 0 292 555 1 10 3 0 1 1
Coffee FAIRVIEW 0 16 32 0 0 0 0 0 0
Coffee "ELBA MULBERRY HEIGHTS" 0 202 9 0 0 0 0 0 0
Coffee "NEW BROCKTON NATIONAL GUARD" 0 199 130 0 2 1 0 1 0
Coffee "JOHNS CHAPEL AME CHURCH 1" 0 393 104 1 5 0 0 1 0
Coffee "JOHNS CHAPEL AME CHURCH 2" 0 429 162 1 1 0 0 0 0
Coffee "ENTERPRISE YMCA 1" 0 179 517 1 13 2 0 0 0
Coffee "ENTERPRISE YMCA 2" 0 385 1188 5 21 11 0 1 0
Coffee "ENTERPRISE RECREATION CENTER 1" 0 191 585 2 8 1 0 0 0
Coffee "ENTERPRISE RECREATION CENTER 2" 0 426 1336 4 18 7 0 1 0
Coffee "ABSENTEE VOTERS" 0 173 444 1 9 4 0 0 0
Colbert Brick 0 413 508 1 10 6 0 1 0
Colbert "Hatton School" 0 442 225 1 5 4 0 0 0
Colbert "Tuscumbia Demonstation Bldg." 0 219 203 0 7 4 0 0 0
Colbert "Tuscumbia Utilities Bldg." 0 628 252 3 9 6 1 1 1
Colbert "Tuscumbia Multi-purpose Center" 0 419 503 0 12 10 0 1 0
Colbert "Hope Haven" 0 312 444 1 7 2 1 0 1
Colbert "Thompson School" 0 127 164 0 1 4 0 0 0
Colbert "Barton First Baptist Church" 0 302 198 2 2 3 0 0 0
Colbert "The Lion Den" 0 340 224 2 8 5 0 1 0
Colbert "Cherokee City Hall" 0 151 143 0 3 2 0 0 0
Colbert "Margerum Methodist Church" 0 115 110 2 0 3 0 0 0
Colbert "Rock Creek Booth" 0 21 56 0 1 1 0 0 0
Colbert "HWY 247 Fire Dept." 0 50 66 1 1 1 0 0 0
Colbert "New Bethel Fire Dept." 0 203 251 0 4 5 0 0 0
Colbert "LaGrange Fire Department" 0 153 224 1 6 5 0 0 0
Colbert "Leighton Civic Center" 0 329 215 1 4 9 0 1 0
Colbert "Leighton Fire Station" 0 263 56 1 2 2 0 0 0
Colbert "Littleville City Hall" 0 269 365 2 9 6 1 1 2
Colbert "Locust Shores Fire Station" 0 273 390 0 4 8 0 0 0
Colbert "Spring Valley Fire Dept." 0 169 148 1 3 3 0 0 1
Colbert "County Highway Dept." 0 211 339 1 4 2 0 0 0
Colbert "Listerhill Credit Union" 0 150 19 0 0 0 0 0 0
Colbert "Harris Store" 0 40 60 0 0 0 0 0 0
Colbert "Sheffield Board of Education" 0 197 205 0 9 5 0 0 0
Colbert "Sheffield Fire Station" 0 465 284 2 11 8 0 1 1
Colbert "Sheffield Michael Center" 0 476 14 0 1 2 0 0 0
Colbert "Sheffield Recreation Center" 0 410 494 4 13 9 0 1 0
Colbert "Sheffield Fire Station Mont. Ave" 0 108 79 1 1 6 0 0 0
Colbert "Park Terrace Cumberland" 0 352 502 0 10 6 0 0 0
Colbert "First Southern Baptist Ch." 0 392 758 0 8 11 0 0 0
Colbert "Muscle Shoals - Fire Station" 0 401 641 1 6 9 0 0 0
Colbert "Muscle Shoals - South Gate" 0 520 588 5 19 19 0 0 3
Colbert "Muscle Shoals - Webster Sch." 0 358 312 0 7 7 0 1 0
Colbert "Muscle Shoals First Baptist Ch." 0 601 637 2 10 18 0 0 0
Colbert "Colbert Heights School" 0 364 476 3 7 9 0 0 2
Colbert Absentee 0 300 365 0 4 1 1 0 0
Conecuh "ANNEX CROSS ROAD" 0 74 28 0 0 0 0 0 0
Conecuh "LYEFFION FIRE HOUSE" 0 42 151 0 4 0 0 0 0
Conecuh SKINNERTON 0 24 30 0 0 1 0 0 0
Conecuh "ROBINSON MILL" 0 119 60 0 2 2 0 0 0
Conecuh "BELLEVILLE FIRE DEPARTMENT" 0 236 92 1 1 0 0 0 0
Conecuh "2ND OLD FIELD CHURCH" 0 130 83 0 3 0 0 0 0
Conecuh "RANGE FIRE DEPARTMENT" 0 24 74 0 0 5 0 0 0
Conecuh "LENOX COMMUNITY HOUSE" 0 26 126 1 0 3 0 0 1
Conecuh "SANDCUTT FIRE DEPARTMENT" 0 42 122 0 2 1 0 0 0
Conecuh "CASTLEBERRY FIRE DEPT" 0 230 223 0 2 1 0 0 0
Conecuh "BROOKLYN MASONIC LODGE" 0 39 39 0 0 0 0 1 0
Conecuh "PAUL FIRE HOUSE" 0 50 62 0 0 1 0 0 0
Conecuh "JOHNSONVILLE FIRE DEPT" 0 115 8 0 0 0 0 0 0
Conecuh "VOTING HOUSE ANTIOCH" 0 73 146 0 2 0 0 0 0
Conecuh "MT. UNION CHURCH" 0 40 69 0 1 0 0 0 0
Conecuh "BROWNVILLE FIRE HOUSE" 0 51 106 0 2 1 0 0 0
Conecuh "FLAT ROCK FIRE HOUSE" 0 16 47 0 0 1 0 0 0
Conecuh "DAVID BURT BUILDING" 0 165 504 0 4 1 0 1 0
Conecuh "NATIONAL GUARD ARMORY" 0 385 120 1 2 2 1 0 1
Conecuh "HEALTH DEPARTMENT" 0 157 53 0 2 1 0 0 0
Conecuh "NAZARENE BAPTIST CHURCH" 0 170 63 0 5 0 0 0 0
Conecuh "REPTON CITY HALL" 0 164 155 1 1 1 1 0 0
Conecuh "WOOTEN VOTING HOUSE" 0 104 80 1 2 0 0 0 0
Conecuh "2ND MT. ZION CHURCH" 0 104 15 0 0 0 0 0 0
Conecuh BERMUDA 0 33 120 0 0 0 0 0 0
Conecuh "LITTLE ZION CHURCH" 0 101 34 0 0 0 1 0 0
Conecuh "ABSENTEE VOTERS" 0 69 89 1 0 0 0 0 0
Coosa Equality 0 82 213 1 3 0 0 0 0
Coosa "Mt. Olive Comm. Ctr." 0 69 56 0 1 0 0 0 1
Coosa "Kelleyton Comm Ctr." 0 291 286 1 1 0 0 1 0
Coosa Goodwater 0 613 222 4 1 2 2 2 0
Coosa Hanover 0 55 109 0 2 1 0 1 0
Coosa Courthouse 0 247 296 9 3 1 0 1 0
Coosa "Weogufka Vot. Hse" 0 120 246 2 8 3 0 0 0
Coosa "Stewartville Club Hse." 0 168 484 3 3 2 1 0 0
Coosa "Marble Valley Fire Dept." 0 29 90 0 2 1 0 0 0
Coosa "Richville Fire Dept." 0 68 185 1 4 0 0 0 0
Coosa "Ray Fire Dept." 0 146 124 1 4 3 1 1 0
Coosa "Cottage Grove Day Care" 0 182 2 0 2 0 0 0 0
Coosa Absentee 0 34 69 1 0 0 0 0 0
Covington "ANDALUSIA KIWANIS FAIR BLDG.#1" 0 361 719 1 12 4 0 0 1
Covington "ANDALUSIA KIWANIS FAIR BLDG.#2" 0 320 602 3 12 1 0 1 0
Covington "ANDALUSIA KIWANIS FAIR BLDG.#3" 0 306 506 5 3 2 0 1 0
Covington "ANDALUSIA KIWANIS FAIR BLDG.#4" 0 297 538 2 9 2 0 3 0
Covington "LIBERTYVILLE CITY HALL" 0 30 140 0 4 1 0 0 0
Covington "FAIRFIELD VOTING HOUSE" 0 29 79 0 1 2 0 0 0
Covington "BECK VOTING HOUSE - SHADY BEND" 0 23 54 0 0 0 0 0 0
Covington "OPP CHAMBER OF COMMERCE #1" 0 208 531 1 10 1 0 0 0
Covington "OPP CHAMBER OF COMMERCE #2" 0 361 776 2 5 3 0 0 0
Covington "OPP CHAMBER OF COMMERCE #3" 0 218 433 1 1 2 0 0 0
Covington "ROSE HILL COMMUNITY" 0 50 73 0 1 1 0 0 0
Covington "RODGERS VOTING HOUSE" 0 11 26 0 0 0 0 0 0
Covington "MARVIN ODEMS VOTING HOUSE" 0 42 23 0 0 0 0 0 0
Covington "LOANGO FIRE DEPARTMENT" 0 53 86 0 5 0 0 0 0
Covington "MCADAMS STORE VOTING HOUSE" 0 37 55 0 1 1 0 0 0
Covington "GOOLSBY VOTING HOUSE-DAMASCUS" 0 14 54 0 0 0 1 0 0
Covington "BABBIE CITY HALL" 0 54 167 2 7 2 0 2 0
Covington "CEDAR GROVE VOTING HOUSE" 0 53 110 0 1 1 0 0 0
Covington "FLORALA-OLD NATIONAL GUARD" 0 351 362 6 8 2 0 1 0
Covington "WING FIRE DEPARTMENT - BEDA" 0 47 137 0 2 0 0 0 0
Covington "CATOES MASONIC LODGE 609" 0 10 97 0 0 1 0 0 0
Covington "PIDGEON CREEK-BUCK CREEK FIRE" 0 88 135 1 3 4 1 0 0
Covington "BROOK CHURCH" 0 16 59 0 0 0 0 0 0
Covington "RED LEVEL CITY HALL" 0 138 282 1 3 1 0 0 1
Covington "BLUE SPRINGS VOTING HOUSE" 0 55 192 0 4 0 0 0 0
Covington "VALLEY GROVE VOTING HOUSE" 0 55 93 0 0 0 0 0 0
Covington "FRIENDSHIP VOTING HOUSE" 0 31 73 0 2 1 0 0 0
Covington "GANTT CITY HALL" 0 201 327 3 6 1 0 0 0
Covington "STRAUGHN - AG BUILDING" 0 73 245 1 3 1 0 0 1
Covington "HEATH CITY HALL" 0 73 252 0 4 0 0 1 0
Covington "WIGGINS 5 POINTS VOTING HOUSE" 0 22 49 0 0 0 1 0 0
Covington "RIVER FALLS CITY HALL" 0 169 164 2 4 1 0 0 0
Covington "CARTER SCHOOL VOTING HOUSE" 0 35 34 0 0 0 0 0 0
Covington "STANLEY VOTING HOUSE" 0 34 105 0 0 0 0 0 0
Covington "SANFORD CITY HALL" 0 62 180 0 2 1 0 0 0
Covington "HARMONY MASONIC LODGE" 0 40 82 0 0 0 0 0 0
Covington "OAKY RIDGE VOTING HOUSE" 0 25 104 0 0 0 0 0 0
Covington "CAROLINA CITY HALL" 0 86 263 0 3 1 0 0 0
Covington "BOLES MILL MCRAY VOTING HOUSE" 0 32 80 0 1 0 0 0 0
Covington "BEULAH VOTING HOUSE" 0 40 123 0 1 1 0 0 0
Covington "LOCKHART CITY HALL" 0 114 119 1 3 1 0 0 0
Covington "ABSENTEE VOTERS" 0 176 432 0 2 3 0 0 0
Crenshaw "PANOLA COMMUNITY CENTER" 0 72 113 0 3 1 0 0 0
Crenshaw "DANIELVILLE SCHOOL HOUSE" 0 65 153 1 1 0 0 0 0
Crenshaw "PETREY COMMUNITY CENTER" 0 285 84 0 2 0 0 1 0
Crenshaw "HONORAVILLE FIRE STATION" 0 89 208 0 2 2 0 0 0
Crenshaw "PATSBURG DEPOT BUILDING" 0 18 117 0 1 1 0 0 0
Crenshaw "RUTLEDGE COMMUNITY CENTER" 0 120 174 0 7 1 0 0 0
Crenshaw "VIDETTE COMMUNITY CENTER" 0 20 88 0 1 0 0 0 0
Crenshaw "BUSHS GROCERY - BRANTLEY" 0 63 68 0 3 2 0 0 0
Crenshaw "BRANTLEY COMMUNITY CENTER" 0 213 296 1 2 1 0 0 0
Crenshaw "GLENWOOD CITY HALL" 0 87 157 1 0 1 0 0 0
Crenshaw "WEEDS STORE BRANTLEY" 0 49 116 0 1 0 0 0 0
Crenshaw "PLEASANT HOME SCHOOL-RUTLEDGE" 0 42 48 2 0 0 0 0 0
Crenshaw "HIGHLAND HOME - NEW FIRE DEPT." 0 111 276 1 1 0 0 0 0
Crenshaw "COUNTY COURTHOUSE" 0 220 526 0 9 4 0 0 0
Crenshaw "DOZIER CITY HALL" 0 53 39 1 1 0 0 0 0
Crenshaw "HARBIN FARM CENTER - LUVERNE" 0 298 49 2 5 1 0 0 0
Crenshaw "LILLERS STORE - BRANTLEY" 0 43 123 0 0 2 0 0 0
Crenshaw "CHAPEL HILL COMMUNITY CENTER" 0 50 97 0 1 0 0 0 1
Crenshaw "ABSENTEE VOTERS" 0 36 61 0 0 0 0 1 0
Cullman "Cullman Civic Center" 0 354 694 1 5 5 0 1 1
Cullman "Cullman Civic Center" 0 253 464 1 10 6 0 0 0
Cullman "Cullman Civic Center" 0 313 489 2 10 5 0 0 0
Cullman "Cullman County Office Bldg." 0 260 646 0 8 1 0 2 1
Cullman "Cullman City Hall" 0 206 443 2 12 4 0 0 0
Cullman "Cullman Courthouse Basement" 0 198 475 0 10 1 0 0 0
Cullman "Cullman County Office Bldg." 0 302 658 1 10 8 0 2 1
Cullman "Good Hope Town Hall" 0 292 619 0 9 6 0 0 0
Cullman "Dodge City Fire Dept." 0 172 347 2 5 9 0 0 0
Cullman "Hanceville City Hall" 0 434 715 2 13 13 0 2 1
Cullman "Steppville Fire Station" 0 215 350 2 6 7 1 0 1
Cullman "Garden City Town Hall" 0 97 250 1 4 2 0 0 0
Cullman "Stouts Mountain Church" 0 73 48 0 3 3 1 0 0
Cullman "Moody Town Union Hill Ch." 0 29 53 0 4 0 0 2 0
Cullman "Colony Town Hall" 0 213 36 1 0 1 0 1 1
Cullman "Arkadelphia Community Ctr." 0 73 136 0 1 1 0 0 0
Cullman "Antioch Community Center" 0 64 125 0 2 1 0 0 0
Cullman "Cold Springs Fire Dept." 0 178 228 1 3 5 0 0 0
Cullman "Bremen Community Center" 0 170 345 1 6 5 0 0 1
Cullman "Trimble Fire Station" 0 114 291 0 7 2 0 1 0
Cullman "Valley Grove Comm. Center" 0 199 399 3 4 2 0 0 0
Cullman "Crane Hill Fire Department" 0 246 502 0 3 4 0 0 0
Cullman "Bethsadia Fire Department" 0 120 224 1 3 2 1 0 1
Cullman "Logan Fire Department" 0 82 183 0 3 3 0 0 1
Cullman "Bethel Community Center" 0 113 195 1 3 0 0 0 0
Cullman "Jones Chapel Fire Dept." 0 247 529 1 4 6 0 1 1
Cullman "Battleground Fire Dept." 0 159 215 1 5 9 0 0 0
Cullman "West Point Comm. Center" 0 256 634 3 9 11 0 1 0
Cullman "Friendship Methodist Church" 0 226 540 3 6 3 0 0 0
Cullman "Vinemont Providence Fire Dept." 0 377 662 5 11 11 1 0 2
Cullman "Providence Fire Department" 0 199 402 1 10 1 0 0 1
Cullman "Gold Ridge Comm. Center" 0 219 448 2 3 2 0 0 0
Cullman "Baileytown Town Hall" 0 225 377 0 2 6 0 1 1
Cullman "Brooklyn Comm. Center" 0 107 220 2 2 1 0 0 0
Cullman "Joppa Volunteer Fire Dept." 0 140 222 1 3 3 0 0 1
Cullman "New Canaan FMX Bldg." 0 142 269 2 5 0 0 0 0
Cullman "Holly Pond Town Hall" 0 310 811 1 9 10 0 5 0
Cullman "Berlin Comm. Center" 0 183 376 1 10 6 0 2 0
Cullman "Walter Community Center" 0 135 312 1 1 1 0 2 0
Cullman "Welti Fire Sta." 0 120 200 1 1 6 0 2 0
Cullman "Brushy Pond Comm. Center" 0 120 234 1 3 5 0 1 0
Cullman "White City Comm. Center" 0 195 450 1 5 6 1 0 0
Cullman "Fairview Fire Dept." 0 196 322 1 6 4 0 1 0
Cullman "Fairview Town Hall" 0 137 243 1 1 6 0 0 0
Cullman "Grandview Comm. Center" 0 84 146 0 8 0 0 0 1
Cullman "Kelley Comm. Center" 0 189 501 0 4 5 0 0 1
Cullman "Center Hill Community Center" 0 80 182 2 3 3 0 0 0
Cullman "Simcoe Comm. Center" 0 151 267 2 6 3 0 0 0
Cullman "Baldwin Comm. Center" 0 123 231 1 2 5 0 0 0
Cullman "Cullman County Health Dept." 0 103 282 0 5 1 0 0 0
Cullman "East Point Comm. Center" 0 115 296 1 6 2 0 0 0
Cullman "Bolte-White Grove Church" 0 144 273 1 3 0 0 1 0
Cullman "Absentee Votes" 0 306 598 1 5 4 0 3 0
Dale "OZARK CENTER 1 <EAST A-G> #1" 0 324 540 0 14 5 0 0 0
Dale "OZARK CENTER 1 <EAST A-G> #2" 0 321 517 2 8 4 0 0 1
Dale "OZARK CENTER 2 MEM. LIB H-L" 0 359 578 3 17 6 0 1 0
Dale "OZARK CENTER 3 <WEST M-Z> #1" 0 345 603 2 12 1 0 2 0
Dale "OZARK CENTER 3 <WEST M-Z> #2" 0 449 781 3 15 2 0 1 0
Dale "CLAYHATCHEE-COMMUNITY HOUSE" 0 90 238 0 6 1 0 2 0
Dale "DALEVILLE-CITY HALL #1" 0 86 145 0 6 3 0 0 3
Dale "DALEVILLE-CITY HALL #2" 0 470 792 2 20 4 0 1 1
Dale "NEWTON-CITY HALL" 0 205 569 1 10 4 1 2 0
Dale "ARGUTA-VOTING HOUSE" 0 38 71 0 0 0 0 0 0
Dale "PINCKARD-CITY HALL" 0 179 516 2 3 0 0 0 0
Dale "ROCKY HEAD-COMMUNITY HOUSE" 0 81 292 0 4 0 0 0 0
Dale "FORT RUCKER ELEMENTARY SCHOOL" 0 58 222 0 5 0 0 0 0
Dale "MIDLAND CITY-VOTING HALL" 0 277 386 0 3 0 0 1 0
Dale "GRIMES-COMMUNITY CENTER" 0 124 303 2 3 5 0 1 0
Dale "SYLVAN GROVE-VOTING HALL" 0 29 185 0 1 2 0 0 0
Dale "ECHO-VOTING HALL" 0 119 495 1 4 0 0 1 0
Dale "CLOPTON-VOTING HALL" 0 28 78 1 0 2 0 0 0
Dale "SKIPPERVILLE-VOTING HALL" 0 124 311 0 3 1 0 0 0
Dale "ARITON-CITY HALL" 0 171 363 0 4 5 1 0 0
Dale "BERTHA-VOTING HALL" 0 57 154 1 3 1 0 0 0
Dale "EWELL-VOTING HALL" 0 247 565 0 8 5 1 7 0
Dale "MARLEY MILL-FORESTRY COMM." 0 188 625 3 17 3 0 5 0
Dale "LEVEL PLAINS-COMMUNITY CENTER" 0 380 785 2 18 1 1 0 0
Dale "ABSENTEE VOTERS" 0 157 479 2 4 1 0 2 1
Dallas "Plantersville Vol. Fire Dept." 0 131 166 0 3 1 0 0 0
Dallas "Summerfield Vol. Fire" 0 175 299 0 3 0 0 0 0
Dallas "Valley Grande Comm. Ctr." 0 405 926 10 3 1 0 1 0
Dallas "Orrville Comm. Ctr." 0 619 229 0 0 0 0 1 0
Dallas "Beloit Comm. Ctr." 0 109 15 0 0 0 0 0 0
Dallas "Tipton Sch." 0 1407 117 3 0 0 0 0 0
Dallas "Selmont Water Works" 0 159 92 0 3 1 0 0 0
Dallas "Tyler Comm. Ctr." 0 76 196 0 1 1 0 0 0
Dallas "Good Hope Ch." 0 34 49 0 1 0 0 0 0
Dallas "Mt. Zion Ch." 0 330 261 2 1 1 0 0 0
Dallas Union 0 387 748 3 2 3 1 0 0
Dallas Union 0 139 487 2 6 0 0 1 0
Dallas "Safford Comm. Ctr." 0 121 57 0 0 2 0 0 0
Dallas "Marion Jct." 0 161 95 0 0 1 1 0 0
Dallas "Shiloh Sch. Bldg." 0 350 179 1 2 0 0 0 0
Dallas Browns 0 39 27 0 0 0 0 0 0
Dallas "Carlowville Minter" 0 223 67 0 1 1 0 0 0
Dallas Courthouse 0 147 172 1 8 0 0 0 0
Dallas "Eastend Fire Sta." 0 631 12 0 0 0 0 0 0
Dallas "Carver Neighborhd. Ctr." 0 387 13 1 0 0 0 2 0
Dallas "Selma Mall" 0 285 57 0 0 0 0 0 0
Dallas "Woodrow Ave. Fire Sta." 0 727 294 2 3 0 0 0 1
Dallas "Rangedale Ctr." 0 667 18 1 0 0 0 2 1
Dallas "Northern Hts. Pres. Ch." 0 811 19 3 0 0 1 0 0
Dallas "Broad St. Fire Sta." 0 378 1 0 0 0 0 0 0
Dallas "Memorial Stadium" 0 88 641 1 7 1 0 1 0
Dallas "Old Natl. Grd Arm." 0 111 786 1 4 1 0 0 1
Dallas "Cahaba Rd. Fire Sta." 0 507 408 3 3 3 0 1 0
Dallas "Byrd Sch." 0 632 277 2 7 2 0 0 0
Dallas "Queen of Peace Sch." 0 209 125 0 0 0 0 0 0
Dallas Absentee 0 518 527 2 5 0 1 1 0
"De Kalb" "Mt. Vernon Ch." 0 61 169 1 3 1 1 0 0
"De Kalb" "Dog Town Fire Dept." 0 94 260 0 2 2 0 0 0
"De Kalb" "Gravel Hill Ch." 0 20 34 0 0 0 0 0 0
"De Kalb" "Prov. Hill Ch." 0 22 55 1 0 4 0 0 0
"De Kalb" "Copeland Bridge Ch." 0 41 53 0 1 1 0 0 0
"De Kalb" "Town Hall\Collinsville" 0 116 163 1 5 2 0 0 0
"De Kalb" "Meth. Ch.\Collinsville" 0 59 92 0 2 1 0 0 0
"De Kalb" "Bapt. Ch.\Lebanon" 0 48 60 1 0 1 0 0 0
"De Kalb" "Comm Ctr. Pineridge" 0 34 154 1 3 1 0 0 0
"De Kalb" "Courthse. Lobby 1A" 0 65 144 1 0 2 0 0 0
"De Kalb" "Courthse. Lobby 1B" 0 72 129 0 0 1 0 0 0
"De Kalb" "Courthse. Lobby 1C" 0 83 138 1 2 0 0 0 0
"De Kalb" "Senior Cit. Ctr. 2A" 0 41 75 1 0 0 0 0 0
"De Kalb" "Senior Cit. Ctr. 2B" 0 32 76 1 1 2 0 0 0
"De Kalb" "Fire Hall #2-3A" 0 94 144 1 0 1 0 0 0
"De Kalb" "Fire Hall #2-3B" 0 78 153 2 4 0 0 0 1
"De Kalb" "Saddle Clb\Wills Valley" 0 67 145 0 1 2 0 0 0
"De Kalb" "Log Cabin Antiq." 0 63 190 2 2 1 0 0 0
