COUNTY AREA TOTAL DEM REP CON LIB WGR IND1 IND2 IND3 IND4 IND5 IND6 IND7 IND8 IND9 IND10 IND11 SCATTERING
DANE "CITY OF MADISON Ward 104" 1660 1253 258 5 66 28 3 2 0 12 1 0 0 0 0 0 0 32
DANE "CITY OF MADISON Ward 105" 1910 1426 338 5 89 16 3 1 0 0 0 0 0 0 0 0 0 32
DANE "CITY OF MADISON Ward 106" 2116 1250 702 6 71 16 0 2 0 16 0 0 0 0 0 0 0 53
DANE "CITY OF MADISON Ward 107" 1278 874 314 2 65 6 1 0 0 0 0 0 0 0 0 0 0 16
DANE "CITY OF MADISON Ward 108" 1550 1253 209 6 32 24 1 0 0 2 0 0 0 0 0 0 0 23
DANE "CITY OF MADISON Ward 109" 1731 1285 317 3 66 27 0 1 0 0 0 0 0 0 0 0 0 32
DANE "CITY OF MADISON Ward 110" 1266 877 294 3 46 10 2 1 0 8 0 0 1 0 0 0 0 24
DANE "CITY OF MADISON Ward 111" 2043 1328 563 7 77 11 1 1 0 9 0 0 0 0 0 0 0 46
DANE "CITY OF MADISON Ward 112" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 113" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 115" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 116" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 117" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 118" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 120" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 121" 7 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 122" 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 123" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 124" 9 3 3 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 125" 5 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 126" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 127" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 128" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 129" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 130" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 131" 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 132" 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 133" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 134" 11 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 137" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MADISON Ward 138" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MIDDLETON Wards 1-4,9" 3063 2133 721 3 89 42 1 1 0 15 1 0 0 0 0 0 0 57
DANE "CITY OF MIDDLETON Wards 5-8" 2690 2092 441 2 73 41 4 0 0 9 0 0 0 0 0 0 0 28
DANE "CITY OF MIDDLETON Wards 10-13" 3505 2610 687 9 106 36 1 3 0 3 0 0 0 0 0 0 0 50
DANE "CITY OF MIDDLETON Wards 14-18" 2704 1889 638 8 86 34 0 1 0 7 0 0 0 0 0 0 0 41
DANE "CITY OF MIDDLETON Wards 19-20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF MONONA Ward 1-5" 2906 2215 523 5 69 30 4 0 0 9 3 0 0 0 0 0 0 48
DANE "CITY OF MONONA Ward 6-10" 2594 1912 530 7 82 30 3 3 0 2 0 0 0 0 0 0 0 25
DANE "CITY OF STOUGHTON Wards 1-2" 1868 1179 565 5 61 28 2 0 0 4 0 0 0 0 0 0 0 24
DANE "CITY OF STOUGHTON Wards 3-4,12" 1657 1098 466 3 37 32 0 1 0 6 0 0 0 0 0 0 0 14
DANE "CITY OF STOUGHTON Wards 5-6" 1740 1160 464 6 54 27 1 1 0 7 0 0 0 0 0 0 0 20
DANE "CITY OF STOUGHTON Wards 7-8" 1868 1153 612 3 47 24 2 1 0 6 0 0 0 0 0 0 0 20
DANE "CITY OF STOUGHTON Ward 9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF STOUGHTON Wards 10-11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF SUN PRAIRIE Wards 1-5" 4218 2669 1251 15 160 51 2 1 0 14 0 0 0 0 0 0 0 55
DANE "CITY OF SUN PRAIRIE Wards 6-9" 4145 2504 1321 17 173 39 2 2 0 15 0 0 0 0 0 0 0 72
DANE "CITY OF SUN PRAIRIE Wards 10-14" 4155 2631 1169 22 195 49 3 3 0 20 0 0 0 0 0 0 0 63
DANE "CITY OF SUN PRAIRIE Wards 15-19" 4205 2466 1418 11 191 39 0 5 0 0 0 0 0 0 0 0 0 75
DANE "CITY OF SUN PRAIRIE Wards 20-21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DANE "CITY OF VERONA Wards 1,5" 1263 801 371 0 44 9 2 1 0 5 0 0 0 0 0 0 0 30
DANE "CITY OF VERONA Wards 2-4" 2190 1455 563 6 76 33 0 0 0 9 2 0 0 0 1 0 0 45
DANE "CITY OF VERONA Wards 6-9" 4002 2612 1050 20 166 38 0 1 0 27 0 0 0 0 0 0 0 88
DODGE "TOWN OF ASHIPPUN Wards 1-4" 1589 371 1149 9 48 6 1 1 0 4 0 0 0 0 0 0 0 0
DODGE "TOWN OF BEAVER DAM Wards 1-4,7-11" 1176 479 640 3 38 7 0 0 0 9 0 0 0 0 0 0 0 0
DODGE "TOWN OF BEAVER DAM Wards 5-6" 946 386 502 3 39 10 3 0 0 3 0 0 0 0 0 0 0 0
DODGE "TOWN OF BURNETT Wards 1-2" 517 135 348 5 17 3 1 1 0 7 0 0 0 0 0 0 0 0
DODGE "TOWN OF CALAMUS Wards 1-2" 509 181 302 3 19 3 0 0 0 1 0 0 0 0 0 0 0 0
DODGE "TOWN OF CHESTER Wards 1-2" 371 96 255 3 14 1 0 0 0 2 0 0 0 0 0 0 0 0
DODGE "TOWN OF CLYMAN Ward 1" 426 87 317 1 20 0 0 0 0 1 0 0 0 0 0 0 0 0
DODGE "TOWN OF ELBA Ward 1" 592 236 323 5 27 0 0 0 0 1 0 0 0 0 0 0 0 0
DODGE "TOWN OF EMMET Wards 1-2" 770 178 556 4 22 5 0 0 0 5 0 0 0 0 0 0 0 0
DODGE "TOWN OF FOX LAKE Wards 1-4" 700 195 485 3 12 4 1 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF HERMAN Wards 1-2" 696 98 571 4 16 2 0 0 0 4 0 0 1 0 0 0 0 0
DODGE "TOWN OF HUBBARD Wards 1-4" 1045 298 699 11 27 3 1 0 0 6 0 0 0 0 0 0 0 0
DODGE "TOWN OF HUBBARD Wards 5-6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF HUSTISFORD Wards 1-2" 835 177 625 1 24 4 2 2 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF LEBANON Wards 1-2" 919 225 661 3 21 2 0 1 0 5 1 0 0 0 0 0 0 0
DODGE "TOWN OF LEROY Wards 1-2" 521 112 387 3 16 1 0 0 0 2 0 0 0 0 0 0 0 0
DODGE "TOWN OF LOMIRA Ward 1-2" 647 117 493 2 23 3 0 1 0 8 0 0 0 0 0 0 0 0
DODGE "TOWN OF LOMIRA Ward 3" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF LOWELL Wards 1-2" 281 70 202 0 7 0 0 0 0 2 0 0 0 0 0 0 0 0
DODGE "TOWN OF LOWELL Wards 3-4" 294 82 201 0 8 2 0 0 0 1 0 0 0 0 0 0 0 0
DODGE "TOWN OF OAK GROVE Wards 1-2" 570 184 363 3 17 0 0 1 0 2 0 0 0 0 0 0 0 0
DODGE "TOWN OF OAK GROVE Wards 3-6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF PORTLAND Wards 1-2" 583 212 344 7 15 5 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF RUBICON Wards 1-3" 1349 225 1063 6 35 10 0 0 0 9 0 0 1 0 0 0 0 0
DODGE "TOWN OF SHIELDS Ward 1" 345 99 228 1 12 2 0 0 0 3 0 0 0 0 0 0 0 0
DODGE "TOWN OF THERESA Wards 1,3-7" 250 43 189 1 13 4 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF THERESA Ward 2" 372 80 275 0 12 2 0 0 0 3 0 0 0 0 0 0 0 0
DODGE "TOWN OF TRENTON Wards 1-2" 734 179 512 3 33 0 0 0 0 7 0 0 0 0 0 0 0 0
DODGE "TOWN OF WESTFORD Wards 1-2" 715 250 436 4 20 4 1 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF WESTFORD Ward 3" 10 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF WESTFORD Ward 4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "TOWN OF WILLIAMSTOWN Wards 1-3" 469 101 348 1 9 2 1 2 0 5 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF BROWNSVILLE Ward 1" 325 90 216 2 5 5 0 1 0 6 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF CLYMAN Ward 1" 192 65 110 0 13 2 1 1 0 0 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF HUSTISFORD Wards 1-2" 577 141 405 7 17 4 1 1 0 1 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF IRON RIDGE Ward 1" 483 120 331 2 18 11 0 1 0 0 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF KEKOSKEE Ward 1" 84 25 54 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF LOMIRA Wards 1-3" 1193 318 814 2 42 11 1 0 0 5 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF LOWELL Ward 1" 168 41 112 3 7 1 0 0 0 4 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF NEOSHO Ward 1" 339 74 242 1 20 1 1 0 0 0 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF RANDOLPH Wards 1-2" 620 208 364 4 30 3 1 0 0 10 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF REESEVILLE Ward 1" 311 102 190 0 17 0 1 0 0 1 0 0 0 0 0 0 0 0
DODGE "VILLAGE OF THERESA Wards 1-3" 716 183 477 8 33 9 0 0 0 6 0 0 0 0 0 0 0 0
DODGE "CITY OF BEAVER DAM Wards 1,3,5" 1501 757 652 6 64 20 0 2 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF BEAVER DAM Wards 2,6" 1101 479 545 11 43 15 0 0 0 8 0 0 0 0 0 0 0 0
DODGE "CITY OF BEAVER DAM Wards 4,10" 794 369 383 4 27 7 1 0 0 3 0 0 0 0 0 0 0 0
DODGE "CITY OF BEAVER DAM Wards 7,12-13" 1486 708 678 14 64 18 1 0 0 3 0 0 0 0 0 0 0 0
DODGE "CITY OF BEAVER DAM Wards 8,14" 938 439 443 8 27 11 0 3 0 7 0 0 0 0 0 0 0 0
DODGE "CITY OF BEAVER DAM Wards 9,11" 1351 647 621 4 49 12 1 0 0 17 0 0 0 0 0 0 0 0
DODGE "CITY OF COLUMBUS Ward 9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF FOX LAKE Wards 1-3" 722 264 401 4 39 14 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF HARTFORD Wards 18-19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF HORICON Ward 1-6" 1767 623 1029 9 77 18 2 0 0 9 0 0 0 0 0 0 0 0
DODGE "CITY OF HORICON Ward 7" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DODGE "CITY OF JUNEAU Ward 1-3" 988 353 563 11 44 11 1 0 0 5 0 0 0 0 0 0 0 0
DODGE "CITY OF MAYVILLE Wards 1-8" 2583 836 1604 16 81 32 2 2 0 9 0 0 0 0 1 0 0 0
DODGE "CITY OF WATERTOWN Ward 1-2" 1406 521 795 15 48 14 0 0 0 13 0 0 0 0 0 0 0 0
DODGE "CITY OF WATERTOWN Wards 3-4" 1338 436 797 10 59 21 4 0 0 10 0 0 1 0 0 0 0 0
DODGE "CITY OF WATERTOWN Wards 5-6" 1209 394 746 5 45 8 0 1 0 10 0 0 0 0 0 0 0 0
DODGE "CITY OF WATERTOWN Ward 7" 377 123 231 0 13 2 0 0 0 8 0 0 0 0 0 0 0 0
DODGE "CITY OF WAUPUN Wards 1-8" 2263 755 1355 18 90 26 1 1 0 17 0 0 0 0 0 0 0 0
DOOR "TOWN OF BAILEYS HARBOR Wards 1-2" 816 443 327 0 24 7 0 0 0 4 0 0 0 0 0 0 0 11
DOOR "TOWN OF BRUSSELS Wards 1-2" 606 201 374 2 20 7 0 0 0 0 0 0 0 0 0 0 0 2
DOOR "TOWN OF CLAY BANKS Ward 1" 238 104 129 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0
DOOR "TOWN OF EGG HARBOR Wards 1-3" 915 400 472 0 26 10 0 0 0 1 0 0 0 0 0 0 0 6
DOOR "TOWN OF FORESTVILLE Wards 1-2" 576 206 335 4 21 5 1 0 0 2 0 0 0 0 0 0 0 2
DOOR "TOWN OF GARDNER Wards 1-2" 707 246 424 5 21 4 0 1 0 2 0 0 0 0 0 0 0 4
DOOR "TOWN OF GIBRALTAR Wards 1-2" 802 429 325 3 24 11 0 0 0 4 0 0 0 0 0 0 0 6
DOOR "TOWN OF JACKSONPORT Wards 1-2" 522 232 275 2 10 1 0 0 0 0 1 0 0 0 0 0 0 1
DOOR "TOWN OF LIBERTY GROVE Wards 1-3" 1407 734 582 6 46 9 2 0 0 4 0 0 0 0 0 0 0 24
DOOR "TOWN OF NASEWAUPEE Wards 1-3" 1240 461 703 6 46 6 1 0 0 5 2 0 0 0 0 0 0 10
DOOR "TOWN OF SEVASTOPOL Wards 1-5" 1859 780 974 8 60 14 1 2 0 8 0 0 0 0 0 0 0 12
DOOR "TOWN OF STURGEON BAY Wards 1-2" 521 224 272 2 16 3 0 1 0 0 0 0 0 0 0 0 0 3
DOOR "TOWN OF UNION Ward 1" 610 190 388 0 22 2 1 0 0 2 0 0 0 0 0 0 0 5
DOOR "TOWN OF WASHINGTON Ward 1" 555 226 301 4 16 6 0 2 0 0 0 0 0 0 0 0 0 0
DOOR "VILLAGE OF EGG HARBOR Ward 1" 201 113 80 0 4 1 0 0 0 0 0 0 0 0 0 0 0 3
DOOR "VILLAGE OF EPHRAIM Ward 1" 245 141 89 0 5 1 0 0 0 2 0 0 0 0 0 0 0 7
DOOR "VILLAGE OF FORESTVILLE Ward 1" 251 86 144 1 11 3 1 0 0 5 0 0 0 0 0 0 0 0
DOOR "VILLAGE OF SISTER BAY Ward 1" 671 361 270 1 19 7 1 0 0 3 0 0 0 0 0 0 0 9
DOOR "CITY OF STURGEON BAY Wards 1-6,22-24,29" 2188 1102 931 10 87 29 2 2 0 6 0 0 0 0 0 0 0 19
DOOR "CITY OF STURGEON BAY Wards 7-10,18-21,25-27,30" 1351 667 612 1 37 11 1 0 0 4 1 0 0 0 0 0 0 17
DOOR "CITY OF STURGEON BAY Wards 11-17,28" 1327 680 577 4 41 8 3 1 0 2 0 0 0 0 0 0 0 11
DOUGLAS "TOWN OF AMNICON Wards 1-2" 649 308 303 3 9 8 2 1 0 3 2 0 0 0 0 0 0 10
DOUGLAS "TOWN OF BENNETT Ward 1" 366 140 208 3 3 9 0 0 0 0 0 0 0 0 0 0 0 3
DOUGLAS "TOWN OF BRULE Wards 1-2" 379 208 144 2 15 1 0 0 0 0 0 0 0 0 2 0 0 7
DOUGLAS "TOWN OF CLOVERLAND Ward 1" 131 46 75 0 6 2 0 0 0 0 0 0 0 0 0 0 0 2
DOUGLAS "TOWN OF DAIRYLAND Ward 1" 113 23 83 1 3 1 1 0 0 0 0 0 0 0 0 0 0 1
DOUGLAS "TOWN OF GORDON Ward 1" 459 186 247 0 16 1 0 1 0 1 0 0 0 0 0 0 0 7
DOUGLAS "TOWN OF HAWTHORNE Wards 1-2" 608 246 328 1 15 9 1 1 0 0 0 0 0 0 0 0 0 7
DOUGLAS "TOWN OF HIGHLAND Ward 1" 221 96 103 0 6 2 0 0 0 7 0 0 0 0 0 0 0 7
DOUGLAS "TOWN OF LAKESIDE Ward 1" 384 162 193 4 12 8 0 1 0 0 0 0 0 0 0 0 0 4
DOUGLAS "TOWN OF MAPLE Ward 1" 389 194 167 3 5 15 1 0 0 0 0 0 0 0 0 0 0 4
DOUGLAS "TOWN OF OAKLAND Wards 1-2" 674 339 302 1 14 9 2 0 0 1 0 0 0 0 0 0 0 6
DOUGLAS "TOWN OF PARKLAND Wards 1-2" 682 336 306 5 25 5 0 1 0 0 0 0 0 0 0 0 0 4
DOUGLAS "TOWN OF SOLON SPRINGS Wards 1-3" 600 229 336 1 19 4 1 0 0 2 0 0 0 0 0 0 0 8
DOUGLAS "TOWN OF SUMMIT Wards 1-2" 601 312 255 1 19 8 0 0 0 0 0 0 0 0 0 0 0 6
DOUGLAS "TOWN OF SUPERIOR Wards 1-2" 1285 593 644 4 24 8 1 1 0 0 0 0 0 0 0 0 0 10
DOUGLAS "TOWN OF WASCOTT Ward 1" 491 195 273 1 11 7 0 0 0 0 0 0 0 0 0 0 0 4
DOUGLAS "VILLAGE OF LAKE NEBAGAMON Wards 1-2" 698 286 383 2 10 12 1 0 0 1 0 0 0 0 0 0 0 3
DOUGLAS "VILLAGE OF OLIVER Ward 1" 252 144 95 0 8 3 1 0 0 0 0 0 0 0 0 0 0 1
DOUGLAS "VILLAGE OF POPLAR Ward 1" 347 122 210 1 8 2 0 0 0 1 1 0 0 0 0 0 0 2
DOUGLAS "VILLAGE OF SOLON SPRINGS Ward 1" 382 159 187 2 16 11 0 1 0 1 0 0 0 0 0 0 0 5
DOUGLAS "VILLAGE OF SUPERIOR Ward 1" 399 203 175 0 9 5 0 1 0 2 0 0 0 0 0 0 0 4
DOUGLAS "CITY OF SUPERIOR Wards 1-3,7-8" 2777 1561 1026 10 93 38 2 1 0 4 0 0 0 0 0 0 0 42
DOUGLAS "CITY OF SUPERIOR Wards 4-6,9-12" 2541 1317 1062 14 89 31 1 0 0 0 0 0 0 0 0 0 0 27
DOUGLAS "CITY OF SUPERIOR Wards 13-16,20-22" 2653 1492 937 9 109 53 3 1 0 8 0 0 0 0 1 0 0 40
DOUGLAS "CITY OF SUPERIOR Wards 17-19,30-32" 1736 985 586 10 78 47 2 1 0 2 0 0 0 0 0 0 0 25
DOUGLAS "CITY OF SUPERIOR Wards 23-29" 2694 1463 1031 15 101 38 3 0 0 0 0 0 0 0 0 0 0 43
DUNN "TOWN OF COLFAX Ward 1-3" 614 209 365 3 30 3 0 0 0 4 0 0 0 0 0 0 0 0
DUNN "TOWN OF DUNN Wards 1-2" 773 337 396 4 21 13 0 1 0 1 0 0 0 0 0 0 0 0
DUNN "TOWN OF EAU GALLE Ward 1" 437 124 296 0 14 3 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF ELK MOUND Ward 1-3" 901 278 564 5 40 5 1 0 0 8 0 0 0 0 0 0 0 0
DUNN "TOWN OF GRANT Ward 1-2" 244 90 146 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF HAY RIVER Ward 1-2" 312 102 177 5 22 5 1 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF LUCAS Ward 1" 415 133 253 6 16 6 0 0 0 0 1 0 0 0 0 0 0 0
DUNN "TOWN OF MENOMONIE Ward 1-3" 1742 730 911 5 61 26 1 1 0 7 0 0 0 0 0 0 0 0
DUNN "TOWN OF NEW HAVEN Ward 1" 333 95 218 3 14 2 0 0 0 1 0 0 0 0 0 0 0 0
DUNN "TOWN OF OTTER CREEK Ward 1" 259 90 155 2 8 4 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF PERU Ward 1" 125 38 78 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF RED CEDAR Ward 1-3" 1226 448 703 6 58 8 0 1 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF ROCK CREEK Ward 1" 535 197 315 1 13 9 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF SAND CREEK Ward 1" 302 113 176 1 7 5 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF SHERIDAN Ward 1" 242 63 169 1 6 3 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF SHERMAN Ward 1" 509 162 319 2 19 5 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF SPRING BROOK Ward 1-2" 901 290 552 4 46 7 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF STANTON Ward 1" 433 118 297 1 12 3 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "TOWN OF TAINTER Ward 1-3" 1452 556 796 5 70 19 1 2 0 3 0 0 0 0 0 0 0 0
DUNN "TOWN OF TIFFANY Ward 1-2" 340 83 242 2 11 1 1 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF WESTON Ward 1-2" 304 97 187 1 16 3 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "TOWN OF WILSON Ward 1" 270 103 153 1 9 4 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF BOYCEVILLE Ward 1" 436 156 256 1 18 5 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF COLFAX Ward 1-2" 538 225 278 0 24 8 2 1 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF DOWNING Ward 1" 119 28 89 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF ELK MOUND Ward 1" 356 150 183 1 19 2 0 1 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF KNAPP Ward 1" 234 56 162 0 14 2 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF RIDGELAND Ward 1" 114 48 61 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0
DUNN "VILLAGE OF WHEELER Ward 1" 116 49 57 1 7 1 0 0 0 1 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 1-2" 1541 771 662 8 73 17 5 0 0 5 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 3-4" 1268 656 454 2 121 29 1 0 0 5 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 5,7" 1283 655 487 5 96 37 0 1 0 2 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Ward 6" 616 307 234 5 44 16 0 2 0 4 4 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 8-9" 1241 622 502 7 88 20 0 0 0 2 0 0 0 0 0 0 0 0
DUNN "CITY OF MENOMONIE Wards 10-11" 1560 847 595 9 77 21 3 1 0 7 0 0 0 0 0 0 0 0
"EAU CLAIRE" "TOWN OF BRIDGE CREEK Wards 1-2" 602 219 358 3 12 8 1 0 0 0 0 0 0 0 0 0 0 1
"EAU CLAIRE" "TOWN OF BRUNSWICK Wards 1-2" 1048 446 537 7 40 3 0 0 0 4 0 0 0 0 1 0 0 10
"EAU CLAIRE" "TOWN OF CLEAR CREEK Wards 1-2" 418 148 252 3 12 1 0 0 0 0 0 0 0 0 0 0 0 2
"EAU CLAIRE" "TOWN OF DRAMMEN Ward 1" 422 163 239 0 13 3 0 0 0 1 0 0 0 0 0 0 0 3
"EAU CLAIRE" "TOWN OF FAIRCHILD Ward 1" 142 37 99 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "TOWN OF LINCOLN Wards 1-2" 585 214 340 5 19 4 0 0 0 0 0 0 0 0 0 0 0 3
"EAU CLAIRE" "TOWN OF LUDINGTON Ward 1" 585 202 332 3 29 8 0 0 0 3 0 0 0 0 0 0 0 8
"EAU CLAIRE" "TOWN OF OTTER CREEK Ward 1" 254 84 149 2 16 0 0 0 0 0 0 0 0 0 0 0 0 3
"EAU CLAIRE" "TOWN OF PLEASANT VALLEY Wards 1-4" 2180 818 1236 16 64 16 0 0 0 10 0 0 0 0 0 0 0 20
"EAU CLAIRE" "TOWN OF SEYMOUR Wards 1-6" 1964 831 1015 9 70 18 0 1 0 10 0 0 0 0 0 0 0 10
"EAU CLAIRE" "TOWN OF UNION Wards 1-4" 1466 608 755 9 61 10 1 3 0 8 0 0 0 0 0 0 0 11
"EAU CLAIRE" "TOWN OF WASHINGTON Ward 1-13" 4372 1885 2211 18 140 38 0 2 0 22 0 0 0 0 0 0 0 56
"EAU CLAIRE" "TOWN OF WILSON Ward 1" 205 53 149 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "VILLAGE OF FAIRCHILD Ward 1" 199 72 119 1 4 2 0 0 0 0 0 0 0 0 0 0 0 1
"EAU CLAIRE" "VILLAGE OF FALL CREEK Wards 1-2" 729 301 371 6 39 5 0 1 0 3 0 0 0 0 0 0 0 3
"EAU CLAIRE" "CITY OF ALTOONA Wards 1-11" 3822 1810 1715 15 164 56 2 2 0 18 0 0 0 1 0 0 0 39
"EAU CLAIRE" "CITY OF ALTOONA Wards 12-15" 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EAU CLAIRE" "CITY OF AUGUSTA Wards 1-5" 620 232 361 3 14 3 0 0 0 6 0 0 0 0 0 0 0 1
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 1" 487 284 143 3 33 12 0 2 0 1 0 0 0 0 0 0 0 9
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 2" 737 458 191 4 51 20 2 0 0 1 0 0 0 0 0 0 0 10
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 3" 1771 1232 387 6 92 26 2 0 0 8 0 0 0 0 0 0 0 18
"EAU CLAIRE" "CITY OF EAU CLAIRE Ward 4" 497 247 204 4 27 9 0 0 0 1 0 0 0 0 0 0 0 5
